report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-09-30,11714000000.0,3865000000.0,1573000000.0,11714000000.0,5164000000.0,4066000000.0,1746000000.0,,1389000000.0,33000000.0,-282000000.0,291000000.0,4000000.0,-0.36,771000000.0,282000000.0,328000000.0,,-46000000.0,4066000000.0,,17.9473,1.827,-0.36,33000000.0,-0.05460883036405887,-0.024073757896534063,,,,0.0028171418815093052,0.0035752979414951248,,,0.7873741285824942,2.457088366179275,,,,,,,,,,,,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2011-12-31,12269000000.0,4176000000.0,1944000000.0,12269000000.0,5117000000.0,4122000000.0,1668000000.0,,2004000000.0,209000000.0,-189000000.0,380000000.0,,-0.24,772000000.0,265000000.0,450000000.0,,-185000000.0,4122000000.0,,14.7716,1.7162,-0.24,209000000.0,-0.036935704514363885,-0.01540467845790203,,,,0.017034803162441926,0.02262149583288235,,,0.8055501270275552,2.1481481481481484,,,,,,,,,,,,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2012-03-31,12587000000.0,4352000000.0,2245000000.0,12587000000.0,5092000000.0,4165000000.0,1705000000.0,,443000000.0,55000000.0,-32000000.0,89000000.0,,-0.04,774000000.0,67000000.0,87000000.0,,-20000000.0,4165000000.0,1.0284,11.6387,2.0268,-0.04,55000000.0,-0.006284367635506678,-0.002542305553348693,,,,0.004369587669818066,0.00594144971373015,,,0.8179497250589159,1.9385300668151448,,,,,,,,,,,,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2012-06-30,12018000000.0,3791000000.0,1821000000.0,12018000000.0,4856000000.0,4267000000.0,1677000000.0,,658000000.0,-84000000.0,-260000000.0,174000000.0,4000000.0,-0.34,774000000.0,28000000.0,342000000.0,,-314000000.0,4267000000.0,,9.2288,1.5612,-0.34,-84000000.0,-0.05354200988467875,-0.02163421534365119,,,,-0.006989515726410384,-0.009207497533706017,,,0.8787067545304778,2.0818231740801756,,-763000000.0,213000000.0,4494000000.0,-565000000.0,213000000.0,934000000.0,-0.98,-0.98,20.03286384976526,0.22805139186295503,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2012-09-30,11575000000.0,3675000000.0,1399000000.0,11575000000.0,4762000000.0,4361000000.0,1855000000.0,,1067000000.0,-80000000.0,-345000000.0,260000000.0,8000000.0,-0.45,774000000.0,266000000.0,486000000.0,269000000.0,-220000000.0,4361000000.0,,10.9909,1.8657,-0.45,189000000.0,-0.07244855102897942,-0.029805615550755938,,,,-0.006911447084233261,-0.008769045270196207,,,0.9157916841663166,2.626876340243031,,-826000000.0,100000000.0,4172000000.0,-739000000.0,369000000.0,903000000.0,-1.07,-1.07,11.818428184281842,0.11074197120708748,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2013-12-31,,,,,,,,,,,,,,,,,,,,0.0,,18.4196,2.3597,,,,,,,,,,,,,,,,,,,,,,,,,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2014-03-31,6159000000.0,2684000000.0,1174000000.0,5842000000.0,317000000.0,3112000000.0,909000000.0,1050000000.0,,53000000.0,,,1000000.0,,,127000000.0,33000000.0,62000000.0,94000000.0,3112000000.0,1.3126,15.2404,2.05,,115000000.0,,,,,0.05047619047619047,0.00860529306705634,0.015456401283172936,0.08952380952380952,0.10952380952380952,9.817034700315457,2.2862010221465074,,,,,,,,,,,,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2014-06-30,5826000000.0,2257000000.0,924000000.0,5525000000.0,301000000.0,3135000000.0,708000000.0,1608000000.0,,79000000.0,,,2000000.0,,,-10000000.0,97000000.0,120000000.0,-107000000.0,3135000000.0,1.3126,15.2404,2.05,,199000000.0,,,,,0.049129353233830844,0.013559903879162375,0.0229918509895227,-0.06654228855721393,0.12375621890547264,10.415282392026578,2.4426406926406927,,,,,,,,,,,,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2022-12-30,15503000000.0,1376000000.0,2878000000.0,14193000000.0,1310000000.0,9831000000.0,812000000.0,2391000000.0,1992000000.0,870000000.0,434000000.0,233000000.0,206000000.0,0.7,617000000.0,433000000.0,5000000.0,203000000.0,428000000.0,9831000000.0,,25.7458,4.5907,0.7,1073000000.0,0.33129770992366414,0.027994581693865702,0.18151401087411126,0.8331242158092849,0.36386449184441655,0.05611817067664323,0.07808993806660085,0.17900460058552906,0.4487662066081138,7.504580152671756,0.47810979847116053,,,,,,,,,,,,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
2023-03-31,15947000000.0,1233000000.0,2849000000.0,13747000000.0,2200000000.0,9529000000.0,750000000.0,3338000000.0,2749000000.0,1227000000.0,1349000000.0,401000000.0,-545000000.0,2.16,624000000.0,757000000.0,6000000.0,329000000.0,751000000.0,9529000000.0,0.4328,8.1301,3.2856,2.16,1556000000.0,0.6131818181818182,0.08459271336301499,0.4041342121030557,0.8235470341521869,0.36758538046734573,0.07694237160594469,0.1046124989342655,0.2249850209706411,0.4661473936488916,4.331363636363636,0.4327834327834328,8387000000.0,,2229000000.0,,1166000000.0,2943000000.0,,,,3.237852531430513,,1.1527017,32.215,20.375,5.51952,12452.446,20.6508,7.1789,2.6343
