report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-03-31,15663000000.0,6704000000.0,2680000000.0,15663000000.0,3276000000.0,7599000000.0,350000000.0,2484000000.0,,3544000000.0,905000000.0,52000000.0,194000000.0,2.11,317900000.0,609000000.0,68000000.0,541000000.0,7949000000.0,,31.6054,5.4286,2.11,905000000.0,0.2553611738148984,0.05777948030390091,0.08062360801781737,0.15265237020316028,0.2553611738148984,2.4264346764346763,2.5014925373134327,,3026000000.0,2342000000.0,3026000000.0,207000000.0,7.739999999999998,7.739999999999998,2.6269001982815596,14.618357487922705,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2021-06-30,15580000000.0,6509000000.0,2960000000.0,,3521000000.0,,592000000.0,2058000000.0,,,1798000000.0,104000000.0,282000000.0,4.56,317400000.0,1164000000.0,146000000.0,1018000000.0,592000000.0,,26.3724,5.0289,4.56,1798000000.0,,0.11540436456996149,0.43715049841964504,,,0.16813405282590174,2.1989864864864863,,3614000000.0,2125000000.0,3614000000.0,209000000.0,10.299999999999997,10.299999999999997,0.16380741560597675,17.291866028708135,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2021-09-30,15517000000.0,6577000000.0,2996000000.0,,3493000000.0,,579000000.0,1987000000.0,,,2643000000.0,153000000.0,449000000.0,6.58,316900000.0,1783000000.0,217000000.0,1566000000.0,579000000.0,,23.7834,4.5511,6.58,2643000000.0,,0.1703293162338081,0.6490667976424361,,,0.16576009161179503,2.195260347129506,,4258000000.0,1825000000.0,4258000000.0,208000000.0,12.879999999999997,12.879999999999997,0.13597933302019727,20.471153846153847,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2021-12-31,16077000000.0,6374000000.0,3470000000.0,,3626000000.0,6909000000.0,778000000.0,1527000000.0,,10911000000.0,-1869000000.0,-107000000.0,-293000000.0,-4.74,,-999000000.0,-135000000.0,-1134000000.0,7687000000.0,1.8369,28.7549,5.3591,-4.74,-1869000000.0,-0.1712950233709101,-0.11625303228214219,-0.16520816759480245,-0.10393181193291175,-0.1712950233709101,2.1199669056811916,1.8368876080691643,,3477000000.0,1991000000.0,3477000000.0,202000000.0,8.509999999999996,8.509999999999996,2.2108139200460166,17.212871287128714,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2022-06-30,15666000000.0,6371000000.0,4294000000.0,,3379000000.0,6115000000.0,1525000000.0,879000000.0,,,1821000000.0,95000000.0,364000000.0,4.48,312600000.0,824000000.0,155000000.0,669000000.0,7640000000.0,,21.3099,3.7161,4.48,1821000000.0,,0.1162389888931444,0.16526000544514022,,,2.2610239715892275,1.483698183511877,,4393000000.0,2119000000.0,4393000000.0,245000000.0,10.879999999999997,10.879999999999997,1.7391304347826086,17.930612244897958,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2022-09-30,15226000000.0,6196000000.0,4392000000.0,,3014000000.0,5940000000.0,1688000000.0,774000000.0,,,2804000000.0,147000000.0,594000000.0,6.0,311600000.0,1537000000.0,256000000.0,1281000000.0,7628000000.0,,20.2826,3.5482,6.0,2804000000.0,,0.18415867594903454,0.2634843074610036,,,2.5308560053085603,1.4107468123861566,,5399000000.0,2382000000.0,5399000000.0,288000000.0,12.319999999999999,12.319999999999999,1.4128542322652342,18.74652777777778,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2022-12-31,15422000000.0,6270000000.0,4460000000.0,,3089000000.0,6173000000.0,1590000000.0,708000000.0,,15932000000.0,3790000000.0,203000000.0,808000000.0,9.77,,2348000000.0,412000000.0,1936000000.0,7763000000.0,1.4058,22.3049,4.2476,9.77,3790000000.0,0.23788601556615616,0.24575282064583062,0.3492443789163288,0.12151644489078584,0.23788601556615616,2.513111039171253,1.405829596412556,,6546000000.0,2752000000.0,6546000000.0,338000000.0,15.509999999999998,15.509999999999998,1.1859150626336694,19.366863905325445,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2023-03-31,15921000000.0,6688000000.0,5596000000.0,,3101000000.0,5510000000.0,2870000000.0,1143000000.0,,,972000000.0,60000000.0,208000000.0,2.0,306100000.0,728000000.0,113000000.0,615000000.0,8380000000.0,,23.9744,4.6206,2.0,972000000.0,,0.06105144149236857,0.08466161484191273,,,2.7023540793292486,1.1951393852751966,,9387000000.0,4501000000.0,9387000000.0,505000000.0,22.25,22.25,0.8927239799723021,18.588118811881188,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2023-06-30,15652000000.0,6404000000.0,4040000000.0,,3094000000.0,6947000000.0,1275000000.0,922000000.0,,,1982000000.0,129000000.0,415000000.0,4.0,305200000.0,1518000000.0,198000000.0,1320000000.0,8222000000.0,,24.3862,4.7058,4.0,1982000000.0,,0.12662918476871965,0.1751502297631672,,,2.6574014221073043,1.5851485148514852,,9548000000.0,5152000000.0,9548000000.0,539000000.0,21.769999999999996,21.769999999999996,0.8611227482195224,17.714285714285715,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2023-09-30,15395000000.0,6288000000.0,3982000000.0,,3004000000.0,6818000000.0,1248000000.0,990000000.0,,,3052000000.0,196000000.0,656000000.0,7.36,304500000.0,2500000000.0,324000000.0,2176000000.0,8066000000.0,,21.998,4.3012,7.36,3052000000.0,,0.1982461838259175,0.2757000903342367,,,2.68508655126498,1.579105976896032,,9796000000.0,6047000000.0,9796000000.0,588000000.0,23.13,23.13,0.8233973050224581,16.65986394557823,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2023-12-31,15518000000.0,6235000000.0,4675000000.0,,3013000000.0,6339000000.0,1825000000.0,1065000000.0,,16107000000.0,-1966000000.0,-119000000.0,-413000000.0,-3.619999999999999,,-1207000000.0,-180000000.0,-1387000000.0,8164000000.0,1.3337,26.6534,4.8932,-3.619999999999999,-1966000000.0,-0.12205873222822375,-0.12669158396700606,-0.17589693119799588,-0.08611162848450984,-0.12205873222822375,2.709591769000996,1.3336898395721926,,4040000000.0,2724000000.0,4040000000.0,266000000.0,9.739999999999998,9.739999999999998,2.020792079207921,15.18796992481203,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2024-03-31,15653000000.0,6371000000.0,4844000000.0,,3021000000.0,6259000000.0,2066000000.0,959000000.0,,3973000000.0,1127000000.0,71000000.0,253000000.0,2.73,300000000.0,589000000.0,95000000.0,494000000.0,8325000000.0,,25.8474,4.9278,2.73,1127000000.0,0.2836647369745784,0.07199897783172554,0.0993301604089547,0.12433929020891014,0.2836647369745784,2.7557100297914596,1.31523534269199,,4195000000.0,2603000000.0,4195000000.0,277000000.0,10.469999999999999,10.469999999999999,1.9845053635280094,15.144404332129964,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2024-06-30,15577000000.0,6256000000.0,4804000000.0,,2962000000.0,6429000000.0,2044000000.0,862000000.0,,8000000000.0,2181000000.0,,499000000.0,5.27,299300000.0,1276000000.0,211000000.0,1065000000.0,8473000000.0,,22.5952,4.3274,5.27,2181000000.0,0.272625,0.140014123387045,0.19073021425448186,0.133125,0.272625,2.8605671843349088,1.302248126561199,,4394000000.0,2348000000.0,4394000000.0,,11.739999999999998,11.739999999999998,1.9283113336367774,,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2024-09-30,15824000000.0,6304000000.0,4627000000.0,,3392000000.0,6578000000.0,1768000000.0,947000000.0,,11966000000.0,3233000000.0,,701000000.0,9.17,298500000.0,2167000000.0,319000000.0,1848000000.0,8346000000.0,,22.3992,4.8523,9.17,3233000000.0,0.2701821828514123,0.20430990899898888,0.27543022661441474,0.15443757312385092,0.2701821828514123,2.4604952830188678,1.3624378647071536,40046000000.0,4575000000.0,2020000000.0,4575000000.0,,13.549999999999997,13.549999999999997,1.8242622950819671,,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2024-12-31,15067000000.0,5856000000.0,4308000000.0,,3317000000.0,6308000000.0,1555000000.0,948000000.0,,-8041000000.0,-2277000000.0,,-519000000.0,-5.460000000000001,,-751000000.0,-188000000.0,-939000000.0,7863000000.0,1.3593,21.4668,4.7098,-5.460000000000001,-2277000000.0,0.28317373461012313,-0.1511249751111701,-0.20366726296958856,0.11677652033329187,0.28317373461012313,2.370515526077781,1.3593314763231197,15898000000.0,4264000000.0,2468000000.0,4264000000.0,,11.709999999999996,11.709999999999996,1.8440431519699811,,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2025-03-31,15468000000.0,6037000000.0,3780000000.0,,3242000000.0,7282000000.0,981000000.0,873000000.0,,3839000000.0,951000000.0,,195000000.0,2.38,294500000.0,592000000.0,96000000.0,496000000.0,8263000000.0,,21.5693,4.6097,2.38,951000000.0,0.24772076061474343,0.06148176881303336,0.08265971316818775,0.1292003125814014,0.24772076061474343,2.5487353485502777,1.5970899470899471,15764000000.0,4088000000.0,2470000000.0,4088000000.0,,11.359999999999996,11.359999999999996,2.0212818003913893,,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2025-06-30,16048000000.0,6234000000.0,3932000000.0,,3211000000.0,7695000000.0,1242000000.0,788000000.0,,7892000000.0,2019000000.0,,438000000.0,4.95,293700000.0,1142000000.0,197000000.0,945000000.0,8937000000.0,,21.4185,4.5645,4.95,2019000000.0,0.2558286872782565,0.12581006979062812,0.16620019756338492,0.11974151039026863,0.2558286872782565,2.7832450949859857,1.5854526958290946,15656000000.0,3926000000.0,2350000000.0,3926000000.0,,11.039999999999997,11.039999999999997,2.2763627101375445,,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2025-09-30,16135000000.0,6320000000.0,4132000000.0,,3209000000.0,7675000000.0,1267000000.0,924000000.0,,11951000000.0,3131000000.0,,666000000.0,7.77,293000000.0,2163000000.0,314000000.0,1849000000.0,8942000000.0,,24.9988,4.7627,7.77,3131000000.0,0.26198644464898335,0.19405020142547258,0.25767426549255207,0.1547150866036315,0.26198644464898335,2.786537862262387,1.5295256534365924,15641000000.0,3824000000.0,2351000000.0,3824000000.0,,9.639999999999997,9.639999999999997,2.338389121338912,,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
2025-12-31,16148000000.0,6200000000.0,5126000000.0,,3226000000.0,6683000000.0,2286000000.0,851000000.0,,-7638000000.0,-1885000000.0,,-399000000.0,-4.609999999999999,,-771000000.0,-188000000.0,-959000000.0,8969000000.0,1.2095,23.3045,4.4535,-4.609999999999999,-1885000000.0,0.2467923540193768,-0.11673272231855338,-0.15457154571545714,0.12555642838439382,0.2467923540193768,2.7802231866088034,1.2095200936402652,16044000000.0,4216000000.0,2331000000.0,4216000000.0,,10.489999999999998,10.489999999999998,2.127371916508539,,1.1601537,303.155,214.66,1.18292,75145.266,24.5092,22.1555,4.6837
