report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-09-30,0.0,903000.0,963000.0,6255000.0,0.0,,,13827000.0,0.0,0.0,0.0,0.0,,,2244000.0,1918000.0,326000.0,0.0,,,,,0.0,,,0.0,0.0,,,0.02357705937658205,0.0,,0.9376947040498442,,,,,,,,,,,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2017-12-31,9739712000.0,,,4963348000.0,4691489000.0,,183646000.0,,,,,,,,,,,0.0,5.75,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2018-03-31,10486239000.0,,,4351339000.0,6051900000.0,,918215000.0,218276000.0,188724000.0,114103000.0,52875000.0,384000.0,0.0,343057000.0,122483000.0,,,0.0,5.75,,,0.0,188724000.0,0.01885407888431732,0.010881212987802395,0.5227464311238982,0.8646117759167293,0.017997301034241162,0.031184256184008326,,0.8646117759167293,0.0,,,,,,,,,,,,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2018-06-30,10564703000.0,,,4391760000.0,6089609000.0,,940740000.0,439251000.0,378172000.0,251166000.0,104314000.0,832000.0,0.0,356491047.0,246663000.0,557000.0,246106000.0,0.0,,,,0.0,378172000.0,0.04124501261082608,0.02377407107421761,0.5718051865562059,0.8609473854356621,0.035795800411994545,0.062101195659688496,0.5602855770390961,0.8609473854356621,0.0,,,,,,,,,,,,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2018-09-30,10568501000.0,,,4361228000.0,6123808000.0,,145223000.0,671938000.0,562272000.0,381078000.0,158365000.0,884000.0,1.06,361042000.0,328517000.0,744000.0,327773000.0,0.0,,,,1.06,562272000.0,0.06222892683768008,0.03605790452212665,0.5671326818843405,0.8367914896910131,0.05320262542436245,0.09181737899032759,0.4878024460590114,0.8367914896910131,0.0,,,,,,,,,,,,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2018-12-31,11333368000.0,,,4432346000.0,6817449000.0,4122264000.0,577883000.0,-431488000.0,-371214000.0,-222728000.0,-102891000.0,-659000.0,0.3699999999999999,-693273047.0,-193581000.0,-402000.0,-193983000.0,4122264000.0,3.4611,14.3578,8.37,0.3699999999999999,-371214000.0,-0.03267028473553671,-0.019652410474979724,0.5161858498961732,0.8603112948679917,-0.032754076281649024,-0.03393270006260676,0.44956754301394247,0.8603112948679917,0.6046637092554707,,897977000.0,523619000.0,757954000.0,,757954000.0,212663000.0,1.43,1.43,5.4386730593149455,3.5641084720896443,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2019-03-31,11448671000.0,,,4402783000.0,6962269000.0,4123350000.0,598276000.0,214002000.0,201866000.0,150849000.0,53586000.0,521000.0,0.37,406035025.0,115642000.0,1191000.0,114451000.0,4123350000.0,,15.7039,9.8789,0.37,201866000.0,0.0216666434462673,0.01317611450272263,0.7048952813525107,0.9432902496238353,0.017632264915290168,0.01820971837477005,0.5348127587592639,0.9432902496238353,0.5922422704437303,,893703000.0,560365000.0,771096000.0,494347000.0,771096000.0,213374000.0,1.7999999999999998,1.7999999999999998,5.3473886519966385,3.613823614873415,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2019-06-30,12522046000.0,,,4449623000.0,7988737000.0,4124448000.0,1205335000.0,434748000.0,407361000.0,302898000.0,108405000.0,1074000.0,0.74,409473000.0,262942000.0,1481000.0,261461000.0,4124448000.0,,17.8649,11.502,0.74,407361000.0,0.03791563046824548,0.024189178030491185,0.6967208589803748,0.9370048855888928,0.03253150483555164,0.03362955325127124,0.6014081720904983,0.9370048855888928,0.5162828617339636,,889200000.0,612097000.0,800285000.0,509702000.0,800285000.0,217465000.0,2.54,2.54,5.153723985830048,3.680063458487573,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2019-09-30,12581466000.0,,,4507397000.0,7990314000.0,4125473000.0,431423000.0,657261000.0,615741000.0,447333000.0,176936000.0,1098000.0,1.04,428366000.0,437199000.0,2429000.0,434770000.0,4125473000.0,,17.707,11.8227,1.04,615741000.0,0.05598440812213387,0.035554918639846896,0.680601770073076,0.9368287483967557,0.04894032221682275,0.050821378751541274,0.661487597773183,0.9368287483967557,0.5163092464201031,,874523000.0,678352000.0,853754000.0,616699000.0,853754000.0,236036000.0,2.52,2.52,4.832156569691035,3.6170499415343422,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
2019-12-31,13265619000.0,,,5216630000.0,7965183000.0,4791563000.0,1101893000.0,-411213000.0,-382469000.0,-355116000.0,-90543000.0,-988000.0,-0.9099999999999999,-804721025.0,-133624000.0,-2377000.0,-136001000.0,4791563000.0,5.1737,21.5806,13.165,-0.9099999999999999,-382469000.0,-0.044583533109032146,-0.026769651683800053,0.8635816474673709,0.9300994861543774,-0.028831598435022143,-0.029981705365929524,0.33073127551901327,0.9300994861543774,0.6015634543487576,,894798000.0,545964000.0,842499000.0,674681000.0,842499000.0,248384000.0,1.2400000000000004,1.2400000000000004,5.687321884061584,3.391921379799021,0.6907292,34.01,27.48,10.30246,30528.941,10.9995,1.0897,7.6206
