report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-03-31,13903000000.0,3917000000.0,2951000000.0,10424000000.0,3454000000.0,5375000000.0,639000000.0,476000000.0,1886000000.0,617000000.0,-1408000000.0,-1279000000.0,63000000.0,-204000000.0,-3.02,423800000.0,23000000.0,91000000.0,6014000000.0,,0.5885,,-3.02,-1317000000.0,-0.37029530978575564,-0.09199453355390923,-0.6781548250265111,0.3271474019088017,-0.7465535524920467,-0.10127310652377185,-0.14871144909167722,-0.6983032873806999,1.7411696583671106,1.3273466621484242,9888800000.0,-1021200000.0,-1904700000.0,3292600000.0,-1454600000.0,286100000.0,-2.66,-2.66,-4.134469957376599,-6.657462425725271,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2020-06-30,14257000000.0,4286000000.0,2917000000.0,10741000000.0,3492000000.0,5781000000.0,402000000.0,619000000.0,3997000000.0,1281000000.0,-1245000000.0,-1201000000.0,134000000.0,-189000000.0,-2.0,424000000.0,132000000.0,176000000.0,6183000000.0,,0.7328,,-2.0,-1069000000.0,-0.34392898052691867,-0.08423932103528091,-0.30047535651738805,0.3204903677758319,-0.3114836127095322,-0.08732552430385074,-0.12868217054263567,-0.2674505879409557,1.7706185567010309,1.469317792252314,10057200000.0,-2160800000.0,-3342800000.0,3283200000.0,-2891000000.0,261700000.0,-4.66,-4.66,-2.138706329989623,-12.773404661826518,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2020-09-30,14720000000.0,4704000000.0,3108000000.0,10970000000.0,3726000000.0,5794000000.0,97000000.0,858000000.0,6696000000.0,2195000000.0,-882000000.0,-897000000.0,205000000.0,-210000000.0,-2.0,424100000.0,820000000.0,267000000.0,5891000000.0,,0.7812,,-2.0,-615000000.0,-0.24074074074074073,-0.0609375,-0.1339605734767025,0.32780764635603343,-0.13172043010752688,-0.059918478260869566,-0.0917125922844962,-0.09184587813620072,1.5810520665593129,1.5135135135135136,10014700000.0,-2370600000.0,-3879100000.0,3222800000.0,-3485100000.0,234100000.0,-5.66,-5.66,-1.6903388711945138,-16.570269115762496,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2020-12-31,14700000000.0,4628000000.0,3621000000.0,10800000000.0,3874000000.0,5141000000.0,466000000.0,981000000.0,-3194000000.0,-1014000000.0,2901000000.0,2607000000.0,-128000000.0,367000000.0,5.199999999999999,-847800000.0,425000000.0,-177000000.0,5607000000.0,1.2781,0.9598,,5.199999999999999,2724000000.0,0.6729478575116159,0.1773469387755102,-0.8162179085785849,0.3174702567313713,-0.9082654978083907,0.1973469387755102,0.3059803818162641,-0.8528490920475892,1.4473412493546722,1.2780999723833195,9385000000.0,-770000000.0,-634000000.0,3079000000.0,-277000000.0,274000000.0,-1.8200000000000003,-1.8200000000000003,-20.24187725631769,-2.3138686131386863,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2021-03-31,14340000000.0,4385000000.0,3363000000.0,10479000000.0,3836000000.0,5135000000.0,357000000.0,682000000.0,2288000000.0,731000000.0,192000000.0,89000000.0,67000000.0,37000000.0,0.21,427600000.0,-25000000.0,86000000.0,5492000000.0,,1.1638,19.0475,0.21,278000000.0,0.023201251303441084,0.006206415620641562,0.0388986013986014,0.319493006993007,0.08391608391608392,0.013389121338912133,0.02058319039451115,0.1215034965034965,1.4316996871741396,1.303895331549212,9787000000.0,598000000.0,966000000.0,3193000000.0,1318000000.0,278000000.0,1.4099999999999993,1.4099999999999993,4.166919575113809,3.4748201438848922,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2021-06-30,14620000000.0,4655000000.0,3776000000.0,10609000000.0,3986000000.0,4885000000.0,610000000.0,637000000.0,4997000000.0,1613000000.0,497000000.0,286000000.0,132000000.0,83000000.0,0.67,427700000.0,76000000.0,166000000.0,5495000000.0,,1.125,16.2943,0.67,663000000.0,0.07175112895132965,0.019562243502051983,0.05723434060436262,0.3227936762057234,0.09945967580548329,0.03399452804377565,0.052420630735154516,0.13267960776465879,1.3785750125439036,1.2327860169491525,10787000000.0,2085000000.0,2708000000.0,3525000000.0,3050000000.0,276000000.0,4.079999999999999,4.079999999999999,1.801639344262295,9.81159420289855,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2021-09-30,14520000000.0,4616000000.0,3709000000.0,10463000000.0,4055000000.0,4884000000.0,253000000.0,494000000.0,7784000000.0,2461000000.0,778000000.0,476000000.0,197000000.0,108000000.0,1.11,427900000.0,490000000.0,244000000.0,5137000000.0,,0.8993,15.6192,1.11,1022000000.0,0.11738594327990136,0.03278236914600551,0.06115107913669065,0.31616135662898254,0.0999486125385406,0.05358126721763085,0.08463881636205396,0.13129496402877697,1.2668310727496916,1.2445403073604746,11875000000.0,3458000000.0,4368000000.0,3791000000.0,4687000000.0,268000000.0,7.1899999999999995,7.1899999999999995,1.096010241092383,16.29850746268657,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2021-12-31,14179000000.0,4262000000.0,3317000000.0,10088000000.0,4091000000.0,4883000000.0,3000000.0,440000000.0,-4480000000.0,-1509000000.0,-521000000.0,-279000000.0,-140000000.0,-107000000.0,-0.6500000000000001,-855200000.0,343000000.0,-171000000.0,4886000000.0,1.312,0.8774,14.9369,-0.6500000000000001,-692000000.0,-0.06819848447812271,-0.019676987093589112,0.062276785714285715,0.33683035714285714,0.11629464285714286,-0.03674448127512518,-0.05803720619360588,0.15446428571428572,1.1943290149107797,1.2848959903527284,10589000000.0,572000000.0,946000000.0,3296000000.0,1271000000.0,256000000.0,1.34,1.34,3.844217151848938,3.6953125,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2022-03-31,14204000000.0,4411000000.0,3183000000.0,10224000000.0,3980000000.0,4880000000.0,3000000.0,344000000.0,2388000000.0,740000000.0,217000000.0,234000000.0,59000000.0,48000000.0,0.55,424700000.0,-272000000.0,76000000.0,4883000000.0,,0.8329,11.6983,0.55,293000000.0,0.05879396984924623,0.016474232610532245,0.09798994974874371,0.3098827470686767,0.09087102177554439,0.015277386651647424,0.024483809093986234,0.1226968174204355,1.2268844221105528,1.385799560163368,10689000000.0,717000000.0,971000000.0,3305000000.0,1286000000.0,248000000.0,1.6800000000000002,1.6800000000000002,3.797045101088647,3.9153225806451615,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2022-06-30,14448000000.0,4757000000.0,4630000000.0,10501000000.0,3947000000.0,3793000000.0,1461000000.0,323000000.0,4922000000.0,1565000000.0,534000000.0,438000000.0,114000000.0,98000000.0,1.04,420200000.0,-450000000.0,147000000.0,5254000000.0,,0.7488,10.3185,1.04,681000000.0,0.11097035723334178,0.0303156146179402,0.08898821617228769,0.3179601787891101,0.10849248273059732,0.03696013289036545,0.05803716987283991,0.13835839089800894,1.3311375728401318,1.0274298056155509,10614000000.0,869000000.0,1008000000.0,3257000000.0,1304000000.0,230000000.0,2.0500000000000003,2.0500000000000003,4.029141104294479,4.3826086956521735,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2022-09-30,14678000000.0,5148000000.0,4108000000.0,10902000000.0,3776000000.0,4762000000.0,1078000000.0,636000000.0,7174000000.0,2218000000.0,569000000.0,469000000.0,171000000.0,37000000.0,1.0,418300000.0,-567000000.0,222000000.0,5840000000.0,,0.5757,9.7042,1.0,791000000.0,0.12420550847457627,0.03195258209565336,0.06537496515193755,0.309172010036242,0.07931419013102871,0.038765499386837446,0.05917221297836939,0.11025926958461109,1.5466101694915255,1.2531645569620253,10004000000.0,862000000.0,799000000.0,3014000000.0,1073000000.0,204000000.0,1.94,1.94,5.442684063373719,3.9166666666666665,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2022-12-31,13262000000.0,4052000000.0,3078000000.0,9743000000.0,3519000000.0,4756000000.0,621000000.0,287000000.0,-5025000000.0,-1689000000.0,-1008000000.0,-944000000.0,-109000000.0,-223000000.0,-2.12,-845800000.0,1017000000.0,-149000000.0,5377000000.0,1.3164,0.5719,27.4614,-2.12,-1157000000.0,-0.2682580278488207,-0.07118081737294525,0.18786069651741294,0.33611940298507464,0.20059701492537313,-0.07600663549992459,-0.11330935251798561,0.23024875621890548,1.5279909065075306,1.3164392462638077,9459000000.0,197000000.0,312000000.0,2834000000.0,608000000.0,235000000.0,0.46999999999999975,0.46999999999999975,8.84375,1.327659574468085,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2023-03-31,13276000000.0,4055000000.0,3291000000.0,9943000000.0,3333000000.0,4776000000.0,852000000.0,271000000.0,1805000000.0,482000000.0,-36000000.0,-102000000.0,68000000.0,-14000000.0,0.0,413900000.0,-77000000.0,81000000.0,5628000000.0,,0.5804,,0.0,45000000.0,-0.0306030603060306,-0.0076830370593552275,-0.056509695290858725,0.2670360110803324,-0.019944598337950138,-0.0027116601385959627,-0.004017408771342484,0.024930747922437674,1.6885688568856885,1.2321482831965969,8876000000.0,-139000000.0,59000000.0,2576000000.0,360000000.0,244000000.0,-0.08000000000000007,-0.08000000000000007,15.633333333333333,0.24180327868852458,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2023-06-30,13020000000.0,3839000000.0,3060000000.0,9705000000.0,3315000000.0,4753000000.0,597000000.0,317000000.0,4009000000.0,1111000000.0,84000000.0,-84000000.0,144000000.0,3000000.0,0.0,414000000.0,277000000.0,159000000.0,5350000000.0,,0.4216,,0.0,243000000.0,-0.025339366515837104,-0.0064516129032258064,-0.020952856073833875,0.27712646545273134,0.020952856073833875,0.0064516129032258064,0.009694171956145413,0.06061361935644799,1.6138763197586727,1.2545751633986928,7963000000.0,-661000000.0,-391000000.0,2122000000.0,-78000000.0,274000000.0,-1.12,-1.12,-68.58974358974359,-1.427007299270073,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2023-09-30,12572000000.0,3748000000.0,3019000000.0,9446000000.0,3126000000.0,4737000000.0,376000000.0,396000000.0,6057000000.0,1732000000.0,-75000000.0,-302000000.0,213000000.0,-77000000.0,0.0,414100000.0,679000000.0,240000000.0,5113000000.0,,0.43,,0.0,165000000.0,-0.09660908509277032,-0.02402163538020999,-0.049859666501568436,0.2859501403334984,-0.012382367508667657,-0.005965637925548838,-0.009103046486224056,0.027241208519068846,1.6356365962891874,1.2414706856575024,6846000000.0,-1432000000.0,-1035000000.0,1636000000.0,-704000000.0,316000000.0,-2.12,-2.12,-7.262784090909091,-3.2753164556962027,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2023-12-31,12163000000.0,3354000000.0,2897000000.0,9051000000.0,3112000000.0,4575000000.0,329000000.0,332000000.0,-3738000000.0,-972000000.0,-58000000.0,100000000.0,-142000000.0,-67000000.0,0.0,-827900000.0,51000000.0,-146000000.0,4904000000.0,1.1577,0.4421,,0.0,-204000000.0,0.032133676092544985,0.008221655841486476,-0.02675227394328518,0.26003210272873195,0.015516318887105404,-0.004768560388062156,-0.007235528942115769,0.05457463884430177,1.575835475578406,1.1577493959268208,8133000000.0,-388000000.0,-85000000.0,2353000000.0,249000000.0,283000000.0,0.0,0.0,19.694779116465863,-0.3003533568904594,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2024-03-31,12100000000.0,3401000000.0,2956000000.0,9024000000.0,3076000000.0,4558000000.0,429000000.0,372000000.0,1653000000.0,504000000.0,16000000.0,-9000000.0,70000000.0,-51000000.0,0.0,414700000.0,32000000.0,85000000.0,4987000000.0,,0.4078,,0.0,101000000.0,-0.002925877763328999,-0.0007438016528925619,-0.0054446460980036296,0.30490018148820325,0.009679370840895343,0.001322314049586777,0.0019843730621356814,0.06110102843315184,1.6212613784135241,1.1505412719891746,7981000000.0,-295000000.0,-33000000.0,2375000000.0,305000000.0,285000000.0,0.0,0.0,16.35081967213115,-0.11578947368421053,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2024-06-30,12048000000.0,3425000000.0,3502000000.0,8968000000.0,3080000000.0,4059000000.0,983000000.0,382000000.0,3686000000.0,1203000000.0,179000000.0,36000000.0,,-12000000.0,0.0,417900000.0,64000000.0,164000000.0,5042000000.0,,0.3365,,0.0,343000000.0,0.011688311688311689,0.00298804780876494,0.009766684753119913,0.32637004883342374,0.04856212696690179,0.014857237715803454,0.022038906673233195,0.09305480195333696,1.637012987012987,0.9780125642490006,7658000000.0,-175000000.0,62000000.0,2467000000.0,405000000.0,,0.0,0.0,12.449382716049383,,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2024-09-30,11773000000.0,3362000000.0,3402000000.0,8913000000.0,2860000000.0,4092000000.0,869000000.0,494000000.0,5633000000.0,1882000000.0,58000000.0,-162000000.0,,-19000000.0,0.0,415300000.0,346000000.0,245000000.0,4961000000.0,,0.4144,,0.0,303000000.0,-0.056643356643356645,-0.013760298989212605,-0.028759098171489438,0.3341026096218711,0.010296467246582638,0.004926526798606982,0.007415931466564378,0.05379016509852654,1.7346153846153847,0.9882422104644327,7234000000.0,-35000000.0,195000000.0,2617000000.0,543000000.0,,0.0,0.0,9.136279926335176,,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2024-12-31,11004000000.0,2775000000.0,2437000000.0,8253000000.0,2751000000.0,4508000000.0,87000000.0,198000000.0,-3390000000.0,-1041000000.0,-186000000.0,-81000000.0,,38000000.0,0.0,-832400000.0,54000000.0,-171000000.0,4595000000.0,1.1387,0.5465,,0.0,-357000000.0,-0.029443838604143947,-0.007360959651035987,0.023893805309734513,0.3070796460176991,0.05486725663716814,-0.016902944383860415,-0.025319901987476176,0.10530973451327434,1.6703017084696474,1.138695116947066,7582000000.0,-216000000.0,67000000.0,2548000000.0,390000000.0,,0.0,0.0,11.782051282051283,,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2025-03-31,11279000000.0,3046000000.0,2687000000.0,8589000000.0,2690000000.0,4523000000.0,397000000.0,233000000.0,1566000000.0,503000000.0,21000000.0,-37000000.0,,-18000000.0,0.0,416800000.0,-213000000.0,75000000.0,4920000000.0,,0.3455,,0.0,96000000.0,-0.0137546468401487,-0.0032804326624700773,-0.02362707535121328,0.3212005108556833,0.013409961685823755,0.001861867186807341,0.002759526938239159,0.06130268199233716,1.828996282527881,1.1336062523260142,7495000000.0,-244000000.0,72000000.0,2547000000.0,385000000.0,,0.0,0.0,12.779220779220779,,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2025-06-30,11507000000.0,3111000000.0,2779000000.0,8815000000.0,2692000000.0,4535000000.0,542000000.0,219000000.0,3501000000.0,1188000000.0,192000000.0,9000000.0,,7000000.0,0.0,421800000.0,-271000000.0,154000000.0,5077000000.0,,0.3049,,0.0,346000000.0,0.0033432392273402673,0.0007821326149300426,0.002570694087403599,0.3393316195372751,0.054841473864610114,0.016685495785174243,0.024713605354614494,0.09882890602684948,1.8859583952451708,1.1194674343288953,7310000000.0,-271000000.0,85000000.0,2532000000.0,388000000.0,,0.0,0.0,13.085051546391753,,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2025-09-30,11287000000.0,2940000000.0,2588000000.0,8590000000.0,2697000000.0,4540000000.0,237000000.0,229000000.0,5307000000.0,1804000000.0,311000000.0,30000000.0,,28000000.0,0.0,422400000.0,103000000.0,231000000.0,4777000000.0,,0.3027,,0.0,542000000.0,0.011123470522803115,0.0026579250465136885,0.005652911249293386,0.33992839645750894,0.05860184661767477,0.027553822982191903,0.04161091784854161,0.10212926323723384,1.771227289581016,1.1360123647604328,6984000000.0,-79000000.0,338000000.0,2454000000.0,627000000.0,,0.0,0.0,7.618819776714513,,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2025-12-31,10715000000.0,2708000000.0,2525000000.0,8324000000.0,2391000000.0,4543000000.0,130000000.0,203000000.0,-3170000000.0,-1063000000.0,-485000000.0,-287000000.0,,-33000000.0,0.0,-842800000.0,645000000.0,-149000000.0,4673000000.0,1.0725,0.2165,,0.0,-634000000.0,-0.12003345880384776,-0.026784881007932804,0.09053627760252365,0.33533123028391165,0.1529968454258675,-0.04526364909006066,-0.06865798414496037,0.2,1.9544123797574238,1.0724752475247525,7204000000.0,-285000000.0,39000000.0,2432000000.0,350000000.0,,0.0,0.0,13.351428571428572,,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
