report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-10-30,2446000000.0,1393000000.0,350000000.0,440000000.0,2006000000.0,,,829000000.0,,2336000000.0,1147000000.0,584000000.0,552000000.0,4000000.0,9000000.0,2.19,252000000.0,726000000.0,112000000.0,157000000.0,614000000.0,0.0,3.98,15.0194,3.5491,2.19,741000000.0,0.27517447657028915,0.22567457072771874,0.2363013698630137,0.4910102739726027,0.25,0.23875715453802127,0.29112662013958124,0.2628424657534247,0.317208904109589,0.0,3.98,,,,,,,,,,,,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2012-01-29,2444000000.0,1372000000.0,314000000.0,404000000.0,2040000000.0,,,819000000.0,,563000000.0,270000000.0,132000000.0,125000000.0,1000000.0,5000000.0,0.5,250000000.0,139000000.0,47000000.0,37000000.0,92000000.0,0.0,,14.7739,3.5095,0.5,169000000.0,0.061274509803921566,0.051145662847790506,0.22202486678507993,0.47957371225577267,0.2344582593250444,0.054009819967266774,0.06470588235294118,0.16341030195381884,0.30017761989342806,0.0,4.369426751592357,,,,,,,,,,,,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2012-04-29,2611000000.0,1508000000.0,356000000.0,444000000.0,2167000000.0,,,954000000.0,,1140000000.0,548000000.0,269000000.0,259000000.0,1000000.0,11000000.0,1.03,251000000.0,350000000.0,103000000.0,75000000.0,247000000.0,0.0,,15.0983,3.5544,1.03,344000000.0,0.11952007383479464,0.09919571045576407,0.22719298245614036,0.4807017543859649,0.23596491228070177,0.10302566066641133,0.12413474850023073,0.21666666666666667,0.3017543859649123,0.0,4.235955056179775,,,,,,,,,,,,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2012-07-29,2715000000.0,1581000000.0,342000000.0,426000000.0,2289000000.0,,,973000000.0,,1746000000.0,843000000.0,418000000.0,404000000.0,1000000.0,16000000.0,1.61,251000000.0,478000000.0,168000000.0,115000000.0,310000000.0,0.0,,15.7805,3.717,1.61,533000000.0,0.1764962865880297,0.14880294659300183,0.2313860252004582,0.48281786941580757,0.23940435280641467,0.15395948434622467,0.18261249453910006,0.1775486827033219,0.3052691867124857,0.0,4.62280701754386,5785000000.0,1340000000.0,1403000000.0,2808000000.0,1263000000.0,1787000000.0,7000000.0,5.33,5.33,0.0,200.42857142857142,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2012-10-28,2862000000.0,1691000000.0,346000000.0,443000000.0,2419000000.0,,,1084000000.0,,-1085000000.0,-519000000.0,-237000000.0,-225000000.0,-2000000.0,-10000000.0,-0.8900000000000001,-502000000.0,-274000000.0,-77000000.0,-72000000.0,-351000000.0,0.0,4.8873,14.3657,3.4213,-0.8900000000000001,-309000000.0,-0.09301364200082679,-0.07861635220125786,0.2073732718894009,0.4783410138248848,0.2184331797235023,-0.08280922431865828,-0.09797436957420422,0.32350230414746545,0.2847926267281106,0.0,4.88728323699422,2364000000.0,563000000.0,582000000.0,1142000000.0,298000000.0,737000000.0,1000000.0,2.25,2.25,0.0,582.0,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2013-02-03,2892000000.0,1713000000.0,277000000.0,374000000.0,2518000000.0,,,1151000000.0,,576000000.0,276000000.0,124000000.0,125000000.0,0.0,1000000.0,0.5,251000000.0,185000000.0,67000000.0,41000000.0,118000000.0,0.0,,15.3391,3.6331,0.5,165000000.0,0.049642573471008734,0.04322268326417704,0.2170138888888889,0.4791666666666667,0.2152777777777778,0.042876901798063624,0.04924543288324067,0.2048611111111111,0.2864583333333333,0.0,6.184115523465704,2377000000.0,563000000.0,574000000.0,1148000000.0,324000000.0,733000000.0,0.0,2.25,2.25,0.0,,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2014-02-02,3472000000.0,1859000000.0,364000000.0,480000000.0,2992000000.0,,,1112000000.0,,709000000.0,339000000.0,139000000.0,134000000.0,,5000000.0,0.53,255000000.0,229000000.0,52000000.0,57000000.0,177000000.0,0.0,,23.6308,4.9969,0.53,196000000.0,0.04478609625668449,0.03859447004608295,0.18899858956276447,0.4781382228490832,0.19605077574047955,0.04003456221198157,0.0464572192513369,0.24964739069111425,0.2764456981664316,0.0,5.107142857142857,1946000000.0,438000000.0,444000000.0,939000000.0,254000000.0,585000000.0,,1.75,1.75,0.0,,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2016-07-31,49752000000.0,6048000000.0,2728000000.0,27248000000.0,19473000000.0,13381000000.0,,1961000000.0,,9104000000.0,3769000000.0,-790000000.0,-1107000000.0,479000000.0,-199000000.0,-3.22,370000000.0,2059000000.0,530000000.0,2342000000.0,1529000000.0,13381000000.0,,,5.9093,-3.22,1552000000.0,-0.05684794330611616,-0.022250361794500722,-0.12159490333919157,0.413993848857645,-0.0867750439367311,-0.01587875864286863,-0.02404577829183661,0.16794815465729349,0.1704745166959578,0.6871565757715812,2.2170087976539588,9304000000.0,-1073000000.0,-764000000.0,3865000000.0,1473000000.0,1604000000.0,,-3.08,-3.08,8.342269326683292,,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2017-01-29,49617000000.0,7350000000.0,2122000000.0,27607000000.0,19033000000.0,13562000000.0,,3536000000.0,,4139000000.0,2001000000.0,506000000.0,239000000.0,111000000.0,10000000.0,0.57,439000000.0,1353000000.0,325000000.0,1114000000.0,1028000000.0,13562000000.0,,,5.1733,0.57,1620000000.0,0.012557137603110387,0.004816897434347099,0.0577434162841266,0.4834501087219135,0.1222517516308287,0.010198117580667916,0.015523853351741064,0.24836917129741484,0.3913988886204397,0.7125518835706405,3.463713477851084,14528000000.0,-609000000.0,-21000000.0,6385000000.0,2852000000.0,3533000000.0,,-1.6200000000000006,-1.6200000000000006,3.8386640249080104,,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
2017-04-30,49849000000.0,8468000000.0,2052000000.0,27506000000.0,19425000000.0,13567000000.0,,4254000000.0,,8329000000.0,3977000000.0,980000000.0,679000000.0,223000000.0,-93000000.0,1.63,440000000.0,2936000000.0,581000000.0,2307000000.0,2355000000.0,13567000000.0,,,5.4641,1.63,3287000000.0,0.03495495495495495,0.013621135830207225,0.0815223916436547,0.47748829391283465,0.1176611838155841,0.01965937130133002,0.029704170708050436,0.2827470284547965,0.39464521551206627,0.6984298584298584,4.1267056530214425,22281000000.0,-55000000.0,835000000.0,10086000000.0,5089000000.0,6655000000.0,,-0.49000000000000066,-0.49000000000000066,2.038617580766341,,1.2890486,414.61,138.1,24.48678,1489290.5,59.6384,21.061,21.8109
