report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-12-31,10381.0,10381.0,3488.0,3488.0,6893.0,,,0.0,,,,,0.0,-0.03,,-27689.0,,,,0.0,,,,-0.03,,,,,,,,,,,0.0,2.976204128440367,,,,,,,,,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2012-03-31,7813.0,7813.0,23706.0,23706.0,-15893.0,,,0.0,,,,,0.0,-0.03,,-30257.0,,,,0.0,0.3294,,,-0.03,,,,,,,,,,,-0.0,0.32957900953345143,,,,,,,,,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2012-06-30,699.0,699.0,25873.0,25873.0,-25174.0,,,,,,-9281.0,,,0.0,,-9934.0,,,,0.0,0.3294,,,0.0,,0.3686740287598316,-13.277539341917024,,,,,,,,-0.0,0.02701658099176748,,,,,,,,,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2012-09-30,20275.0,20275.0,85771.0,85771.0,-65496.0,,,,,,-82592.0,,,0.0,,-90144.0,,,,0.0,,,,0.0,,1.261023573958715,-4.0735881627620225,,,,,,,,-0.0,0.2363852584206783,,,,,,,-0.06,-0.06,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2012-12-31,21210.0,21210.0,149744.0,149744.0,-128534.0,,,,,,-146130.0,,,0.0,,-168952.0,,,,0.0,,,,0.0,,1.1368976301990135,-6.88967468175389,,,,,,,,-0.0,0.14164173522812265,,,,,,,-0.03,-0.03,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2020-03-31,,,111871.0,111871.0,-111871.0,,,,,,-26100.0,,,,,,,,,0.0,0.0,,,,,0.2333044309964155,,,,,,,,,-0.0,,,-264103.0,,,,,,,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2020-06-30,,,38518.0,38518.0,-38518.0,,,,,,73353.0,,,,,-12418.0,,,,0.0,0.0,,,,,-1.9043823666857054,,,,,,,,,-0.0,,,-181469.0,,,,,,,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2020-09-30,135485.0,135485.0,135000.0,135000.0,485.0,,45485.0,135000.0,90000.0,-1920858.0,-1835087.0,,,,,44985.0,,,,0.0,,,,,-1920858.0,-3783.684536082474,-13.544576890430674,-13.593237037037037,0.6666666666666666,-14.228577777777778,-14.177643281544082,-3960.5319587628865,,-14.228577777777778,0.0,1.0035925925925926,,-1933964.0,,,,,,,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2021-03-31,76151.0,76151.0,231632.0,441632.0,-365481.0,,22151.0,71429.0,39085.0,-524472.0,-524472.0,,0.0,,,-218974.0,,,,0.0,2.9017,,,,-524472.0,1.4350185098541375,-6.887263463381965,-7.342563944616332,0.5471867168796988,-7.342563944616332,-6.887263463381965,1.4350185098541375,,-7.342563944616332,-0.0,0.32875854804172133,,-2312306.0,,,,,,,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
2021-06-30,2903103.0,449754.0,490929.0,3166711.0,-263608.0,,347205.0,109643.0,46899.0,-1399647.0,-1408035.0,9896.0,,,,-691647.0,,,,0.0,,,3093.2261,,-1399647.0,5.341397074443871,-0.4850103492711075,-12.841996297073228,0.4277427651560063,-12.765493465155094,-0.48212102705277765,5.309577099329307,,-12.765493465155094,-0.0,0.9161284014592741,,-3694241.0,,,,,,,,,61121.473,84.44,0.0001,4.64396,12131.487,51.1877,5.4649,3.1218
