report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,115420000000.0,5968000000.0,8615000000.0,,43082000000.0,,2337000000.0,3483000000.0,,9202000000.0,1935000000.0,866000000.0,524000000.0,591000000.0,0.31,2903000000.0,925000000.0,,1978000000.0,2337000000.0,,14.1162,1.4596,0.31,1935000000.0,0.020101202358293487,0.007503032403396292,0.09410997609215388,0.2102803738317757,0.01676485877664183,0.04260331579295009,0.21495327102803738,0.2102803738317757,0.05424539250731164,0.6927452118398143,,,,,,,,,,,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2010-06-30,115627000000.0,6591000000.0,8690000000.0,,43437000000.0,,2308000000.0,4028000000.0,,18727000000.0,4013000000.0,1750000000.0,1067000000.0,1179000000.0,0.62,5332000000.0,2063000000.0,,3269000000.0,2308000000.0,,13.2147,1.3161,0.62,4013000000.0,0.04028823353362341,0.01513487334273137,0.0934479628344102,0.21428952848827895,0.03470642669964628,0.08772543447371298,0.17456079457467827,0.21428952848827895,0.0531344245689159,0.7584579976985041,,,,,,,,,,,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2010-09-30,116525000000.0,7172000000.0,8857000000.0,,43784000000.0,,2300000000.0,4542000000.0,,28216000000.0,5967000000.0,2617000000.0,1612000000.0,1763000000.0,0.93,7732000000.0,3429000000.0,,4303000000.0,2300000000.0,,13.9544,1.3369,0.93,5967000000.0,0.05977069249040746,0.022458699849817635,0.09274879500992345,0.21147575843493055,0.05120789530143746,0.12948094783438938,0.15250212645307626,0.21147575843493055,0.05253060478713685,0.8097549960483233,,,,,,,,,,,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2010-12-31,118534000000.0,8886000000.0,8234000000.0,,44354000000.0,,1800000000.0,5984000000.0,,-18208000000.0,-3935000000.0,-1598000000.0,-1047000000.0,-1097000000.0,-0.5699999999999998,-4788000000.0,-1456000000.0,,-6244000000.0,1800000000.0,1.0792,16.5563,1.5864,-0.5699999999999998,-3935000000.0,-0.03602831762636966,-0.013481363996827915,0.08776362038664323,0.21611379613356765,-0.03319722611233908,-0.0852580491398362,0.3429261862917399,0.21611379613356765,0.040582585561617895,1.0791838717512752,37937000000.0,3635000000.0,7980000000.0,3306000000.0,7980000000.0,2156000000.0,1.2900000000000003,1.2900000000000003,0.22556390977443608,3.7012987012987013,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2011-03-31,154259000000.0,7547000000.0,13747000000.0,,46328000000.0,,2296000000.0,1822000000.0,,12128000000.0,2224000000.0,943000000.0,605000000.0,596000000.0,0.34,3468000000.0,1106000000.0,,2362000000.0,2296000000.0,,18.1459,1.6484,0.34,2224000000.0,0.02035486099119323,0.006113095508203735,0.07775395778364116,0.18337730870712401,0.01441731114554094,0.04573872984534386,0.19475593667546173,0.18337730870712401,0.04955966154377482,0.5489925074561722,40863000000.0,3712000000.0,8269000000.0,3690000000.0,8269000000.0,2237000000.0,1.3200000000000003,1.3200000000000003,0.27766356270407544,3.6964684845775593,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2011-06-30,154782000000.0,8350000000.0,12697000000.0,,46643000000.0,,1350000000.0,1997000000.0,,26461000000.0,5162000000.0,1965000000.0,1226000000.0,1610000000.0,0.7,6956000000.0,2377000000.0,,4579000000.0,1350000000.0,,17.904,1.5093,0.7,5162000000.0,0.042128508029071886,0.012695274644338488,0.07426023203960545,0.19507955103737576,0.03335013115220116,0.10755735211384994,0.17304712595895846,0.19507955103737576,0.02894324979096542,0.6576356619673939,48597000000.0,3927000000.0,9418000000.0,5000000000.0,9418000000.0,2396000000.0,1.4000000000000004,1.4000000000000004,0.14334253557018475,3.9307178631051753,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2011-09-30,156827000000.0,8582000000.0,14146000000.0,156827000000.0,46683000000.0,38522000000.0,2448000000.0,1806000000.0,,40800000000.0,7803000000.0,2873000000.0,1863000000.0,2249000000.0,1.03,10206000000.0,3785000000.0,,6421000000.0,40970000000.0,,14.6176,1.1258,1.03,7803000000.0,0.061542745753272066,0.018319549567357662,0.07041666666666667,0.19125,0.04975546302613708,0.08902148243642545,0.15737745098039216,0.19125,0.8776214039371935,0.6066732645270748,61181000000.0,4183000000.0,11254000000.0,7118000000.0,11254000000.0,2647000000.0,1.5000000000000004,1.5000000000000004,3.6404833836858006,4.251605591235361,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2011-12-31,157818000000.0,8573000000.0,13241000000.0,157818000000.0,47274000000.0,37942000000.0,1367000000.0,1620000000.0,,-23547000000.0,-4468000000.0,-1621000000.0,-1189000000.0,-1405000000.0,-0.5700000000000003,-6285000000.0,-1961000000.0,7636000000.0,-8246000000.0,39309000000.0,0.6475,15.8913,1.1838,-0.5700000000000003,3168000000.0,-0.03428946143757668,-0.01027132519737926,0.06884104132161209,0.18974816324797214,-0.028311092524300144,-0.05160366353672199,0.3501932305601563,-0.13453943177474836,0.8315141515420739,0.647458651159278,55842000000.0,4160000000.0,10721000000.0,5116000000.0,18357000000.0,2505000000.0,1.4999999999999998,1.4999999999999998,2.141362967805197,4.279840319361277,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2012-03-31,157949000000.0,9355000000.0,15632000000.0,157949000000.0,47476000000.0,35080000000.0,2705000000.0,2207000000.0,,14878000000.0,2758000000.0,1224000000.0,640000000.0,750000000.0,0.45,4393000000.0,1174000000.0,,3219000000.0,37785000000.0,,18.1855,1.3784,0.45,2758000000.0,0.025781447468194454,0.0077493368112492005,0.08226912219384326,0.1853743782766501,0.01746133245541282,0.03234773225742133,0.2163597257695927,0.1853743782766501,0.7958758109360519,0.5984518935516888,58592000000.0,4441000000.0,11255000000.0,5973000000.0,18891000000.0,2540000000.0,1.6099999999999997,1.6099999999999997,2.0001588057805306,4.431102362204724,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2012-06-30,157688000000.0,11354000000.0,15742000000.0,157688000000.0,47731000000.0,34175000000.0,2954000000.0,2101000000.0,,30089000000.0,5837000000.0,2572000000.0,1265000000.0,1561000000.0,0.94,7815000000.0,2461000000.0,,5354000000.0,37129000000.0,,18.0343,1.4456,0.94,5837000000.0,0.053885315622970394,0.016310689462736543,0.08547974342783077,0.1939911595599721,0.037016133123636545,0.06878387933066227,0.17793878161454352,0.1939911595599721,0.7778802036412394,0.72125524075721,62220000000.0,5048000000.0,11930000000.0,6748000000.0,19566000000.0,2579000000.0,1.8499999999999996,1.8499999999999996,1.8976285393028722,4.62582396277627,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2012-09-30,162454000000.0,18066000000.0,17335000000.0,162454000000.0,48892000000.0,35791000000.0,2799000000.0,8899000000.0,,46633000000.0,8885000000.0,4685000000.0,1898000000.0,2966000000.0,1.72,11239000000.0,4043000000.0,,7196000000.0,38590000000.0,,15.6577,1.5161,1.72,8885000000.0,0.09582344759878916,0.028838932867150086,0.10046533570647395,0.19053031115304614,0.054692405234712596,0.10156375025719577,0.1543113245984603,0.19053031115304614,0.7892906815020863,1.0421690222094029,68053000000.0,6860000000.0,13012000000.0,7523000000.0,20648000000.0,2614000000.0,2.5399999999999996,2.5399999999999996,1.8689461449050755,4.977811782708493,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2012-12-31,164971000000.0,19991000000.0,16714000000.0,164971000000.0,49356000000.0,38082000000.0,2376000000.0,10951000000.0,,-29030000000.0,-5301000000.0,-2278000000.0,-1282000000.0,-1533000000.0,-0.8300000000000001,-8593000000.0,-1964000000.0,7798000000.0,-10557000000.0,40458000000.0,1.1961,15.7773,1.5641,-0.8300000000000001,2497000000.0,-0.04615446956803631,-0.013808487552357687,0.07847054770926627,0.18260420254908716,-0.032132920331452194,-0.05902197875609593,0.36365828453324145,-0.08601446779193937,0.8197179674203744,1.196063180567189,62570000000.0,6203000000.0,12179000000.0,5212000000.0,19977000000.0,2521000000.0,2.28,2.28,2.02522901336537,4.831019436731456,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
2013-03-31,156364000000.0,11783000000.0,18018000000.0,,48190000000.0,,2177000000.0,1839000000.0,,15310000000.0,3067000000.0,1437000000.0,653000000.0,925000000.0,0.0,4369000000.0,1361000000.0,,3008000000.0,2177000000.0,,16.8106,1.712,0.0,3067000000.0,0.029819464619215606,0.00919009490675603,0.09386022207707381,0.20032658393207053,0.019614489268629607,0.06089304504933786,0.19647289353363814,0.20032658393207053,0.045175347582485995,0.6539571539571539,63002000000.0,6416000000.0,12488000000.0,5001000000.0,20286000000.0,2534000000.0,1.8299999999999998,1.8299999999999998,0.10731538992408558,4.928176795580111,0.8064849,35.3373,24.1234,26.2572,102790.46,5.14,1.124,0.8309
