report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2022-04-01,8704900000.0,2280600000.0,1847300000.0,8509900000.0,195000000.0,1365300000.0,,490900000.0,175700000.0,-20800000.0,-119600000.0,58200000.0,-5900000.0,-1.41,84700000.0,49200000.0,23600000.0,177200000.0,25600000.0,0.0,-1.41,156400000.0,-0.6133333333333333,-0.013739388160691104,-0.2436341413729884,0.3579140354451008,-0.04237115502138929,-0.002389458810554975,-0.10666666666666667,0.05214911387247912,0.31859849256467715,0.0,1.2345585449033725,-0.23174307,18.1,0.44,0.02346,149.4901,3.06843,0.0698
2022-12-30,6013800000.0,2035800000.0,743800000.0,4400100000.0,1613700000.0,409500000.0,13170932.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,2.737026082280183,-0.23174307,18.1,0.44,0.02346,149.4901,3.06843,0.0698
