report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-06-30,642778000.0,562676000.0,97694000.0,181592000.0,461186000.0,397198000.0,255154000.0,174694000.0,52637000.0,33947000.0,,17192000.0,0.0,38962000.0,63946000.0,8579000.0,4713000.0,55367000.0,0.0,,,,0.0,57350000.0,0.07360804534396101,0.052812946304945096,0.13304514136560666,0.6846610282417677,0.20629502182995368,0.08188985932934854,0.11413399365982489,0.21699444257193695,0.22476621961638854,0.0,5.75957581837165,,,,,,,,,,,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2014-09-30,691883000.0,588351000.0,101796000.0,198961000.0,492922000.0,408596000.0,410617000.0,275651000.0,86511000.0,55813000.0,,27612000.0,0.0,49323000.0,98704000.0,10789000.0,7366000.0,87915000.0,0.0,,,,0.0,93877000.0,0.11322886785333176,0.08066826327572725,0.1359247181680252,0.6713092736053305,0.2106853832159896,0.12503703660879079,0.17550646958342295,0.21410462791360318,0.22862424108110477,0.0,5.779706471767064,,,,,,,,,,,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2014-12-31,811023000.0,679479000.0,144373000.0,255365000.0,555658000.0,240031000.0,584106000.0,392091000.0,125513000.0,86850000.0,,34658000.0,1.0,54590000.0,114516000.0,13134000.0,10021000.0,101382000.0,0.0,4.7064,,,1.0,135534000.0,0.15630117806276522,0.1070869753385539,0.14868876539532208,0.6712668590974926,0.21488051826209625,0.15475886627136345,0.22588174740577838,0.1735678113219176,0.23203665088186048,0.0,4.706413249014705,,,,,,,,,,,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2015-03-31,875092000.0,736044000.0,148331000.0,264621000.0,610471000.0,275186000.0,179045000.0,117754000.0,35755000.0,24492000.0,,9974000.0,0.0,70722000.0,20767000.0,5136000.0,2893000.0,15631000.0,0.0,,47.188,7.2332,0.0,38648000.0,0.04011984189257147,0.02798791441357023,0.13679242648496187,0.6576782373146416,0.19969839984361473,0.040858561156998346,0.05856953073937992,0.08730207489737217,0.21585634896255132,0.0,4.962172438667575,1428922000.0,201102000.0,300416000.0,960190000.0,260295000.0,325409000.0,,1.0,1.0,0.0,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2015-06-30,990839000.0,850212000.0,202498000.0,325297000.0,665542000.0,342958000.0,374597000.0,245644000.0,68614000.0,48488000.0,,18422000.0,0.0,70919000.0,73373000.0,8768000.0,6246000.0,64605000.0,0.0,,53.6342,7.7294,0.0,74860000.0,0.07285490622680461,0.048936305494636366,0.1294404386580779,0.6557553851205429,0.18316751068481596,0.06924838444994595,0.1030949211319496,0.17246534275501404,0.1998414295896657,0.0,4.198619245622179,1548365000.0,215643000.0,316393000.0,1031140000.0,269533000.0,342919000.0,,1.0,1.0,0.0,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2015-09-30,1072892000.0,921100000.0,224966000.0,349718000.0,723174000.0,418500000.0,592145000.0,387392000.0,99911000.0,77178000.0,,20289000.0,1.0,71232000.0,84022000.0,13974000.0,9724000.0,70048000.0,0.0,,38.1252,5.3886,1.0,109635000.0,0.1067212040255872,0.07193454700007083,0.13033631965143672,0.6542181391382178,0.1687272543042667,0.09312307296540565,0.13815623902407995,0.11829534995651403,0.18514890778441093,0.0,4.0943964865801945,1729893000.0,237008000.0,329793000.0,1142881000.0,251666000.0,358677000.0,,2.0,2.0,0.0,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2015-12-31,1159890000.0,974328000.0,235011000.0,371738000.0,788152000.0,687326000.0,-308196000.0,-207230000.0,-54972000.0,-29056000.0,,-23778000.0,0.0,-141462000.0,22371000.0,-7889000.0,-5192000.0,14482000.0,0.0,4.1459,43.5513,6.2968,0.0,-60164000.0,-0.03686598524142551,-0.02505065135486986,0.09427766745837064,0.6723967864605641,0.1783670131993926,-0.04739414944520601,-0.06974796739715182,-0.04698957806071461,0.19521343560591312,0.0,4.145882533158022,837591000.0,121102000.0,149308000.0,543560000.0,164766000.0,162979000.0,,1.0,1.0,0.0,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2016-03-31,1209947000.0,1023133000.0,214264000.0,360090000.0,849857000.0,710663000.0,242196000.0,155090000.0,49735000.0,35245000.0,,14100000.0,0.0,72214000.0,71116000.0,7962000.0,4779000.0,63154000.0,0.0,,32.6729,4.7828,0.0,54514000.0,0.04147168288312034,0.029129375088330314,0.14552263456043865,0.6403491387140994,0.20535021222480965,0.041105106256720335,0.0585216101061708,0.26075575154007496,0.225082164858214,0.0,4.775104543927118,900742000.0,131855000.0,163288000.0,580896000.0,212289000.0,178845000.0,,1.0,1.0,0.0,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2016-06-30,1334988000.0,1142054000.0,263439000.0,418156000.0,916832000.0,531058000.0,510937000.0,326541000.0,102893000.0,74149000.0,,28000000.0,1.0,72523000.0,126029000.0,12042000.0,9662000.0,113987000.0,0.0,,30.1054,4.5366,1.0,112555000.0,0.08087523123102161,0.05554282135869386,0.145123567093399,0.6391022767973351,0.20138099217711772,0.0770741010406086,0.11222666748106523,0.22309404094829696,0.2202913470741011,0.0,4.335174366741446,1037082000.0,157516000.0,197567000.0,661793000.0,261671000.0,216540000.0,,2.0,2.0,0.0,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2016-09-30,1519080000.0,1324178000.0,355082000.0,507660000.0,1011420000.0,500481000.0,801198000.0,512961000.0,165914000.0,125406000.0,,39682000.0,1.0,72811000.0,78685000.0,15787000.0,14807000.0,62898000.0,0.0,,35.0105,5.6641,1.0,180721000.0,0.12399003381384588,0.08255391421123312,0.15652310664779492,0.6402424868759033,0.20708239411481308,0.10922005424335782,0.16404065571177157,0.07850493885406604,0.22556346870561333,0.0,3.7292174765265487,1246135000.0,205744000.0,263570000.0,787362000.0,254521000.0,287626000.0,,2.0,2.0,0.0,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
2016-12-31,1729007000.0,1526126000.0,459553000.0,621187000.0,1107820000.0,567923000.0,-425164000.0,-271476000.0,-75133000.0,-50611000.0,,-23746000.0,0.0,-144326000.0,-144390000.0,-14372000.0,-9499000.0,-158762000.0,0.0,3.3209,36.9974,6.035,0.0,-84632000.0,-0.04568521962051597,-0.029271714920760875,0.11903877092133859,0.6385206649669304,0.1767153380813051,-0.04345442210471097,-0.06782058457150078,0.3734135533582335,0.1990573049458562,0.0,3.320892258346698,1129167000.0,184189000.0,243409000.0,723116000.0,81277000.0,263158000.0,,2.0,2.0,0.0,,1.5030696,164.94,59.43,7.00005,159178.48,45.3319,13.3385,17.6753
