report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-06-30,3336430000.0,1324701000.0,1118581000.0,3329168000.0,7262000.0,1821458000.0,109400000.0,1876178000.0,1091246000.0,386071000.0,24103000.0,83622000.0,16.84,22928933.0,309993000.0,62391000.0,247602000.0,1821458000.0,,31.5035,6.6888,16.84,53.16317818782704,0.11571380187805529,0.2057752516019269,0.5816324463883491,0.13197148671394718,250.8204351418342,1.1842691767516165,3958768000.0,844968000.0,2302088000.0,560844000.0,49302000.0,36.67999999999999,36.67999999999999,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2022-09-30,3294460000.0,1315902000.0,1164937000.0,3377269000.0,-82809000.0,1825253000.0,122100000.0,2862024000.0,1675902000.0,606668000.0,38587000.0,138910000.0,26.0,22821408.0,555424000.0,89213000.0,466211000.0,1825253000.0,,28.8557,6.1986,26.0,-7.326111896049946,0.18414793319694275,0.21197166760306693,0.5855653202069584,0.16289555922661725,-22.041722518083784,1.1295906988961635,4140101000.0,913522000.0,2413570000.0,429132000.0,56188000.0,39.81999999999999,39.81999999999999,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2022-12-31,3492395000.0,1375089000.0,1147731000.0,3467602000.0,24793000.0,1908480000.0,95966000.0,-1716284000.0,-978691000.0,-294238000.0,-18636000.0,-63442000.0,-12.39,-46072282.0,-97187000.0,-49514000.0,-146701000.0,1908480000.0,1.1981,36.9342,8.2213,-12.39,-11.867785261969104,-0.08425106552952916,0.17143899261427595,0.5702383754669973,0.08547594687126372,76.97656596620014,1.1980934556965004,3919709000.0,872502000.0,2308042000.0,638798000.0,55392000.0,38.0,38.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2023-06-30,3370395000.0,1246506000.0,1008003000.0,3460100000.0,-89705000.0,2045462000.0,83600000.0,1910855000.0,1130109000.0,402353000.0,37433000.0,87660000.0,18.0,22164394.0,420073000.0,51947000.0,368126000.0,2045462000.0,,32.2705,7.2526,18.0,-4.485290674990246,0.11937858915646386,0.2105617642364282,0.5914153611864846,0.19264988709242722,-22.802095758318934,1.236609414852932,4932773000.0,1100854000.0,2918566000.0,935238000.0,81487000.0,48.449999999999996,48.449999999999996,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2023-09-30,3288730000.0,1196912000.0,1070423000.0,3394602000.0,-105872000.0,1929401000.0,69700000.0,2853317000.0,1689648000.0,603984000.0,57711000.0,137188000.0,27.0,22067398.0,684369000.0,72907000.0,611462000.0,1929401000.0,,27.1099,6.0285,27.0,-5.704851141000454,0.183652656192512,0.2116778472213217,0.5921697448969042,0.21429865661614184,-18.223902448239382,1.1181673039536706,5909912000.0,1318767000.0,3516968000.0,1299098000.0,115095000.0,58.61,58.61,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2023-12-31,3355555000.0,1230203000.0,1181082000.0,3505493000.0,-149938000.0,1888620000.0,69807000.0,3788309000.0,2241286000.0,788778000.0,77366000.0,184950000.0,35.0,21971528.0,965874000.0,105323000.0,860551000.0,1888620000.0,1.0416,33.3483,6.9429,35.0,-5.260694420360416,0.2350663303089951,0.208213743915821,0.5916323087688993,0.22715966411398858,-12.59600634929104,1.0415898303420084,6836197000.0,1500877000.0,4082352000.0,1693438000.0,153874000.0,67.61,67.61,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2024-03-31,3283117000.0,1211114000.0,1131932000.0,3441834000.0,-158717000.0,1903574000.0,,925949000.0,548133000.0,177509000.0,19232000.0,43038000.0,8.0,21543313.0,189987000.0,17391000.0,172596000.0,1903574000.0,,36.8802,7.5777,8.0,-1.1183994153115293,0.05406721722070825,0.1917049427128276,0.5919688881353077,0.1863990349360494,-11.993510462017301,1.0699529653724782,9478430000.0,1972624000.0,5609176000.0,2012735000.0,191742000.0,88.0,88.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2024-06-30,3249164000.0,1178307000.0,1281182000.0,3401926000.0,-152762000.0,1746638000.0,70800000.0,1872699000.0,1113801000.0,399323000.0,38182000.0,64401000.0,18.0,21468995.0,447493000.0,41201000.0,406292000.0,1746638000.0,,36.9131,7.7338,18.0,-2.6140205024809835,0.12290022910508673,0.2132339473668753,0.5947570858958113,0.21695531422828762,-11.433720427855095,0.9197030554597239,9440274000.0,1969594000.0,5592868000.0,2050901000.0,192491000.0,88.0,88.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2024-09-30,3319828000.0,1198232000.0,1184968000.0,3474181000.0,-154353000.0,1891661000.0,71600000.0,2827234000.0,1686268000.0,610839000.0,56781000.0,111837000.0,28.0,21396456.0,702159000.0,62622000.0,639537000.0,1891661000.0,,39.7767,8.412,28.0,-3.9574157936677614,0.18399718298658846,0.21605533889306652,0.5964373659909297,0.226205895939282,-12.255421015464552,1.0111935512182608,9414191000.0,1976449000.0,5589488000.0,2078976000.0,191561000.0,89.0,89.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2024-12-31,3239999000.0,1193906000.0,1168193000.0,3366889000.0,-126890000.0,1831265000.0,,-1753521000.0,-1022619000.0,-324531000.0,-39564000.0,-45193000.0,-14.0,-43088123.0,-371293000.0,-17316000.0,-388609000.0,1831265000.0,1.022,29.9174,6.6685,-14.0,2.557577429269446,-0.10016391980367895,0.1850739169932952,0.5831803554106281,0.22161639353050233,-14.431909527937584,1.0220109177165075,3872361000.0,863140000.0,2325583000.0,829816000.0,74631000.0,40.0,40.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2025-03-31,3234679000.0,1164795000.0,1149695000.0,3416661000.0,-181982000.0,1891240000.0,,883744000.0,525879000.0,163587000.0,16653000.0,38355000.0,7.0,20945188.0,194449000.0,17255000.0,177194000.0,1891240000.0,,28.9002,6.4077,7.0,-0.8989185743644976,0.050572869827268795,0.18510677300213638,0.5950580711156171,0.20050376579642973,-10.392456396786496,1.0131339181261116,3830156000.0,849218000.0,2303329000.0,834414000.0,72052000.0,39.0,39.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2025-06-30,3400465000.0,1244461000.0,1106892000.0,3659258000.0,-258793000.0,2123735000.0,61800000.0,1866965000.0,1105755000.0,365935000.0,33432000.0,84664000.0,17.0,20836768.0,430815000.0,41132000.0,389683000.0,2123735000.0,,29.1631,6.2582,17.0,-1.4140065612284722,0.10761322348561153,0.19600528129879244,0.5922740919085253,0.20872539120979772,-8.206307744027079,1.1242840313237425,3824422000.0,815830000.0,2295283000.0,817805000.0,67302000.0,38.0,38.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2025-09-30,3521466000.0,1281202000.0,1192128000.0,3770664000.0,-249198000.0,2146249000.0,69100000.0,2896664000.0,1715211000.0,583428000.0,51127000.0,136407000.0,28.0,20746950.0,730187000.0,65620000.0,664567000.0,2146249000.0,,30.0075,6.3621,28.0,-2.341222642236294,0.16567758995827306,0.20141376424742394,0.592133226359702,0.22942495228994458,-8.612625301968716,1.074718486605465,3893852000.0,788419000.0,2324226000.0,842835000.0,61648000.0,38.0,38.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2025-12-31,3712646000.0,1362667000.0,1198116000.0,3736282000.0,-23636000.0,2088241000.0,,-1620974000.0,-956199000.0,-243757000.0,-32697000.0,-79710000.0,-10.0,-41857198.0,-399679000.0,-16883000.0,-416562000.0,2088241000.0,1.1373,32.7673,7.0736,-10.0,10.312954814689457,-0.06565586915639142,0.1503768721768517,0.5898916330551878,0.2569825302565001,-88.35001692333728,1.13734145942463,4026399000.0,869193000.0,2390646000.0,814882000.0,68515000.0,42.0,42.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
