report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,3952000000.0,674000000.0,840000000.0,3928000000.0,-20000000.0,2542000000.0,347000000.0,58000000.0,1152000000.0,349000000.0,125000000.0,7000000.0,4000000.0,0.09,296000000.0,13000000.0,228000000.0,283000000.0,2889000000.0,,176.6933,0.6755,0.09,353000000.0,-0.35,0.001771255060728745,0.006076388888888889,0.3029513888888889,0.10850694444444445,0.031629554655870445,0.043569187870338096,0.2456597222222222,0.3064236111111111,-144.45,0.8023809523809524,,,,,,,,,,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2011-09-30,4005000000.0,658000000.0,879000000.0,3950000000.0,14000000.0,2529000000.0,401000000.0,26000000.0,1865000000.0,623000000.0,281000000.0,72000000.0,35000000.0,0.99,453000000.0,24000000.0,351000000.0,429000000.0,2930000000.0,,20.6727,0.4282,0.99,632000000.0,5.142857142857143,0.017977528089887642,0.0386058981233244,0.33404825737265414,0.15067024128686327,0.07016229712858926,0.09544836956521739,0.23002680965147454,0.3388739946380697,209.28571428571428,0.7485779294653014,,,,,,,,,,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2012-03-31,7297000000.0,656000000.0,1046000000.0,7170000000.0,90000000.0,5590000000.0,371000000.0,26000000.0,656000000.0,213000000.0,87000000.0,13000000.0,6000000.0,0.17,254000000.0,36000000.0,129000000.0,218000000.0,5961000000.0,,21.0588,1.0284,0.17,216000000.0,0.14444444444444443,0.0017815540633136905,0.019817073170731708,0.3246951219512195,0.1326219512195122,0.011922707962176237,0.014377788795240456,0.3323170731707317,0.32926829268292684,66.23333333333333,0.627151051625239,,,,,,,,,,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2012-06-30,10942000000.0,1019000000.0,1421000000.0,9512000000.0,1395000000.0,6868000000.0,421000000.0,41000000.0,1649000000.0,587000000.0,133000000.0,-39000000.0,-6000000.0,-0.53,342000000.0,62000000.0,350000000.0,280000000.0,7289000000.0,,57.0711,1.0099,-0.53,483000000.0,-0.02795698924731183,-0.0035642478523121917,-0.023650697392359005,0.3559733171619163,0.08065494238932687,0.012154999086090294,0.01531552280055274,0.16979987871437235,0.2929047907822923,5.225089605734767,0.717100633356791,5322000000.0,53000000.0,626000000.0,1772000000.0,1210000000.0,1684000000.0,0.72,0.72,4.328384798099762,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2012-09-30,10992000000.0,1111000000.0,1514000000.0,9464000000.0,1495000000.0,6724000000.0,651000000.0,68000000.0,2868000000.0,1092000000.0,355000000.0,34000000.0,15000000.0,0.37,495000000.0,76000000.0,625000000.0,419000000.0,7375000000.0,,47.4849,0.8278,0.37,980000000.0,0.02274247491638796,0.0030931586608442503,0.011854951185495118,0.3807531380753138,0.12377963737796374,0.032296215429403204,0.040022547914317926,0.14609483960948397,0.3417015341701534,4.933110367892977,0.7338177014531043,7038000000.0,80000000.0,856000000.0,2515000000.0,1346000000.0,2311000000.0,1.0,1.0,3.1912591951536133,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2012-12-31,11026000000.0,1343000000.0,1351000000.0,9452000000.0,1543000000.0,6679000000.0,630000000.0,106000000.0,-1056000000.0,-305000000.0,16000000.0,67000000.0,-2000000.0,0.78,-370000000.0,-77000000.0,-207000000.0,-447000000.0,7309000000.0,0.9941,56.2476,1.0247,0.78,-191000000.0,0.04342190537913156,0.006076546345002721,-0.0634469696969697,0.28882575757575757,-0.015151515151515152,0.0014511155450752766,0.0018075011296882061,0.42329545454545453,0.18087121212121213,4.736876215165262,0.9940784603997039,4117000000.0,75000000.0,591000000.0,1587000000.0,470000000.0,1488000000.0,0.79,0.79,4.911962365591398,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2013-03-31,10921000000.0,1311000000.0,1369000000.0,9326000000.0,1566000000.0,6580000000.0,567000000.0,147000000.0,1100000000.0,385000000.0,149000000.0,21000000.0,9000000.0,0.19,409000000.0,14000000.0,266000000.0,395000000.0,7147000000.0,,59.8728,1.0896,0.19,415000000.0,0.013409961685823755,0.0019229008332570278,0.019090909090909092,0.35,0.13545454545454547,0.01364343924549034,0.017100883736944794,0.35909090909090907,0.37727272727272726,4.5638569604086845,0.9576333089846604,4561000000.0,83000000.0,653000000.0,1759000000.0,647000000.0,1687000000.0,0.81,0.81,4.236514522821577,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2013-06-30,11326000000.0,1363000000.0,1592000000.0,9717000000.0,1583000000.0,6732000000.0,624000000.0,133000000.0,2306000000.0,856000000.0,399000000.0,104000000.0,57000000.0,0.98,878000000.0,41000000.0,536000000.0,837000000.0,7356000000.0,,21.462,0.98,0.98,935000000.0,0.065698041692988,0.009182412149037613,0.045099739809193407,0.3712055507372073,0.1730268863833478,0.03522867737948084,0.04463586530931871,0.3629661751951431,0.4054640069384215,4.64687302590019,0.8561557788944724,5218000000.0,226000000.0,919000000.0,2028000000.0,1204000000.0,2139000000.0,2.3200000000000003,2.3200000000000003,3.4389901823281908,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2013-09-30,11563000000.0,1414000000.0,1418000000.0,9834000000.0,1707000000.0,6952000000.0,630000000.0,125000000.0,3617000000.0,1420000000.0,736000000.0,247000000.0,132000000.0,2.33,1115000000.0,71000000.0,814000000.0,1044000000.0,7582000000.0,,18.8804,1.1175,2.33,1550000000.0,0.14469830111306387,0.02136123843293263,0.0682886369919823,0.39259054465026266,0.20348354990323472,0.06365130156533771,0.07923350199160298,0.2886369919823058,0.42853193254077965,4.441710603397774,0.997179125528914,5967000000.0,439000000.0,1300000000.0,2356000000.0,1829000000.0,2709000000.0,4.28,4.28,2.7988187523071244,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
2013-12-31,11231000000.0,1362000000.0,1286000000.0,9383000000.0,1828000000.0,6569000000.0,604000000.0,175000000.0,-2068000000.0,-674000000.0,-206000000.0,15000000.0,20000000.0,0.14000000000000012,-851000000.0,-22000000.0,-518000000.0,-873000000.0,7173000000.0,1.0591,18.7895,1.4675,0.14000000000000012,-724000000.0,0.008205689277899343,0.0013355889947466832,-0.007253384912959381,0.32591876208897486,0.09961315280464217,-0.018342088861187784,-0.022886345961559827,0.422147001934236,0.35009671179883944,3.923960612691466,1.0590979782270606,4955000000.0,387000000.0,1078000000.0,1987000000.0,1403000000.0,2176000000.0,3.6400000000000006,3.6400000000000006,3.2964154411764706,1.7388101,1021.47,525.9136,0.67971,46441.605,18.6213,5.7423,2.8848
