report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,,,,,,,,,,,,,,,,,,,,,0.0,,13.2883,1.1243,,,,,,,,,,,,,,,,,,,,,,,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2010-09-30,49892000000.0,5421000000.0,6148000000.0,36176000000.0,13656000000.0,15995000000.0,1466000000.0,1090000000.0,,10993000000.0,2177000000.0,1037000000.0,750000000.0,530000000.0,2.16,479261415.0,1702000000.0,16000000.0,1237000000.0,1686000000.0,17461000000.0,,13.6129,1.2168,2.16,3414000000.0,0.07593731693028705,0.020784895374007857,0.09433275720913309,0.19803511325388884,0.043634249979956706,0.06996175723880838,0.15337032657145455,0.31056126626034747,1.2786321031048624,0.8817501626545218,,,,,,,,,,,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2010-12-31,50455000000.0,5016000000.0,6518000000.0,36773000000.0,13622000000.0,15502000000.0,1346000000.0,294000000.0,,14427000000.0,2663000000.0,1214000000.0,999000000.0,643000000.0,2.53,479601442.0,2662000000.0,155000000.0,1641000000.0,2507000000.0,16848000000.0,0.7696,14.2499,1.1991,2.53,4304000000.0,0.08912054030245192,0.02406104449509464,0.08414777847092257,0.18458445969363,0.05277970468734516,0.08739744010502133,0.17377140084563666,0.2983295210369446,1.2368227866686243,0.7695612150966554,,,,,,,,,,,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2011-03-31,50560000000.0,4789000000.0,5989000000.0,36721000000.0,13779000000.0,15631000000.0,1433000000.0,625000000.0,,3730000000.0,832000000.0,354000000.0,242000000.0,278000000.0,0.73,481365806.0,830000000.0,,403000000.0,,17064000000.0,,13.8234,1.1589,0.73,1235000000.0,0.025691269322882647,0.007001582278481013,0.09490616621983915,0.2230563002680965,0.016455696202531647,0.026975326654346207,,0.33109919571045576,1.2384062704114958,0.7996326598764402,,,,,,,,,,,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2011-06-30,50752000000.0,4754000000.0,5887000000.0,36753000000.0,13939000000.0,15564000000.0,1639000000.0,417000000.0,,,,,,,,,1732000000.0,10000000.0,,1722000000.0,17203000000.0,,12.6156,1.2236,,,,,,,,,,,1.2341631393930699,0.8075420417869883,,,,,,,,,,,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2011-09-30,51187000000.0,4374000000.0,5684000000.0,36474000000.0,14653000000.0,15183000000.0,1279000000.0,546000000.0,,11672000000.0,2439000000.0,1635000000.0,723000000.0,786000000.0,3.39,482126964.0,3338000000.0,10000000.0,,3328000000.0,16462000000.0,,10.1193,1.2138,3.39,2439000000.0,0.11158124616119566,0.03194170394826811,0.14007882111034956,0.20896161754626458,0.047648817082462346,0.07838663024264823,0.2851267991775189,0.20896161754626458,1.1234559475875248,0.7695285010555947,,,,,,,,,,,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2011-12-31,52223000000.0,4182000000.0,6611000000.0,37558000000.0,14664000000.0,15083000000.0,1650000000.0,221000000.0,,-286000000.0,-489000000.0,-43000000.0,-32000000.0,-246000000.0,-0.10000000000000053,-481032442.0,-2112000000.0,-1000000.0,,-2113000000.0,16733000000.0,0.6326,10.1281,1.3039,-0.10000000000000053,-489000000.0,-0.002932351336606656,-0.0008233919920341612,0.15034965034965034,1.7097902097902098,-0.009363690328016391,-0.01557473643978724,7.388111888111888,1.7097902097902098,1.1410938352427713,0.6325820602026925,,,,,,,,,,,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2012-03-31,52902000000.0,4214000000.0,6342000000.0,38045000000.0,14856000000.0,15340000000.0,1050000000.0,286000000.0,,3625000000.0,754000000.0,389000000.0,229000000.0,189000000.0,0.8,484248868.0,876000000.0,85000000.0,,791000000.0,16390000000.0,,9.4972,1.2533,0.8,754000000.0,0.026184706515885836,0.007353219159956145,0.10731034482758621,0.208,0.01425276927148312,0.02413108877936376,0.21820689655172415,0.208,1.103257942918686,0.6644591611479028,,,,3728000000.0,,,,,,,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2012-06-30,53421000000.0,4483000000.0,6407000000.0,38413000000.0,15007000000.0,15319000000.0,1208000000.0,297000000.0,,7176000000.0,1495000000.0,751000000.0,464000000.0,379000000.0,1.55,484554779.0,1713000000.0,88000000.0,,1625000000.0,16527000000.0,,9.8324,1.3092,1.55,1495000000.0,0.05004331312054375,0.014058141929203872,0.10465440356744704,0.20833333333333334,0.02798524924655098,0.047409145684023594,0.22644927536231885,0.20833333333333334,1.101286066502299,0.6997034493522709,22187000000.0,2732000000.0,4199000000.0,3631000000.0,4199000000.0,1384000000.0,5.64,5.64,3.935937127887592,3.033959537572254,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
2012-09-30,53843000000.0,4648000000.0,6795000000.0,38537000000.0,15306000000.0,14955000000.0,1216000000.0,443000000.0,,11332000000.0,2407000000.0,1238000000.0,697000000.0,620000000.0,2.55,484826123.0,2912000000.0,89000000.0,,2823000000.0,16171000000.0,,13.7484,1.4413,2.55,2407000000.0,0.08088331373317653,0.022992775291124194,0.1092481468408048,0.21240734204024003,0.044704046951321436,0.07646853257934365,0.2491175432403812,0.21240734204024003,1.0565137854436168,0.6840323767476085,21847000000.0,2335000000.0,4167000000.0,3126000000.0,4167000000.0,1358000000.0,4.799999999999999,4.799999999999999,3.880729541636669,3.0684830633284244,0.5811227,135.0,97.46,3.68149,70836.625,19.7868,1.9754,3.3179
