report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-12-31,6624911000.0,1487917000.0,548596000.0,1761795000.0,4863116000.0,988886000.0,495811000.0,,2389582000.0,903916000.0,112515000.0,-72466000.0,45205000.0,137059000.0,0.0,127313000.0,529749000.0,386955000.0,142794000.0,988886000.0,,,2.2541,0.0,112515000.0,-0.01490114568519443,-0.010938411097145304,-0.030325805935933564,0.37827368970807446,0.04708564091962528,0.016983624383784174,0.019226753511020673,0.059756894720499235,0.04708564091962528,0.20334411105965805,2.7122272127394296,3203806000.0,-104691000.0,162498000.0,1183983000.0,-335865000.0,162498000.0,103817000.0,0.0,0.0,6.085527206488695,1.565234980783494,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2017-04-01,6522323000.0,1461605000.0,418828000.0,1625601000.0,4896722000.0,989154000.0,545463000.0,,-1618780000.0,-638153000.0,-81331000.0,55411000.0,-32254000.0,-103103000.0,0.0,-260194000.0,-121705000.0,-215112000.0,-336817000.0,989154000.0,3.49,,2.8376,0.0,-81331000.0,0.011315937478174174,0.008495592751232958,-0.03423009921051656,0.394218485526137,0.050242157674297926,-0.012469636968301018,-0.013817994126957483,0.20806842189797256,0.050242157674297926,0.20200329935005498,3.4897499689610054,3032574000.0,-16558000.0,88059000.0,1135512000.0,-206106000.0,88059000.0,58879000.0,0.0,0.0,11.232855244779069,1.495592656125274,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2017-07-01,6442696000.0,1467216000.0,361918000.0,1530015000.0,4912681000.0,989420000.0,512631000.0,,640831000.0,236377000.0,-27829000.0,-30624000.0,12271000.0,-9644000.0,0.0,126961000.0,103636000.0,124428000.0,-20792000.0,989420000.0,,,2.6935,0.0,-27829000.0,-0.006233663451789359,-0.004753289616644957,-0.04778795033323918,0.36886012068704543,-0.04342642599999064,-0.004319465018992049,-0.004715100605699563,-0.032445371712666836,-0.04342642599999064,0.2014012308147018,4.054001182588321,2974868000.0,-41507000.0,54489000.0,1095414000.0,-155847000.0,54489000.0,55963000.0,0.0,0.0,18.158160362642,0.9736611689866519,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2017-09-30,6478080000.0,1608208000.0,423002000.0,1573504000.0,4904576000.0,989692000.0,574873000.0,,1462414000.0,557399000.0,21735000.0,5295000.0,27049000.0,-9911000.0,0.0,131062000.0,323494000.0,192219000.0,131275000.0,989692000.0,,,3.0948,0.0,21735000.0,0.001079604026933215,0.0008173718138707765,0.003620725731564386,0.3811499342867341,0.014862412422200552,0.0033551607883817425,0.0036874807864182625,0.08976596230615955,0.014862412422200552,0.20178951248792965,3.801892189635037,2874047000.0,-42384000.0,25090000.0,1059539000.0,-83540000.0,25090000.0,52271000.0,0.0,0.0,39.44567556795536,0.4799984695146448,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2017-12-30,6526647000.0,1814166000.0,384518000.0,1705569000.0,4821078000.0,1088730000.0,841326000.0,,2308153000.0,894326000.0,102055000.0,-27787000.0,43387000.0,88611000.0,0.0,127084000.0,593562000.0,237658000.0,355904000.0,1088730000.0,,311.6712,2.9677,0.0,102055000.0,-0.005763648710931456,-0.00425746941729804,-0.012038630021493376,0.3874639159535785,0.04421500654419356,0.015636666116613938,0.017268750524551728,0.15419428434770138,0.04421500654419356,0.22582708680506725,4.718026204234913,2792618000.0,2295000.0,14630000.0,1049949000.0,129570000.0,14630000.0,50453000.0,0.0,0.0,74.41763499658236,0.28997284601510315,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2018-03-31,6381519000.0,1843805000.0,441279000.0,1605955000.0,4775564000.0,983290000.0,926037000.0,,-1437862000.0,-541136000.0,-25679000.0,12828000.0,-23159000.0,-11623000.0,0.0,-258161000.0,-168172000.0,-284470000.0,-452642000.0,983290000.0,4.1781,,2.9153,0.0,-25679000.0,0.0026861748685600277,0.002010179707997422,-0.008921579400526616,0.3763476606238985,0.017859154772850244,-0.004023963573562972,-0.004459046886759067,0.3148021159193302,0.017859154772850244,0.20590028737966867,4.178320291697543,2973536000.0,-40288000.0,70282000.0,1146966000.0,13745000.0,70282000.0,59548000.0,0.0,0.0,13.990637716627301,1.180257943171895,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2018-09-29,5947061000.0,1619770000.0,462383000.0,1314924000.0,4632137000.0,735098000.0,557924000.0,,1577113000.0,590247000.0,71262000.0,2091000.0,24042000.0,-31384000.0,0.0,128977000.0,289796000.0,113666000.0,176130000.0,735098000.0,,,3.1368,0.0,71262000.0,0.00045141151913252996,0.0003516022452098608,0.001325840317085713,0.3742579003533672,0.045185094536662876,0.011982725584957006,0.013277227473736476,0.1116787446429013,0.045185094536662876,0.1586952199384431,3.503091592900258,3909818000.0,-7573000.0,169373000.0,1500836000.0,210667000.0,169373000.0,71319000.0,0.0,0.0,4.340113241189564,2.3748650429759253,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2018-12-29,5806291000.0,1615536000.0,413932000.0,1228971000.0,4577320000.0,714402000.0,649711000.0,,2409443000.0,928610000.0,152419000.0,71608000.0,33604000.0,-30012000.0,0.0,128360000.0,623019000.0,185627000.0,437392000.0,714402000.0,,128.3499,2.467,0.0,152419000.0,0.015644088680712733,0.012332830028670626,0.029719731904842738,0.3854044274963135,0.06325901878566956,0.02625066501145051,0.028803289364029327,0.1815324122629172,0.06325901878566956,0.15607429675006335,3.9029019259201996,4856847000.0,58740000.0,300057000.0,1872047000.0,516784000.0,300057000.0,77874000.0,0.0,0.0,2.3808876313500433,3.853108868171662,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2019-03-30,5808024000.0,1684841000.0,435614000.0,1448345000.0,4359679000.0,919270000.0,711035000.0,,3090325000.0,1195183000.0,216466000.0,133125000.0,43963000.0,-41333000.0,1.05,127356000.0,810364000.0,220937000.0,589427000.0,919270000.0,3.8678,67.5383,2.9089,1.05,216466000.0,0.030535505022273427,0.022920876360015042,0.043077993414932084,0.38674993730432883,0.07004635434784368,0.03727016279547054,0.04100551075602359,0.19073301351799568,0.07004635434784368,0.21085726724375808,3.867738410611229,5639019000.0,219652000.0,414468000.0,2172904000.0,750307000.0,414468000.0,78450000.0,1.05,1.05,2.2179516874644123,5.28321223709369,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2019-06-29,5926381000.0,1556833000.0,452146000.0,1589038000.0,4337343000.0,1018614000.0,629599000.0,,775598000.0,294289000.0,55226000.0,39541000.0,11864000.0,5656000.0,0.33,121123000.0,257118000.0,50295000.0,206823000.0,1018614000.0,,41.1263,2.6258,0.33,55226000.0,0.009116410668927958,0.006672031379690236,0.05098130732673369,0.379434965020539,0.07120441259518462,0.00931867188424099,0.010311135806355428,0.26666262677314795,0.07120441259518462,0.2348474630666747,3.443208609608401,7852479000.0,246365000.0,495373000.0,3008329000.0,1409772000.0,495373000.0,113473000.0,1.3800000000000001,1.3800000000000001,2.056256598563103,4.365558326650393,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2019-09-28,5848571000.0,1551814000.0,449629000.0,1583077000.0,4265494000.0,1016063000.0,586794000.0,,1582296000.0,617871000.0,167993000.0,122579000.0,24557000.0,24684000.0,1.02,120196000.0,430530000.0,88338000.0,342192000.0,1016063000.0,,34.4479,2.821,1.02,167993000.0,0.02873735140642561,0.02095879489194882,0.07746907026245406,0.3904901484930759,0.10617040048132587,0.028723768592362135,0.03180747646953351,0.21626294953662273,0.10617040048132587,0.23820523484501444,3.4513209779618306,7857662000.0,366853000.0,592104000.0,3035953000.0,1575834000.0,592104000.0,113988000.0,2.4000000000000004,2.4000000000000004,1.716021171956278,5.194441520160017,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2019-12-28,6519503000.0,2067672000.0,491205000.0,2180126000.0,4339377000.0,1568554000.0,1097724000.0,,2451369000.0,985982000.0,321062000.0,283935000.0,41457000.0,46519000.0,2.37,119712000.0,731251000.0,129004000.0,602247000.0,1568554000.0,,39.0869,4.3101,2.37,321062000.0,0.06543220374721993,0.04355163269347372,0.1158271153792024,0.4022168837086542,0.13097253004341655,0.049246391941226195,0.05434423658637855,0.24567782328976176,0.13097253004341655,0.36146986076572746,4.2093871194307875,7899588000.0,579180000.0,760747000.0,3093325000.0,1740689000.0,760747000.0,121841000.0,4.7700000000000005,4.7700000000000005,2.061860250516926,6.243768517986556,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2020-03-28,6560682000.0,1690502000.0,539003000.0,2268017000.0,4292665000.0,1567231000.0,714939000.0,,-1570122000.0,-576379000.0,-121065000.0,-111730000.0,-17486000.0,-16095000.0,-0.9200000000000004,-241738000.0,-473253000.0,-103533000.0,-576786000.0,1567231000.0,3.1364,28.1962,2.91,-0.9200000000000004,-121065000.0,-0.026028120060615025,-0.017030241673045576,0.07116007545910445,0.3670918565563695,0.07710547333264549,-0.01845311203926665,-0.020659922974742215,0.3673510720822968,0.07710547333264549,0.36509510991423744,3.136349890445879,3239141000.0,334325000.0,423216000.0,1321763000.0,574476000.0,423216000.0,60392000.0,2.8000000000000003,2.8000000000000003,3.7031468564515517,7.007815604715856,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2020-06-27,6882686000.0,2079329000.0,509332000.0,2531441000.0,4351245000.0,1869502000.0,1136302000.0,,787451000.0,325789000.0,92712000.0,96922000.0,18849000.0,100000.0,0.83,116751000.0,214281000.0,29832000.0,184449000.0,1869502000.0,,31.3827,3.7811,0.83,92712000.0,0.022274544412001624,0.014082002288060214,0.12308321406665304,0.4137260604151877,0.11773684965794697,0.013470322487470734,0.014903676359125359,0.23423552703596795,0.11773684965794697,0.42964760660454654,4.0824629122065765,3250994000.0,391706000.0,460702000.0,1353263000.0,552102000.0,460702000.0,67377000.0,3.3000000000000003,3.3000000000000003,4.057942010236552,6.837674577378037,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2020-10-03,7824422000.0,3062726000.0,1477017000.0,3417256000.0,4407166000.0,1764396000.0,2000257000.0,,1847743000.0,817339000.0,314356000.0,233839000.0,42335000.0,63239000.0,2.01,116395000.0,495249000.0,73386000.0,421863000.0,1764396000.0,,34.6863,4.4101,2.01,314356000.0,0.05305881375922759,0.02988578581267728,0.12655385516275802,0.4423445251855913,0.17012972042107588,0.040176258386881485,0.05093621355501249,0.22831259542046703,0.17012972042107588,0.4003470711110042,2.0735888618749816,3516441000.0,502966000.0,607065000.0,1552731000.0,631773000.0,607065000.0,85155000.0,4.29,4.29,2.906436707766055,7.128941342258235,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2021-01-02,7041378000.0,2322257000.0,613898000.0,2537677000.0,4503701000.0,1743794000.0,1234415000.0,,2942577000.0,1355091000.0,613559000.0,434874000.0,59788000.0,85700000.0,3.74,116257000.0,898924000.0,109505000.0,789419000.0,1743794000.0,,38.6896,5.0322,3.74,613559000.0,0.0965592520462615,0.06175978622366247,0.14778678688781977,0.4605116535608074,0.2085107713409029,0.08713621112231157,0.09820880208787681,0.2682747129471888,0.2085107713409029,0.3871913344158504,3.7828059384458004,4007649000.0,653905000.0,899562000.0,1921840000.0,818945000.0,899562000.0,103486000.0,5.66,5.66,1.9384922884692772,8.69259609995555,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2021-04-03,7221470000.0,2483804000.0,681581000.0,2592045000.0,4629425000.0,1742550000.0,1397880000.0,,-1562464000.0,-614653000.0,-114000000.0,-32024000.0,-45774000.0,-75270000.0,-0.2599999999999998,-233387000.0,-306601000.0,-25763000.0,-332364000.0,1742550000.0,3.6441,30.6234,5.5942,-0.2599999999999998,-114000000.0,-0.0069174897530470845,-0.004434554183566503,0.02049583222397444,0.39338698363610297,0.07296168103713109,-0.015786259584267468,-0.017890842321258323,0.2127178610195179,0.07296168103713109,0.3764074372087246,3.6441802221599486,4015307000.0,733611000.0,906627000.0,1883566000.0,1063367000.0,906627000.0,75198000.0,6.32,6.32,1.9220142351816127,12.056530758796777,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2021-07-03,7271859000.0,2374085000.0,703708000.0,2623465000.0,4648394000.0,1741548000.0,1200245000.0,,1110351000.0,546183000.0,297102000.0,285626000.0,15279000.0,13000000.0,2.51,113872000.0,341570000.0,65248000.0,276322000.0,1741548000.0,,23.4421,4.9832,2.51,297102000.0,0.06144616828952107,0.03927826433378315,0.2572393774581191,0.49190120961749934,0.26757484795348496,0.04085640274378257,0.04649525770343455,0.24886004515689183,0.26757484795348496,0.3746558488802799,3.3736791396431474,4338207000.0,922315000.0,1111017000.0,2103960000.0,1155240000.0,1111017000.0,71628000.0,8.0,8.0,1.5675259694496124,15.510931479309766,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2021-10-02,7576456000.0,2541267000.0,902495000.0,2848702000.0,4727754000.0,1740552000.0,1153172000.0,,2365599000.0,1167736000.0,659462000.0,604815000.0,30606000.0,45600000.0,5.35,113088000.0,586398000.0,112560000.0,473838000.0,1740552000.0,,16.5017,4.0207,5.35,659462000.0,0.1279286104987696,0.07982822047669781,0.25567097382100684,0.4936322681908472,0.2787716768564748,0.08704095951985995,0.10195281422987719,0.2003036017516071,0.2787716768564748,0.368156211173424,2.815823910381775,4856063000.0,1293291000.0,1456123000.0,2454357000.0,1207215000.0,1456123000.0,59899000.0,11.34,11.34,1.1953330865593086,24.309637890448922,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2022-01-01,7626585000.0,2445851000.0,673427000.0,2959386000.0,4667199000.0,2046951000.0,988527000.0,,3479556000.0,1715829000.0,955472000.0,821078000.0,45934000.0,112500000.0,7.3,112415000.0,703363000.0,162993000.0,540370000.0,2046951000.0,,15.6929,3.8602,7.3,955472000.0,0.17592521767338398,0.10765998149892776,0.23597206080315994,0.4931172253011591,0.27459595419645494,0.12528176110277406,0.14230721684800013,0.155298549585062,0.27459595419645494,0.438582327430221,3.631946744042042,5393042000.0,1679495000.0,1798036000.0,2815095000.0,958166000.0,1798036000.0,46045000.0,14.9,14.9,1.1384371614361448,39.04953849495059,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2022-04-02,7509072000.0,2449865000.0,675127000.0,2955854000.0,4553218000.0,2047098000.0,972592000.0,,-2309792000.0,-1143580000.0,-685967000.0,-678166000.0,-28493000.0,-23369000.0,-5.9,-227829000.0,-582088000.0,-127335000.0,-709423000.0,2047098000.0,3.6289,12.7031,2.8256,-5.9,-685967000.0,-0.14894213279487167,-0.09031289086054842,0.29360479211980994,0.4951008575663956,0.29698215250550697,-0.09135176756861567,-0.10392941792483874,0.30713717945165625,0.29698215250550697,0.4495936719919846,3.628746887622625,4645714000.0,1033353000.0,1226069000.0,2286168000.0,581107000.0,1226069000.0,63326000.0,9.26,9.26,1.6696433887489204,19.361226036698987,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2022-07-02,7330521000.0,2372489000.0,718450000.0,3029916000.0,4300605000.0,2047183000.0,858791000.0,,1035358000.0,375250000.0,101859000.0,68884000.0,17252000.0,10700000.0,0.65,106080000.0,273006000.0,43452000.0,229554000.0,2047183000.0,,12.0048,2.145,0.65,101859000.0,0.01601728128949299,0.009396876429383395,0.06653157651749443,0.3624350224753177,0.09838046356912294,0.013895192442665398,0.01604637710018041,0.22171461465502754,0.09838046356912294,0.4760220945657646,3.3022325840350755,4570721000.0,816611000.0,1030826000.0,2115235000.0,534339000.0,1030826000.0,65299000.0,7.4,7.4,1.9859636834926555,15.786244812324844,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2022-10-01,7374732000.0,2521284000.0,764127000.0,3052592000.0,4322140000.0,2047398000.0,911570000.0,,2193415000.0,914177000.0,363421000.0,257499000.0,34156000.0,68900000.0,2.46,104817000.0,540424000.0,90454000.0,449970000.0,2047398000.0,,12.3827,1.899,2.46,363421000.0,0.05957673744950418,0.034916387470080266,0.11739638873628566,0.41678250581855236,0.16568729583776895,0.0492792144853535,0.0570561004581494,0.20514585703115917,0.16568729583776895,0.4737000652454571,3.2995614603331647,4398537000.0,469295000.0,734785000.0,1861676000.0,510471000.0,734785000.0,68849000.0,4.51,4.51,2.7863905768354007,10.672413542680358,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2022-12-31,7076219000.0,2257700000.0,613590000.0,2911651000.0,4164568000.0,2047743000.0,918758000.0,,2936696000.0,1182228000.0,372150000.0,241568000.0,51222000.0,82100000.0,2.33,103812000.0,777788000.0,124853000.0,652935000.0,2047743000.0,,20.2466,2.2398,2.33,372150000.0,0.058005536228487566,0.034138005056089986,0.0822584292007072,0.4025707802237617,0.12672404634323745,0.052591645340541324,0.05990524299250311,0.22233659868096664,0.12672404634323745,0.4917059824692501,3.6794928209390636,3855677000.0,-110215000.0,151463000.0,1328075000.0,623036000.0,151463000.0,74137000.0,-0.4599999999999995,-0.4599999999999995,13.51975730046282,2.0430149587925057,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2023-04-01,6691903000.0,2029794000.0,555763000.0,2789109000.0,3902794000.0,2048073000.0,808757000.0,,-2596070000.0,-1174713000.0,-654262000.0,-464799000.0,-34167000.0,-140223000.0,-4.4399999999999995,-211690000.0,-747987000.0,-99806000.0,-847793000.0,2048073000.0,3.652,97.634,2.8228,-4.4399999999999995,-654262000.0,-0.11909391067015067,-0.0694569242859617,0.17903947120069952,0.45249665841059755,0.2520201689476786,-0.09776919958343688,-0.10994397959154523,0.3265678506357687,0.2520201689476786,0.5247709717704804,3.6522654440831794,3569399000.0,103152000.0,183168000.0,1296942000.0,484666000.0,183168000.0,68463000.0,1.0000000000000018,1.0000000000000018,11.181390854297694,2.675430524516892,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2023-07-01,6686592000.0,2087775000.0,638976000.0,2874369000.0,3812223000.0,2048255000.0,744428000.0,,651164000.0,229070000.0,-48136000.0,-43580000.0,17261000.0,-8100000.0,-0.44,98509000.0,44889000.0,39469000.0,5420000.0,2048255000.0,,,3.1765,-0.44,-48136000.0,-0.011431650247113036,-0.006517520434924099,-0.06692630427972063,0.35178541811279496,-0.07392300557156108,-0.0071988839755738054,-0.00821366448265824,0.008323555970538911,-0.07392300557156108,0.5372862500436097,3.267376239483173,3185205000.0,-9312000.0,33173000.0,1150762000.0,260532000.0,33173000.0,68472000.0,-0.08999999999999825,-0.08999999999999825,61.74464172670545,0.4844754060053745,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2023-09-30,6718520000.0,2262877000.0,671942000.0,2901334000.0,3817186000.0,2048585000.0,706836000.0,,1754657000.0,718760000.0,103292000.0,53881000.0,34382000.0,34000000.0,0.54,98892000.0,137898000.0,68076000.0,69822000.0,2048585000.0,,,2.9748,0.54,103292000.0,0.014115371899614008,0.008019772211737108,0.03070742600975575,0.4096299162742348,0.05886734558378076,0.015374219322112609,0.01760927932576979,0.0397923924732868,0.05886734558378076,0.5366741363926201,3.36766714984329,2746447000.0,-212930000.0,-226956000.0,955345000.0,-119616000.0,-226956000.0,68698000.0,-2.009999999999998,-2.009999999999998,-9.026353125715998,-3.3036769629392415,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
2023-12-30,6699388000.0,2428368000.0,1280333000.0,3061041000.0,3638347000.0,1550438000.0,1071987000.0,,2828518000.0,1106638000.0,61723000.0,-73057000.0,51963000.0,117100000.0,-0.75,97905000.0,630845000.0,94514000.0,536331000.0,1550438000.0,,,3.1671,-0.75,61723000.0,-0.020079723017073413,-0.010905025951624238,-0.025828720199058304,0.3912430467120945,0.021821674813453547,0.00921322962634796,0.011895463003381332,0.18961555132405025,0.021821674813453547,0.4261380236684406,1.8966690696873392,2638269000.0,-527555000.0,-537383000.0,879755000.0,-236220000.0,-537383000.0,69439000.0,-5.089999999999998,-5.089999999999998,-2.885163840315008,-7.738921931479428,1.3395416,106.3,49.46,1.47551,7295.9385,21.4193,1.9936,1.9509
