report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,22550000000.0,11357000000.0,6929000000.0,,9987000000.0,3544000000.0,355000000.0,473000000.0,10345000000.0,545000000.0,,63000000.0,78000000.0,9000000.0,0.31,760000000.0,287000000.0,102000000.0,473000000.0,3899000000.0,,14.3524,0.2063,0.31,,0.0063082006608591165,0.002793791574279379,0.006089898501691639,0.05268245529241179,,,,0.04572257129047849,,0.39040752978872534,1.6390532544378698,,,,,,,,,,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2010-06-30,22094000000.0,12956000000.0,6707000000.0,,11408000000.0,2828000000.0,172000000.0,2771000000.0,21319000000.0,970000000.0,,1841000000.0,179000000.0,551000000.0,11.67,-159000000.0,547000000.0,215000000.0,-706000000.0,3000000000.0,,3.4026,0.1647,11.67,,0.1613779803646564,0.08332578980718747,0.08635489469487312,0.04549931985552793,,,,-0.03311599981237394,,0.26297335203366057,1.9317131355300432,,,,,,,,,,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2010-09-30,23101000000.0,13326000000.0,7665000000.0,,11830000000.0,2378000000.0,483000000.0,350000000.0,32981000000.0,1682000000.0,,2053000000.0,241000000.0,648000000.0,13.09,-1620000000.0,754000000.0,326000000.0,-2374000000.0,2861000000.0,,4.0208,0.1911,13.09,,0.173541842772612,0.08887061166183283,0.06224796094721203,0.050999060064885846,,,,-0.07198083745186623,,0.24184277261200338,1.7385518590998044,,,,,,,,,,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2010-12-31,26001000000.0,15815000000.0,10004000000.0,,12220000000.0,2551000000.0,1718000000.0,578000000.0,-18938000000.0,-686000000.0,,-1603000000.0,-200000000.0,-519000000.0,-10.01,-1416000000.0,-516000000.0,-200000000.0,-1932000000.0,4269000000.0,1.5809,4.0328,0.2077,-10.01,,-0.1311783960720131,-0.06165147494327141,0.08464462984475657,0.03622346604710107,,,,0.10201710845918259,,0.3493453355155483,1.5808676529388244,45707000000.0,2354000000.0,,2511000000.0,-4539000000.0,,298000000.0,15.06,15.06,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2011-03-31,26473000000.0,15903000000.0,9356000000.0,,12724000000.0,3041000000.0,1018000000.0,812000000.0,12194000000.0,639000000.0,,232000000.0,72000000.0,43000000.0,1.49,734000000.0,207000000.0,104000000.0,527000000.0,4059000000.0,,4.2201,0.2239,1.49,,0.018233259981138006,0.00876364597892192,0.01902575036903395,0.052402821059537474,,,,0.04321797605379695,,0.31900345803206537,1.6997648567764,47556000000.0,2523000000.0,,2605000000.0,-4485000000.0,,292000000.0,16.24,16.24,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2011-06-30,26508000000.0,15636000000.0,8349000000.0,,13359000000.0,3504000000.0,906000000.0,470000000.0,26682000000.0,1286000000.0,,548000000.0,142000000.0,63000000.0,3.51,264000000.0,454000000.0,247000000.0,-190000000.0,4410000000.0,,9.5664,0.1987,3.51,,0.041021034508571,0.02067300437603742,0.020538190540439247,0.04819728656022787,,,,-0.007120905479349374,,0.3301145295306535,1.872799137621272,52919000000.0,1230000000.0,,2921000000.0,-3969000000.0,,255000000.0,8.08,8.08,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2011-09-30,24901000000.0,15173000000.0,8617000000.0,24901000000.0,11678000000.0,3468000000.0,1426000000.0,1055000000.0,42298000000.0,1992000000.0,,688000000.0,222000000.0,62000000.0,4.42,1363000000.0,705000000.0,398000000.0,658000000.0,4894000000.0,,8.6897,0.1562,4.42,,0.05891419763658161,0.027629412473394642,0.016265544470187715,0.0470944252683342,,,,0.015556291077592321,,0.41907860935091623,1.7608216316583498,62236000000.0,-135000000.0,,3231000000.0,-937000000.0,,236000000.0,-0.5899999999999999,-0.5899999999999999,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2011-12-31,23275000000.0,13128000000.0,6947000000.0,23275000000.0,11707000000.0,3348000000.0,719000000.0,835000000.0,-22431000000.0,-1189000000.0,,-526000000.0,-134000000.0,-124000000.0,-3.3499999999999996,253000000.0,-241000000.0,-223000000.0,12000000.0,4067000000.0,1.695,9.0755,0.1455,-3.3499999999999996,,-0.044930383531220634,-0.02259935553168636,0.023449690160937987,0.05300699924212028,,,,-0.0005349739200213989,,0.34739899205603486,1.889736576939686,58743000000.0,942000000.0,,2728000000.0,1007000000.0,,302000000.0,6.07,6.07,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2012-03-31,25796000000.0,14751000000.0,7583000000.0,25796000000.0,12125000000.0,4471000000.0,758000000.0,1250000000.0,13446000000.0,521000000.0,103000000.0,92000000.0,62000000.0,14000000.0,0.57,-302000000.0,224000000.0,120000000.0,-526000000.0,5229000000.0,,12.6859,0.1711,0.57,223000000.0,0.007587628865979382,0.0035664444099860445,0.006842183549010858,0.03874758292428975,0.007660270712479548,0.003992867111180028,0.005935231070646537,-0.03911944072586643,0.016584857950319797,0.4312577319587629,1.9452723196624027,59995000000.0,802000000.0,,2610000000.0,-46000000.0,,292000000.0,5.15,5.15,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
2012-06-30,26713000000.0,16360000000.0,9674000000.0,26713000000.0,11264000000.0,4247000000.0,2332000000.0,467000000.0,28536000000.0,1181000000.0,437000000.0,366000000.0,144000000.0,82000000.0,2.37,-2699000000.0,473000000.0,264000000.0,-3172000000.0,6579000000.0,,12.0383,0.1538,2.37,701000000.0,0.03249289772727273,0.013701194175120729,0.012825904121110177,0.04138631903560415,0.01531398934679002,0.016359076105267097,0.024491397186571767,-0.11115783571628819,0.024565461171853098,0.5840731534090909,1.6911308662394047,61849000000.0,620000000.0,,2505000000.0,-3028000000.0,,294000000.0,4.01,4.01,,,0.71767116,131.5,68.3301,2.1633,25043.936,30.6911,1.083,0.3561
