report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-20,64144000000.0,15265000000.0,11654000000.0,42288000000.0,21686000000.0,19884000000.0,1974000000.0,3949000000.0,9368000000.0,,840000000.0,1430000000.0,154000000.0,-33000000.0,0.89,,241000000.0,376000000.0,21858000000.0,,17.5597,2.4718,0.89,1216000000.0,0.06594116019551785,0.02229358942379646,0.15264730999146028,,0.089666951323655,0.01309553504614617,0.01929083226162043,0.12980358667805295,1.0079313843032371,1.3098506950403295,,,,,,,,,,,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2010-06-12,65074000000.0,16743000000.0,14572000000.0,45160000000.0,19732000000.0,19586000000.0,4493000000.0,4529000000.0,,,,,,,,,2442000000.0,969000000.0,24079000000.0,,16.6514,2.1211,,,,,,,,,,,1.2203020474356376,1.1489843535547626,,,,,,,,,,,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2010-09-04,66702000000.0,17901000000.0,17117000000.0,46466000000.0,20045000000.0,18445000000.0,5756000000.0,5577000000.0,39683000000.0,,6101000000.0,4955000000.0,495000000.0,1383000000.0,3.06,,5788000000.0,1580000000.0,24201000000.0,,16.3052,1.9663,3.06,7681000000.0,0.24719381391868298,0.07428562861683308,0.12486455157120177,,0.15374341657636773,0.09146652274294624,0.13788817068209555,0.1935589547161253,1.2073334996258418,1.0458024186481276,,,,,,,,,,,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2010-12-25,68153000000.0,17569000000.0,15892000000.0,46677000000.0,21273000000.0,19999000000.0,4898000000.0,5943000000.0,8787000000.0,,1391000000.0,-65000000.0,254000000.0,544000000.0,-0.040000000000000036,,-23000000.0,-598000000.0,24897000000.0,1.1055,16.4051,1.7926,-0.040000000000000036,793000000.0,-0.0030555163822686034,-0.0009537364459378164,-0.007397291453283259,,0.15830203710026175,0.02040995994306927,0.030127788607320773,0.09024695573005577,1.1703567902975602,1.1055247923483513,,,,,,,,,,,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2011-03-19,73085000000.0,16512000000.0,16840000000.0,49411000000.0,22096000000.0,20942000000.0,6256000000.0,3662000000.0,11937000000.0,,1726000000.0,1143000000.0,180000000.0,419000000.0,0.71,,380000000.0,523000000.0,27198000000.0,,17.0046,1.6983,0.71,2249000000.0,0.051728819695872556,0.01563932407470753,0.09575270168384016,,0.14459244366256177,0.02361633714168434,0.03501440337566438,0.18840579710144928,1.2309015206372194,0.9805225653206651,,,,,,,,,,,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2011-06-11,75680000000.0,17917000000.0,18057000000.0,51310000000.0,24065000000.0,21607000000.0,5715000000.0,2913000000.0,28764000000.0,,4480000000.0,3028000000.0,379000000.0,1089000000.0,1.89,,2353000000.0,1187000000.0,27322000000.0,,17.2858,1.7484,1.89,5667000000.0,0.12582588821940577,0.04001057082452431,0.10527047698512029,,0.15575024335975524,0.05919661733615222,0.08718158289061435,0.19701710471422612,1.13534178267193,0.9922467741042255,89171000000.0,9061000000.0,13698000000.0,,16390000000.0,1308000000.0,5.62,5.62,1.6669920683343502,10.472477064220184,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2011-09-03,75378000000.0,17834000000.0,17565000000.0,51375000000.0,23691000000.0,21781000000.0,5070000000.0,3083000000.0,46346000000.0,,7386000000.0,5028000000.0,584000000.0,1775000000.0,3.14,,5834000000.0,1877000000.0,26851000000.0,,15.4597,1.5323,3.14,9263000000.0,0.21223249335190578,0.0667038127835708,0.10848832693220559,,0.1593665041211755,0.09798614980498288,0.1461358869850817,0.19986622362231907,1.133383985479718,1.0153145459721036,95834000000.0,9134000000.0,14983000000.0,,17972000000.0,1397000000.0,5.699999999999999,5.699999999999999,1.4940462942354773,10.725125268432356,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2011-12-31,72882000000.0,17441000000.0,18154000000.0,51983000000.0,20704000000.0,20568000000.0,6205000000.0,4067000000.0,-20543000000.0,,-3959000000.0,-2756000000.0,-287000000.0,-911000000.0,-1.71,1597000000.0,377000000.0,-850000000.0,26773000000.0,0.9607,16.1121,1.561,-1.71,-4809000000.0,-0.13311437403400309,-0.03781454954584122,0.13415762060069122,,0.19271771406318455,-0.05432068274745479,-0.0833877456452598,0.23409433870418148,1.2931317619783618,0.9607249091109398,66504000000.0,6443000000.0,9633000000.0,,12370000000.0,856000000.0,4.029999999999999,4.029999999999999,2.1643492320129347,11.253504672897197,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2012-03-24,74391000000.0,17578000000.0,16985000000.0,51437000000.0,22758000000.0,22054000000.0,5656000000.0,3485000000.0,12428000000.0,,1722000000.0,1127000000.0,198000000.0,414000000.0,0.71,1584000000.0,-690000000.0,555000000.0,27710000000.0,,16.0484,1.5396,0.71,2277000000.0,0.049521047543720886,0.015149682085198478,0.09068233022207918,,0.13855809462504023,0.02314796144694923,0.03412063089482444,0.18321532024460896,1.2175938131646014,1.0349131586694142,66995000000.0,6427000000.0,9629000000.0,,12398000000.0,874000000.0,4.029999999999999,4.029999999999999,2.235037909340216,11.017162471395881,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
2012-06-16,72390000000.0,18033000000.0,18269000000.0,51795000000.0,20576000000.0,21294000000.0,7038000000.0,3863000000.0,28886000000.0,,4099000000.0,2615000000.0,407000000.0,1082000000.0,1.65,1583000000.0,1247000000.0,1201000000.0,28332000000.0,,18.0517,1.6338,1.65,5300000000.0,0.1270898133748056,0.03612377400193397,0.09052828359759053,,0.1419026518036419,0.05662384307224755,0.08381041956326163,0.18347988645018348,1.3769440124416796,0.9870819420876895,67117000000.0,6014000000.0,9248000000.0,,12031000000.0,902000000.0,3.79,3.79,2.3549164657966917,10.252771618625276,0.4172716,171.48,127.6,5.51162,209835.3,25.4654,9.6651,2.2341
