report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-12-31,53286000000.0,16721000000.0,9484000000.0,53286000000.0,17649000000.0,16588000000.0,6345000000.0,15224000000.0,2434000000.0,2462000000.0,546000000.0,660000000.0,1.07,2296000000.0,548000000.0,329000000.0,573000000.0,219000000.0,16588000000.0,1.07,3007000000.0,0.13949798855459233,0.04620350561122997,0.1617183394640042,0.1598791382028376,0.04567803925984311,0.07109267751263253,0.014385181292695743,0.19751707829742512,0.939883279505921,1.7630746520455505,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
