report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,3032187000.0,2439995000.0,866200000.0,3032187000.0,2090017000.0,1367642000.0,1531664000.0,145099000.0,88490000.0,182000.0,60253000.0,0.42,211397602.0,69166000.0,10030000.0,0.0,,22.0803,1.2692,0.42,155129000.0,0.042339368531452135,0.029183556291218188,0.057773767614829365,0.09473291792455786,0.04785291936150376,0.06942479415239206,0.10128135152357175,0.0,2.8168956361117523,4489052000.0,250763000.0,410607000.0,439824000.0,1058000.0,1.18,1.18,0.0,388.0973534971645,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2012-12-31,2954125000.0,2357599000.0,842558000.0,2954125000.0,2027699000.0,1260842000.0,1532957000.0,128025000.0,84208000.0,227000.0,49893000.0,0.40000000000000013,-426874853.0,60749000.0,10695000.0,0.0,2.798,24.7907,1.3793,0.40000000000000013,138720000.0,0.04152884624394449,0.028505225743663522,0.0549317430299741,0.0835150627186542,0.04333770575043371,0.06313806930910357,0.09049177504652772,0.0,2.798144460084647,5980943000.0,333360000.0,530798000.0,570738000.0,1251000.0,1.57,1.57,0.0,424.2989608313349,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2013-03-31,3017799000.0,2430826000.0,831680000.0,3017799000.0,2102695000.0,1394687000.0,1410485000.0,128518000.0,80315000.0,,52682000.0,0.39,207613863.0,165264000.0,11278000.0,0.0,,21.6823,1.219,0.39,139796000.0,0.038196219613400896,0.02661376718595241,0.056941406679262806,0.09111617635068789,0.042586666640157284,0.0611206095035181,0.09911200757186357,0.0,2.9227900153905346,5980058000.0,336968000.0,534045000.0,575718000.0,,1.6,1.6,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2013-06-30,3063665000.0,2475778000.0,860213000.0,,2119841000.0,1286109000.0,2910938000.0,272097000.0,172630000.0,,110993000.0,0.0,207421805.0,249290000.0,22952000.0,0.0,,23.0999,1.3311,0.0,295049000.0,0.08143535293448896,0.05634754452591912,0.05930390822477154,0.09347399360618468,0.08881421434784809,0.1283572683045568,0.101358737286744,0.0,2.8780987964608764,7386044000.0,425643000.0,673739000.0,728694000.0,,1.2100000000000002,1.2100000000000002,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2013-09-30,3098563000.0,2498211000.0,863979000.0,,2179579000.0,1310330000.0,4446027000.0,418410000.0,265030000.0,,168756000.0,1.0,207351569.0,345583000.0,35581000.0,0.0,,25.9232,1.5091,1.0,453991000.0,0.12159687719509135,0.08553319716268477,0.05961052418260168,0.0941087402303225,0.1350335623319584,0.19196826543107637,0.10211161560647293,0.0,2.8915181966228345,10300407000.0,602183000.0,947050000.0,1027556000.0,,1.7900000000000003,1.7900000000000003,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2013-12-31,3014812000.0,2415269000.0,870200000.0,3014812000.0,2084783000.0,1247652000.0,-2687193000.0,-266952000.0,-169449000.0,,-109846000.0,0.2899999999999998,-415491764.0,-352601000.0,-21740000.0,0.0,2.7756,25.7187,1.4741,0.2899999999999998,-288692000.0,-0.0812789628464929,-0.05620549473731695,0.06305799397363718,0.09934232487208772,-0.08854681485943403,-0.1280478591776698,0.10743255136493732,0.0,2.775533210756148,6080257000.0,348526000.0,552073000.0,600144000.0,,1.68,1.68,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2014-03-31,2925504000.0,2334993000.0,901493000.0,,1958131000.0,1131046000.0,1491645000.0,135203000.0,83824000.0,,53424000.0,0.0,201843858.0,173857000.0,12382000.0,0.0,,22.198,1.2687,0.0,147585000.0,0.04280816758429339,0.028652840672923365,0.05619567658524649,0.0906401992431175,0.046215284614206646,0.0690469636607561,0.09894110193779351,0.0,2.590139912345409,6161417000.0,352035000.0,558758000.0,607933000.0,,1.2899999999999998,1.2899999999999998,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2014-06-30,2929940000.0,2310470000.0,962231000.0,,1894814000.0,970561000.0,3090786000.0,277646000.0,175126000.0,,110093000.0,0.0,199482932.0,218743000.0,24799000.0,0.0,,24.538,1.377,0.0,302445000.0,0.09242384740665839,0.05977118985371714,0.05666066819249214,0.0898302244154076,0.09476166747441928,0.1465294218852088,0.09785374982286059,0.0,2.4011593889616942,6341265000.0,354531000.0,564307000.0,615329000.0,,1.2899999999999998,1.2899999999999998,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2014-09-30,2926053000.0,2317972000.0,962798000.0,,1901373000.0,990480000.0,4795891000.0,436777000.0,277507000.0,,171556000.0,1.0,197953810.0,305434000.0,37540000.0,0.0,,21.9321,1.2329,1.0,474317000.0,0.14595084709838627,0.09484004561776564,0.05786349189337289,0.09107317076222124,0.1492717322618558,0.2297166310871144,0.09890070479083032,0.0,2.407537198872453,6691129000.0,367008000.0,582674000.0,635655000.0,,1.2899999999999998,1.2899999999999998,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2014-12-31,2890905000.0,2289250000.0,983783000.0,,1868408000.0,927107000.0,-2813601000.0,-254978000.0,-159569000.0,,-103644000.0,0.0,-402512533.0,-303068000.0,-25429000.0,0.0,2.327,22.6844,1.3024,0.0,-280407000.0,-0.08540372338375772,-0.055196902008194666,0.05671344302194945,0.09062336841648834,-0.08820006191832662,-0.13646805194582767,0.09966125260831227,0.0,2.3269867440279004,6564721000.0,376888000.0,594648000.0,643940000.0,,1.0,1.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2015-03-31,2943778000.0,2352160000.0,979219000.0,,1924891000.0,1033144000.0,1677526000.0,168883000.0,106704000.0,,64317000.0,0.0,192707093.0,134394000.0,11529000.0,0.0,,23.0319,1.3641,0.0,180412000.0,0.0554337881989162,0.03624729853949585,0.06360795600187419,0.10067384946641661,0.0573694755514852,0.08773639650245131,0.1075464702186434,0.0,2.4020775740666798,6750602000.0,399768000.0,628328000.0,676767000.0,,1.0,1.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2015-06-30,2932375000.0,2334755000.0,993681000.0,,1886621000.0,985727000.0,3369079000.0,351599000.0,224464000.0,,135144000.0,1.0,192425521.0,316122000.0,22949000.0,0.0,,20.6866,1.2887,1.0,374548000.0,0.11897673141558374,0.07654682637793597,0.06662473631517694,0.10436056857081713,0.11990246813589667,0.1863644049334763,0.11117222243823906,0.0,2.3496021358967316,7028895000.0,449106000.0,702281000.0,748870000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2015-09-30,2827018000.0,2235460000.0,955202000.0,,1839045000.0,968683000.0,5020411000.0,543492000.0,342774000.0,,207882000.0,1.0,191447796.0,448798000.0,34424000.0,0.0,,19.8099,1.2903,1.0,577916000.0,0.18638695627350066,0.12124931641751131,0.06827608337245696,0.10825647541605657,0.19224921808067724,0.2955294731776547,0.11511328454981076,0.0,2.340300795015086,7253415000.0,514373000.0,808996000.0,852469000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2015-12-31,2582438000.0,1993370000.0,861373000.0,,1691993000.0,807796000.0,-3450384000.0,-342490000.0,-216719000.0,,-130151000.0,0.0,-386357410.0,-334602000.0,-22890000.0,0.0,2.2945,18.3885,1.2706,0.0,-365380000.0,-0.1280850452690998,-0.08392031096196695,0.06281011041089919,0.09926141554099485,-0.13262273866787896,-0.20241809511032255,0.10589545975172618,0.0,2.3141774817645784,6616632000.0,457223000.0,721484000.0,767496000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2016-03-31,2679743000.0,2087480000.0,854415000.0,,1779251000.0,1013917000.0,1418472000.0,151826000.0,96584000.0,,58437000.0,0.0,183018000.0,235953000.0,11329000.0,0.0,,19.9303,1.4016,0.0,163155000.0,0.054283515928893675,0.03604226226171689,0.06809017026772471,0.10703489388581516,0.05665692568279869,0.08533141192557991,0.11502165710708424,0.0,2.443168717777661,6357578000.0,447103000.0,704427000.0,750239000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2016-06-30,2707138000.0,2126845000.0,894026000.0,,1775915000.0,980264000.0,2893636000.0,330690000.0,212636000.0,,125355000.0,1.0,183110000.0,341005000.0,22971000.0,0.0,,20.0453,1.4538,1.0,353661000.0,0.11973320795195716,0.07854642061099212,0.0734840180312935,0.11428182397509569,0.12215483658387566,0.18620823631761654,0.12222027926110955,0.0,2.3789520662710033,5882135000.0,435275000.0,683518000.0,729352000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2016-09-30,2813797000.0,2235686000.0,927604000.0,,1850083000.0,1042700000.0,4456030000.0,497953000.0,320217000.0,,188518000.0,1.0,182958000.0,456691000.0,34853000.0,0.0,,21.458,1.5412,1.0,532806000.0,0.17308250494707536,0.11380245270003486,0.07186150003478432,0.11174812557366086,0.1769683456198155,0.26915170832876145,0.11956966178414419,0.0,2.4101728754942844,5317754000.0,412718000.0,637979000.0,684242000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2016-12-31,2790871000.0,2218579000.0,929931000.0,,1844638000.0,974435000.0,-2670101000.0,-310306000.0,-198630000.0,,-117987000.0,0.0,-366382000.0,-504550000.0,-22357000.0,0.0,2.3858,22.2276,1.5706,0.0,-332663000.0,-0.1076796639774308,-0.07117132966733325,0.0743904444064101,0.11621507950448316,-0.11118607775135432,-0.16822053974817824,0.12458817100926145,0.0,2.3857458241525444,6098037000.0,430807000.0,670163000.0,716959000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2017-03-31,2902719000.0,2401796000.0,926804000.0,,1948896000.0,1156043000.0,1545132000.0,146114000.0,93264000.0,,55586000.0,0.0,182094000.0,195679000.0,11927000.0,0.0,,23.8716,1.6398,0.0,158041000.0,0.04785478547854786,0.032129875471928214,0.060359891582078426,0.09456408902281488,0.05033694270785426,0.07497270249413002,0.10228317062878771,0.0,2.5914821256705842,6224697000.0,427487000.0,664451000.0,711845000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2017-06-30,3022756000.0,2494316000.0,1007646000.0,,1975844000.0,1114910000.0,3217411000.0,314354000.0,202115000.0,,120641000.0,1.0,182091000.0,276893000.0,23969000.0,0.0,,24.2048,1.5846,1.0,338323000.0,0.10229299479108675,0.06686447731805015,0.06281914247200622,0.09770402351455876,0.1039958236787885,0.15909859280388533,0.10515380223415659,0.0,2.475389174372746,6548472000.0,416966000.0,648115000.0,696507000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2017-09-30,3068881000.0,2518921000.0,1076054000.0,,1978003000.0,1033444000.0,5019577000.0,501249000.0,322378000.0,,190470000.0,1.0,181951000.0,362253000.0,36241000.0,0.0,,25.1806,1.6371,1.0,537490000.0,0.16298155260634084,0.10504740978877969,0.06422413681471566,0.09985881280434586,0.16333282391855533,0.2534116480106451,0.10707874388618802,0.0,2.340887167372641,7112019000.0,419127000.0,651411000.0,701191000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2017-12-31,3117008000.0,2541452000.0,1093119000.0,,1991858000.0,1051099000.0,-2861172000.0,-261457000.0,-128412000.0,,-138485000.0,0.0,-364470000.0,-346186000.0,-22827000.0,0.0,2.325,23.5896,1.6684,0.0,-284284000.0,-0.0644684510642827,-0.04119719936554542,0.044880908942209696,0.09138108439478647,-0.08388076001088222,-0.13126287114844531,0.09935928353835422,0.0,2.324954556640219,6920948000.0,489345000.0,700260000.0,749570000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2018-03-31,3212481000.0,2638091000.0,1198881000.0,,1979469000.0,1132901000.0,1854262000.0,192818000.0,135692000.0,,61556000.0,0.0,179416000.0,235477000.0,13922000.0,0.0,,20.4982,1.508,0.0,206740000.0,0.06854969691366725,0.04223900468205104,0.07317843972426766,0.1039863838012104,0.06002152230627979,0.09740895159257357,0.11149449214835876,0.0,2.2004610966392826,7230078000.0,531773000.0,746964000.0,798269000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2018-06-30,3132832000.0,2564141000.0,1240273000.0,,1889752000.0,1020854000.0,3811821000.0,376402000.0,276297000.0,,110514000.0,1.0,179120000.0,384033000.0,27498000.0,0.0,,22.7401,1.7053,1.0,403900000.0,0.14620807386366041,0.08819400465776651,0.07248425358903264,0.09874597993977156,0.12014752147577655,0.19918063322594712,0.10595985488300735,0.0,2.0674004836032065,7824488000.0,605955000.0,809012000.0,863846000.0,,2.0,2.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2018-09-30,3334800000.0,2746473000.0,1377468000.0,,1955849000.0,990612000.0,5902768000.0,579556000.0,438989000.0,,155871000.0,2.0,178447000.0,470754000.0,40833000.0,0.0,,20.9835,1.6294,2.0,620389000.0,0.2244493312111518,0.1316387789372676,0.07437002436822861,0.0981837673444052,0.17379033225380833,0.29631939889020065,0.10510136939144482,0.0,1.9938561186176376,8707679000.0,722566000.0,887319000.0,946745000.0,,3.0,3.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2018-12-31,3314559000.0,2734816000.0,1326839000.0,,1986838000.0,923735000.0,-3430486000.0,-352213000.0,-232779000.0,,-129402000.0,0.0,-359150000.0,-517460000.0,-28234000.0,0.0,2.0612,19.0095,1.444,0.0,-380447000.0,-0.11716053347077114,-0.0702292522172633,0.06785598308811054,0.10267145821320944,-0.10626240172523706,-0.1772731344981322,0.11090177893161493,0.0,2.061151352952393,8138365000.0,618199000.0,796563000.0,850582000.0,,3.0,3.0,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2019-03-31,3642912000.0,2728994000.0,1227927000.0,3642912000.0,2124270000.0,1189429000.0,2020051000.0,187601000.0,139699000.0,,55261000.0,0.8,175388000.0,289483000.0,13393000.0,0.0,,21.4338,1.6059,0.8,200994000.0,0.065763297509262,0.03834816761975035,0.06915617476984492,0.09286943745479694,0.051497538233149745,0.08831316169790093,0.09949946808273652,0.0,2.2224399333185114,8304154000.0,622206000.0,791346000.0,844836000.0,,3.8,3.8,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2019-06-30,3646990000.0,2711460000.0,1278820000.0,,2050973000.0,1082650000.0,4055630000.0,379802000.0,292848000.0,,102710000.0,1.67,174953000.0,445190000.0,26070000.0,0.0,,20.5924,1.5593,1.67,405872000.0,0.1427849123318542,0.08029854756936543,0.07220777043270712,0.09364808919945854,0.10414122331018182,0.1851813748888942,0.10007619038225873,0.0,2.1202827606699928,8547963000.0,638757000.0,794746000.0,846808000.0,,4.47,4.47,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2019-09-30,3706453000.0,2769213000.0,1183586000.0,,2207385000.0,1215970000.0,6130485000.0,586352000.0,453069000.0,,156029000.0,2.6,174463000.0,606689000.0,38456000.0,0.0,,20.0614,1.516,2.6,624808000.0,0.2052514627036063,0.12223789159069332,0.07390426695440899,0.09564528744463122,0.15819760833335805,0.26563195817675667,0.10191820059913693,0.0,2.3396804287985833,8775680000.0,652837000.0,801542000.0,851227000.0,,5.07,5.07,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2019-12-31,3691884000.0,2769923000.0,1168318000.0,,2195028000.0,1230491000.0,-4030740000.0,-387063000.0,-295221000.0,,-110222000.0,-1.6800000000000002,-350595000.0,-569427000.0,-26969000.0,0.0,2.3709,22.5087,1.6729,-1.6800000000000002,-414032000.0,-0.13449532306649392,-0.07996486346808296,0.07324238229208532,0.09602777653731076,-0.1048415930728051,-0.1763362471913798,0.1027186075013521,0.0,2.3708639257462436,8175426000.0,590395000.0,766692000.0,817642000.0,,3.39,3.39,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2020-03-31,3509967000.0,2618817000.0,1159178000.0,,2034806000.0,1111973000.0,1901864000.0,159055000.0,122344000.0,,44464000.0,0.71,171450000.0,165000000.0,12660000.0,0.0,,19.564,1.4432,0.71,171715000.0,0.06012563359848556,0.03485616816340439,0.0643284693332436,0.08363111137284264,0.045315240855540805,0.0781671569672981,0.09028773876575823,0.0,2.2592017791918066,8057239000.0,573040000.0,738146000.0,788363000.0,,3.3,3.3,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2020-06-30,3810177000.0,2858271000.0,1288069000.0,,2159118000.0,1180455000.0,4482496000.0,406681000.0,306213000.0,,111258000.0,1.8,170382000.0,351721000.0,26769000.0,0.0,,20.9624,1.5543,1.8,433450000.0,0.1418231889132507,0.08036713255053506,0.06831305594026185,0.09072646132868831,0.10673546137095469,0.18835515242798218,0.09669835734376561,0.0,2.219035626197044,8484105000.0,586405000.0,765025000.0,815941000.0,,3.43,3.43,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2020-09-30,4358554000.0,3409902000.0,1496708000.0,,2502029000.0,1465510000.0,6947293000.0,658626000.0,497520000.0,,173968000.0,2.92,170539000.0,513320000.0,42620000.0,0.0,,23.9075,1.8034,2.92,701246000.0,0.1988466160863843,0.11414794906751184,0.07161350471327466,0.09480325646262508,0.1511111253869976,0.2632367570479799,0.10093802003168716,0.0,2.278268038922756,9300913000.0,630856000.0,837299000.0,892379000.0,,3.75,3.75,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2020-12-31,4927503000.0,3963544000.0,1893043000.0,,2659637000.0,1527791000.0,-3215172000.0,-283925000.0,-229937000.0,,-71340000.0,-1.3599999999999994,-341475000.0,-375029000.0,-25090000.0,0.0,2.0938,23.1273,1.6797,-1.3599999999999994,-309015000.0,-0.0864542792869854,-0.04666400000162354,0.07151623614537574,0.08830787279809603,-0.057620462128587235,-0.10675329001664513,0.09611149885604876,0.0,2.093742191804412,10116481000.0,696140000.0,940437000.0,997396000.0,,4.07,4.07,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2021-03-31,5454997000.0,4494195000.0,2195022000.0,5454997000.0,2874794000.0,1793393000.0,3357540000.0,385515000.0,287220000.0,,102511000.0,1.67,171551000.0,355744000.0,12987000.0,0.0,,21.0995,1.6607,1.67,398502000.0,0.09990976744768494,0.05265264123884945,0.0855447738522847,0.11482067227791776,0.0706718995445827,0.1341017825972922,0.1186886827856109,0.0,2.047448727165377,11572157000.0,861016000.0,1166897000.0,1224183000.0,,5.030000000000001,5.030000000000001,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2021-06-30,5953171000.0,4985262000.0,2485226000.0,,3079454000.0,1674121000.0,6807913000.0,796160000.0,603592000.0,,201019000.0,3.52,171660000.0,386215000.0,25662000.0,0.0,,21.5208,1.7616,3.52,821822000.0,0.19600617512065452,0.10138999870825145,0.0886603574399379,0.11694626532389589,0.13373712933829718,0.25853933846714383,0.12071570244801895,0.0,2.0059592165863385,13897574000.0,1158395000.0,1556376000.0,1612555000.0,,6.750000000000001,6.750000000000001,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2021-09-30,7076383000.0,6111539000.0,3275482000.0,,3417358000.0,1820106000.0,11127174000.0,1285797000.0,962660000.0,,333941000.0,5.61,171549000.0,563497000.0,38415000.0,0.0,,17.428,1.4346,5.61,1324212000.0,0.28169714732843326,0.1360384252802597,0.08651432969413438,0.11555467722532244,0.18170257319311292,0.37625469734221584,0.11900703628792,0.0,1.8658441719417174,18077455000.0,1623535000.0,2183547000.0,2235521000.0,,9.440000000000001,9.440000000000001,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
2021-12-31,7609929000.0,6635045000.0,3726297000.0,,3494426000.0,1728692000.0,-4769110000.0,-558146000.0,-437980000.0,,-131700000.0,-2.530000000000001,-343510000.0,-436962000.0,-25752000.0,0.0,1.7806,16.0715,1.3768,-2.530000000000001,-583898000.0,-0.12533675058507462,-0.05755375641481018,0.09183684167486177,0.1170335764954048,-0.07334444250399708,-0.1597246586420774,0.1224333261342263,0.0,1.780600150766297,16523517000.0,1415492000.0,1909326000.0,1960638000.0,,8.27,8.27,0.0,,1.106407,167.19,100.47,1.40826,19657.08,24.2581,8.4777,1.7759
