report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-03-31,10302533000.0,4424874000.0,4688882000.0,10302533000.0,1043208000.0,2715966000.0,2670538000.0,,1727828000.0,-23863000.0,-52444000.0,36515000.0,3958000.0,-0.31,,469050000.0,57136000.0,411914000.0,2715966000.0,,326.0219,1.2325,-0.31,-23863000.0,-0.05027185374345289,-0.005090398642741547,-0.030352558240750817,-0.013810981185627274,-0.0023162265046857895,-0.006347937073410276,0.23839988702579193,-0.013810981185627274,2.60347505003796,0.9436948935801754,11033244000.0,41711000.0,254703000.0,244000000.0,254703000.0,145279000.0,,,10.663266628190481,1.7531990170637188,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2019-06-30,10529387000.0,4284887000.0,4605723000.0,,1174143000.0,,2270341000.0,,4884837000.0,147723000.0,50911000.0,73307000.0,32708000.0,0.0,219107351.0,293323000.0,135940000.0,157383000.0,0.0,,187.7369,1.2554,0.0,147723000.0,0.043360135860793785,0.004835134277047657,0.010422251551075297,0.03024113189447263,0.014029591656190431,0.12581346565111745,0.0322186799682364,0.03024113189447263,0.0,0.930339709965189,11567382000.0,57169000.0,273731000.0,-17802000.0,273731000.0,152853000.0,,,0.0,1.790812087430407,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2019-09-30,9967133000.0,3849723000.0,3959372000.0,,1287273000.0,,1795166000.0,,8658521000.0,407764000.0,229836000.0,109894000.0,59988000.0,0.0,218485494.0,32922000.0,225822000.0,-192900000.0,0.0,,172.5488,1.2557,0.0,407764000.0,0.17854487742693276,0.0230593892947952,0.026544487216696708,0.04709395519165455,0.04091086172924551,0.3167657520976514,-0.022278631650832745,0.04709395519165455,0.0,0.9723064667831162,12039958000.0,78869000.0,318581000.0,-302564000.0,318581000.0,161021000.0,,,0.0,1.9785059091671273,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2019-12-31,10975615000.0,4192899000.0,4107599000.0,,1145820000.0,,2470362000.0,213709620.0,,-206780000.0,-158414000.0,-62195000.0,-29762000.0,,,-325512000.0,-95332000.0,-420844000.0,0.0,1.0207,218.5494,1.3227,,-206780000.0,-0.13825382695362273,-0.014433268659660528,,,-0.01883994655424776,-0.18046464540678292,,,0.0,1.0207663893189185,,69889000.0,324844000.0,-44447000.0,324844000.0,157521000.0,,,0.0,2.0622266237517537,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2020-03-31,11861444000.0,4851025000.0,4730056000.0,,859354000.0,,3300000000.0,,1365693000.0,-172670000.0,-184784000.0,43999000.0,-3330000.0,,,631675000.0,84563000.0,547112000.0,0.0,,,0.8719,,-172670000.0,-0.21502663628725763,-0.015578541702005254,-0.13530420087091316,-0.1264339789396299,-0.014557249522064936,-0.20093000090765856,0.4006112647571599,-0.1264339789396299,0.0,1.0255745386523965,,-62451000.0,176037000.0,90751000.0,176037000.0,165005000.0,,,0.0,1.066858580043029,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2020-06-30,11622300000.0,4433194000.0,3492296000.0,,341925000.0,,3300000000.0,,1439777000.0,-760737000.0,-752301000.0,96688000.0,-32513000.0,-3.0,211371109.0,-390360000.0,142509000.0,-532869000.0,0.0,,,1.1777,-3.0,-760737000.0,-2.200193024786137,-0.06472909837123461,-0.522512166814722,-0.5283714075165807,-0.06545494437417723,-2.224865101996052,-0.3701052315740563,-0.5283714075165807,0.0,1.2694210341849603,,-865663000.0,-732423000.0,-599501000.0,-732423000.0,188386000.0,,,-0.0,-3.887884450012209,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2020-09-30,10885431000.0,3859857000.0,3582877000.0,,-99430000.0,,2600000000.0,,1623795000.0,-1265178000.0,-1281203000.0,162781000.0,-49417000.0,-6.0,211781620.0,-956903000.0,187036000.0,-1143939000.0,0.0,,,2.5936,-6.0,-1265178000.0,12.885477220154883,-0.11769887659937397,-0.7890177023577484,-0.7791488457594709,-0.1162267254277759,12.724308558785076,-0.7044848641608085,-0.7791488457594709,-0.0,1.0773065890902758,,-2376702000.0,-2405365000.0,-1550540000.0,-2405365000.0,241273000.0,,,-0.0,-9.969474412802095,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2020-12-31,10589303000.0,3649768000.0,3796569000.0,,-471772000.0,,2537787000.0,,,545393000.0,493753000.0,-76636000.0,56385000.0,,,-367800000.0,-200362000.0,-568162000.0,0.0,0.9613,,8.5719,,545393000.0,-1.0465924217630551,0.04662752590987339,,,0.05150414526810688,-1.156052076002815,,,-0.0,0.9613332458859565,,-1724535000.0,-1653192000.0,-1697858000.0,-1653192000.0,226832000.0,,,-0.0,-7.2881780348451715,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2021-03-31,10919642000.0,4096098000.0,3815747000.0,,-730560000.0,,3009487000.0,,290609000.0,-303172000.0,-307193000.0,70830000.0,6389000.0,,,74574000.0,23763000.0,50811000.0,0.0,,,23.4803,,-303172000.0,0.4204897612790188,-0.028132149387315078,-1.0570663675247498,-1.0432299068507858,-0.02776391387190166,0.4149857643451599,0.17484317416184633,-1.0432299068507858,-0.0,1.0734721143723627,,-1846944000.0,-1783694000.0,-2194159000.0,-1783694000.0,253663000.0,,,-0.0,-7.031746845223781,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
2021-06-30,12245656000.0,5423251000.0,5165300000.0,,-912762000.0,,4042619000.0,,866555000.0,-430457000.0,-502858000.0,139739000.0,8674000.0,,,1169989000.0,58066000.0,1111923000.0,0.0,,,14.872,,-430457000.0,0.5509190785768908,-0.04106419451926463,-0.5802955380789447,-0.4967451575491458,-0.03515181220181263,0.4715982917781415,1.2831534063042738,-0.4967451575491458,-0.0,1.0499392097264437,,-1597501000.0,-1453414000.0,-549367000.0,-1453414000.0,296714000.0,,,-0.0,-4.89836677743551,1.1886828,175.25,113.2,3.07067,36191.316,72.9705,122.0995,1.4361
