report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-03-31,1082377000.0,944609000.0,583260000.0,652979000.0,429398000.0,143841000.0,120987000.0,5670000.0,10151000.0,,-4814000.0,0.21,47314000.0,9711000.0,6085000.0,4456000.0,3626000.0,0.0,,102.4293,17.8242,0.21,10126000.0,0.023640072846170687,0.009378432838096154,0.0839015762024019,0.04686453916536487,0.005238470514432587,0.013204532857628588,0.029970162083529636,0.08369494243183152,0.0,1.6195333127593183,598281000.0,89221000.0,103063000.0,72232000.0,117090000.0,,1.21,1.21,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2019-06-30,1239451000.0,1084016000.0,670473000.0,747230000.0,492221000.0,130590000.0,280911000.0,37619000.0,37951000.0,,755000.0,0.8,47573000.0,20806000.0,17002000.0,9277000.0,3804000.0,0.0,,106.5343,18.5798,0.8,46896000.0,0.07710154585033958,0.03061920156585456,0.13509972909569223,0.13391786010515785,0.030351341037281827,0.07642705207620154,0.013541655542146801,0.1669425547593366,0.0,1.6167929208185863,681191000.0,98759000.0,104590000.0,70212000.0,123064000.0,,2.01,2.01,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2019-09-30,1415039000.0,1159127000.0,704038000.0,879647000.0,535392000.0,173446000.0,445114000.0,59546000.0,57373000.0,,5152000.0,1.2,47728000.0,88273000.0,21659000.0,15246000.0,66614000.0,0.0,,87.1559,13.9311,1.2,74792000.0,0.10716073456458072,0.040545172253202914,0.1288950695776812,0.13377696500222416,0.042080818973894006,0.11121944295021217,0.14965604317096295,0.16802886451560725,0.0,1.646398347816453,809479000.0,107427000.0,105781000.0,108664000.0,131394000.0,,2.21,2.21,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2019-12-31,1728761000.0,1449221000.0,930373000.0,1116244000.0,612517000.0,130876000.0,-185954000.0,9361000.0,2843000.0,,6809000.0,0.06000000000000005,-94809000.0,-58585000.0,-9053000.0,-7317000.0,-67638000.0,0.0,1.5576,108.2641,17.7383,0.06000000000000005,2044000.0,0.004641503827648865,0.001644530389105261,-0.0152887273196597,-0.05034040676726502,0.005414860700814051,0.015282841129307431,0.363735117287071,-0.01099196575497166,0.0,1.5576774046538324,661058000.0,108318000.0,112196000.0,6406000.0,133858000.0,,2.27,2.27,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2020-03-31,1767204000.0,1441811000.0,734374000.0,1093170000.0,674034000.0,325211000.0,160660000.0,10766000.0,24057000.0,,-13708000.0,0.5,48313000.0,52708000.0,18310000.0,6477000.0,34398000.0,0.0,,72.7061,12.6797,0.5,17243000.0,0.03569107789814757,0.013613029395587607,0.14973857836424748,0.06701107929789618,0.006092109343346892,0.015972488034728217,0.21410431968131458,0.10732603012573136,0.0,1.9633197798397002,700731000.0,122224000.0,117292000.0,37178000.0,140975000.0,,2.56,2.56,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2020-06-30,1848971000.0,1491819000.0,730700000.0,1090620000.0,758351000.0,426344000.0,300015000.0,-5006000.0,49168000.0,,-54785000.0,1.01,48484000.0,149010000.0,37720000.0,13260000.0,111290000.0,0.0,,156.6753,27.5253,1.01,8254000.0,0.06483541262555202,0.026592088248003888,0.16388513907637953,-0.016685832375047914,-0.002707451874583214,-0.006601164895938688,0.37094811926070365,0.02751195773544656,0.0,2.041629943889421,719835000.0,133441000.0,74667000.0,144664000.0,102333000.0,,2.77,2.77,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2020-09-30,2138428000.0,1755987000.0,1012153000.0,1305801000.0,832627000.0,434371000.0,516128000.0,37776000.0,90415000.0,,-53473000.0,1.86,48731000.0,237471000.0,57721000.0,20777000.0,179750000.0,0.0,,172.3581,33.2662,1.86,58553000.0,0.10859004091868267,0.0422810587964617,0.1751794128588257,0.07319114638229277,0.017665313024333763,0.04536965531984911,0.3482663215326431,0.11344666439332879,0.0,1.7349027271568627,790849000.0,166483000.0,52897000.0,257800000.0,86094000.0,,3.43,3.43,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2020-12-31,2753645000.0,2310317000.0,1474683000.0,1740500000.0,1013145000.0,437353000.0,-140770000.0,100672000.0,78677000.0,,23552000.0,1.58,-96540000.0,-34120000.0,-39690000.0,-11882000.0,-73810000.0,0.0,1.5666,155.2555,44.9927,1.58,88790000.0,0.07765620913097336,0.028571947364311668,-0.5589045961497479,-0.7151523762165234,0.03655954198889109,0.09936583608466705,0.5243304681395183,-0.6307451871847695,0.0,1.5666533078634526,836033000.0,242317000.0,144208000.0,251628000.0,172840000.0,,4.95,4.95,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2021-03-31,2602699000.0,2170149000.0,1263476000.0,1518386000.0,1084313000.0,471637000.0,219811000.0,7784000.0,22642000.0,,-14550000.0,0.45,49792000.0,75070000.0,13120000.0,10011000.0,61950000.0,0.0,,128.6283,34.5998,0.45,17795000.0,0.020881424459542587,0.008699430860041825,0.10300667391531816,0.03541224051571577,0.002990741534076741,0.00717873898034977,0.28183302928424875,0.08095591212450697,0.0,1.7176020755439756,895184000.0,240902000.0,141226000.0,279180000.0,173392000.0,,4.9,4.9,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2021-06-30,2792948000.0,2347266000.0,1328573000.0,1590602000.0,1202346000.0,476907000.0,499778000.0,69732000.0,70339000.0,,-697000.0,0.14,497449000.0,85441000.0,18499000.0,21017000.0,66942000.0,0.0,,139.7335,35.5337,0.14,90749000.0,0.05850146297322069,0.025184500391700813,0.140740488777017,0.1395259495215876,0.024967167308521318,0.05799661661451862,0.13394347090108008,0.181578620907683,0.0,1.7667572651258154,1094947000.0,262073000.0,215964000.0,234832000.0,255887000.0,,4.03,4.03,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2021-09-30,2988755000.0,2515917000.0,1427897000.0,1685941000.0,1302814000.0,576916000.0,800869000.0,150178000.0,129723000.0,,18895000.0,0.26,497942000.0,215119000.0,43920000.0,29969000.0,171199000.0,0.0,,119.4989,30.024,0.26,180147000.0,0.09957138931574269,0.04340369150365286,0.16197780161299788,0.18751880769514115,0.05024767838113194,0.11527201887606366,0.21376654608931048,0.22493940956635855,0.0,1.761973727796893,1379688000.0,301381000.0,328366000.0,226281000.0,377481000.0,,2.43,2.43,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2021-12-31,3577340000.0,3091649000.0,1803305000.0,2050034000.0,1527306000.0,754154000.0,-323991000.0,-102877000.0,-84942000.0,,-19374000.0,-0.5700000000000001,-546643000.0,2883000.0,-20735000.0,-18778000.0,-17852000.0,0.0,1.7144,319.8635,36.8117,-0.5700000000000001,-121655000.0,-0.055615574089278766,-0.023744458172832328,0.2621739492763688,0.3175304252278613,-0.02875795982489783,-0.06735847302374245,0.05510029599587643,0.37548882530687583,0.0,1.714434884836453,1196467000.0,137762000.0,124817000.0,282239000.0,167036000.0,,0.28,0.28,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2022-03-31,3432721000.0,2955339000.0,1545802000.0,1783618000.0,1649103000.0,844223000.0,315323000.0,-17053000.0,-14598000.0,,-2736000.0,-0.03,484190000.0,146192000.0,8401000.0,12350000.0,137791000.0,0.0,,334.8985,26.0505,-0.03,-4703000.0,-0.008852085042595884,-0.004252603109894454,-0.04629538600102118,-0.054081053396041516,-0.004967779204893144,-0.010340773135456062,0.4369836643695512,-0.014914865074859746,0.0,1.9118483479772959,1291979000.0,100522000.0,99980000.0,358080000.0,144538000.0,,-0.19999999999999998,-0.19999999999999998,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2022-06-30,3672746000.0,3196177000.0,1665074000.0,1892915000.0,1779831000.0,932683000.0,692285000.0,-15310000.0,-33671000.0,,18419000.0,-0.07,485256000.0,237958000.0,12541000.0,24624000.0,225417000.0,0.0,,604.516,14.6668,-0.07,9314000.0,-0.0189180882904051,-0.009167799787951576,-0.048637483117502184,-0.02211516933055028,-0.004168543100993099,-0.00860194029657872,0.3256130062040922,0.013453996547664618,0.0,1.9195405129141407,1484486000.0,-3488000.0,14938000.0,516555000.0,63103000.0,,-0.41,-0.41,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2022-09-30,3923954000.0,3415363000.0,1785240000.0,2009666000.0,1914288000.0,994656000.0,1087058000.0,13494000.0,-17802000.0,,33052000.0,-0.04,486168000.0,375254000.0,36394000.0,37581000.0,338860000.0,0.0,,,19.6758,-0.04,51075000.0,-0.009299541134876257,-0.0045367504308154475,-0.016376311107594996,0.012413321092342819,0.0034388782335368867,0.007049096060780823,0.3117220976249657,0.0469846135164821,0.0,1.9131114023884743,1770675000.0,-151013000.0,-121746000.0,684216000.0,-65969000.0,,-0.71,-0.71,-0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2022-12-31,4380679000.0,3845617000.0,2029323000.0,2265340000.0,2115339000.0,1030506000.0,-516871000.0,132523000.0,119456000.0,,25250000.0,0.25,-955689000.0,-210670000.0,26824000.0,-20130000.0,-237494000.0,0.0,1.895,410.9607,13.9088,0.25,112393000.0,0.05647132681806557,0.027268832069183794,-0.2311137595260713,-0.25639472905231675,0.030251702989422417,0.0626485872949915,0.4594840879058798,-0.2174488412002221,0.0,1.8950245968729473,1577795000.0,53385000.0,113654000.0,464574000.0,168079000.0,,0.11000000000000015,0.11000000000000015,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2023-03-31,3999638000.0,3475865000.0,1830354000.0,2058831000.0,1940807000.0,892702000.0,382803000.0,-23308000.0,9326000.0,,-18934000.0,0.02,499795000.0,187573000.0,9156000.0,19293000.0,178417000.0,0.0,,384.5889,18.0689,0.02,-4015000.0,0.0048052176233906825,0.0023317110198472963,0.024362400503653316,-0.06088771509105206,-0.005827527391228906,-0.01200943731138645,0.4660804643641769,-0.010488423549449717,0.0,1.8990124314750043,1645275000.0,77309000.0,107399000.0,505200000.0,168767000.0,,0.16000000000000014,0.16000000000000014,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2023-06-30,4346968000.0,3831763000.0,2050984000.0,2275558000.0,2071410000.0,965831000.0,847057000.0,18365000.0,42265000.0,,8054000.0,0.08,499570000.0,315662000.0,16556000.0,39359000.0,299106000.0,0.0,,291.9486,21.7875,0.08,57724000.0,0.020403976035647215,0.009722868905407172,0.04989628797117549,0.02168094945204396,0.004224783803331426,0.008865941556717405,0.3531120101716886,0.06814653559323634,0.0,1.8682559200851885,1800047000.0,153245000.0,141074000.0,578889000.0,217177000.0,,0.31000000000000016,0.31000000000000016,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2023-09-30,4520432000.0,4013806000.0,2147155000.0,2364906000.0,2155526000.0,1071764000.0,1340323000.0,56042000.0,81617000.0,,25702000.0,0.16,500348000.0,507202000.0,21594000.0,59889000.0,485608000.0,0.0,,251.2267,20.9641,0.16,115931000.0,0.03786407586825675,0.01805513278376934,0.06089353088770393,0.04181230942093809,0.012397487673744456,0.025999222463565737,0.3623066977139093,0.08649482251666203,0.0,1.8693601533191595,2053312000.0,252664000.0,183622000.0,725637000.0,282033000.0,,0.5100000000000001,0.5100000000000001,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2023-12-31,4888687000.0,4313954000.0,2510838000.0,2724468000.0,2164219000.0,895129000.0,-624063000.0,149381000.0,45732000.0,,74233000.0,0.09999999999999998,-999531000.0,-412115000.0,-516000.0,-38123000.0,-412631000.0,0.0,1.7181,197.1897,18.1286,0.09999999999999998,111258000.0,0.02113094839293066,0.009354659032169579,-0.07328106296960403,-0.2393684611970266,0.030556466388623367,0.0690230517336739,0.6612008723478239,-0.17828007749217628,0.0,1.718133149171711,1946120000.0,178940000.0,200480000.0,550500000.0,280898000.0,,0.3600000000000001,0.3600000000000001,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2024-03-31,4663797000.0,4096419000.0,2283350000.0,2497242000.0,2166555000.0,918200000.0,491253000.0,28657000.0,31660000.0,,14373000.0,0.06,498192000.0,185472000.0,7224000.0,21742000.0,178248000.0,0.0,,212.0848,20.7768,0.06,50399000.0,0.014613060826981083,0.006788460132377117,0.0644474435779527,0.05833450380964594,0.006144564182360424,0.01322698939099169,0.3628435856880263,0.10259275770326085,0.0,1.794039021612981,2054570000.0,201274000.0,252445000.0,550331000.0,335312000.0,,0.40000000000000013,0.40000000000000013,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2024-06-30,5159922000.0,4522840000.0,2518386000.0,2754516000.0,2405406000.0,1009363000.0,1075803000.0,123377000.0,116689000.0,,41836000.0,0.23,499117000.0,266731000.0,29339000.0,42624000.0,237392000.0,0.0,,189.0983,22.0331,0.23,166001000.0,0.048511145311851724,0.02261448913375047,0.10846688473633184,0.11468363631631442,0.023910632757626955,0.05129154911894292,0.22066493586651087,0.15430427318012685,0.0,1.7959280269188282,2283316000.0,275698000.0,357457000.0,488617000.0,443589000.0,,0.5500000000000002,0.5500000000000002,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2024-09-30,5505325000.0,4838373000.0,2615090000.0,2879575000.0,2625750000.0,1221475000.0,1703819000.0,231858000.0,210847000.0,,74856000.0,0.42,500273000.0,540055000.0,78048000.0,63378000.0,462007000.0,0.0,,175.504,23.4173,0.42,295236000.0,0.08029972388841283,0.03829873803998856,0.12374964711627233,0.1360813560595345,0.04211522480507509,0.08830162810625536,0.27115967130311375,0.17327896918628094,0.0,1.8501745637817437,2646812000.0,404928000.0,533273000.0,465016000.0,622894000.0,,0.81,0.81,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2024-12-31,6111951000.0,5336458000.0,2873465000.0,3162806000.0,2949145000.0,1369463000.0,-826044000.0,43275000.0,33880000.0,,-16839000.0,0.07000000000000006,-995658000.0,-252802000.0,-16373000.0,-40254000.0,-269175000.0,0.0,1.8572,147.5789,23.7275,0.07000000000000006,3021000.0,0.011488075357434104,0.005543238157504862,-0.0410147643466934,-0.05238825050481572,0.007080390533235623,0.01467374442423143,0.32586036579165273,-0.0036571901738890423,0.0,1.8571508614164431,2444831000.0,393076000.0,427167000.0,608472000.0,514657000.0,,0.7800000000000002,0.7800000000000002,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2025-03-31,5705441000.0,4856335000.0,2682062000.0,2988757000.0,2716684000.0,1118545000.0,616021000.0,54452000.0,50678000.0,,25091000.0,0.1,502944000.0,291433000.0,59113000.0,23985000.0,232320000.0,0.0,,65.2731,10.468,0.1,78437000.0,0.01865435950592708,0.00888239839830085,0.0822666759737087,0.08839309049529155,0.009543872244056156,0.02004355309634834,0.37713000043829675,0.1273284514651286,0.0,1.8106721619410737,2569599000.0,412094000.0,452962000.0,662544000.0,542695000.0,,0.8200000000000003,0.8200000000000003,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2025-06-30,5957809000.0,5053715000.0,2948984000.0,3261976000.0,2695833000.0,896387000.0,1310060000.0,171229000.0,140807000.0,,68163000.0,0.28,499340000.0,456446000.0,104352000.0,50689000.0,352094000.0,0.0,,84.5357,13.1641,0.28,221918000.0,0.0522313511259785,0.02363402385004286,0.10748133673266873,0.13070317390043204,0.02874026340891425,0.06351617477788869,0.2687617361036899,0.1693952948719906,0.0,1.713713943514105,2803856000.0,436212000.0,500814000.0,777246000.0,598612000.0,,0.8700000000000003,0.8700000000000003,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2025-09-30,5940401000.0,5120286000.0,2994771000.0,3339615000.0,2600786000.0,653134000.0,2049493000.0,332448000.0,256354000.0,,132135000.0,0.52,497198000.0,681132000.0,170688000.0,83824000.0,510444000.0,0.0,,54.6375,8.5874,0.52,416272000.0,0.09856789447497795,0.04315432577699721,0.1250816665389928,0.16220987336868192,0.05596389873343567,0.12782597260981873,0.2490586696319529,0.20310974470271428,0.0,1.7097420804462178,3149530000.0,481719000.0,601404000.0,825683000.0,719648000.0,,0.9700000000000003,0.9700000000000003,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
2025-12-31,6153220000.0,5261004000.0,3265997000.0,3668829000.0,2484391000.0,658175000.0,-1079290000.0,31192000.0,-4535000.0,,-9938000.0,0.0,-1005931000.0,-436290000.0,-137142000.0,-42714000.0,-573432000.0,0.0,1.6108,41.4101,6.3382,0.0,-11522000.0,-0.0018253970490152314,-0.0007370124910209614,0.00420183639244318,-0.02890048087168416,0.005069215792706908,0.012555189581672128,0.5313048392924978,0.010675536695420138,0.0,1.6108416511099062,2896284000.0,443304000.0,589321000.0,521426000.0,705105000.0,,0.9000000000000002,0.9000000000000002,0.0,,1.1575377,91.45,21.03,20.73911,9544.739,21.5309,7.389,3.2955
