report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2016-06-30,185298.0,3823.0,46275.0,,139023.0,,,3823.0,,-143042.0,-143042.0,,,,,-14282.0,,,,0.0,,,,,-143042.0,-1.0289088855800839,-0.7719565240855271,,,-0.7719565240855271,-1.0289088855800839,,,0.0,0.08261480280929227,,-434939.0,-434972.0,-434972.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2016-09-30,182264.0,789.0,49600.0,,132664.0,,,789.0,,-161901.0,-161901.0,,,,,-17316.0,,,,0.0,,,,,-161901.0,-1.220383826810589,-0.888277443708028,,,-0.888277443708028,-1.220383826810589,,,0.0,0.01590725806451613,,-499418.0,-499437.0,-499437.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2016-12-31,382743.0,82743.0,22518.0,,301381.0,,,68743.0,,-16297.0,-20134.0,3837.0,,,,-40949.0,,,,0.0,3.6741,,,,-16297.0,-0.06680580394915406,-0.05260448917419783,,,-0.042579485451072915,-0.05407441079563741,,,0.0,3.674527045030642,,-381915.0,-378078.0,-378078.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2017-06-30,359724.0,59724.0,55762.0,,187405.0,,,21830.0,,-113010.0,-147924.0,34914.0,,,,-109413.0,,,,0.0,,,,,-113010.0,-0.789327926149249,-0.411215265036528,,,-0.3141575207659205,-0.6030255329366879,,,0.0,1.071051970876224,,-473001.0,-434250.0,-434250.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2017-09-30,352037.0,52037.0,47652.0,,134293.0,,,14143.0,,-164260.0,-216573.0,52313.0,,,,-167100.0,,,,0.0,,,,,-164260.0,-1.6126901625550103,-0.6151995386848541,,,-0.46659868138860405,-1.223146403758945,,,0.0,1.092021321245698,,-546532.0,-455468.0,-455468.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2017-12-31,377780.0,77780.0,202220.0,,128194.0,,,77780.0,,-757069.0,-830067.0,72998.0,,,,-235963.0,,,,0.0,0.3846,,,,-757069.0,-6.475084637346522,-2.1972232516279315,,,-2.0039943882683042,-5.905650810490351,,,0.0,0.38463060033626745,,-1214698.0,-1050636.0,-1050636.0,164062.0,,,-0.0,-6.403896088064268,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2018-03-31,359238.0,59238.0,302776.0,,6889.0,,,59238.0,,-226677.0,-246305.0,-19628.0,,,,-143542.0,,,,0.0,0.3846,,,,-226677.0,-35.7533749455654,-0.6856318095524415,,,-0.6309939371670035,-32.90419509362752,,,0.0,0.19564958913520225,,-1440869.0,-1261016.0,-1261016.0,140597.0,,,-0.0,-8.969010718578632,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2018-06-30,304235.0,4235.0,348720.0,,-96290.0,,,4235.0,,-437079.0,-476552.0,-39473.0,,,,-208545.0,,,,0.0,,,,,-437079.0,4.949132827915672,-1.566394399066511,,,-1.4366493007050471,4.539194101152768,,,-0.0,0.012144413856389081,,-1769497.0,-1585085.0,-1585085.0,66210.0,,,-0.0,-23.94026582087298,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2018-09-30,1723210.0,79585.0,294980.0,,322636.0,,,58348.0,,-648621.0,-710126.0,,,,,-538586.0,,,,0.0,,,,,-648621.0,-2.2010129061852988,-0.4120948694587427,,,-0.3764027599654134,-2.010380118771619,,,0.0,0.2697979524035528,,-2263050.0,-2069446.0,-2069446.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2019-06-30,11765723.0,1771075.0,2411941.0,12693338.0,-927615.0,,,0.0,2753337.0,-2396651.0,-2593562.0,-196911.0,,,,54611.0,,,,0.0,,,,,-2396651.0,2.7959465942228188,-0.22043371240339416,-0.9419704162621575,-0.8704531991543353,-0.2036977243132445,2.583669949278526,,-0.8704531991543353,-0.0,0.7342944955950415,,-4026545.0,-3709028.0,-3709028.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2019-09-30,11795358.0,2567856.0,1910688.0,13669926.0,-1874568.0,,,18076.0,4941463.0,-3198259.0,-3540515.0,-342256.0,,,,-1000708.0,,,,0.0,,,,,-3198259.0,1.8887098254104413,-0.300161724637777,-0.7164912496562252,-0.6472291707941555,-0.27114556421263347,1.7061312259677963,,-0.6472291707941555,-0.0,1.3439431241521378,,-7320755.0,-6680610.0,-6680610.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2019-12-31,11014580.0,1706837.0,2238066.0,15953235.0,-4938655.0,7715118.0,,,5859089.0,-6150995.0,-6654602.0,-503607.0,,,,-592330.0,-14460.0,,-606790.0,7715118.0,0.7626,,,,-6150995.0,1.3474522921726664,-0.6041630275507555,-1.1357741792282043,-1.0498210557989476,-0.5584411752422698,-2.215406796344846,-0.10356388168877448,-1.0498210557989476,-1.5621901104652987,0.7626392608618334,,-13498805.0,-12394526.0,-12394526.0,,,,-0.6224617222151133,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2020-06-30,23123289.0,2715364.0,12127554.0,28938364.0,-5815075.0,,,285813.0,4415600.0,-2272842.0,-1385170.0,256088.0,,,,-294287.0,,,,0.0,,,,,-2272842.0,0.2382032905852461,-0.05990367546762054,-0.3136991575323852,-0.5147300480115953,-0.09829233202940983,0.3908534283736667,,-0.5147300480115953,-0.0,0.2239003841994849,17969489.0,-14173849.0,-14018747.0,-14018747.0,-786686.0,,,-0.0,-17.820003152464896,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2020-09-30,22758916.0,2494576.0,12634686.0,29690363.0,-6931447.0,,,134374.0,5957837.0,-3914327.0,-3026542.0,,,,,-1970126.0,,,,0.0,,,,,-3914327.0,0.4366392760414961,-0.13298269566090054,-0.5079934211023229,-0.6570047149661865,-0.17199092434806648,0.5647200360905883,,-0.6570047149661865,-0.0,0.19743870168202043,21173989.0,-14606829.0,-15536423.0,-15536423.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2020-12-31,11249601.0,2222533.0,6072710.0,29690639.0,-18441038.0,,,157695.0,7727834.0,-17583006.0,-16835433.0,,,,,-1723257.0,,,,0.0,0.366,,,,-17583006.0,0.9129330463935924,-1.4965360104771717,-2.178544854871365,-2.275282569475483,-1.5629893006871978,0.9534715995921704,,-2.275282569475483,-0.0,0.3659870140349202,23960360.0,-27901747.0,-29921170.0,-29921170.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2021-06-30,43089729.0,6499624.0,19676922.0,49293661.0,-6203932.0,,,1016877.0,6817973.0,-2928124.0,-6269142.0,,,,,-2511351.0,,,,0.0,,,,,-2928124.0,1.0105110758789748,-0.14549040213272169,-0.9195023212910934,-0.42947133994223796,-0.06795410572203878,0.4719787386451044,,-0.42947133994223796,-0.0,0.3303171095560576,24919244.0,-27516287.0,-26698299.0,-26698299.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2021-09-30,46642304.0,11744073.0,9917786.0,42912166.0,3730138.0,,,3187509.0,16913635.0,-628759.0,-9995367.0,,,,,630391.0,,,,0.0,,,,,-628759.0,-2.6796239173993026,-0.21429831167859975,-0.590965040927039,-0.037174681846924094,-0.013480444705304438,-0.1685618601778272,,-0.037174681846924094,0.0,1.1841426100543004,37417279.0,-36126484.0,-25054216.0,-25054216.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2021-12-31,50089651.0,13118020.0,12054487.0,40255498.0,9834153.0,,,3611871.0,27903895.0,-473370.0,-18614962.0,,,,,3170282.0,,2502275.0,,0.0,1.0882,,,,2028905.0,-1.892889199507065,-0.371632894786989,-0.6671098067133638,-0.016964298353330243,-0.009450455144916062,-0.04813530967028884,,0.0727104585220092,0.0,1.0882271472854879,59363337.0,-51714904.0,-21613259.0,-19110984.0,,,,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2022-03-31,52818798.0,15440677.0,10694151.0,38887434.0,13931364.0,,,5353609.0,13046085.0,3734075.0,3623427.0,,,0.15,24018453.0,3060704.0,,,,0.0,1.0882,,,0.15,3734075.0,0.26009133061199174,0.0686010878172578,0.27774056354837484,0.28622188189023756,0.07069594806000697,0.2680336972029444,,0.28622188189023756,0.0,1.4438431811931587,64681588.0,-31256044.0,-296178.0,2206097.0,,,,0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2022-06-30,64091033.0,23206711.0,12474059.0,41251302.0,22839731.0,,,12436535.0,29586452.0,9558012.0,9157707.0,,,0.41,22233826.0,11044088.0,,,,0.0,,,,0.41,9558012.0,0.4009551163277711,0.14288593226450258,0.30952366306037643,0.3230536733502212,0.1491318138061529,0.41848181136634227,,0.3230536733502212,0.0,1.8603977261932143,87450067.0,-15829195.0,12189958.0,14692233.0,,,,0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2022-12-31,71545075.0,22734973.0,17620660.0,48309194.0,23235881.0,,,11944442.0,52886874.0,8784163.0,7084130.0,,208898.0,0.0,23387646.0,18055783.0,,,,0.0,1.2902,5.1389,38.3648,0.0,8784163.0,0.3048789068940403,0.09901631943219012,0.1339487374504305,0.16609344314810515,0.12277802490248281,0.37804303611298407,,0.16609344314810515,0.0,1.2902452575556194,123423306.0,1250302.0,21602880.0,24105155.0,,,,0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2023-06-30,62939933.0,12017686.0,12600815.0,44624238.0,18315695.0,2994500.0,,1294850.0,19762427.0,-4524220.0,-4924500.0,,,0.0,22101264.0,-7984630.0,153036.0,1333531.0,-8137666.0,2994500.0,,4.6711,,0.0,-3190689.0,-0.26886776614264435,-0.07824126536645662,-0.24918498117665405,-0.2289303839047704,-0.07188155093841615,-0.21230307840918397,-0.4117746266690827,-0.1614522851874418,0.16349365939976615,0.9537229139543751,115281838.0,14940764.0,17552030.0,18885561.0,,0.56,0.56,0.1585602884658814,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2023-09-30,76266906.0,20417396.0,18865158.0,57438990.0,18827916.0,116507.0,,,28908524.0,-7158122.0,-7672128.0,,-134720.0,0.0,22320207.0,-5957231.0,179514.0,2061474.0,-6136745.0,116507.0,,5.4207,,0.0,-5096648.0,-0.40748684028545695,-0.10059576823530772,-0.2653932798506074,-0.24761284941424197,-0.09385620022398707,-0.37784850982265333,-0.21228150562097187,-0.1763026019592007,0.006187992340734896,1.0822806784867638,131144277.0,3645209.0,6659833.0,10054838.0,,0.41,0.41,0.011587158341089135,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2023-12-31,92615616.0,18744904.0,25049572.0,57659156.0,34956460.0,,,7792508.0,40076291.0,-11625091.0,-12469605.0,,-132192.0,-0.55,22718890.0,-9887500.0,,,,0.0,0.7483,6.2777,,-0.55,-11625091.0,-0.3567181859948061,-0.13463825582070307,-0.31114668271073287,-0.29007402406575,-0.12551977195724748,-0.33255916073881625,,-0.29007402406575,0.0,0.7483123464145416,141634116.0,-17982103.0,-14523270.0,-11128265.0,,-0.55,-0.55,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2024-03-31,100082694.0,13829486.0,27048226.0,68391428.0,31691266.0,,,3491465.0,9387241.0,-4398147.0,-3975196.0,,,0.0,25688427.0,3907689.0,,,,0.0,,3.2508,,0.0,-4398147.0,-0.12543506466418855,-0.0397191146753104,-0.4234679816998413,-0.46852392518739,-0.04394513001418607,-0.1387810445944318,,-0.46852392518739,0.0,0.5112899455956926,98134483.0,-29041429.0,-27705580.0,-24310575.0,,-0.55,-0.55,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2024-06-30,119945205.0,20280092.0,23761662.0,61273871.0,58671334.0,,,9257773.0,22185483.0,-6323453.0,-8364967.0,,,0.0,27752816.0,2106579.0,,,,0.0,,3.5242,,0.0,-6323453.0,-0.14257332209286394,-0.06973990331668531,-0.3770468733991503,-0.2850266095175841,-0.05271951471507344,-0.10777755624237213,,-0.2850266095175841,0.0,0.8534795251274931,100557539.0,-32481896.0,-29504813.0,-27443339.0,,-0.55,-0.55,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2024-09-30,121242529.0,11731003.0,26993885.0,64712752.0,56529777.0,8512020.0,,3149716.0,33563051.0,-9740056.0,-12004581.0,,,0.0,29055331.0,14917374.0,,6763471.0,,8512020.0,,3.7149,,0.0,-2976585.0,-0.21235854158773704,-0.09901295443944426,-0.35767251910441633,-0.2902017459616529,-0.08033530874302366,-0.1497507210632572,,-0.08868636525326616,0.15057586376114662,0.43458001691864656,105212066.0,-36814349.0,-32086747.0,-25323276.0,,-0.55,-0.55,-0.33613423476488585,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2024-12-31,123868471.0,12350945.0,21270471.0,61103287.0,62765184.0,11266127.0,,2251464.0,-21485483.0,6796199.0,8146755.0,,,-0.54,-52431718.0,-14774639.0,,2492783.0,,11266127.0,0.5807,5.8557,,-0.54,9288982.0,0.12979735708255075,0.06576939986608861,-0.3791748596017134,-0.31631585847988614,0.054866254060728654,0.09180168374973124,,-0.43233759278299677,0.17949643866255535,0.5806615659803678,43650292.0,-16197989.0,-13665457.0,-4409203.0,,-0.54,-0.54,-2.555139103370836,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2025-03-31,123683000.0,11567000.0,24014000.0,64608000.0,59075000.0,11558000.0,,1081000.0,9002000.0,-3956000.0,-4221000.0,,,-0.12,33821000.0,1613000.0,,2226000.0,,11558000.0,,4.8932,,-0.12,-1730000.0,-0.07145154464663563,-0.03412756805704907,-0.468895800933126,-0.4394578982448345,-0.03198499389568494,-0.05600781504395962,,-0.19217951566318595,0.19564959796868386,0.48167735487632213,43265051.0,-16443793.0,-13223310.0,-1741056.0,,-0.66,-0.66,-6.638499852962799,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2025-06-30,124659000.0,14519000.0,26167000.0,70154000.0,54505000.0,14627000.0,,2293000.0,17756000.0,-8859000.0,-9277000.0,,,-0.27,33837377000.0,-1525000.0,,4802000.0,,14627000.0,,4.5444,,-0.27,-4057000.0,-0.17020456838822126,-0.07441901507311947,-0.5224712773147105,-0.49892993917549,-0.07106586768705027,-0.1281461551813921,,-0.22848614552827212,0.26836070085313274,0.554859173768487,38835568.0,-17355826.0,-15758857.0,525397.0,,-0.93,-0.93,27.83990011362836,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2025-09-30,122992000.0,14686000.0,23314000.0,69329000.0,53663000.0,,,4601000.0,27144000.0,-12408000.0,-13121000.0,,,-0.39,33906000.0,-1195000.0,,7596000.0,,0.0,,4.16,,-0.39,-4812000.0,-0.24450738870357602,-0.10668173539742422,-0.48338491010904805,-0.45711759504862953,-0.100884610381163,-0.2312207666362298,,-0.17727674624226347,0.0,0.6299219353178348,32416517.0,-18472245.0,-18426801.0,-1310018.0,,-1.32,-1.32,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
2025-12-31,65873000.0,8180000.0,24342000.0,70479000.0,-4606000.0,,,1189000.0,-19699000.0,-46092000.0,-45455000.0,,,-1.34,-33871047946.0,-2839000.0,,-4029000.0,,0.0,0.336,3.098,,-1.34,-50121000.0,9.868649587494572,-0.6900399253108254,2.3074775369308087,2.3398142037666885,-0.6997100481229032,10.006947459834997,,2.5443423524036755,-0.0,0.33604469640949797,34203000.0,-72074000.0,-71315000.0,-60720000.0,,-2.12,-2.12,-0.0,,0.35438848,6.2983,2.71,0.06646,103.15923,4.0724,3.0161
