report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,21727000000.0,6052000000.0,1278000000.0,5374000000.0,16302000000.0,,,3075000000.0,,731000000.0,403000000.0,816000000.0,26000000.0,97000000.0,0.52,,0.0,,11.1481,5.2569,0.52,403000000.0,0.050055207949944794,0.03755695678188429,,,,0.018548349979288444,0.024720893141945772,,0.0,4.735524256651018,,,,,,,,,,,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2010-06-30,22541000000.0,6460000000.0,1457000000.0,5499000000.0,16992000000.0,,,3214000000.0,,1558000000.0,833000000.0,1729000000.0,52000000.0,128000000.0,1.09,,0.0,,8.0997,4.0163,1.09,833000000.0,0.10175376647834275,0.07670467148751164,,,,0.03695488221463112,0.04902306967984934,,0.0,4.433768016472203,,,,,,,,,,,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2010-09-30,24670000000.0,7363000000.0,1694000000.0,6203000000.0,18416000000.0,,,3302000000.0,,2282000000.0,1152000000.0,2514000000.0,81000000.0,142000000.0,1.59,,0.0,,8.7728,4.4611,1.59,1152000000.0,0.13651172893136404,0.10190514795297932,,,,0.04669639237940819,0.06255430060816682,,0.0,4.346517119244392,,,,,,,,,,,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2010-12-31,25833000000.0,8859000000.0,1986000000.0,6407000000.0,19375000000.0,,,4598000000.0,,-1522000000.0,-587000000.0,-1501000000.0,-50000000.0,-80000000.0,-0.9500000000000002,,0.0,4.4607,8.4912,4.5529,-0.9500000000000002,-587000000.0,-0.07747096774193549,-0.0581039755351682,,,,-0.022722873843533466,-0.030296774193548388,,0.0,4.460725075528701,,3558000000.0,1801000000.0,3049000000.0,1801000000.0,109000000.0,2.25,2.25,0.0,16.522935779816514,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2011-03-31,26660000000.0,9037000000.0,1894000000.0,6305000000.0,20304000000.0,,,4570000000.0,,874000000.0,460000000.0,748000000.0,27000000.0,114000000.0,0.47,,0.0,,9.261,4.6133,0.47,460000000.0,0.03684003152088258,0.02805701425356339,,,,0.0172543135783946,0.02265563435776202,,0.0,4.771383315733897,,3490000000.0,1858000000.0,3192000000.0,1858000000.0,110000000.0,2.2,2.2,0.0,16.89090909090909,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2011-06-30,27825000000.0,9329000000.0,2083000000.0,6519000000.0,21255000000.0,,,4609000000.0,,1763000000.0,884000000.0,1503000000.0,49000000.0,237000000.0,0.95,,0.0,,8.5567,3.9059,0.95,884000000.0,0.07071277346506705,0.05401617250673854,,,,0.031769991015274036,0.04159021406727829,,0.0,4.478636581853096,,3264000000.0,1909000000.0,3397000000.0,1909000000.0,107000000.0,2.0599999999999996,2.0599999999999996,0.0,17.8411214953271,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2011-09-30,28173000000.0,9264000000.0,2009000000.0,6482000000.0,21640000000.0,2282000000.0,,4901000000.0,,2741000000.0,1471000000.0,2314000000.0,72000000.0,347000000.0,1.46,2032000000.0,2282000000.0,,5.7864,2.4999,1.46,1471000000.0,0.10693160813308687,0.08213537784403507,,,,0.052213111844673976,0.061491514087450884,,0.105452865064695,4.611249377799901,,3064000000.0,2228000000.0,3856000000.0,2228000000.0,98000000.0,1.9299999999999997,1.9299999999999997,1.0242369838420107,22.73469387755102,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2011-12-31,27848000000.0,8677000000.0,2097000000.0,6719000000.0,21078000000.0,2364000000.0,,4661000000.0,,-1812000000.0,-1121000000.0,-1760000000.0,-59000000.0,-290000000.0,-1.1099999999999999,1157000000.0,2364000000.0,4.1378,7.306,2.5974,-1.1099999999999999,-1121000000.0,-0.08349938324319195,-0.06320022981901752,,,,-0.04025423728813559,-0.04782015186417541,,0.11215485340165102,4.137815927515498,,2805000000.0,1694000000.0,3566000000.0,1694000000.0,89000000.0,1.77,1.77,1.395513577331759,19.03370786516854,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2012-03-31,28489000000.0,9801000000.0,1781000000.0,7122000000.0,21317000000.0,3135000000.0,,5490000000.0,,814000000.0,342000000.0,462000000.0,20000000.0,111000000.0,0.3,762000000.0,3135000000.0,,8.358,2.6821,0.3,342000000.0,0.021672843270629075,0.016216785425953877,,,,0.012004633367264558,0.013986585964338296,,0.14706572219355443,5.50308815272319,,2519000000.0,1576000000.0,3506000000.0,1576000000.0,82000000.0,1.6,1.6,1.989213197969543,19.21951219512195,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2012-06-30,28754000000.0,9378000000.0,1892000000.0,7352000000.0,21354000000.0,3229000000.0,,5008000000.0,,1611000000.0,651000000.0,924000000.0,44000000.0,204000000.0,0.61,1332000000.0,3229000000.0,,8.7076,2.515,0.61,651000000.0,0.0432705816240517,0.032134659525631215,,,,0.022640328302149265,0.02648171500630517,,0.15121288751521964,4.956659619450317,,1940000000.0,1343000000.0,3354000000.0,1343000000.0,77000000.0,1.26,1.26,2.404318689501117,17.441558441558442,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2012-09-30,29410000000.0,9516000000.0,1987000000.0,7524000000.0,21839000000.0,3272000000.0,,4952000000.0,,2490000000.0,1044000000.0,1445000000.0,77000000.0,291000000.0,0.95,1966000000.0,3272000000.0,,9.884,2.514,0.95,1044000000.0,0.06616603324328037,0.049132947976878616,,,,0.035498129887793266,0.04157540520090797,,0.14982370987682586,4.789129340714645,,1071000000.0,916000000.0,3103000000.0,916000000.0,82000000.0,0.75,0.75,3.572052401746725,11.170731707317072,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2012-12-31,29375000000.0,9695000000.0,1956000000.0,7842000000.0,21486000000.0,3382000000.0,,4988000000.0,,-1518000000.0,-716000000.0,-1103000000.0,-30000000.0,-217000000.0,-0.71,-854000000.0,3382000000.0,4.9565,11.4,2.3278,-0.71,-716000000.0,-0.05133575351391604,-0.037548936170212766,,,,-0.024374468085106384,-0.028792021875502654,,0.1574048217443917,4.956543967280163,,1728000000.0,1321000000.0,3397000000.0,1321000000.0,111000000.0,1.15,1.15,2.5601816805450417,11.9009009009009,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2013-03-31,28595000000.0,9269000000.0,1795000000.0,7205000000.0,21344000000.0,,,4797000000.0,,770000000.0,324000000.0,494000000.0,36000000.0,34000000.0,0.0,,0.0,,11.8557,2.4833,0.0,324000000.0,0.023144677661169417,0.01727574750830565,,,,0.011330652211925162,0.015179910044977511,,0.0,5.163788300835654,,1760000000.0,1303000000.0,3353000000.0,1303000000.0,127000000.0,0.8499999999999999,0.8499999999999999,0.0,10.259842519685039,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2013-06-30,28389000000.0,9053000000.0,1597000000.0,6935000000.0,21378000000.0,,,4601000000.0,,1653000000.0,748000000.0,1132000000.0,64000000.0,225000000.0,0.0,,0.0,,11.7115,2.6711,0.0,748000000.0,0.05295163251941248,0.03987459931663673,,,,0.026348233470710487,0.03498924127607821,,0.0,5.668753913587977,,1968000000.0,1400000000.0,3395000000.0,1400000000.0,147000000.0,0.24,0.24,0.0,9.523809523809524,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2013-09-30,28714000000.0,9128000000.0,1578000000.0,6916000000.0,21749000000.0,,,4560000000.0,,2554000000.0,1187000000.0,1540000000.0,92000000.0,366000000.0,1.0,,0.0,,12.5707,2.6604,1.0,1187000000.0,0.07080785323463147,0.05363237445148708,,,,0.0413387197882566,0.05457722194123868,,0.0,5.784537389100127,,2063000000.0,1543000000.0,3459000000.0,1543000000.0,162000000.0,0.29000000000000004,0.29000000000000004,0.0,9.524691358024691,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2013-12-31,28478000000.0,8891000000.0,1746000000.0,7267000000.0,21162000000.0,3272000000.0,,4704000000.0,,-1653000000.0,-888000000.0,-1205000000.0,-72000000.0,-113000000.0,0.3400000000000001,2787000000.0,3272000000.0,5.0922,13.151,3.2983,0.3400000000000001,-888000000.0,-0.05694168793119743,-0.042313364702577426,,,,-0.031181965025633824,-0.03634280101497913,,0.15461676590114357,5.092210767468499,,1961000000.0,1371000000.0,3324000000.0,1371000000.0,120000000.0,1.34,1.34,2.386579139314369,11.425,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2014-03-31,29544000000.0,9613000000.0,2046000000.0,7825000000.0,21650000000.0,,,4968000000.0,,935000000.0,315000000.0,301000000.0,30000000.0,180000000.0,0.0,,0.0,,16.3787,3.4914,0.0,315000000.0,0.013903002309468821,0.010188193880314108,,,,0.010662063363119416,0.014549653579676674,,0.0,4.698435972629521,,1768000000.0,1362000000.0,3489000000.0,1362000000.0,114000000.0,1.34,1.34,0.0,11.947368421052632,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2014-06-30,29832000000.0,9864000000.0,2177000000.0,8000000000.0,21763000000.0,,,5118000000.0,,1967000000.0,775000000.0,470000000.0,60000000.0,352000000.0,0.0,,0.0,,22.1101,3.266,0.0,775000000.0,0.021596287276570324,0.015754894073478146,,,,0.025978814695628856,0.03561089923264256,,0.0,4.531005971520441,,1106000000.0,1389000000.0,3803000000.0,1389000000.0,110000000.0,1.34,1.34,0.0,12.627272727272727,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2014-09-30,29815000000.0,10013000000.0,2138000000.0,7965000000.0,21779000000.0,,,5353000000.0,,3056000000.0,1395000000.0,1484000000.0,91000000.0,747000000.0,1.0,,0.0,,13.1068,2.6943,1.0,1395000000.0,0.06813903301345332,0.04977360389065907,,,,0.04678852926379339,0.06405252766426374,,0.0,4.683348924228251,,1050000000.0,1597000000.0,4305000000.0,1597000000.0,109000000.0,1.34,1.34,0.0,14.65137614678899,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2014-12-31,30063000000.0,10238000000.0,2324000000.0,8411000000.0,21579000000.0,,,5309000000.0,,-1906000000.0,-554000000.0,217000000.0,-58000000.0,-183000000.0,0.0,,0.0,4.4053,11.8903,3.0255,0.0,-554000000.0,0.01005607303396821,0.007218175165485813,,,,-0.018427967934005255,-0.025673108114370454,,0.0,4.405335628227195,,2472000000.0,1931000000.0,4052000000.0,1931000000.0,123000000.0,1.0,1.0,0.0,15.699186991869919,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2015-03-31,29323000000.0,9238000000.0,1895000000.0,7951000000.0,21298000000.0,,,4304000000.0,,929000000.0,412000000.0,407000000.0,30000000.0,86000000.0,0.0,,0.0,,11.1623,2.9694,0.0,412000000.0,0.019109775565780824,0.01387988950653071,,,,0.014050404119633052,0.019344539393370268,,0.0,4.874934036939314,,2578000000.0,2028000000.0,4046000000.0,2028000000.0,123000000.0,1.0,1.0,0.0,16.48780487804878,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2015-06-30,29888000000.0,9868000000.0,2022000000.0,8833000000.0,20983000000.0,,,4968000000.0,,1904000000.0,843000000.0,903000000.0,63000000.0,196000000.0,0.0,,0.0,,8.5478,2.5996,0.0,843000000.0,0.043034837725778013,0.03021279443254818,,,,0.02820529978586724,0.04017538006958014,,0.0,4.880316518298714,,3011000000.0,2096000000.0,3983000000.0,2096000000.0,126000000.0,1.0,1.0,0.0,16.634920634920636,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2015-09-30,28898000000.0,9253000000.0,1966000000.0,8828000000.0,19997000000.0,,,4440000000.0,,2796000000.0,1235000000.0,1115000000.0,101000000.0,202000000.0,0.0,,0.0,,9.98,2.2607,0.0,1235000000.0,0.05575836375456318,0.038583985050868574,,,,0.04273652155858537,0.061759263889583436,,0.0,4.706510681586979,,2642000000.0,1936000000.0,3723000000.0,1936000000.0,136000000.0,0.0,0.0,0.0,14.235294117647058,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2015-12-31,28547000000.0,8269000000.0,2814000000.0,9684000000.0,18788000000.0,,572000000.0,4500000000.0,,-1976000000.0,-1168000000.0,-1086000000.0,-54000000.0,-337000000.0,1.0,,572000000.0,2.9385,16.1501,2.3735,1.0,-1168000000.0,-0.0578028528848201,-0.03804252636003783,,,,-0.04091498230987494,-0.0603305785123967,,0.03044496487119438,2.9385216773276475,,1339000000.0,1322000000.0,3653000000.0,1322000000.0,140000000.0,1.0,1.0,0.43267776096822996,9.442857142857143,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2016-03-31,27945000000.0,7178000000.0,2564000000.0,9958000000.0,17918000000.0,,527000000.0,3540000000.0,,764000000.0,177000000.0,-368000000.0,41000000.0,-304000000.0,0.0,,527000000.0,,40.7333,2.5833,0.0,177000000.0,-0.020538006473936825,-0.01316872427983539,,,,0.006333870101986044,0.009596096503117376,,0.029411764705882353,2.799531981279251,,564000000.0,1087000000.0,3488000000.0,1087000000.0,151000000.0,1.0,1.0,0.48482060717571296,7.198675496688741,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2016-06-30,30653000000.0,10747000000.0,2448000000.0,10981000000.0,19609000000.0,,279000000.0,7144000000.0,,1715000000.0,424000000.0,1839000000.0,81000000.0,-808000000.0,1.0,,279000000.0,,9.6805,2.4717,1.0,424000000.0,0.09378346677546025,0.05999412781783186,,,,0.013832251329396797,0.021319388576025743,,0.014228160538528227,4.3901143790849675,,1500000000.0,668000000.0,3299000000.0,668000000.0,169000000.0,2.0,2.0,0.4176646706586826,3.9526627218934913,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2016-09-30,28809000000.0,8479000000.0,2294000000.0,11022000000.0,17721000000.0,,7000000.0,4821000000.0,,2756000000.0,959000000.0,2123000000.0,122000000.0,-835000000.0,1.0,,7000000.0,,10.4483,2.6815,1.0,959000000.0,0.11980136561142148,0.07369224894998092,,,,0.03328820854594051,0.05409521660649819,,0.00039501156819592576,3.6961639058413254,,2508000000.0,392000000.0,3259000000.0,392000000.0,190000000.0,3.0,3.0,0.017857142857142856,2.0631578947368423,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2016-12-31,27899000000.0,9048000000.0,2751000000.0,9939000000.0,17893000000.0,,256000000.0,5291000000.0,,-1489000000.0,-169000000.0,101000000.0,-85000000.0,1944000000.0,1.0,,256000000.0,3.289,6.2557,2.4616,1.0,-169000000.0,0.0056446655116526015,0.003620201440911861,,,,-0.006057564787268361,-0.00931180781310265,,0.014307270999832337,3.288985823336968,,3695000000.0,1391000000.0,3746000000.0,1391000000.0,159000000.0,3.0,3.0,0.18404025880661395,8.748427672955975,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2017-03-31,28305000000.0,8718000000.0,2421000000.0,9926000000.0,18308000000.0,,257000000.0,4844000000.0,,957000000.0,424000000.0,86000000.0,37000000.0,-66000000.0,0.0,,257000000.0,,6.0328,2.5757,0.0,424000000.0,0.004697400043696745,0.003038332450097156,,,,0.014979685567920863,0.0228386749259359,,0.014037579200349573,3.600991325898389,,4149000000.0,1638000000.0,3939000000.0,1638000000.0,155000000.0,3.0,3.0,0.1568986568986569,10.567741935483872,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2017-06-30,27830000000.0,8431000000.0,2808000000.0,9750000000.0,18012000000.0,,631000000.0,4189000000.0,,1942000000.0,805000000.0,525000000.0,75000000.0,87000000.0,0.0,,631000000.0,,11.614,2.806,0.0,805000000.0,0.029147235176548967,0.018864534674811355,,,,0.028925619834710745,0.04317974574907472,,0.03503220075505219,3.0024928774928776,,2835000000.0,2019000000.0,4166000000.0,2019000000.0,149000000.0,2.0,2.0,0.31253095591877167,13.550335570469798,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2017-09-30,28094000000.0,8254000000.0,3065000000.0,10711000000.0,17317000000.0,,631000000.0,3865000000.0,,2998000000.0,1258000000.0,915000000.0,112000000.0,176000000.0,0.0,,631000000.0,,10.953,2.7363,0.0,1258000000.0,0.05283825142923139,0.032569231864455046,,,,0.044778244465010324,0.07009137508357477,,0.036438182133163945,2.692985318107667,,1627000000.0,2318000000.0,4408000000.0,2318000000.0,139000000.0,1.0,1.0,0.2722174288179465,16.676258992805757,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2017-12-31,27494000000.0,8827000000.0,3209000000.0,11724000000.0,15698000000.0,,379000000.0,4317000000.0,,-1865000000.0,-857000000.0,-2023000000.0,-69000000.0,1957000000.0,0.0,2004000000.0,379000000.0,2.7507,,2.8024,0.0,-857000000.0,-0.1288699197349981,-0.07357969011420673,,,,-0.031170437186295193,-0.05330596504322946,,0.024143202955790546,2.750701153007167,,-497000000.0,1630000000.0,4032000000.0,1630000000.0,155000000.0,0.0,0.0,0.23251533742331287,10.516129032258064,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2018-03-31,26834000000.0,7663000000.0,2995000000.0,12346000000.0,14413000000.0,,380000000.0,3096000000.0,2500000000.0,955000000.0,194000000.0,-589000000.0,52000000.0,124000000.0,0.0,320000000.0,380000000.0,,,2.2415,0.0,194000000.0,-0.040865884964962185,-0.02194976522322427,-0.2356,0.382,0.0776,0.007229634046359097,0.013114310822686406,0.0776,0.026365087074169152,2.5585976627712856,,-1172000000.0,1400000000.0,4030000000.0,1400000000.0,170000000.0,0.0,0.0,0.2714285714285714,8.235294117647058,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
2018-06-30,26140000000.0,6484000000.0,2908000000.0,12189000000.0,13877000000.0,,252000000.0,2023000000.0,5247000000.0,2027000000.0,589000000.0,149000000.0,95000000.0,250000000.0,0.0,1035000000.0,252000000.0,,,2.1932,0.0,589000000.0,0.01073719103552641,0.005700076511094109,0.028397179340575566,0.386315990089575,0.11225462168858395,0.022532517214996176,0.041687309788378514,0.11225462168858395,0.01815954457015205,2.2297111416781292,,-1548000000.0,1184000000.0,4115000000.0,1184000000.0,190000000.0,0.0,0.0,0.21283783783783783,6.231578947368421,1.0970608,162.0999,37.31,12.83594,111370.24,69.7809,6.3581,7.1259
