report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-09-30,22171723000.0,839675000.0,897738000.0,15418006000.0,6753717000.0,,101362000.0,156219000.0,2888809000.0,687176000.0,232263000.0,12797000.0,0.0,337076000.0,1304715000.0,101362000.0,,85.1701,8.2936,0.0,687176000.0,0.03439039568877405,0.010475640526448936,0.08040095416484787,0.2378751935486216,0.03099335130607576,0.1002433378229485,0.2378751935486216,0.015008328006636937,0.9353230006973081,3924912000.0,-843867000.0,822986000.0,822986000.0,-2.8899999999999997,-2.8899999999999997,0.12316369901796628,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2016-12-31,22675092000.0,1324761000.0,961355000.0,15117977000.0,7557115000.0,,101749000.0,567599000.0,-1798760000.0,-392622000.0,-57028000.0,-7544000.0,-0.11,-667784000.0,-878288000.0,101749000.0,1.3788,87.6765,7.9824,-0.11,-392622000.0,-0.007546266002303789,-0.0025150063338221515,0.03170406279881696,0.21827369965976562,-0.017315122690571665,-0.051263738329861974,0.21827369965976562,0.013464000481665291,1.378014365140869,3921225000.0,356973000.0,949216000.0,949216000.0,2.220446049250313e-16,2.220446049250313e-16,0.10719267268988301,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2017-03-31,23776842000.0,916449000.0,902195000.0,16413362000.0,7363480000.0,,112882000.0,205192000.0,1015942000.0,256549000.0,119138000.0,4369000.0,0.0,361727000.0,446092000.0,112882000.0,,79.6871,8.5267,0.0,256549000.0,0.016179578134251738,0.00501067383128508,0.11726850548554937,0.2525232739664272,0.010789868562023502,0.034314684066929876,0.2525232739664272,0.015329979846485629,1.0157992451742694,4002783000.0,428271000.0,994026000.0,994026000.0,-0.10999999999999978,-0.10999999999999978,0.11356040988867494,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2017-06-30,24483624000.0,951335000.0,997912000.0,16893315000.0,7590309000.0,,114932000.0,199663000.0,2054277000.0,515049000.0,231252000.0,8907000.0,0.0,363892000.0,934109000.0,114932000.0,,80.7341,8.9927,0.0,515049000.0,0.030466743844025323,0.00944517037183711,0.11257099213007789,0.2507203264214125,0.021036469110945342,0.06684398320571673,0.2507203264214125,0.015141939544226725,0.9533255437353193,4160268000.0,525625000.0,1066152000.0,1066152000.0,-0.10999999999999978,-0.10999999999999978,0.10780076386856659,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2017-09-30,31011756000.0,7474555000.0,1048871000.0,18339424000.0,12672332000.0,,114198000.0,6719134000.0,3117515000.0,775616000.0,316511000.0,11290000.0,0.0,374992000.0,1417291000.0,114198000.0,,85.9722,9.7599,0.0,775616000.0,0.02497653944041239,0.010206161818118264,0.10152669674404133,0.2487930290632122,0.025010386383795873,0.06065883394478408,0.2487930290632122,0.009011601021816664,7.1262862639924265,4388974000.0,609873000.0,1154592000.0,1154592000.0,-0.10999999999999978,-0.10999999999999978,0.09890766608464288,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2017-12-31,32229570000.0,1133780000.0,1292082000.0,19890488000.0,12339082000.0,,115251000.0,314094000.0,-1832129000.0,-503169000.0,-222351000.0,1477000.0,1.0,-717390000.0,-753306000.0,115251000.0,0.8777,120.9167,10.4011,1.0,-503169000.0,-0.018020060163308746,-0.006898975071650041,0.12136208749493076,0.27463622921748415,-0.015612029574083676,-0.04040111983516098,0.27463622921748415,0.009340322075823793,0.8774830080443811,4355605000.0,444550000.0,1044045000.0,1044045000.0,1.0000000000000002,1.0000000000000002,0.11038892001781532,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2018-03-31,32250000000.0,1074000000.0,1187000000.0,19418000000.0,12832000000.0,,130000000.0,220000000.0,1299000000.0,349000000.0,86000000.0,4000000.0,0.0,410000000.0,452000000.0,130000000.0,,125.0549,9.9454,0.0,349000000.0,0.006701995012468828,0.0026666666666666666,0.06620477290223249,0.2686682063125481,0.01082170542635659,0.026924857275111864,0.2686682063125481,0.010130922693266833,0.9048020219039595,4638663000.0,411412000.0,1136496000.0,1136496000.0,1.0000000000000002,1.0000000000000002,0.11438667623995157,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2018-06-30,32374000000.0,1164000000.0,1286000000.0,19808000000.0,12566000000.0,,112000000.0,206000000.0,2630000000.0,694000000.0,237000000.0,9000000.0,0.0,413000000.0,1111000000.0,112000000.0,,104.6537,9.2916,0.0,694000000.0,0.018860416998249245,0.007320689442144931,0.09011406844106463,0.26387832699619773,0.021436955581639588,0.054740495346269125,0.26387832699619773,0.008912939678497532,0.9051321928460342,5214386000.0,417160000.0,1315447000.0,1315447000.0,1.0000000000000002,1.0000000000000002,0.08514216080161345,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2018-09-30,32644000000.0,1249000000.0,1304000000.0,20349000000.0,12295000000.0,,111000000.0,323000000.0,4004000000.0,1051000000.0,373000000.0,13000000.0,0.0,414000000.0,1775000000.0,111000000.0,,95.9014,8.9084,0.0,1051000000.0,0.03033753558357056,0.01142629579708369,0.09315684315684315,0.2624875124875125,0.03219580933709104,0.08471707238433017,0.2624875124875125,0.009028060187067914,0.9578220858895705,6100871000.0,473649000.0,1590831000.0,1590831000.0,1.0000000000000002,1.0000000000000002,0.06977485351995277,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2018-12-31,32785000000.0,1229000000.0,1417000000.0,20751000000.0,12034000000.0,,107000000.0,277000000.0,-2510000000.0,-662000000.0,-138000000.0,-45000000.0,1.0,-822000000.0,-836000000.0,107000000.0,0.8161,72.4521,8.392,1.0,-662000000.0,-0.011467508725278379,-0.004209242031416807,0.0549800796812749,0.26374501992031874,-0.020192161049260332,-0.05452598632732065,0.26374501992031874,0.008891474156556424,0.8673253352152435,5423000000.0,558000000.0,1432000000.0,1432000000.0,1.0000000000000002,1.0000000000000002,0.07472067039106145,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2019-03-31,18824895.0,,,346845.0,18478050.0,,,17469929.0,,,-231511.0,,-0.26,,-19449.0,0.0,,75.1233,9.6115,-0.26,,-0.012528973565933636,-0.012298129684123072,,,,,,0.0,,,471768489.0,,,0.7400000000000002,0.7400000000000002,,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2019-06-30,38147000000.0,1294000000.0,1698000000.0,26624000000.0,11523000000.0,,98000000.0,288000000.0,2904000000.0,803000000.0,399000000.0,-10000000.0,0.95,417000000.0,1227000000.0,98000000.0,,73.4005,9.6669,0.95,803000000.0,0.034626399375162716,0.010459538102603088,0.13739669421487602,0.2765151515151515,0.021050148111253834,0.06909904483263059,0.2765151515151515,0.008504729671092597,0.7620730270906949,,633768489.0,,,1.6900000000000002,1.6900000000000002,,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2019-09-30,38344000000.0,1253000000.0,1734000000.0,27019000000.0,11325000000.0,,100000000.0,182000000.0,4418000000.0,1257000000.0,644000000.0,-15000000.0,1.54,418000000.0,1891000000.0,100000000.0,,70.913,10.134,1.54,1257000000.0,0.05686534216335541,0.016795326517838514,0.14576731552738795,0.28451788139429607,0.03278218234925934,0.1100218818380744,0.28451788139429607,0.008830022075055188,0.7226066897347174,,904768489.0,,,3.2300000000000004,3.2300000000000004,,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2019-12-31,38457000000.0,1204000000.0,1920000000.0,27968000000.0,10489000000.0,,100000000.0,196000000.0,-1559000000.0,-501000000.0,-295768489.0,4000000.0,-0.43999999999999995,-417000000.0,-419980551.0,100000000.0,0.6271,68.8027,10.2553,-0.43999999999999995,-501000000.0,-0.028197968252454953,-0.00769088823881218,0.189716798588839,0.32135984605516354,-0.013027537249395428,-0.0473132495986401,0.32135984605516354,0.009533797311469158,0.6270833333333333,,747000000.0,,,1.7900000000000003,1.7900000000000003,,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2020-03-31,38616000000.0,1247000000.0,2669000000.0,28495000000.0,10121000000.0,,949000000.0,310000000.0,1421000000.0,364000000.0,157000000.0,-5000000.0,0.38,418000000.0,653000000.0,949000000.0,,70.7152,10.4187,0.38,364000000.0,0.015512301156012251,0.004065672260203024,0.11048557353976073,0.2561576354679803,0.009426144603273255,0.03288166214995483,0.2561576354679803,0.09376543819780654,0.4672161858373923,7184000000.0,904231511.0,1923000000.0,1923000000.0,2.43,2.43,0.49349973998959956,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2020-06-30,40901000000.0,3436000000.0,1964000000.0,31075000000.0,9826000000.0,,99000000.0,2514000000.0,1440000000.0,383000000.0,172000000.0,-6000000.0,0.41,419000000.0,,99000000.0,,83.5249,12.0893,0.41,383000000.0,0.0175045796865459,0.004205276154617247,0.11944444444444445,0.2659722222222222,0.009364074228013984,0.03858942065491184,0.2659722222222222,0.010075310400977,1.7494908350305498,5720000000.0,677231511.0,1503000000.0,1503000000.0,1.8900000000000003,1.8900000000000003,0.0658682634730539,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2020-09-30,38786000000.0,1184000000.0,1925000000.0,29284000000.0,9502000000.0,,114000000.0,242000000.0,1486000000.0,434000000.0,163000000.0,-5000000.0,0.38,429000000.0,,114000000.0,,92.427,12.1037,0.38,434000000.0,0.0171542833087771,0.004202547310885371,0.10969044414535666,0.2920592193808883,0.011189604496467798,0.045133111480865226,0.2920592193808883,0.011997474215954537,0.6150649350649351,2788000000.0,196231511.0,680000000.0,680000000.0,0.7300000000000002,0.7300000000000002,0.1676470588235294,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2020-12-31,38768000000.0,1104000000.0,1969000000.0,29307000000.0,9461000000.0,,129000000.0,232000000.0,1493000000.0,682000000.0,507000000.0,-4000000.0,1.1800000000000002,-841000000.0,2402000000.0,129000000.0,0.5607,65.0173,11.7566,1.1800000000000002,682000000.0,0.053588415600887854,0.013077796120511763,0.33958472873409246,0.45679839249832555,0.017591828312009904,0.07111574556830032,0.45679839249832555,0.01363492231265194,0.5606907059421026,5840000000.0,999000000.0,1863000000.0,1863000000.0,2.3500000000000005,2.3500000000000005,0.06924315619967794,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2021-03-31,38752000000.0,1176000000.0,1933000000.0,29829000000.0,8923000000.0,,159000000.0,254000000.0,1485000000.0,448000000.0,58000000.0,-7000000.0,0.13,433000000.0,584000000.0,159000000.0,,80.0779,12.6003,0.13,448000000.0,0.006500056034965819,0.0014966969446738234,0.039057239057239054,0.30168350168350166,0.011560693641618497,0.049328341774939444,0.30168350168350166,0.01781911913033733,0.6083807553026384,5904000000.0,900000000.0,1947000000.0,1947000000.0,2.1000000000000005,2.1000000000000005,0.08166409861325115,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2021-06-30,38973000000.0,1329000000.0,2018000000.0,30260000000.0,8713000000.0,,71000000.0,339000000.0,3068000000.0,953000000.0,393000000.0,-13000000.0,0.9,434000000.0,1371000000.0,71000000.0,,79.3229,13.9441,0.9,953000000.0,0.04510501549408929,0.01008390424139789,0.12809647979139505,0.310625814863103,0.024452826315654427,0.10849271402550091,0.310625814863103,0.008148743257201883,0.6585728444003964,7532000000.0,1121000000.0,2517000000.0,2517000000.0,2.5900000000000003,2.5900000000000003,0.02820818434644418,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2021-09-30,39004000000.0,1332000000.0,1987000000.0,30488000000.0,8516000000.0,,72000000.0,357000000.0,4686000000.0,1478000000.0,743000000.0,-20000000.0,1.71,434000000.0,2055000000.0,72000000.0,,59.8515,12.1175,1.71,1478000000.0,0.08724753405354627,0.019049328274023176,0.15855740503627827,0.31540759709773797,0.03789354937955081,0.17210060549604098,0.31540759709773797,0.008454673555659934,0.6703573225968797,10732000000.0,1701000000.0,3561000000.0,3561000000.0,3.9200000000000004,3.9200000000000004,0.020219039595619208,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2021-12-31,39040000000.0,1254000000.0,2026000000.0,30782000000.0,8258000000.0,,72000000.0,292000000.0,-2899000000.0,-878000000.0,-98000000.0,19000000.0,-0.2100000000000004,-867000000.0,-1221000000.0,72000000.0,0.619,82.3158,14.23,-0.2100000000000004,-878000000.0,-0.011867280213126665,-0.0025102459016393443,0.03380476026215937,0.3028630562262849,-0.022489754098360657,-0.10540216086434574,0.3028630562262849,0.00871881811576653,0.6189536031589339,6340000000.0,1096000000.0,2001000000.0,2001000000.0,2.53,2.53,0.035982008995502246,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
