report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,10560509000.0,814069000.0,627376000.0,7557514000.0,2687239000.0,,19553000.0,397496000.0,444327000.0,130373000.0,-119275000.0,-10339000.0,-0.43,288451000.0,84257000.0,19553000.0,,,6.4631,-0.43,130373000.0,-0.04438570592344038,-0.011294436660202647,-0.2684396851868106,0.2934167853855381,0.012345332975901067,0.04816513422531173,0.2934167853855381,0.0072762415252234725,1.2975775292647471,,,,,,,,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2010-09-30,10653242000.0,754305000.0,669791000.0,7955896000.0,2381394000.0,,22039000.0,303979000.0,1382344000.0,419213000.0,-351813000.0,-22622000.0,-1.28,286883000.0,407655000.0,22039000.0,,,7.0196,-1.28,419213000.0,-0.14773405828686895,-0.03302403155771736,-0.25450466743444466,0.3032624296123107,0.03935074412089766,0.17442258635876265,0.3032624296123107,0.009254663445024217,1.1261796590279654,,,,,,,,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2011-03-31,10397194000.0,516071000.0,392729000.0,7617385000.0,2462892000.0,,29562000.0,82320000.0,499039000.0,166428000.0,40017000.0,-817000.0,0.12,289005000.0,127514000.0,29562000.0,,,6.4094,0.12,166428000.0,0.01624797189645344,0.003848826904643695,0.08018812156965688,0.3334969811978623,0.016007011122423993,0.06677274685911956,0.3334969811978623,0.01200296237106621,1.3140638964782332,,,,,,,,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2011-06-30,10385320000.0,511942000.0,381573000.0,7699483000.0,2368538000.0,,30708000.0,108116000.0,999375000.0,333570000.0,70888000.0,4938000.0,0.21,288215000.0,283809000.0,30708000.0,,,5.9907,0.21,333570000.0,0.02992901106083162,0.006825788709447566,0.07093233270794247,0.3337786116322702,0.032119376196400304,0.13903117896205724,0.3337786116322702,0.012964959819095154,1.341662014870025,3325085000.0,-360183000.0,1049584000.0,1049584000.0,-1.38,-1.38,0.02925730575161207,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2011-09-30,10443215000.0,522280000.0,376834000.0,7824753000.0,2313062000.0,6903074000.0,33612000.0,75524000.0,1513258000.0,515459000.0,122166000.0,7763000.0,0.36,286868000.0,455274000.0,6936686000.0,,71.4126,5.7962,0.36,515459000.0,0.05281570489679913,0.011698121699112773,0.08073045045854706,0.3406286304119985,0.0493582675450041,0.055726815476486495,0.3406286304119985,2.9989191815870044,1.385968357419978,4394016000.0,-118742000.0,1434670000.0,1434670000.0,-0.5900000000000001,-0.5900000000000001,4.8350394167299795,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2011-12-31,10545096000.0,599152000.0,402106000.0,7853200000.0,2386245000.0,6853182000.0,32517000.0,80120000.0,-978943000.0,-323152000.0,-61994000.0,-3537000.0,-0.16999999999999993,-578141000.0,-223143000.0,6885699000.0,1.49,74.6908,6.287,-0.16999999999999993,-323152000.0,-0.02597972965894114,-0.005878941263313298,0.06332748689147376,0.3301029784165166,-0.030644766059977072,-0.03485266951569164,0.3301029784165166,2.885579225938661,1.4900349659045127,2032729000.0,171077000.0,692305000.0,692305000.0,0.52,0.52,9.946048345743566,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2012-03-31,12124656000.0,1648009000.0,425842000.0,9387990000.0,2736534000.0,8343156000.0,77776000.0,1063684000.0,551745000.0,202228000.0,50031000.0,6695000.0,0.17,285853000.0,162212000.0,8420932000.0,,86.3258,7.4967,0.17,202228000.0,0.01828261589295072,0.004126385111462131,0.09067775874724737,0.36652439079647303,0.016679071142307048,0.01812490398805607,0.36652439079647303,3.077225424569912,3.870001080212849,2085435000.0,181091000.0,728105000.0,728105000.0,0.5700000000000001,0.5700000000000001,11.565546178092445,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2012-06-30,12597676000.0,739110000.0,489124000.0,9731678000.0,2864441000.0,8307783000.0,79303000.0,96175000.0,1137256000.0,405205000.0,166044000.0,-61737000.0,0.57,289029000.0,324342000.0,8387086000.0,,66.0541,8.1008,0.57,405205000.0,0.05796733114768292,0.013180526312948516,0.14600406592710877,0.3563006042614855,0.03216505965068478,0.03601333401235228,0.3563006042614855,2.9280009607459188,1.5110892125514184,2223316000.0,276247000.0,799740000.0,799740000.0,0.93,0.93,10.487265861404957,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2012-09-30,12736419000.0,777376000.0,531817000.0,9793614000.0,2940077000.0,8295071000.0,88093000.0,118903000.0,1758593000.0,625973000.0,208089000.0,-29437000.0,0.71,290527000.0,524458000.0,8383164000.0,,72.7517,8.2045,0.71,625973000.0,0.0707767177526303,0.016338108851475443,0.1183269807169709,0.3559510358565057,0.04914827315275981,0.055282140510830774,0.3559510358565057,2.8513416485350556,1.4617358978746449,2468651000.0,362170000.0,910254000.0,910254000.0,1.28,1.28,9.209697513001865,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2012-12-31,16088709000.0,1581324000.0,1237858000.0,13137445000.0,2938746000.0,10923186000.0,688056000.0,441364000.0,-1014914000.0,-398725000.0,-235580000.0,-15582000.0,-0.8099999999999999,-574139000.0,-238455000.0,11611242000.0,1.2771,112.2249,8.6962,-0.8099999999999999,-398725000.0,-0.08016344386347102,-0.014642567032569238,0.23211818932441566,0.3928657994667529,-0.024782908311661304,-0.027403802669802888,0.3928657994667529,3.9510873005016425,1.277468013293932,2432680000.0,188584000.0,834681000.0,834681000.0,0.64,0.64,13.910993541245098,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2013-03-31,15372505000.0,865415000.0,637626000.0,12407874000.0,2950413000.0,,94839000.0,160865000.0,740060000.0,235055000.0,15462000.0,17708000.0,0.0,292570000.0,286626000.0,94839000.0,,133.1318,7.8223,0.0,235055000.0,0.005240622245089077,0.0010058217577421508,0.020892900575629002,0.31761613923195414,0.015290611387018576,0.07718737234225607,0.31761613923195414,0.03214431335545227,1.3572454699149659,2620995000.0,154015000.0,867508000.0,867508000.0,0.47,0.47,0.10932348750674345,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2013-06-30,15392585000.0,880066000.0,644198000.0,12467693000.0,2911472000.0,,97013000.0,126886000.0,1474988000.0,465017000.0,67821000.0,54295000.0,0.0,292570000.0,560027000.0,97013000.0,,234.9834,7.6677,0.0,465017000.0,0.023294402281732404,0.004406082539092687,0.04598071306342831,0.31526832760673307,0.030210455228930032,0.1545684954387341,0.31526832760673307,0.03332094555606236,1.366142086749726,2958727000.0,55792000.0,927320000.0,927320000.0,-0.09999999999999998,-0.09999999999999998,0.10461652935340551,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2013-09-30,15567572000.0,999803000.0,679718000.0,12570282000.0,2982972000.0,,115378000.0,218649000.0,2223965000.0,687856000.0,113657000.0,88254000.0,0.0,292043000.0,838866000.0,115378000.0,,225.9119,7.3431,0.0,687856000.0,0.0381019332397354,0.007300881601832321,0.05110557045636959,0.3092926372492373,0.04418518186394128,0.22200719737925026,0.3092926372492373,0.038678874625708855,1.4709085238289996,3424099000.0,-38640000.0,989203000.0,989203000.0,-0.8099999999999999,-0.8099999999999999,0.1166373332875052,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2013-12-31,20594908000.0,892683000.0,756387000.0,13653733000.0,6926717000.0,,103586000.0,223394000.0,-1416629000.0,-466125000.0,-106829000.0,38371000.0,0.0,-577890000.0,-447863000.0,103586000.0,1.1812,271.9601,8.5598,0.0,-466125000.0,-0.015422746446837658,-0.0051871559707865654,0.07541071092007857,0.3290381603087329,-0.02263302171585326,-0.0663022632168201,0.3290381603087329,0.014954559281113982,1.180193472389134,3022384000.0,90111000.0,921803000.0,921803000.0,0.0,0.0,0.11237325111764661,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2014-03-31,20569666000.0,852268000.0,708272000.0,13634999000.0,6918265000.0,,105467000.0,200537000.0,875950000.0,251568000.0,101497000.0,-188000.0,0.0,333045000.0,362283000.0,105467000.0,,139.7701,8.2991,0.0,251568000.0,0.014670874850847719,0.004934304718413999,0.11587076887950225,0.2871944745704664,0.012230047877296597,0.035816856337912664,0.2871944745704664,0.015244718148264051,1.203306074502451,3158274000.0,176146000.0,938316000.0,938316000.0,0.0,0.0,0.11240030011211574,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2014-06-30,20672059000.0,947746000.0,795878000.0,13792623000.0,6861338000.0,,105624000.0,227479000.0,1792295000.0,481754000.0,135506000.0,-396000.0,0.0,333034000.0,763676000.0,105624000.0,,157.0824,7.9682,0.0,481754000.0,0.019749209265015073,0.006555031600867625,0.07560474140696705,0.268791688868183,0.023304596798993268,0.06914836050490875,0.268791688868183,0.015394082028898737,1.1908181907277247,3475581000.0,243831000.0,955053000.0,955053000.0,0.0,0.0,0.11059490939246304,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2014-09-30,20784860000.0,978795000.0,845567000.0,13922115000.0,6844974000.0,,106673000.0,238550000.0,2722320000.0,732046000.0,242443000.0,86000.0,0.0,333020000.0,1192230000.0,106673000.0,,122.8223,8.2606,0.0,732046000.0,0.03541912650069964,0.01166440380161329,0.08905749507772782,0.26890519850715566,0.03522015544006551,0.10530540460411755,0.26890519850715566,0.01558413516252947,1.1575605481292435,3973936000.0,372617000.0,999243000.0,999243000.0,0.0,0.0,0.10675381263616558,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2014-12-31,21143276000.0,931502000.0,898935000.0,14406048000.0,6716225000.0,,113335000.0,175620000.0,-1700681000.0,-471792000.0,-88933000.0,-10142000.0,1.0,-665834000.0,-652059000.0,113335000.0,1.3766,67.2843,7.4247,1.0,-471792000.0,-0.013241515881317258,-0.004206207212165229,0.05229258161877507,0.27741357726698895,-0.022314044427173916,-0.0690808778310755,0.27741357726698895,0.01687480690417608,1.0362284258594894,3689884000.0,390513000.0,993576000.0,993576000.0,1.0,1.0,0.11406777136323744,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2015-03-31,21105477000.0,927514000.0,821955000.0,14546684000.0,6536720000.0,,115998000.0,240153000.0,941001000.0,262954000.0,122787000.0,3282000.0,0.0,333485000.0,460794000.0,115998000.0,,66.8983,7.6577,0.0,262954000.0,0.018784191459937094,0.0058177789585139444,0.13048551489318289,0.27944072322983715,0.012459040845179665,0.03952579983098637,0.27944072322983715,0.017745597180237185,1.1284243054668444,3754935000.0,411803000.0,1004962000.0,1004962000.0,1.0,1.0,0.11542525986057184,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2015-06-30,21011629000.0,1117560000.0,780244000.0,13607393000.0,7404236000.0,,94702000.0,338609000.0,1799908000.0,485638000.0,1276147000.0,-5579000.0,3.0,333665000.0,918878000.0,94702000.0,,17.5033,7.4063,3.0,485638000.0,0.17235363648592508,0.06073527188206112,0.7090067936805658,0.2698126793147205,0.023112820048364645,0.06476090347726571,0.2698126793147205,0.01279024601592926,1.432321171325893,3762548000.0,1552444000.0,1008846000.0,1008846000.0,4.0,4.0,0.09387161172270099,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2015-09-30,21995644000.0,1024371000.0,824542000.0,14755341000.0,7240303000.0,,102188000.0,184116000.0,2718015000.0,716440000.0,1379926000.0,-9380000.0,4.0,333735000.0,1290876000.0,102188000.0,,17.227,7.2243,4.0,716440000.0,0.19058953748206395,0.06273633088442421,0.5076962415586375,0.26358942095610216,0.03257190378240346,0.0975745152428515,0.26358942095610216,0.014113773967746929,1.2423515115057815,3758243000.0,2689927000.0,993240000.0,993240000.0,8.0,8.0,0.10288349240868269,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2015-12-31,22036245000.0,981245000.0,855369000.0,14947024000.0,7089221000.0,,106219000.0,178810000.0,-1795073000.0,-518852000.0,-1257868000.0,-39780000.0,-3.0,-666823000.0,-876523000.0,106219000.0,1.1474,18.9695,7.8756,-3.0,-518852000.0,-0.1774338816634437,-0.05708177595593079,0.7007336191898602,0.289042284074241,-0.023545390786860465,-0.07210844646053612,0.289042284074241,0.014983169518907649,1.1471598807064554,3663851000.0,1520992000.0,946180000.0,946180000.0,4.0,4.0,0.11226088059354457,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2016-03-31,21718251000.0,820882000.0,811946000.0,14565257000.0,7152994000.0,,87823000.0,175702000.0,934384000.0,211739000.0,47840000.0,3872000.0,0.11,334929000.0,437656000.0,87823000.0,,20.1915,7.8965,0.11,211739000.0,0.006688108503935555,0.002202755645470715,0.05119950684087056,0.22660811828969674,0.009749357809705763,0.02924241836245827,0.22660811828969674,0.012277795843251092,1.0110056580117397,3657234000.0,1446045000.0,894965000.0,894965000.0,4.11,4.11,0.09813009447296822,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
2016-06-30,22153074000.0,817615000.0,875964000.0,15204767000.0,6948307000.0,,100345000.0,202338000.0,1896792000.0,442923000.0,133898000.0,7756000.0,0.0,336658000.0,918181000.0,100345000.0,,90.3873,9.1043,0.0,442923000.0,0.019270593541707355,0.006044217610612414,0.07059182029447615,0.2335116343805752,0.019993748948791485,0.06283797242366342,0.2335116343805752,0.014441647440160603,0.9333888150654593,3754118000.0,303796000.0,852250000.0,852250000.0,1.11,1.11,0.11774127310061602,0.94732803,115.76,75.96,3.72675,36970.05,83.2659,7.829,8.6682
