report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-09-30,,,,,,,,,,,,,,,2.2,,,,0.0,0.7504,11.7149,0.5404,2.2,,,,,,,,,,,,,,,,,,,,,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2010-12-31,7221623.0,1263255.0,1460426.0,,2274853.0,1807319.0,247993.0,129892.0,,373560.0,160109.0,73997.0,38917.0,46458.0,0.81,90408.0,45824.0,56161.0,2055312.0,,13.7412,0.5992,0.81,216270.0,0.032528255671904954,0.0102465886131137,,,0.022170777953930854,0.03697526537672352,,0.9034922256515037,0.864990762969161,,,,,,,,,,,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2011-03-31,6995824000.0,984088000.0,1077984000.0,,2373979000.0,1807323000.0,0.0,153246000.0,,838382000.0,378031000.0,206206000.0,76809000.0,120466000.0,2.26,90455000.0,438471000.0,113297000.0,1807323000.0,,15.1156,0.7265,2.26,491328000.0,0.08686091999971356,0.029475584291428714,,,0.05403666530204305,0.0904098771148317,,0.7613053864419188,0.9128966663698163,,,,,,,,,,,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2011-06-30,6993470000.0,989748000.0,648282000.0,,2335824000.0,2206106000.0,0.0,117429000.0,,1085197000.0,400566000.0,205640000.0,112615000.0,114211000.0,2.25,90530000.0,519562000.0,,2206106000.0,,14.5025,0.6925,2.25,400566000.0,0.0880374548767373,0.029404573123213512,,,0.057277145680184514,0.08819290477836514,,0.9444658501667934,1.5267244810128926,,,,,,,7.52,7.52,,,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2011-09-30,7282871000.0,1010953000.0,867598000.0,7282871000.0,2255421000.0,2206117000.0,206396000.0,131419000.0,,-596711560.0,-336858109.0,-204318997.0,-38637917.0,-121034458.0,-3.0500000000000003,-90423408.0,-375234824.0,,2412513000.0,1.1647,14.1125,0.6739,-3.0500000000000003,-336858109.0,-0.09059018116795046,-0.028054732398802615,,,-0.04625347737176726,-0.07216428274264375,,1.0696508545411256,1.1652320544768429,,207601000.0,441899000.0,1327241000.0,555252161.0,150825000.0,2.2699999999999996,2.2699999999999996,4.344896192128463,2.929878998839715,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2011-12-31,7635632000.0,1261241000.0,1179801000.0,7635632000.0,2267762000.0,2206193000.0,389985000.0,85160000.0,,362882000.0,144407000.0,68507000.0,35442000.0,41302000.0,0.75,90546000.0,-15291000.0,,2596178000.0,,14.7983,0.6958,0.75,144407000.0,0.030209078377713357,0.008972014366328811,,,0.018912252450091885,0.02968930537794463,,1.144819429904902,1.0690285904148242,,276034003.0,586145891.0,1689749440.0,699442891.0,186228083.0,2.2099999999999995,2.2099999999999995,3.7117798084818907,3.1474624103820044,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2012-03-31,7368727000.0,893841000.0,1108114000.0,7368727000.0,2360712000.0,1956213000.0,173996000.0,47040000.0,,797143000.0,352769000.0,177618000.0,72102000.0,107710000.0,1.94,90440000.0,360723000.0,,2130209000.0,,15.8815,0.7211,1.94,352769000.0,0.07523916513323099,0.02410429915506437,,,0.04787380506836527,0.07855159331460072,,0.9023586951733206,0.8066327110748533,,247446003.0,560883891.0,1648510440.0,560883891.0,181521083.0,1.8899999999999997,1.8899999999999997,3.7979500466701763,3.089910448584091,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2012-06-30,7349835000.0,775658000.0,1110229000.0,7349835000.0,2354925000.0,1956289000.0,213491000.0,27706000.0,,1095933000.0,437558000.0,208750000.0,107025000.0,125484000.0,2.28,91006000.0,518806000.0,,2169780000.0,,15.3312,0.8789,2.28,437558000.0,0.08864401201736785,0.028401998140094302,,,0.05953303713620782,0.096704205025521,,0.921379661772668,0.698646855738771,,250556003.0,597875891.0,1659246440.0,597875891.0,175931083.0,1.9199999999999995,1.9199999999999995,3.6291478426582016,3.3983528140959605,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2012-09-30,7495675000.0,827962000.0,1275954000.0,7495675000.0,2359243000.0,1956305000.0,570929000.0,64239000.0,,-932219000.0,-488494000.0,-238158000.0,-73395000.0,-176270000.0,-2.5999999999999996,-180820000.0,-277321000.0,,2527234000.0,0.6489,14.6932,0.9266,-2.5999999999999996,-488494000.0,-0.10094678674473126,-0.03177272226984228,,,-0.06517011476618183,-0.09996854584601544,,1.0712054671773954,0.6488964335704892,,216717000.0,446240000.0,1323739000.0,446240000.0,141174000.0,2.37,2.37,5.663396378630334,3.1609219828013657,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2012-12-31,7964218000.0,1164634000.0,1645051000.0,7964218000.0,2424005000.0,1956376000.0,830891000.0,124601000.0,,362362000.0,154922000.0,80465000.0,30522000.0,47750000.0,0.88,91309000.0,29858000.0,,2787267000.0,,13.8577,0.9359,0.88,154922000.0,0.0331950635415356,0.010103314600378844,,,0.019452255073881704,0.02972825060752922,,1.1498602519384242,0.7079622455474025,,228675000.0,456755000.0,1323219000.0,456755000.0,136254000.0,2.5,2.5,6.102324003021313,3.3522318610829775,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2013-03-31,7953730000.0,1002420000.0,926766000.0,7953730000.0,2543470000.0,2455514000.0,232998000.0,65547000.0,,795113000.0,365100000.0,196890000.0,63853000.0,113969000.0,2.15,91406000.0,376341000.0,,2688512000.0,,16.2164,1.103,2.15,365100000.0,0.07740999500682139,0.02475442339631846,,,0.045902991426663965,0.0697823501686359,,1.0570252450392574,1.0816322566861538,,247947000.0,469086000.0,1321189000.0,469086000.0,128005000.0,2.71,2.71,5.731384010607863,3.6645912269051992,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
2013-06-30,7802798000.0,682253000.0,720580000.0,,2581444000.0,2455593000.0,141998000.0,31979000.0,,1111610000.0,451496000.0,235658000.0,96594000.0,133683000.0,2.0,91445000.0,509575000.0,,2597591000.0,,15.1485,0.9841,2.0,451496000.0,0.09128921642305625,0.030201730199859077,,,0.05786334594333981,0.08717763058175895,,1.0062550262566223,0.9468109023286797,,274855000.0,483024000.0,1336866000.0,483024000.0,117574000.0,2.43,2.43,5.37776797840273,4.108255226495654,0.70382535,190.13,141.59,1.14081,30647.564,24.5208,2.0215,6.294
