report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,34449000000.0,3386000000.0,3518000000.0,34449000000.0,10552000000.0,9855000000.0,,87000000.0,3462000000.0,492000000.0,229000000.0,149000000.0,122000000.0,0.8,282700000.0,1000000.0,1000000.0,204000000.0,0.0,9855000000.0,,13.5529,1.1546,0.8,696000000.0,0.021702047005307052,0.006647507910244129,0.0661467359907568,0.14211438474870017,0.014281982060437168,0.024109374234331356,0.0,0.20103986135181975,0.9339461713419257,0.9624786810687891,,,,,,,,,,,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2010-06-30,34389000000.0,3158000000.0,2675000000.0,34389000000.0,10593000000.0,10552000000.0,,178000000.0,6478000000.0,921000000.0,415000000.0,299000000.0,228000000.0,1.44,283200000.0,795000000.0,4000000.0,415000000.0,791000000.0,10552000000.0,,12.6635,1.0954,1.44,1336000000.0,0.039176814877749454,0.012067812381866294,0.06406298240197592,0.14217351034269837,0.026781819767949053,0.04355639631118468,0.12210558814448905,0.2062364927446743,0.9961295194940055,1.1805607476635513,,,,,,,,,,,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2010-09-30,67348000000.0,6882000000.0,5864000000.0,,20647000000.0,20404000000.0,,233000000.0,18200000000.0,3139000000.0,1485000000.0,869000000.0,837000000.0,2.68,283700000.0,1909000000.0,6000000.0,1212000000.0,1903000000.0,20404000000.0,,14.3757,1.2343,2.68,4351000000.0,0.07192328183271178,0.0220496525509295,0.0815934065934066,0.17247252747252748,0.04660865949991091,0.07646585954057149,0.10456043956043956,0.23906593406593407,0.9882307357001017,1.1736016371077762,,,,,,,,,,,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2010-12-31,32435000000.0,2565000000.0,1959000000.0,32435000000.0,10136000000.0,9743000000.0,,78000000.0,-17567000000.0,-2630000000.0,-1225000000.0,-768000000.0,-692000000.0,,,-500000000.0,,-1044000000.0,,9743000000.0,1.4502,14.3445,1.2545,,-3674000000.0,-0.12085635359116022,-0.03776784337906582,0.06973302214379234,0.14971252917401948,-0.08108524741791275,-0.1323004175260325,,0.20914214151534127,0.9612273086029992,1.3093415007656968,10573000000.0,904000000.0,1922000000.0,,2709000000.0,549000000.0,,,3.5965300849021777,3.5009107468123863,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2011-03-31,36186000000.0,3590000000.0,2676000000.0,,11444000000.0,10670000000.0,,516000000.0,3349000000.0,626000000.0,314000000.0,152000000.0,169000000.0,1.06,293600000.0,362000000.0,23000000.0,218000000.0,339000000.0,10670000000.0,,13.6112,1.2934,1.06,844000000.0,0.027437958755679833,0.008677389045487205,0.09375933114362496,0.1869214690952523,0.01729950809705411,0.02830785927466763,0.1012242460435951,0.25201552702299196,0.9323663054875918,1.3415545590433482,10460000000.0,989000000.0,2056000000.0,,2857000000.0,552000000.0,,,3.7346867343367167,3.7246376811594204,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2011-06-30,36019000000.0,3209000000.0,2473000000.0,36019000000.0,11464000000.0,10669000000.0,,492000000.0,6342000000.0,1024000000.0,483000000.0,304000000.0,252000000.0,1.62,293900000.0,1589000000.0,50000000.0,437000000.0,1539000000.0,10669000000.0,,14.5442,1.3623,1.62,1461000000.0,0.04213189113747383,0.013409589383380993,0.076158940397351,0.16146326080100915,0.0284294400177684,0.046265757014412864,0.24266792809839166,0.2303689687795648,0.9306524773203071,1.2976142337242216,10324000000.0,1057000000.0,2159000000.0,,2982000000.0,557000000.0,,,3.5778001341381622,3.8761220825852782,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2011-09-30,36535000000.0,3458000000.0,2959000000.0,36535000000.0,11667000000.0,10369000000.0,,398000000.0,9972000000.0,1781000000.0,869000000.0,448000000.0,477000000.0,2.92,294200000.0,2161000000.0,57000000.0,659000000.0,2104000000.0,10369000000.0,,15.1266,1.4576,2.92,2440000000.0,0.0744835861832519,0.023785411249486795,0.08714400320898516,0.17860008022462895,0.048747776105104695,0.08082229079687783,0.21099077416766948,0.24468511833132772,0.8887460358275477,1.1686380533964178,2096000000.0,441000000.0,801000000.0,,1071000000.0,136000000.0,,,9.681605975723622,5.889705882352941,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2011-12-31,39214000000.0,3638000000.0,2987000000.0,39214000000.0,11649000000.0,10143000000.0,,648000000.0,-6725000000.0,-1192000000.0,-604000000.0,-310000000.0,-298000000.0,-2.03,-587300000.0,-975000000.0,-50000000.0,-430000000.0,-1025000000.0,10143000000.0,1.2179,16.7434,1.5743,-2.03,-1622000000.0,-0.05184994420121899,-0.015402662314479523,0.08981412639405205,0.17724907063197026,-0.03039730708420462,-0.05469897209985316,0.1524163568773234,0.24118959107806692,0.8707185166108679,1.2179444258453298,12938000000.0,1062000000.0,2239000000.0,2957000000.0,3123000000.0,594000000.0,3.5700000000000003,3.5700000000000003,3.2478386167146973,3.7693602693602695,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2012-03-31,39701000000.0,3904000000.0,3840000000.0,39701000000.0,11545000000.0,10041000000.0,,769000000.0,3078000000.0,561000000.0,280000000.0,150000000.0,134000000.0,0.94,294500000.0,402000000.0,9000000.0,233000000.0,393000000.0,10041000000.0,,16.6973,1.5442,0.94,794000000.0,0.024252923343438718,0.0070527190750862695,0.09096816114359974,0.18226120857699804,0.014130626432583561,0.025989066987862502,0.1276803118908382,0.25795971410006496,0.8697271546123864,1.0166666666666666,12667000000.0,1028000000.0,2174000000.0,3011000000.0,3073000000.0,592000000.0,3.45,3.45,3.26749105109014,3.6722972972972974,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
2012-06-30,40049000000.0,4102000000.0,4380000000.0,40049000000.0,11579000000.0,9840000000.0,,1381000000.0,5849000000.0,1036000000.0,494000000.0,304000000.0,240000000.0,1.67,294400000.0,1247000000.0,43000000.0,469000000.0,1204000000.0,9840000000.0,,17.1197,1.6722,1.67,1505000000.0,0.042663442438898004,0.012334889760043946,0.08445888186014704,0.17712429475123953,0.025868311318634672,0.04836827116111863,0.20584715335954865,0.2573089416994358,0.8498143190258226,0.9365296803652968,12174000000.0,1039000000.0,2186000000.0,2676000000.0,3117000000.0,592000000.0,3.5,3.5,3.1568816169393648,3.6925675675675675,0.34538245,116.23,94.96,1.96871,41018.69,20.2862,1.4819,2.425
