report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,1998044000.0,1497240000.0,475939000.0,25245000.0,196365000.0,47000000.0,16072000.0,27884000.0,,0.25,29967000.0,66916000.0,51266000.0,0.0,,48.4256,4.0177,0.25,98266000.0,0.03376903342655256,0.00804386690182999,0.08184757976217757,0.23935018969775673,0.023523005499378392,0.09875215101094888,0.5004252285285056,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2010-09-30,2189851000.0,1701000000.0,465450000.0,100091000.0,297749000.0,68285000.0,22821000.0,41482000.0,,0.36,31140000.0,106668000.0,78407000.0,0.0,,59.5474,4.9025,0.36,146692000.0,0.0490299709958105,0.010421256971364718,0.07664509368629281,0.22933746209055278,0.03118248684499539,0.14670748737780642,0.4926700005709507,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2010-12-31,2176048000.0,1631656000.0,518503000.0,45942000.0,402229000.0,90644000.0,29761000.0,55996000.0,,0.56,31977000.0,133794000.0,106692000.0,0.0,0.5542,73.0768,5.4532,0.56,197336000.0,0.057397932123825705,0.01367662845672522,0.07399018966807465,0.2253542136444662,0.04165533113240149,0.1748186606442007,0.4906060975215611,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2011-03-31,2201747000.0,1574725000.0,600005000.0,47222000.0,107338000.0,24024000.0,8844000.0,13990000.0,,0.24,,31302000.0,28456000.0,0.0,,80.1419,5.764,0.24,52480000.0,0.01473987716769027,0.004016810287467179,0.0823939331830293,0.22381635581061693,0.010911335407746667,0.04003966633611387,0.48892284186401835,0.0,1003681000.0,77498000.0,229953000.0,494774000.0,139352000.0,1.4100000000000001,1.4100000000000001,0.0,1.650159308800735,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2011-06-30,2313521000.0,1669079000.0,617640000.0,12838000.0,,,,,,,,83551000.0,57318000.0,0.0,,83.0869,6.0523,,,,,,,,,,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2011-09-30,2412027000.0,1729940000.0,654501000.0,24254000.0,,,,,,,,129211000.0,87475000.0,0.0,,60.6146,5.309,,,,,,,,,,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2011-12-31,2530468000.0,1782969000.0,718331000.0,57317000.0,,,,,,,,-71776000.0,-53920000.0,0.0,0.57,48.8145,5.5283,,,,,,,,,,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2012-03-31,2527410000.0,1659246000.0,834526000.0,41826000.0,119631000.0,30879000.0,23890000.0,14350000.0,,0.6,,37840000.0,31549000.0,0.0,,43.4801,6.2633,0.6,62428000.0,0.02862702899610078,0.009452364278055401,0.19969740284708812,0.258118715048775,0.012217645732192244,0.03700184296235228,0.5218379851376316,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2012-06-30,2599088000.0,1728428000.0,839387000.0,22341000.0,242095000.0,62030000.0,52050000.0,28486000.0,,1.29,,100864000.0,64341000.0,0.0,,33.3787,6.2172,1.29,126371000.0,0.06200953791278636,0.020026255363419784,0.21499824449079907,0.25622173113860264,0.0238660637885289,0.07389916689202954,0.521989301720399,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2012-09-30,2775835000.0,1845830000.0,894175000.0,13422000.0,364743000.0,92991000.0,82916000.0,42978000.0,,2.03,,158021000.0,97691000.0,0.0,,25.9231,5.6575,2.03,190682000.0,0.09272905191936702,0.02987065153368266,0.22732718653956346,0.254949375313577,0.033500190032909015,0.10399642128218749,0.5227845359609369,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2012-12-31,2751068000.0,1801245000.0,914052000.0,9075000.0,-229304000.0,-55624000.0,-53633000.0,-27063000.0,,-1.3599999999999999,,-85758000.0,-61386000.0,0.0,0.0841,26.0154,5.7508,-1.3599999999999999,-117010000.0,-0.0586760928262287,-0.01949533781062482,0.2338947423507658,0.24257753898754492,-0.02021905674450795,-0.06085430588194107,0.510283292048983,0.0,497165000.0,105223000.0,130276000.0,262471000.0,58751000.0,2.56,2.56,0.0,2.2174260863644872,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2013-03-31,2775008000.0,1807504000.0,932184000.0,8224000.0,133367000.0,38577000.0,21180000.0,15716000.0,,0.5,,42117000.0,34237000.0,0.0,,28.6506,6.024,0.5,72814000.0,0.022720836229757214,0.0076324104290870515,0.15880990050012372,0.2892544632480299,0.013901581544990141,0.04138346077598414,0.5459671432963177,0.0,510901000.0,102513000.0,137974000.0,272857000.0,60117000.0,2.46,2.46,0.0,2.295091238751102,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2013-06-30,2834217000.0,1816899000.0,980297000.0,8792000.0,264356000.0,70160000.0,80269000.0,30906000.0,,1.0,,109382000.0,68236000.0,0.0,,21.581,5.6918,1.0,138396000.0,0.08188232749870702,0.028321402348514598,0.30363978876968933,0.2653996882991118,0.024754632408174815,0.07157014659842885,0.5235213121699527,0.0,533162000.0,130732000.0,146104000.0,284882000.0,62537000.0,2.17,2.17,0.0,2.3362809216943567,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2013-09-30,3028257000.0,1993197000.0,990377000.0,181105000.0,398252000.0,101573000.0,124553000.0,45715000.0,,2.0,,168777000.0,102158000.0,0.0,,18.1947,5.1563,2.0,203731000.0,0.12576321946087196,0.04113026074074955,0.3127492140654661,0.2550470556331167,0.033541737045435706,0.1025599342472614,0.5115630304430361,0.0,566671000.0,172369000.0,154686000.0,297931000.0,65274000.0,2.14,2.14,0.0,2.369795017924442,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2013-12-31,6841925000.0,,,,,,,,,,,,,0.0,0.387,39.3921,7.147,,,,,,,,,,,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2016-12-31,,,,,,,,,,,,,,0.0,0.0764,52.073,9.8195,,,,,,,,,,,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2019-06-30,11274830000.0,4990201000.0,6051466000.0,40972000.0,808568000.0,,125577000.0,91636000.0,1323000.0,1.09,,368467000.0,247266000.0,0.0,,56.37,8.4249,1.09,,0.020751500545487654,0.011137817599023665,0.15530790236566375,,,,,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2019-09-30,11247754000.0,4997488000.0,6016452000.0,25826000.0,1224200000.0,,204222000.0,136149000.0,2814000.0,1.77,,621538000.0,372210000.0,0.0,,55.8452,9.1394,1.77,,0.033943925755578204,0.01815669154926397,0.16682078091815064,,,,,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
2019-12-31,11230450000.0,4926860000.0,6068565000.0,20476000.0,1641017000.0,,353811000.0,179847000.0,3696000.0,3.07,,781420000.0,497790000.0,0.0,0.1165,44.095,9.5069,3.07,,0.058302251026395864,0.03150461468596539,0.2156047134185691,,,,,0.0,,,,,,,,,,0.7733261,169.0,120.3,1.10718,14598.6,32.6657,2.8823,6.6083
