report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-09-30,3250000000.0,1779000000.0,590000000.0,1095000000.0,2155000000.0,300000000.0,269000000.0,643000000.0,1895000000.0,1000000000.0,487000000.0,349000000.0,6000000.0,132000000.0,2.84,123000000.0,373000000.0,73000000.0,79000000.0,300000000.0,569000000.0,2.84,566000000.0,0.16194895591647332,0.10738461538461538,0.1841688654353562,0.5277044854881267,0.2569920844327177,0.14984615384615385,0.1787812041116006,0.158311345646438,0.2986807387862797,0.2640371229698376,3.0152542372881355,,,,,,,,,,,
2011-12-31,3281000000.0,1793000000.0,538000000.0,1082000000.0,2199000000.0,300000000.0,221000000.0,665000000.0,2505000000.0,1324000000.0,647000000.0,457000000.0,7000000.0,183000000.0,3.72,123000000.0,495000000.0,104000000.0,106000000.0,391000000.0,521000000.0,3.72,753000000.0,0.20782173715325147,0.13928680280402317,0.18243512974051895,0.5285429141716567,0.25828343313373253,0.1971959768363304,0.23786764705882352,0.1560878243512974,0.3005988023952096,0.23692587539790813,3.33271375464684,,,,,,,,,,,
2012-03-31,3671000000.0,1759000000.0,768000000.0,1355000000.0,2316000000.0,300000000.0,414000000.0,558000000.0,665000000.0,355000000.0,172000000.0,117000000.0,1000000.0,54000000.0,0.96,122000000.0,144000000.0,32000000.0,32000000.0,112000000.0,714000000.0,0.96,204000000.0,0.050518134715025906,0.031871424679923724,0.17593984962406015,0.5338345864661654,0.2586466165413534,0.046853718332879324,0.05676567656765676,0.16842105263157894,0.3067669172932331,0.3082901554404145,2.2903645833333335,,,,,,,,,,,
2012-06-30,3675000000.0,1795000000.0,738000000.0,1321000000.0,2354000000.0,300000000.0,448000000.0,572000000.0,1329000000.0,695000000.0,339000000.0,232000000.0,2000000.0,105000000.0,1.9,122000000.0,226000000.0,58000000.0,67000000.0,168000000.0,748000000.0,1.9,406000000.0,0.09855564995751911,0.06312925170068028,0.1745673438675696,0.5229495861550038,0.255079006772009,0.09224489795918367,0.109284332688588,0.12641083521444696,0.3054928517682468,0.3177570093457944,2.432249322493225,6394000000.0,1155000000.0,1645000000.0,3374000000.0,971000000.0,1929000000.0,16000000.0,9.42,9.42,0.3877656817003629,102.8125
2012-09-30,3694000000.0,1805000000.0,677000000.0,1253000000.0,2441000000.0,300000000.0,373000000.0,589000000.0,1968000000.0,1019000000.0,495000000.0,344000000.0,3000000.0,148000000.0,2.82,122000000.0,379000000.0,89000000.0,101000000.0,290000000.0,673000000.0,2.82,596000000.0,0.14092585006145023,0.09312398484028153,0.17479674796747968,0.5177845528455285,0.25152439024390244,0.13400108283703302,0.15895953757225434,0.14735772357723578,0.30284552845528456,0.2757066775911512,2.666174298375185,6467000000.0,1150000000.0,1653000000.0,3393000000.0,961000000.0,1959000000.0,13000000.0,9.4,9.4,0.3435426237876468,127.15384615384616
2012-12-31,3820000000.0,1929000000.0,701000000.0,1274000000.0,2546000000.0,300000000.0,383000000.0,724000000.0,-1339000000.0,-722000000.0,-347000000.0,-233000000.0,-2000000.0,-112000000.0,-1.9099999999999997,-244000000.0,-182000000.0,-65000000.0,-64000000.0,-247000000.0,683000000.0,-1.9099999999999997,-411000000.0,-0.09151610369206599,-0.06099476439790576,0.1740104555638536,0.5392083644510829,0.2591486183719193,-0.09083769633507853,-0.10746361102508517,0.18446601941747573,0.30694548170276326,0.26826394344069127,2.7517831669044224,2623000000.0,460000000.0,659000000.0,1347000000.0,323000000.0,795000000.0,4000000.0,3.7699999999999996,3.7699999999999996,0.8591194968553459,164.75
2013-03-31,3581000000.0,1700000000.0,414000000.0,984000000.0,2597000000.0,300000000.0,89000000.0,471000000.0,675000000.0,344000000.0,166000000.0,122000000.0,1000000.0,43000000.0,1.01,121000000.0,154000000.0,25000000.0,35000000.0,129000000.0,389000000.0,1.01,201000000.0,0.04697728147862919,0.034068695895001395,0.18074074074074073,0.5096296296296297,0.24592592592592594,0.04635576654565764,0.055592766242464835,0.19111111111111112,0.29777777777777775,0.14978821717366192,4.106280193236715,2633000000.0,465000000.0,653000000.0,1336000000.0,340000000.0,792000000.0,4000000.0,3.8200000000000003,3.8200000000000003,0.4911616161616162,163.25
2013-12-31,3805000000.0,1921000000.0,383000000.0,910000000.0,2895000000.0,300000000.0,65000000.0,722000000.0,2704000000.0,1361000000.0,661000000.0,491000000.0,4000000.0,166000000.0,4.06,121000000.0,641000000.0,100000000.0,138000000.0,541000000.0,365000000.0,4.06,799000000.0,0.1696027633851468,0.1290407358738502,0.1815828402366864,0.5033284023668639,0.2444526627218935,0.17371879106438895,0.202760736196319,0.20007396449704143,0.29548816568047337,0.12607944732297063,5.015665796344647,4008000000.0,724000000.0,975000000.0,2002000000.0,713000000.0,1185000000.0,6000000.0,5.98,5.98,0.3080168776371308,162.5
