report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,16473309000.0,9346729000.0,,506739000.0,1251327000.0,,,14867000.0,29027000.0,-0.91,,26840000.0,18807000.0,8033000.0,0.0,,,4.3941,-0.91,,,,,,,,0.006419584968597337,,,,,,,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2010-09-30,17740891000.0,10085097000.0,,1016229000.0,2035327000.0,,,26633000.0,24802000.0,-1.02,,316115000.0,30587000.0,285528000.0,0.0,,,5.1413,-1.02,,,,,,,,0.14028605722815057,,,,,,,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2010-12-31,18844605000.0,10591248000.0,,588621000.0,3119342000.0,,,41229000.0,84669000.0,-1.02,,-371885000.0,54160000.0,-426045000.0,0.0,0.811,,5.2253,-1.02,,,,,,,,-0.13658168934345769,,,,,,,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2011-03-31,19248767000.0,10817952000.0,,455811000.0,1153269000.0,,,13803000.0,38850000.0,0.09,457652916.0,441507000.0,5710000.0,435797000.0,0.0,,,6.0568,0.09,,,,,,,,0.3778797487836749,,,7559265000.0,,303313000.0,96532000.0,-2.8600000000000003,-2.8600000000000003,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2011-06-30,22331131000.0,13049899000.0,,434803000.0,2461550000.0,,,27988000.0,103049000.0,,468618734.0,372694000.0,17170000.0,355524000.0,0.0,,252.7292,4.5934,,,,,,,,,0.14443094797993133,,,8769488000.0,,650804000.0,109653000.0,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2011-09-30,22068796000.0,13496537000.0,,592982000.0,2337471000.0,,,41773000.0,95412000.0,-0.31,,758439000.0,25963000.0,732476000.0,0.0,,,4.8628,-0.31,,,,,,,,0.31336260428471624,,,9071632000.0,,1097752000.0,124793000.0,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2011-12-31,21909129000.0,12656843000.0,,754744000.0,-2699714000.0,,,-25740000.0,108400000.0,,,-473027000.0,-12359000.0,-485386000.0,0.0,0.7463,,5.4145,,,,,,,,,0.1797916371882355,,,3252576000.0,,1038411000.0,57824000.0,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2012-03-31,26546361000.0,16521512000.0,,391304000.0,952036000.0,,417632000.0,14518000.0,38753000.0,0.11,517389558.0,134228000.0,13086000.0,121142000.0,0.0,,,5.9342,0.11,,,0.01573217511808869,0.43867248717485474,,,,0.12724518820716862,,,3051343000.0,,723756000.0,58539000.0,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2012-06-30,26142570000.0,15878830000.0,,412545000.0,1579239000.0,591999000.0,-16639000.0,28291000.0,80090000.0,-0.03,517882253.0,346332000.0,20948000.0,325384000.0,0.0,,,5.927,-0.03,591999000.0,,-0.0006364714716265463,-0.010536087318005698,0.3748634627184359,0.02264501921578483,,0.20603847802644185,0.3748634627184359,,2169032000.0,,693616000.0,58842000.0,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
2012-09-30,27800439000.0,16958709000.0,,833515000.0,2802328000.0,827738000.0,112185000.0,47365000.0,119327000.0,0.21,532702872.0,356350000.0,26973000.0,329377000.0,0.0,,180.4531,3.9241,0.21,827738000.0,,0.004035367930700663,0.04003278702564439,0.2953751309625426,0.02977427802489018,,0.11753691930423563,0.2953751309625426,,2633889000.0,,290517000.0,64434000.0,,,1.7490809,190.085,101.73,9.84787,138763.4,45.9601,21.6979,9.6028
