report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,192828000000.0,167519000000.0,25057000000.0,6186000000.0,100000000.0,4223000000.0,,2519000000.0,1768000000.0,158000000.0,742000000.0,9.87,178956699.0,1886000000.0,121000000.0,1765000000.0,6286000000.0,,13.3972,3.4484,9.87,2519000000.0,0.07055912519455641,0.009168792913892174,,,0.013063455514759268,0.08036882238458348,,,0.2508680209123199,,2266000000.0,3324000000.0,2488000000.0,3324000000.0,239000000.0,13.279999999999996,13.279999999999996,1.891095066185319,13.907949790794978,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2012-12-31,200451000000.0,174834000000.0,25403000000.0,5687000000.0,100000000.0,4606000000.0,,-1454000000.0,-1008000000.0,-93000000.0,-467000000.0,-5.439999999999998,-363610399.0,-409000000.0,-110000000.0,-519000000.0,5787000000.0,2.662,14.2575,3.7533,-5.439999999999998,-1454000000.0,-0.03968035271424635,-0.0050286603708637025,,,-0.007253643034956174,-0.046617505610772686,,,0.22780773924339645,,2458000000.0,3524000000.0,1870000000.0,3524000000.0,215000000.0,13.79,13.79,1.6421679909194098,16.390697674418604,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2013-03-31,200738000000.0,175071000000.0,25345000000.0,5687000000.0,,3942000000.0,,909000000.0,632000000.0,54000000.0,284000000.0,3.0,174561132.0,190000000.0,18000000.0,172000000.0,5687000000.0,,17.0744,4.5081,3.0,909000000.0,0.024935884789899387,0.003148382468690532,,,0.004528290607657743,0.029292343387470998,,,0.22438350759518644,,2518000000.0,3618000000.0,2185000000.0,3618000000.0,220000000.0,13.649999999999999,13.649999999999999,1.571862907683803,16.445454545454545,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2013-06-30,193745000000.0,167920000000.0,25589000000.0,4938000000.0,,3668000000.0,,1758000000.0,1361000000.0,107000000.0,496000000.0,7.0,174268870.0,1330000000.0,46000000.0,1284000000.0,4938000000.0,,16.1945,4.4547,7.0,1758000000.0,0.0531869162530775,0.007024697411546104,,,0.009073782549227076,0.057588364398729,,,0.19297354331939506,,2753000000.0,3732000000.0,2702000000.0,3732000000.0,226000000.0,14.43,14.43,1.3231511254019293,16.513274336283185,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2013-09-30,212717000000.0,186531000000.0,25999000000.0,4938000000.0,,3987000000.0,,2724000000.0,2091000000.0,159000000.0,715000000.0,12.0,174012876.0,2476000000.0,60000000.0,2416000000.0,4938000000.0,,16.4856,4.6114,12.0,2724000000.0,0.08042617023731682,0.00982996187422726,,,0.012805746602293187,0.08804990787729902,,,0.18993038193776685,,3076000000.0,3937000000.0,3353000000.0,3937000000.0,227000000.0,16.560000000000002,16.560000000000002,1.254254508509017,17.34361233480176,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2013-12-31,219873000000.0,193203000000.0,26460000000.0,4939000000.0,,4390000000.0,,-1534000000.0,-1152000000.0,-109000000.0,-473000000.0,-5.129999999999999,-349013976.0,-354000000.0,-30000000.0,-384000000.0,4939000000.0,2.4013,18.2116,5.2452,-5.129999999999999,-1534000000.0,-0.04353741496598639,-0.005239388192274631,,,-0.006976754762976809,-0.0488550590783146,,,0.18665910808767952,,2932000000.0,3857000000.0,3488000000.0,3857000000.0,211000000.0,16.869999999999997,16.869999999999997,1.2805289084780918,18.27962085308057,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2014-03-31,216297000000.0,189596000000.0,26478000000.0,5936000000.0,,4394000000.0,,1051000000.0,756000000.0,53000000.0,324000000.0,4.0,171933803.0,,15000000.0,,5936000000.0,,17.4053,5.114,4.0,1051000000.0,0.028552005438477225,0.003495194108101361,,,0.004859059533881653,0.03242426112173752,,,0.22418611677619155,,3056000000.0,3999000000.0,,3999000000.0,210000000.0,17.869999999999997,17.869999999999997,1.4843710927731932,19.042857142857144,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2014-06-30,231693000000.0,204627000000.0,26881000000.0,,,5127000000.0,,2173000000.0,1564000000.0,113000000.0,621000000.0,9.0,171540018.0,,34000000.0,,0.0,,17.1639,5.0303,9.0,2173000000.0,0.058182359287228896,0.006750311835057598,,,0.00937879003681596,0.08083776645214091,,,0.0,,3259000000.0,4414000000.0,,4414000000.0,216000000.0,19.869999999999997,19.869999999999997,0.0,20.435185185185187,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2014-09-30,222812000000.0,195528000000.0,27106000000.0,,,6149000000.0,,3330000000.0,2481000000.0,174000000.0,853000000.0,14.0,171351276.0,,40000000.0,,0.0,,16.5653,4.9693,14.0,3330000000.0,0.09152955065299195,0.011134947848410319,,,0.014945335080695833,0.12285102929240758,,,0.0,,3649000000.0,5020000000.0,,5020000000.0,231000000.0,21.869999999999997,21.869999999999997,0.0,21.73160173160173,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2014-12-31,239808000000.0,212288000000.0,27366000000.0,,,5723000000.0,,-2080000000.0,-1507000000.0,-108000000.0,-667000000.0,-8.0,-343712836.0,,-23000000.0,,0.0,2.8003,18.1192,5.3862,-8.0,-2080000000.0,-0.05506833296791639,-0.006284194021884174,,,-0.008673605551107553,-0.07600672367170942,,,0.0,,3294000000.0,4474000000.0,,4474000000.0,232000000.0,19.0,19.0,0.0,19.28448275862069,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2015-03-31,242714000000.0,215058000000.0,27375000000.0,,,4293000000.0,,1067000000.0,822000000.0,51000000.0,258000000.0,4.0,169723167.0,,98000000.0,,0.0,,18.1923,5.49,4.0,1067000000.0,0.030027397260273973,0.003386702044381453,,,0.004396120536928236,0.03897716894977169,,,0.0,,3360000000.0,4490000000.0,,4490000000.0,230000000.0,19.0,19.0,0.0,19.52173913043478,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2015-06-30,237008000000.0,208878000000.0,27776000000.0,,,4907000000.0,,2305000000.0,1641000000.0,103000000.0,629000000.0,9.0,169418964.0,,134000000.0,,0.0,,16.8953,5.0576,9.0,2305000000.0,0.059079781105990783,0.006923816917572403,,,0.00972541011273881,0.08298531105990783,,,0.0,,3437000000.0,4622000000.0,,4622000000.0,220000000.0,19.0,19.0,0.0,21.009090909090908,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2015-09-30,222216000000.0,193735000000.0,28136000000.0,773000000.0,,198000000.0,,3527000000.0,2484000000.0,153000000.0,971000000.0,14.0,169157188.0,,160000000.0,,773000000.0,,14.9824,4.3629,14.0,3527000000.0,0.0882854705715098,0.011178312992763798,,,0.015871944414443603,0.12200352831298211,,,0.02747369917543361,,3440000000.0,4819000000.0,,4819000000.0,199000000.0,19.0,19.0,0.16040672338659473,24.21608040201005,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2015-12-31,225261000000.0,196217000000.0,28503000000.0,753000000.0,,68000000.0,,-2235000000.0,-1602000000.0,-103000000.0,-608000000.0,-8.0,-339260748.0,,-171000000.0,,753000000.0,2.7864,16.8576,4.946,-8.0,-2235000000.0,-0.05620461004104831,-0.007111750369571297,,,-0.009921824017473064,-0.07639458572600492,,,0.026418271760867276,,3345000000.0,4664000000.0,,4664000000.0,204000000.0,19.0,19.0,0.16144939965694682,22.862745098039216,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2016-03-31,222958000000.0,187000000.0,28394000000.0,791000000.0,,12000000.0,,963000000.0,657000000.0,51000000.0,268000000.0,3.0,167398938.0,,30000000.0,,791000000.0,,17.6897,4.9773,3.0,963000000.0,0.023138691272804112,0.002946743332825016,,,0.004319199131675024,0.032996402261435666,,,0.027857998168627173,,3180000000.0,4560000000.0,,4560000000.0,204000000.0,18.0,18.0,0.17346491228070177,22.352941176470587,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2016-06-30,222055000000.0,185000000.0,28568000000.0,772000000.0,,23000000.0,,2136000000.0,1446000000.0,102000000.0,621000000.0,8.0,167023559.0,,67000000.0,,772000000.0,,17.7644,4.9958,8.0,2136000000.0,0.05061607392887146,0.00651190020490419,,,0.009619238476953907,0.07280163599182005,,,0.027023242789134694,,2985000000.0,4391000000.0,,4391000000.0,203000000.0,17.0,17.0,0.17581416533819175,21.63054187192118,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2016-09-30,226739000000.0,197178000000.0,28904000000.0,4961000000.0,,5454000000.0,,3345000000.0,2321000000.0,154000000.0,954000000.0,13.0,166760912.0,,88000000.0,,4961000000.0,,18.665,5.3372,13.0,3345000000.0,0.08030030445613064,0.010236439253943961,,,0.014752645111780505,0.09877454599143659,,,0.171637143647938,,2822000000.0,4209000000.0,,4209000000.0,204000000.0,15.999999999999998,15.999999999999998,1.178664765977667,20.63235294117647,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2016-12-31,220177000000.0,190833000000.0,29098000000.0,4915000000.0,,6091000000.0,,-1874000000.0,-1252000000.0,-102000000.0,-553000000.0,-5.0,-334603657.0,,-66000000.0,,4915000000.0,3.0036,19.8723,5.6508,-5.0,-1874000000.0,-0.04302701216578459,-0.0056863341765942856,,,-0.008511334063049275,-0.0550965807191368,,,0.16891195271152656,,3172000000.0,4570000000.0,,4570000000.0,205000000.0,19.0,19.0,1.075492341356674,22.29268292682927,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2017-03-31,230586000000.0,201071000000.0,29156000000.0,5619000000.0,,5703000000.0,,1147000000.0,862000000.0,65000000.0,269000000.0,5.0,164856183.0,,19000000.0,,5619000000.0,,18.3911,5.3387,5.0,1147000000.0,0.029565098093016873,0.0037383015447598725,,,0.004974282913967023,0.032983465132997845,,,0.19272190972698586,,3377000000.0,4754000000.0,,4754000000.0,219000000.0,21.0,21.0,1.1819520403870425,21.707762557077626,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2017-06-30,217488000000.0,187601000000.0,29555000000.0,4970000000.0,,5508000000.0,,2389000000.0,1719000000.0,113000000.0,645000000.0,10.0,164544760.0,,55000000.0,,4970000000.0,,19.8388,5.7947,10.0,2389000000.0,0.05816274742006429,0.007903884352240124,,,0.010984514088133598,0.06919623461259956,,,0.16816105565894096,,3650000000.0,5007000000.0,,5007000000.0,230000000.0,23.0,23.0,0.9926103455162772,21.769565217391303,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2017-09-30,220567000000.0,190150000000.0,30042000000.0,5000000000.0,,6165000000.0,,3783000000.0,2666000000.0,159000000.0,1090000000.0,16.0,164289042.0,,100000000.0,,5000000000.0,,20.6477,5.6917,16.0,3783000000.0,0.08874242726849078,0.012087030244778231,,,0.01715125109377196,0.10795616688545175,,,0.16643365954330605,,3995000000.0,5445000000.0,,5445000000.0,235000000.0,26.0,26.0,0.9182736455463728,23.170212765957448,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2017-12-31,220217000000.0,187926000000.0,31825000000.0,5014000000.0,,6894000000.0,,-2047000000.0,-277000000.0,-132000000.0,-1734000000.0,-1.0,-329274950.0,,-19000000.0,,5014000000.0,2.9381,16.4791,6.0003,-1.0,-2047000000.0,-0.008703849175176748,-0.0012578502113824092,,,-0.009295376832851233,-0.055566112000868646,,,0.15754909662215238,,4970000000.0,5272000000.0,,5272000000.0,205000000.0,30.0,30.0,0.951062215477997,25.71707317073171,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2018-03-31,216017000000.0,183434000000.0,31978000000.0,5036000000.0,,5978000000.0,,1375000000.0,1089000000.0,46000000.0,265000000.0,6.0,162918961.0,,33000000.0,,5036000000.0,,16.0556,5.9045,6.0,1375000000.0,0.03405466258052411,0.005041269900054162,,,0.00636523977279566,0.03714810612200789,,,0.1574832697479517,,5197000000.0,5500000000.0,,5500000000.0,186000000.0,31.0,31.0,0.9156363636363636,29.56989247311828,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2018-06-30,195549000000.0,162679000000.0,32130000000.0,4994000000.0,,6599000000.0,7188000000.0,2815000000.0,2162000000.0,92000000.0,603000000.0,13.0,162532637.0,1287000000.0,63000000.0,1224000000.0,4994000000.0,,14.8218,5.4313,13.0,2815000000.0,0.06728913787737317,0.011056052447212718,0.30077907623817474,0.3916249304396216,0.014395368935663184,0.07582695830190712,0.17028380634390652,0.3916249304396216,0.15543106131341425,,5640000000.0,5926000000.0,,5926000000.0,165000000.0,34.0,34.0,0.8427269659129261,35.915151515151514,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2018-09-30,174862000000.0,141789000000.0,32415000000.0,4991000000.0,,6358000000.0,10764000000.0,4211000000.0,3378000000.0,138000000.0,829000000.0,20.0,162140879.0,2552000000.0,108000000.0,2444000000.0,4991000000.0,,13.3373,5.2081,20.0,4211000000.0,0.1042110134197131,0.019318090837346022,0.31382385730211815,0.3912114455592716,0.024081847399663736,0.11257552264342618,0.22705314009661837,0.3912114455592716,0.1539719265772019,,6352000000.0,6354000000.0,,6354000000.0,144000000.0,38.0,38.0,0.7854894554611268,44.125,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2018-12-31,159573000000.0,126033000000.0,32374000000.0,4979000000.0,,6302000000.0,-3754000000.0,-2944000000.0,-2324000000.0,-92000000.0,-621000000.0,-13.0,-325643745.0,-764000000.0,0.0,-764000000.0,4979000000.0,2.7881,14.4646,4.3858,-13.0,-2944000000.0,-0.07178600111200346,-0.014563867320912686,0.619072988811934,0.7842301545018647,-0.018449236399641543,-0.0788156239124033,0.2035162493340437,0.7842301545018647,0.15379625625501947,,4305000000.0,5457000000.0,,5457000000.0,184000000.0,26.0,26.0,0.9124060839288987,29.657608695652176,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2019-03-31,165008000000.0,132637000000.0,31309000000.0,4966000000.0,,3891000000.0,3346000000.0,1233000000.0,1053000000.0,46000000.0,298000000.0,6.61,159348431.0,-225000000.0,58000000.0,-283000000.0,4966000000.0,,15.9504,4.8773,6.61,1233000000.0,0.03363250183653262,0.006381508775332105,0.3147041243275553,0.3684997011356844,0.007472364976243576,0.033990351481736736,-0.08457860131500299,0.3684997011356844,0.1586125395253761,17544000000.0,4269000000.0,5315000000.0,2621000000.0,5315000000.0,184000000.0,26.61,26.61,0.9343367826904986,28.88586956521739,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2019-06-30,163347000000.0,130687000000.0,31893000000.0,5964000000.0,,3920000000.0,6870000000.0,2511000000.0,2056000000.0,98000000.0,620000000.0,13.02,157853711.0,697000000.0,105000000.0,592000000.0,5964000000.0,,17.4037,5.265,13.02,2511000000.0,0.06446555670523313,0.012586701929022266,0.2992721979621543,0.3655021834061135,0.01537218314385939,0.06632855218321579,0.08617176128093158,0.3655021834061135,0.1870002821935848,17226000000.0,4163000000.0,5011000000.0,1989000000.0,5011000000.0,190000000.0,26.63,26.63,1.1901816004789463,26.373684210526317,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2019-09-30,163872000000.0,130268000000.0,32407000000.0,5932000000.0,,4476000000.0,10562000000.0,4013000000.0,3175000000.0,152000000.0,961000000.0,20.17,157385956.0,1628000000.0,160000000.0,1468000000.0,5932000000.0,,16.8579,4.9408,20.17,4013000000.0,0.09797266022772858,0.019374877953524702,0.30060594584359024,0.37994697973868585,0.024488625268502245,0.10467148334594016,0.1389888278735088,0.37994697973868585,0.18304687258925542,17024000000.0,3960000000.0,4813000000.0,1013000000.0,4813000000.0,204000000.0,26.8,26.8,1.2324953251610222,23.59313725490196,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2019-12-31,168622000000.0,133693000000.0,33547000000.0,4955000000.0,,4829000000.0,-6239000000.0,-2206000000.0,-1808000000.0,-93000000.0,-618000000.0,-11.369999999999997,-317128552.0,784000000.0,-69000000.0,715000000.0,4955000000.0,2.002,17.4304,5.3662,-11.369999999999997,-2206000000.0,-0.05389453602408561,-0.010722207066693551,0.28979003045359836,0.3535823048565475,-0.013082515923189144,-0.057295724897407925,-0.1146016989902228,0.3535823048565475,0.14770322234477,14539000000.0,4476000000.0,5551000000.0,2492000000.0,5551000000.0,203000000.0,28.43,28.43,0.8926319582057287,27.344827586206897,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2020-03-31,149020000000.0,114510000000.0,33013000000.0,5933000000.0,,4406000000.0,3710000000.0,684000000.0,806000000.0,46000000.0,-14000000.0,5.15,156416726.0,-938000000.0,52000000.0,-990000000.0,5933000000.0,,16.1346,4.5785,5.15,684000000.0,0.02441462454184715,0.005408669977184271,0.21725067385444743,0.18436657681940702,0.004589987921084418,0.017562779232783855,-0.2668463611859838,0.18436657681940702,0.17971708114985005,14903000000.0,4229000000.0,5002000000.0,1785000000.0,5002000000.0,203000000.0,26.970000000000006,26.970000000000006,1.186125549780088,24.64039408866995,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2020-06-30,157342000000.0,123308000000.0,32730000000.0,7190000000.0,,5466000000.0,7358000000.0,2090000000.0,2020000000.0,97000000.0,347000000.0,12.99,155556187.0,769000000.0,100000000.0,669000000.0,7190000000.0,,18.6829,5.5202,12.99,2090000000.0,0.06171707913229453,0.012838275857685806,0.2745311225876597,0.2840445773307964,0.013283166605229373,0.05235470941883767,0.09092144604512095,0.2840445773307964,0.21967613809960282,15391000000.0,4193000000.0,4581000000.0,1862000000.0,4581000000.0,202000000.0,26.940000000000005,26.940000000000005,1.569526304300371,22.678217821782177,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2020-09-30,165118000000.0,129102000000.0,33873000000.0,7227000000.0,,6507000000.0,11727000000.0,3847000000.0,3384000000.0,151000000.0,811000000.0,21.84,154959812.0,1764000000.0,140000000.0,1624000000.0,7227000000.0,,18.3435,5.4725,21.84,3847000000.0,0.09990257727393499,0.02049443428336099,0.2885648503453569,0.3280463886757056,0.023298489565038338,0.09360097323600973,0.13848384070947387,0.3280463886757056,0.21335577008236647,16556000000.0,4402000000.0,4415000000.0,2018000000.0,4415000000.0,201000000.0,28.610000000000003,28.610000000000003,1.6369195922989808,21.965174129353233,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2020-12-31,176982000000.0,139326000000.0,35283000000.0,7264000000.0,,8664000000.0,-6590000000.0,-926000000.0,-1278000000.0,-89000000.0,94000000.0,-8.130000000000003,-312092143.0,2148000000.0,-98000000.0,2050000000.0,7264000000.0,2.8489,22.3153,6.7917,-8.130000000000003,-926000000.0,-0.03622140974406938,-0.007221073329491135,0.19393019726858876,0.14051593323216996,-0.005232170503215016,-0.02176416668625285,-0.3110773899848255,0.14051593323216996,0.20587818496159624,16205000000.0,4932000000.0,5695000000.0,3353000000.0,5695000000.0,205000000.0,31.85,31.85,1.2755048287971906,27.78048780487805,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2021-03-31,173859000000.0,136019000000.0,35380000000.0,7232000000.0,,6267000000.0,4398000000.0,1545000000.0,1199000000.0,55000000.0,318000000.0,7.77,154301812.0,-573000000.0,48000000.0,-621000000.0,7232000000.0,,21.6115,6.8123,7.77,1545000000.0,0.03388920293951385,0.006896393054141575,0.27262391996361984,0.35129604365620737,0.00888651148344348,0.0362573922838637,-0.14120054570259208,0.35129604365620737,0.20440927077444884,16893000000.0,5325000000.0,6556000000.0,3722000000.0,6556000000.0,214000000.0,34.47,34.47,1.1031116534472238,30.635514018691588,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2021-06-30,176962000000.0,138572000000.0,36033000000.0,6491000000.0,,6416000000.0,9218000000.0,3476000000.0,2577000000.0,107000000.0,972000000.0,16.69,154359353.0,1253000000.0,178000000.0,1075000000.0,6491000000.0,,24.3134,7.3875,16.69,3476000000.0,0.07151777537257514,0.014562448435257287,0.2795617270557605,0.37708830548926014,0.01964263514200789,0.08174207506349356,0.11661965719244956,0.37708830548926014,0.18014042683096052,18753000000.0,5882000000.0,7942000000.0,4128000000.0,7942000000.0,224000000.0,38.17,38.17,0.8173004281037523,35.455357142857146,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
