report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-05-31,18086000000.0,6880500000.0,1764900000.0,,13425400000.0,,68700000.0,3697100000.0,,,-1401900000.0,-1159300000.0,-1001700000.0,-101600000.0,-2.7800000000000002,-853400000.0,-146300000.0,-943800000.0,-254400000.0,-1090100000.0,68700000.0,3.8986,13.7122,2.5965,-2.7800000000000002,-1413700000.0,-0.07461230205431496,-0.0553853809576468,,,,-0.06409930332854141,-0.0859116206342031,,,0.0051171659689841645,3.898521162672106,,1888700000.0,2209600000.0,2760200000.0,-1588400000.0,2814400000.0,4.0,4.0,0.02441017623649801,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2013-09-30,17656600000.0,6291300000.0,1302300000.0,,13532600000.0,,14500000.0,3338600000.0,,,386900000.0,144100000.0,124400000.0,-6600000.0,0.0,427100000.0,,332500000.0,166100000.0,,14500000.0,,11.5671,1.9534,0.0,310200000.0,0.00919261634866914,0.0070455240533285005,,,,0.008161254148590329,0.010636962892427161,,,0.0010714866322805668,4.83091453582124,,1583700000.0,1743500000.0,2399800000.0,,2377000000.0,2.99,2.99,0.006100126209507783,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2014-03-31,18112300000.0,5355400000.0,2163300000.0,,10832300000.0,,41300000.0,2490700000.0,,,411600000.0,266600000.0,217500000.0,-2600000.0,0.0,,,274900000.0,174300000.0,,41300000.0,,18.6793,2.0638,0.0,440900000.0,0.020078838289190663,0.012008414171585055,,,,0.014719279163883107,0.024518098881695115,,,0.0038126713624991922,2.4755697314288354,,743000000.0,840300000.0,1388200000.0,,1363300000.0,0.5099999999999998,0.5099999999999998,0.03029413922100785,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2014-06-30,18293500000.0,5188400000.0,1922300000.0,,11245900000.0,,12700000.0,2367000000.0,,,932800000.0,669800000.0,466000000.0,80100000.0,1.0,,,488900000.0,368700000.0,,12700000.0,,23.5385,2.0639,1.0,1038500000.0,0.04143732382468277,0.025473528849044743,,,,0.03661409790362697,0.05949229922015171,,,0.0011293004561662473,2.699058419601519,,-193800000.0,-78800000.0,329400000.0,,375900000.0,-1.7800000000000002,-1.7800000000000002,0.03378558127161479,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2014-09-30,18455500000.0,5658500000.0,1549600000.0,,10944600000.0,,400000.0,2970600000.0,,,1347500000.0,947200000.0,667900000.0,157700000.0,1.0,,,677300000.0,558200000.0,,400000.0,,18.8324,1.7451,1.0,1505400000.0,0.06102552857116752,0.036189753731949825,,,,0.05132345371298529,0.08654179990863407,,,3.654770389050308e-05,3.651587506453278,,1475800000.0,2027700000.0,3078800000.0,,3295000000.0,2.0,2.0,0.00012139605462822458,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2014-12-31,18283000000.0,5364200000.0,1600400000.0,,10703100000.0,,13500000.0,2374600000.0,,,-765300000.0,-571800000.0,-322800000.0,-50500000.0,0.0,,,-512000000.0,-350300000.0,,13500000.0,3.2661,16.3117,1.8528,0.0,-922100000.0,-0.030159486503910083,-0.01765574577476344,,,,-0.031274954876114425,-0.0533564750013997,,,0.0012613168147546038,3.351787053236691,,1028600000.0,1311800000.0,1926600000.0,,2062700000.0,2.0,2.0,0.006544819896252485,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2015-03-31,17631900000.0,5251600000.0,1620700000.0,,10192200000.0,,10400000.0,2517400000.0,,,419200000.0,318500000.0,294800000.0,30700000.0,0.0,,,229500000.0,182800000.0,,10400000.0,,15.6308,1.877,0.0,501300000.0,0.028924079197817937,0.01671969555181234,,,,0.018063850180638504,0.031217532785760494,,,0.001020388139950158,3.2403282532239155,,1105900000.0,1363700000.0,1934200000.0,,2123100000.0,2.0,2.0,0.004898497480099854,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2015-06-30,17776900000.0,5100100000.0,1883000000.0,,10136800000.0,,27000000.0,2209900000.0,,,1027100000.0,828500000.0,685400000.0,103300000.0,1.0,,,456900000.0,373900000.0,,27000000.0,,13.7068,1.8481,1.0,1202400000.0,0.06761502643832373,0.03855565368540072,,,,0.04660542614291581,0.08151478777622542,,,0.0026635624654723386,2.7084970791290495,,1325300000.0,1522400000.0,2028500000.0,,2287000000.0,2.0,2.0,0.011805859204197638,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2015-09-30,17117900000.0,4263000000.0,1871500000.0,,9614300000.0,,18000000.0,1284900000.0,,,1362400000.0,1074500000.0,845400000.0,113400000.0,2.0,,,702200000.0,554800000.0,,18000000.0,,9.1397,1.2099,2.0,1629300000.0,0.08793151867530657,0.04938689909393092,,,,0.06277055012589161,0.11155175814706768,,,0.0018722111854217157,2.2778519903820467,,1502800000.0,1649700000.0,2043400000.0,,2410900000.0,3.0,3.0,0.0074660915010991745,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2015-12-31,17412400000.0,4144700000.0,2048300000.0,,9531800000.0,,25500000.0,1276300000.0,,,-1090800000.0,-942700000.0,-825200000.0,-148300000.0,-1.0,360300000.0,,-388300000.0,-371700000.0,,25500000.0,2.0239,9.722,1.0934,-1.0,-1314400000.0,-0.08657336494680963,-0.0473915140934047,,,,-0.05413957869104776,-0.09863664424052818,,,0.002675255460668499,2.023482888248792,,1000400000.0,1278800000.0,1717900000.0,,2018600000.0,2.0,2.0,0.012632517586446053,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2016-03-31,17627100000.0,3957100000.0,1814300000.0,,9996800000.0,,41800000.0,1057700000.0,,,236700000.0,163400000.0,256800000.0,-28700000.0,0.0,353200000.0,,235600000.0,183700000.0,,41800000.0,,9.8193,1.121,0.0,347100000.0,0.025688220230473752,0.014568476947427541,,,,0.009269817496922352,0.01627717012332397,,,0.004181338028169014,2.1810615664443587,,962400000.0,1123700000.0,1535400000.0,,1864400000.0,2.0,2.0,0.02242008152756919,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2016-06-30,17684800000.0,3792500000.0,1902700000.0,,9957700000.0,,54000000.0,1059300000.0,,,390700000.0,175700000.0,246700000.0,-38500000.0,0.0,351800000.0,,437300000.0,373000000.0,,54000000.0,,16.3073,1.2023,0.0,548700000.0,0.024774797392972274,0.013949832624626799,,,,0.009935085497150095,0.017549467123465546,,,0.0054229390321058075,1.993220160824092,,523700000.0,470900000.0,899000000.0,,1210700000.0,1.0,1.0,0.04460229619228546,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2016-09-30,17263200000.0,3449200000.0,1939400000.0,,9836700000.0,,53600000.0,653500000.0,,,604100000.0,245400000.0,285900000.0,-68700000.0,0.0,351700000.0,,633700000.0,545700000.0,,53600000.0,,19.4323,1.1476,0.0,791100000.0,0.029064625331666108,0.016561240094536356,,,,0.014215209231196997,0.024812189721242026,,,0.00544898187400246,1.7784881922243994,,-35800000.0,-358200000.0,140700000.0,,372500000.0,-1.0,-1.0,0.14389261744966442,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2016-12-31,16840700000.0,3057700000.0,1476800000.0,,9584600000.0,,100000.0,673100000.0,,,-421500000.0,-265500000.0,-491600000.0,61700000.0,0.0,-705000000.0,,-463500000.0,-391200000.0,,100000.0,2.0704,34.7414,1.4439,0.0,-656700000.0,-0.05129061202345429,-0.0291911856395518,,,,-0.01576537792372051,-0.027700397508529217,,,1.0433403584917472e-05,2.0704902491874324,,297800000.0,319000000.0,810000000.0,,1030200000.0,0.0,0.0,9.706853038245001e-05,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2017-03-31,17096400000.0,3216200000.0,1633400000.0,,9621800000.0,,124100000.0,675300000.0,,,129600000.0,30100000.0,-900000.0,9700000.0,0.0,350500000.0,,223800000.0,158800000.0,,124100000.0,,256.0675,1.4494,0.0,188900000.0,-9.353759171880522e-05,-5.264266161297115e-05,,,,0.0017606045717227018,0.003088478231871864,,,0.012897794591448585,1.9690216725847924,,40100000.0,185700000.0,702900000.0,,872000000.0,0.0,0.0,0.1423165137614679,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2017-06-30,17444400000.0,3337200000.0,1872000000.0,,9756100000.0,,65300000.0,660600000.0,,,321900000.0,124700000.0,96400000.0,-12900000.0,0.0,351800000.0,,392300000.0,324700000.0,,65300000.0,,54.3303,1.1213,0.0,449400000.0,0.009880997529750617,0.005526128728990392,,,,0.007148425855862053,0.012696764208768608,,,0.006693248326687919,1.7826923076923078,,-110200000.0,134700000.0,634100000.0,,772700000.0,0.0,0.0,0.08450886501876537,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2017-09-30,17803100000.0,3375500000.0,1897800000.0,,10114200000.0,,58600000.0,685700000.0,,,562700000.0,338600000.0,323900000.0,4700000.0,0.0,351900000.0,524300000.0,589900000.0,493500000.0,-65600000.0,58600000.0,,22.7377,1.0635,0.0,832100000.0,0.03202428269166123,0.018193460689430493,,,,0.019019159584566733,0.03328483799937087,,,0.005793834411026082,1.7786384234376647,,-72200000.0,227900000.0,592700000.0,,813700000.0,0.0,0.0,0.07201671377657613,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2017-12-31,18633400000.0,4616500000.0,2031100000.0,,9617500000.0,,6100000.0,2153500000.0,,,-171400000.0,-27700000.0,-526600000.0,493400000.0,0.0,-703300000.0,411200000.0,-385900000.0,-311500000.0,25300000.0,6100000.0,2.2733,,1.2626,0.0,-339200000.0,-0.05475435404211074,-0.028261079566799404,,,,-0.0014865778655532538,-0.002878340745666902,,,0.0006342604626982063,2.272906306927281,,-107200000.0,465700000.0,842800000.0,,1131200000.0,0.0,0.0,0.005392503536067892,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2018-03-31,20452300000.0,3841400000.0,2220500000.0,,10455000000.0,,71800000.0,659400000.0,,,242100000.0,80700000.0,42300000.0,-49900000.0,0.0,384100000.0,-71000000.0,223300000.0,217500000.0,-294300000.0,71800000.0,,,1.1749,0.0,298200000.0,0.004045911047345767,0.0020682270453689804,,,,0.0039457664908103245,0.007666147357221568,,,0.0068675274988044,1.7299707273136682,,-64000000.0,516300000.0,955300000.0,,1240500000.0,0.0,0.0,0.05787988714228134,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2018-06-30,20398000000.0,4170400000.0,2594900000.0,,10196400000.0,,20200000.0,1035300000.0,,,536700000.0,277000000.0,110200000.0,-46200000.0,0.0,385500000.0,736000000.0,424400000.0,434300000.0,311600000.0,20200000.0,,,1.3037,0.0,711300000.0,0.01080773606370876,0.005402490440239239,,,,0.013579762721835474,0.02711273809290762,,,0.0019810913655800085,1.6071524914254884,,-50200000.0,668600000.0,1170100000.0,-23000000.0,1502400000.0,0.0,0.0,0.013445154419595314,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2018-09-30,20414700000.0,4178000000.0,2502400000.0,,10441600000.0,,25700000.0,1029900000.0,,,1032200000.0,670300000.0,357700000.0,44400000.0,0.0,386100000.0,1259800000.0,665400000.0,648800000.0,594400000.0,25700000.0,,,1.3834,0.0,1319100000.0,0.03425720196138523,0.017521687803396573,,,,0.03283418321111748,0.06403752639171516,,,0.002461308611707018,1.6695971867007673,,-16400000.0,1000300000.0,1639600000.0,637000000.0,1989400000.0,0.0,0.0,0.012918467879762743,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2018-12-31,20119200000.0,4237000000.0,2483700000.0,,10397300000.0,,11500000.0,847700000.0,,,-312600000.0,-99700000.0,-40200000.0,128800000.0,1.0,-769300000.0,-515000000.0,-358600000.0,-416700000.0,-873600000.0,11500000.0,1.7057,23.9566,1.1744,1.0,-516400000.0,-0.003866388389293374,-0.0019980913754026005,,,,-0.004955465426060678,-0.009578433633079702,,,0.0011060563800217363,1.705922615452752,,470000000.0,928300000.0,1498400000.0,-261900000.0,1812200000.0,1.0,1.0,0.006345877938417393,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2019-03-31,20445300000.0,4146300000.0,2397200000.0,20445300000.0,10601200000.0,4533000000.0,167500000.0,384600000.0,,1899700000.0,309500000.0,202100000.0,130800000.0,46600000.0,0.34,387400000.0,-175500000.0,313900000.0,218100000.0,-489400000.0,4700500000.0,,19.2306,1.1243,0.34,420200000.0,0.012338225861223257,0.006397558363046764,0.06885297678580829,0.16292046112544087,0.10638521871874507,0.009884912424860481,0.013207682806485554,-0.2576196241511818,0.22119281991893458,0.44339320076972416,1.7296429167361922,,558500000.0,1049700000.0,1565800000.0,-457000000.0,1934200000.0,1.34,1.34,2.4302037017888534,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2019-06-30,20643900000.0,4228800000.0,2526900000.0,,10473000000.0,,94400000.0,401900000.0,,,536700000.0,-39800000.0,-102300000.0,-5100000.0,-0.27,385700000.0,331800000.0,608800000.0,438800000.0,-277000000.0,94400000.0,,37.8597,1.0235,-0.27,399000000.0,-0.009767974792323117,-0.004955458997573133,,,,-0.001927930284490818,-0.003766300130590306,,,0.00901365415831185,1.6735130001187226,,346000000.0,732900000.0,1565800000.0,-1045600000.0,1621900000.0,1.07,1.07,0.058203341759664594,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2019-09-30,20440100000.0,4125300000.0,2724500000.0,,10100400000.0,,88000000.0,641100000.0,,,816600000.0,99700000.0,-146400000.0,64100000.0,-0.38,385500000.0,817800000.0,931100000.0,649600000.0,-113300000.0,88000000.0,,,0.8332,-0.38,749300000.0,-0.014494475466318166,-0.007162391573426744,,,,0.004877666939007147,0.009785638569353381,,,0.00871252623658469,1.514149385208295,,-158100000.0,162300000.0,1350200000.0,-1753300000.0,1052100000.0,0.69,0.69,0.08364223933086208,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2019-12-31,19298500000.0,3718200000.0,2591700000.0,,9185500000.0,,41600000.0,519100000.0,,7006600000.0,-765500000.0,-1356900000.0,-949500000.0,-330300000.0,-2.4699999999999998,-774800000.0,121300000.0,-581600000.0,-423800000.0,-460300000.0,41600000.0,1.4344,,0.9203,-2.4699999999999998,-1780700000.0,-0.10336944096674106,-0.049200715081483014,-0.13551508577626808,-0.10925413181857106,-0.1936602631804299,-0.07031116408010986,-0.14705595474200994,-0.06569520166699969,-0.25414609082864725,0.00452887703445648,1.434656788980206,,-1067400000.0,-1094900000.0,897300000.0,-1340000000.0,-212200000.0,-2.78,-2.78,-0.19604147031102734,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2020-03-31,18975500000.0,4221100000.0,3269000000.0,,8386200000.0,,,1069200000.0,,1798100000.0,41400000.0,-66200000.0,-203000000.0,-133000000.0,-0.54,378800000.0,189900000.0,263500000.0,217800000.0,-73600000.0,0.0,,,0.4658,-0.54,151600000.0,-0.024206434380291433,-0.010698005322652894,-0.11289694677715366,0.02302430343139981,-0.036816639786441244,-0.0034887091249242446,-0.007893920965395531,-0.04093209498915522,0.08431121739614036,0.0,1.291251147139798,,-1401200000.0,-1363200000.0,629200000.0,-924200000.0,-480800000.0,-3.6599999999999997,-3.6599999999999997,-0.0,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2020-06-30,19020600000.0,4055600000.0,3112900000.0,,8493000000.0,,,1073300000.0,,3842800000.0,298400000.0,19600000.0,-155600000.0,-135700000.0,-0.41,378900000.0,1003600000.0,520700000.0,433200000.0,482900000.0,0.0,,,0.5468,-0.41,452800000.0,-0.018320970210761803,-0.008180604187039316,-0.04049130842094306,0.0776517122931196,0.005100447590298741,0.0010304617099355436,0.002307782880018839,0.1256635786405746,0.1178307484126158,0.0,1.3028365832503452,,-1454500000.0,-1303800000.0,390900000.0,-164300000.0,-427000000.0,-3.8,-3.8,-0.0,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2020-09-30,18851600000.0,3748800000.0,2865700000.0,,8532800000.0,,,923000000.0,,6224300000.0,653500000.0,118100000.0,-161800000.0,-97600000.0,-0.43,379000000.0,1344200000.0,785800000.0,639100000.0,558400000.0,0.0,,,0.8344,-0.43,757200000.0,-0.01896212263266454,-0.008582825860934881,-0.02599489099175811,0.10499172597721833,0.018974021175071895,0.006264720235948143,0.013840708794299644,0.08971289944250758,0.12165223398615105,0.0,1.3081620546463342,18871800000.0,-1469900000.0,-1285400000.0,227800000.0,507400000.0,-419100000.0,-3.8499999999999996,-3.8499999999999996,-0.0,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2020-12-31,19789800000.0,3521200000.0,3146500000.0,,9581400000.0,,,574000000.0,,-3183500000.0,71600000.0,341400000.0,1186500000.0,-212200000.0,3.13,-755400000.0,-955100000.0,-399400000.0,-442500000.0,-1354500000.0,0.0,1.1188,13.0955,1.0047,3.13,-101100000.0,0.12383367775064187,0.059955128399478516,-0.37270299984294014,-0.02249096905921156,-0.1072404586147322,0.017251311281569294,0.03563153610119607,0.42547510601539185,0.0317574996073504,0.0,1.119084697282695,8681700000.0,666100000.0,412900000.0,1064900000.0,-386800000.0,1260500000.0,1.75,1.75,0.0,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2021-03-31,19902100000.0,3727300000.0,3355000000.0,,9624200000.0,,,692000000.0,,2297100000.0,434900000.0,313200000.0,156700000.0,59700000.0,0.41,382800000.0,318800000.0,288600000.0,209100000.0,30200000.0,0.0,,11.6999,1.3073,0.41,522300000.0,0.01628187277903618,0.007873540983112335,0.06821644682425668,0.18932567149884638,0.13634582734752515,0.01573703277543576,0.03254296461004551,0.013147011449218579,0.22737364503069088,0.0,1.1109687034277198,9180700000.0,1025800000.0,792300000.0,1458400000.0,-283000000.0,1631200000.0,2.7,2.7,0.0,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2021-06-30,21473500000.0,4987600000.0,4137900000.0,,10338000000.0,,,1417600000.0,,5097800000.0,1187200000.0,797200000.0,593900000.0,175600000.0,1.55,383000000.0,1333900000.0,585800000.0,412600000.0,748100000.0,0.0,,8.5634,1.22,1.55,1209800000.0,0.05744824917779068,0.02765734509977414,0.11650123582721958,0.23288477382400252,0.1563811840401742,0.03712482827671316,0.07711356161733411,0.14674957824944093,0.23731805877045,0.0,1.2053457067594673,10435700000.0,1775300000.0,1569900000.0,2347200000.0,-17800000.0,2388200000.0,4.66,4.66,0.0,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2021-09-30,21081500000.0,4599100000.0,3494500000.0,,10420400000.0,,,842800000.0,,8516400000.0,2051700000.0,1498800000.0,965800000.0,352200000.0,2.52,383000000.0,1756600000.0,925800000.0,598700000.0,830800000.0,0.0,,7.5653,1.2366,2.52,2097500000.0,0.09268358220413804,0.045812679363422905,0.11340472500117421,0.24091165281104693,0.1759898548682542,0.07109551028152646,0.14383325016314152,0.09755295664834907,0.24628951200037574,0.0,1.3160967234225212,12727800000.0,2902900000.0,2950600000.0,3745400000.0,254600000.0,3728500000.0,7.609999999999999,7.609999999999999,0.0,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
2021-12-31,22036400000.0,5325300000.0,4787400000.0,,10604100000.0,,,769500000.0,,-3553900000.0,-473500000.0,-140700000.0,-85800000.0,10200000.0,-0.21000000000000085,-767200000.0,-1222300000.0,-511600000.0,-407500000.0,-1733900000.0,0.0,1.1124,9.1308,1.2048,-0.21000000000000085,-548200000.0,-0.008091210003677823,-0.0038935579314225556,0.024142491347533695,0.13323391204029375,0.03959030923773882,-0.006384890453976148,-0.013268452768268877,0.4878865471735277,0.15425307408762204,0.0,1.112357438275473,12357400000.0,1630600000.0,2468500000.0,3200300000.0,-124800000.0,3281400000.0,4.27,4.27,0.0,0.9392208,38.23,22.36,14.19983,8318.638,15.3849,0.6327,0.6902
