report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-10-03,1824400000.0,961600000.0,227500000.0,,753800000.0,,,590800000.0,,284700000.0,169400000.0,31300000.0,14300000.0,9000000.0,8600000.0,0.06,231800000.0,63900000.0,8000000.0,55900000.0,0.0,,45.9493,2.5368,0.06,31300000.0,0.01897054921729902,0.007838193378645034,0.0502283105022831,0.5950122936424306,0.1099402880224798,0.017156325367244027,0.041522950384717434,0.1963470319634703,0.1099402880224798,0.0,4.226813186813187,1121200000.0,36200000.0,128700000.0,660300000.0,111200000.0,128700000.0,34400000.0,0.14999999999999997,0.14999999999999997,0.0,3.741279069767442,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2021-01-02,1915200000.0,1046400000.0,263600000.0,,801000000.0,,,644200000.0,229000000.0,584600000.0,349500000.0,73600000.0,36200000.0,18000000.0,21100000.0,0.16,231300000.0,132600000.0,18500000.0,114100000.0,0.0,,55.1531,3.048,0.16,73600000.0,0.04519350811485643,0.01890142021720969,0.06192268217584673,0.5978446801231612,0.12589804994868287,0.03842940685045948,0.09188514357053683,0.1951761888470749,0.12589804994868287,0.0,3.969650986342944,1092300000.0,37600000.0,136600000.0,645900000.0,169300000.0,136600000.0,35700000.0,0.15999999999999998,0.15999999999999998,0.0,3.8263305322128853,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2021-04-03,1926800000.0,1080000000.0,273100000.0,1926800000.0,811800000.0,,,672200000.0,,888000000.0,531500000.0,109500000.0,48000000.0,27000000.0,35300000.0,0.21,233800000.0,180700000.0,26700000.0,154000000.0,0.0,,33.3016,3.2073,0.21,109500000.0,0.059127864005912786,0.024911770811708533,0.05405405405405406,0.598536036036036,0.12331081081081081,0.05682997716421009,0.13488543976348855,0.17342342342342343,0.12331081081081081,0.0,3.9545953863053827,1110600000.0,83600000.0,171300000.0,666700000.0,238500000.0,171300000.0,37600000.0,0.36,0.36,0.0,4.555851063829787,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2021-07-03,1961400000.0,1112100000.0,705000000.0,,774800000.0,,414200000.0,697800000.0,228000000.0,-558400000.0,-336000000.0,-72200000.0,-52400000.0,-17900000.0,-1700000.0,-0.22999999999999998,-461000000.0,-133900000.0,-1100000.0,-135000000.0,414200000.0,1.4886,58.5993,3.2992,-0.22999999999999998,-72200000.0,-0.06763035622096025,-0.026715611298052413,0.09383954154727794,0.6017191977077364,0.12929799426934097,-0.03681044152136229,-0.06072329688814129,0.2417621776504298,0.12929799426934097,0.5345895715023232,1.5774468085106383,1198900000.0,46100000.0,142200000.0,714400000.0,189000000.0,142200000.0,36100000.0,0.19999999999999998,0.19999999999999998,2.9127988748241913,3.9390581717451525,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2021-10-02,2169500000.0,1332600000.0,292500000.0,,858600000.0,,0.0,915600000.0,,326800000.0,195000000.0,46900000.0,-54800000.0,3600000.0,13600000.0,-0.24,231100000.0,53400000.0,15700000.0,37700000.0,0.0,,,2.9606,-0.24,46900000.0,-0.06382483112042861,-0.025259276330951833,-0.16768665850673195,0.5966952264381885,0.14351285189718482,0.02161788430513943,0.05462380619613324,0.1153610771113831,0.14351285189718482,0.0,4.555897435897436,1241000000.0,-23000000.0,157800000.0,740000000.0,170800000.0,157800000.0,30700000.0,-0.09999999999999998,-0.09999999999999998,0.0,5.140065146579804,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2022-01-01,2019600000.0,1180600000.0,285100000.0,,774800000.0,,0.0,732100000.0,,641600000.0,385500000.0,96200000.0,-20200000.0,10700000.0,15900000.0,-0.09,233600000.0,75600000.0,34100000.0,41500000.0,0.0,,14126.5,3.3744,-0.09,96200000.0,-0.02607124419204956,-0.010001980590215884,-0.031483790523690776,0.6008416458852868,0.14993765586034913,0.047633194692018224,0.12416107382550336,0.06468204488778055,0.14993765586034913,0.0,4.141003156787092,1298000000.0,-79400000.0,180400000.0,776000000.0,98200000.0,180400000.0,23400000.0,-0.35,-0.35,0.0,7.7094017094017095,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2022-04-02,1878000000.0,1044000000.0,259700000.0,,709900000.0,,0.0,589800000.0,,957100000.0,572400000.0,137000000.0,-1000000.0,17100000.0,25300000.0,0.0,232100000.0,104500000.0,53400000.0,51100000.0,0.0,,1592.0851,2.8879,0.0,137000000.0,-0.001408649105507818,-0.0005324813631522897,-0.0010448229025180231,0.5980566294013164,0.14314073764496918,0.07294994675186368,0.19298492745457108,0.053390450318670984,0.14314073764496918,0.0,4.020023103581055,1367100000.0,-128400000.0,207900000.0,816900000.0,-4700000.0,207900000.0,13500000.0,-0.5599999999999999,-0.5599999999999999,0.0,15.4,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2022-07-02,1827900000.0,1005100000.0,369300000.0,,671700000.0,,68400000.0,559900000.0,,-633100000.0,-379400000.0,-95100000.0,91500000.0,-8100000.0,-5200000.0,0.39999999999999997,-458600000.0,-55400000.0,-30700000.0,-86100000.0,68400000.0,2.7236,192.4071,2.3076,0.39999999999999997,-95100000.0,0.13622152746761948,0.05005744296733957,-0.1445269309745696,0.5992734165218765,0.15021323645553625,-0.05202691613326768,-0.1284961491690312,0.13599747275311957,0.15021323645553625,0.10183117463153193,2.7216355266720824,1292400000.0,15500000.0,185000000.0,773500000.0,44200000.0,185000000.0,23300000.0,0.06999999999999995,0.06999999999999995,0.36972972972972973,7.939914163090129,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2022-10-01,1765100000.0,950800000.0,333200000.0,,648400000.0,,68000000.0,512600000.0,,310200000.0,184800000.0,49800000.0,32600000.0,6100000.0,12200000.0,0.14,230400000.0,26600000.0,14800000.0,11800000.0,68000000.0,,29.5779,2.3856,0.14,49800000.0,0.05027760641579272,0.018469208543425302,0.10509348807221147,0.5957446808510638,0.16054158607350097,0.02821369894056994,0.0695142378559464,0.038039974210186976,0.16054158607350097,0.10487353485502776,2.853541416566627,1275800000.0,102900000.0,187900000.0,763300000.0,18300000.0,187900000.0,25800000.0,0.44999999999999996,0.44999999999999996,0.3618946248004258,7.282945736434108,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2022-12-31,1828000000.0,911900000.0,328700000.0,,687800000.0,,68000000.0,484100000.0,,594700000.0,351800000.0,72700000.0,41000000.0,12300000.0,22700000.0,0.18,228800000.0,72800000.0,32900000.0,39900000.0,68000000.0,,31.0173,1.9101,0.18,72700000.0,0.059610351846467,0.022428884026258207,0.06894232386077014,0.5915587691272911,0.12224651084580461,0.03977024070021882,0.09618946811325747,0.0670926517571885,0.12224651084580461,0.09886594940389648,2.774262245208397,1228900000.0,164100000.0,164400000.0,729600000.0,16700000.0,164400000.0,27400000.0,0.72,0.72,0.41362530413625304,6.0,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2023-04-01,1917400000.0,1003000000.0,412600000.0,,682300000.0,,164200000.0,580600000.0,,842500000.0,492800000.0,70600000.0,25600000.0,19000000.0,28700000.0,0.11,227600000.0,90600000.0,43700000.0,46900000.0,164200000.0,,56.8618,2.0325,0.11,70600000.0,0.03752015242561923,0.013351413372274955,0.030385756676557865,0.5849258160237388,0.08379821958456973,0.036820694690727025,0.08340224453632605,0.05566765578635015,0.08379821958456973,0.24065660266744834,2.4309258361609305,1114300000.0,190700000.0,98000000.0,650000000.0,12500000.0,98000000.0,29300000.0,0.83,0.83,1.6755102040816328,3.3447098976109215,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2023-07-01,1850500000.0,945000000.0,343500000.0,,690800000.0,,96200000.0,506500000.0,,-641300000.0,-390600000.0,-110700000.0,-73700000.0,-10300000.0,-28400000.0,-0.32,-460200000.0,-75900000.0,-40300000.0,-116200000.0,96200000.0,2.7471,99.099,2.2846,-0.32,-110700000.0,-0.10668789808917198,-0.03982707376384761,0.11492281303602059,0.6090753157648526,0.1726181194448776,-0.059821669818967846,-0.14066073697585768,0.18119444877592392,0.1726181194448776,0.1392588303416329,2.7510917030567685,1106100000.0,25500000.0,82400000.0,638800000.0,-17600000.0,82400000.0,27100000.0,0.10999999999999993,0.10999999999999993,1.1674757281553398,3.040590405904059,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2023-09-30,1802100000.0,916100000.0,310900000.0,,675200000.0,,96200000.0,520600000.0,,247900000.0,144400000.0,16000000.0,9800000.0,7800000.0,8600000.0,0.04,224200000.0,50300000.0,6700000.0,43600000.0,96200000.0,,735.8573,1.9034,0.04,16000000.0,0.014514218009478674,0.005438099994450918,0.03953206938281565,0.582492940701896,0.0645421540943929,0.008878530603185173,0.020741508944775732,0.17587736990722067,0.0645421540943929,0.14247630331753555,2.9466066259247348,1043800000.0,2700000.0,48600000.0,598400000.0,14200000.0,48600000.0,28800000.0,0.009999999999999919,0.009999999999999919,1.9794238683127572,1.6875,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2023-12-30,1856200000.0,965300000.0,312100000.0,,728000000.0,,96300000.0,543700000.0,,502400000.0,292400000.0,38400000.0,20500000.0,15700000.0,16200000.0,0.09,223900000.0,70700000.0,12500000.0,58200000.0,96300000.0,,447.9027,2.209,0.09,38400000.0,0.02815934065934066,0.011044068527098373,0.04080414012738853,0.5820063694267515,0.07643312101910828,0.02068742592393061,0.04658498119616644,0.11584394904458599,0.07643312101910828,0.13228021978021978,3.092918936238385,951500000.0,-17800000.0,14300000.0,539000000.0,32500000.0,14300000.0,32200000.0,-0.08000000000000007,-0.08000000000000007,6.734265734265734,0.4440993788819876,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2024-03-30,1744000000.0,867600000.0,227800000.0,,705100000.0,,0.0,454200000.0,,748400000.0,430300000.0,26500000.0,-4100000.0,23400000.0,25200000.0,-0.02,222500000.0,90200000.0,15700000.0,74500000.0,0.0,,,1.9991,-0.02,26500000.0,-0.005814778045667281,-0.0023509174311926607,-0.005478353821485837,0.574959914484233,0.035408872260823086,0.015194954128440368,0.03758332151467877,0.09954569748797434,0.035408872260823086,0.0,3.8086040386303774,857400000.0,-47500000.0,-29800000.0,476500000.0,60100000.0,-29800000.0,36600000.0,-0.21000000000000005,-0.21000000000000005,-0.0,-0.8142076502732241,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2024-09-28,1737600000.0,864000000.0,232800000.0,1035500000.0,702100000.0,,,467900000.0,,238200000.0,136100000.0,11500000.0,-1800000.0,,9000000.0,-0.01,222000000.0,13500000.0,7300000.0,6200000.0,0.0,,,2.0185,-0.01,11500000.0,-0.00256373735935052,-0.0010359116022099447,-0.007556675062972292,0.5713685978169606,0.04827875734676742,0.006618324125230202,0.016379433129183878,0.026028547439126783,0.04827875734676742,0.0,3.711340206185567,1736900000.0,24400000.0,92400000.0,1003200000.0,182500000.0,92400000.0,,0.09999999999999995,0.09999999999999995,0.0,,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2024-12-28,1725100000.0,880400000.0,248000000.0,1042300000.0,682800000.0,,,488000000.0,,509000000.0,296900000.0,33700000.0,7300000.0,,18500000.0,0.03,224400000.0,58200000.0,15500000.0,42700000.0,0.0,,,2.2203,0.03,33700000.0,0.010691271236086701,0.004231638745579966,0.014341846758349706,0.5833005893909626,0.0662082514734774,0.019535099414526694,0.04935559461042765,0.08388998035363458,0.0662082514734774,0.0,3.55,1998000000.0,21900000.0,110100000.0,1155700000.0,181600000.0,110100000.0,,0.08999999999999994,0.08999999999999994,0.0,,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2025-03-29,1933200000.0,835400000.0,544700000.0,1204400000.0,728800000.0,,244800000.0,374200000.0,,793800000.0,457600000.0,42200000.0,26800000.0,,2200000.0,0.12,225200000.0,66000000.0,22300000.0,43700000.0,244800000.0,,487.3957,2.3769,0.12,42200000.0,0.03677277716794731,0.013863025036209394,0.033761652809271854,0.5764676240866717,0.05316200554295793,0.021829091661493896,0.043344289235825804,0.05505165028974553,0.05316200554295793,0.3358946212952799,1.533688268771801,2289400000.0,28200000.0,113900000.0,1320900000.0,167100000.0,113900000.0,,0.11999999999999994,0.11999999999999994,2.1492537313432836,,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2025-06-28,1993800000.0,885200000.0,589700000.0,1213600000.0,780200000.0,,246200000.0,423600000.0,,-456700000.0,-269500000.0,-29900000.0,2500000.0,,-25300000.0,0.010000000000000009,-445900000.0,-47900000.0,-17300000.0,-65200000.0,246200000.0,1.5011,64.5975,2.0732,0.010000000000000009,-29900000.0,0.003204306588054345,0.001253887049854549,-0.005474052988832932,0.59010291219619,0.06546967374644186,-0.014996489116260408,-0.029130943102104442,0.14276330194876286,0.06546967374644186,0.3155601127915919,1.5011022553840936,1084300000.0,34800000.0,57500000.0,621100000.0,27400000.0,57500000.0,,0.14999999999999994,0.14999999999999994,4.281739130434783,,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2025-09-27,2082100000.0,990300000.0,497500000.0,1358200000.0,723900000.0,,151100000.0,543800000.0,,299100000.0,169000000.0,7600000.0,-21400000.0,,19000000.0,-0.1,222900000.0,31000000.0,8500000.0,22500000.0,151100000.0,,184.2125,2.445,-0.1,7600000.0,-0.02956209421190772,-0.01027808462609865,-0.07154797726512872,0.5650284185891007,0.02540956201939151,0.003650160895249988,0.008685714285714286,0.07522567703109329,0.02540956201939151,0.20873048763641386,1.9905527638190954,1145200000.0,15200000.0,53600000.0,654000000.0,43700000.0,53600000.0,,0.05999999999999994,0.05999999999999994,2.8190298507462686,,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2025-12-27,2777800000.0,1278600000.0,489600000.0,1943500000.0,834300000.0,,53400000.0,765500000.0,,668400000.0,379600000.0,19000000.0,-69500000.0,,28700000.0,-0.31,223400000.0,73500000.0,14100000.0,59400000.0,53400000.0,,,3.2483,-0.31,19000000.0,-0.0833033680930121,-0.025019799841601267,-0.10397965290245362,0.5679233991621784,0.028426092160383006,0.006839945280437756,0.021403627351582744,0.08886894075403949,0.028426092160383006,0.06400575332614168,2.611519607843137,1304600000.0,-61600000.0,38900000.0,736700000.0,60400000.0,38900000.0,,-0.28,-0.28,1.3727506426735219,,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
