report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,819719000000.0,764540000000.0,48264000000.0,189203000000.0,3323000000.0,,9078000000.0,,1776000000.0,1367000000.0,436000000.0,0.99,1626207327.0,21094000000.0,154000000.0,192526000000.0,,12.3558,1.1635,0.99,,0.03679761312779711,0.0021665961140341994,0.19563780568407138,,,,,3.9890187303165923,,,,,,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2010-06-30,809456000000.0,750297000000.0,51013000000.0,182810000000.0,3835000000.0,,17028000000.0,,3736000000.0,2970000000.0,653000000.0,2.08,1687528753.0,29379000000.0,1191000000.0,186645000000.0,,6.3416,0.8602,2.08,,0.07323623390116245,0.004615445434958787,0.21940333568240544,,,,,3.658773253876463,,,,,,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2010-09-30,841372000000.0,775790000000.0,56876000000.0,196491000000.0,4649000000.0,,23805000000.0,,3867000000.0,4722000000.0,650000000.0,2.15,1709544142.0,19212000000.0,1837000000.0,201140000000.0,,7.7217,0.9514,2.15,,0.06799001336240242,0.004596064523183562,0.1624448645242596,,,,,3.5364652929179266,,,,,,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2010-12-31,807698000000.0,742291000000.0,57211000000.0,192457000000.0,3256000000.0,,-18289000000.0,,-4676000000.0,-2645000000.0,-1000000000.0,-2.5900000000000007,-3612011251.0,-29378000000.0,-1763000000.0,195713000000.0,0.1677,8.7866,1.089,-2.5900000000000007,,-0.08173253395326073,-0.005789292532605008,0.25567280879217014,,,,,3.420898079040744,31622000000.0,4703000000.0,6414000000.0,2.6299999999999994,2.6299999999999994,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2011-03-31,836185000000.0,769677000000.0,58186000000.0,196136000000.0,3302000000.0,,7635000000.0,,968000000.0,1853000000.0,-256000000.0,0.5,1472307592.0,-1322000000.0,379000000.0,199438000000.0,,10.9112,1.1475,0.5,,0.016636304265630907,0.0011576385608447891,0.12678454485920104,,,,,3.4275942666620836,30179000000.0,3895000000.0,6900000000.0,2.1399999999999997,2.1399999999999997,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2011-06-30,830747000000.0,762604000000.0,59707000000.0,196106000000.0,3566000000.0,,16917000000.0,,2161000000.0,3882000000.0,286000000.0,0.13,1477572132.0,-5174000000.0,759000000.0,199672000000.0,,14.1585,1.1543,0.13,,0.03619341115782069,0.0026012733118506597,0.12774132529408289,,,,,3.3441974977808298,30068000000.0,2320000000.0,7812000000.0,0.1899999999999994,0.1899999999999994,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2011-09-30,794939000000.0,724845000000.0,61828000000.0,189093000000.0,2881000000.0,,26809000000.0,,4360000000.0,5491000000.0,1696000000.0,1.45,1607962757.0,3638000000.0,1187000000.0,191974000000.0,,5.0118,0.6279,1.45,,0.07051821181341787,0.005484697567989493,0.16263195195643254,,,,,3.1049686226305235,33072000000.0,2813000000.0,8581000000.0,-0.5100000000000005,-0.5100000000000005,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2011-12-31,749898000000.0,679820000000.0,62049000000.0,184234000000.0,2843000000.0,,-18958000000.0,6114000000.0,-3379000000.0,-4319000000.0,-308000000.0,-0.8500000000000001,-2882570812.0,9542000000.0,-921000000.0,187077000000.0,0.2109,7.5408,0.7919,-0.8500000000000001,5193000000.0,-0.05445696143370562,-0.004505946142008646,0.17823610085452052,-0.32250237366810847,0.0081531088227999,0.02454179812624937,-0.2739212997151598,3.014988154523038,32403000000.0,4110000000.0,6907000000.0,1.23,1.23,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2012-03-31,781030000000.0,710438000000.0,62324000000.0,176723000000.0,2017000000.0,,6935000000.0,203000000.0,-94000000.0,1601000000.0,54000000.0,-0.06,1876961836.0,7431000000.0,375000000.0,178740000000.0,,12.8585,1.025,-0.06,578000000.0,-0.0015082472241833,-0.0001203538916558903,-0.013554434030281183,0.02927180966113915,0.0002599131915547418,0.0008421000232303455,0.08334534967555876,2.867916051601309,31703000000.0,3048000000.0,6655000000.0,0.6699999999999999,0.6699999999999999,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2012-06-30,748517000000.0,676880000000.0,62841000000.0,167828000000.0,1988000000.0,,13888000000.0,1143000000.0,497000000.0,3085000000.0,280000000.0,0.23,1907107639.0,15866000000.0,793000000.0,169816000000.0,,12.0801,0.8341,0.23,1936000000.0,0.007908849318120335,0.0006639795756141811,0.03578629032258065,0.082301267281106,0.0015270194264124929,0.004912811563804227,0.13940092165898618,2.7023121847201668,28674000000.0,1384000000.0,5858000000.0,0.77,0.77,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2012-09-30,286454084.0,3445948.0,,,,,,,,,,,,,,0.0,,,1.0748,,,,,,,,,,,,,,,,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2012-12-31,780960000000.0,711223000000.0,62109000000.0,169571000000.0,2138000000.0,,5289000000.0,-831000000.0,-335000000.0,1238000000.0,-573000000.0,-0.19,-1865258205.0,1251000000.0,413000000.0,171709000000.0,0.3116,967.9231,1.1797,-0.19,-418000000.0,-0.005393743257820928,-0.00042895922966605204,-0.06333900548307808,-0.15711854792966534,-0.0010640749846342963,-0.003554046309522791,-0.07903195311022877,2.7646395852452947,,,,,,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2013-03-31,801383000000.0,730886000000.0,62704000000.0,165142000000.0,2475000000.0,,8158000000.0,1582000000.0,962000000.0,1213000000.0,332000000.0,0.48,1940264085.0,4600000000.0,360000000.0,167617000000.0,,,1.3778,0.48,1942000000.0,0.015341923960193926,0.0012004247656863198,0.11792105908310861,0.19392007845060064,0.001974087296586027,0.006868674588943258,0.2380485413091444,2.673146848685889,,,,,,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2013-06-30,802691000000.0,736577000000.0,63181000000.0,161098000000.0,2366000000.0,,16661000000.0,,1942000000.0,2431000000.0,887000000.0,0.0,1945813411.0,,716000000.0,163464000000.0,,32.4792,1.419,0.0,,0.030737088681723937,0.002419361871504726,0.11655963027429327,,,,,2.587233503743214,,,,,,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2013-09-30,832223000000.0,763982000000.0,65128000000.0,157805000000.0,2333000000.0,,24593000000.0,,2848000000.0,3631000000.0,1226000000.0,1.0,1952146477.0,,1084000000.0,160138000000.0,,15.4242,1.4518,1.0,,0.04372927158825697,0.0034221596855650467,0.11580531045419429,,,,,2.458819555337182,54701000000.0,5417000000.0,8513000000.0,1.29,1.29,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2013-12-31,832702000000.0,763672000000.0,65921000000.0,153575000000.0,2142000000.0,,-16995000000.0,2900000000.0,-2820000000.0,-2844000000.0,-1619000000.0,-0.11999999999999988,-3881704235.0,30953000000.0,-649000000.0,155717000000.0,0.2508,20.8019,1.6518,-0.11999999999999988,2251000000.0,-0.042778477268245324,-0.0033865656621456415,0.16593115622241836,-0.17063842306560753,0.003482638446887362,0.013084398884667791,-0.13245072080023537,2.3621759378650204,32417000000.0,2932000000.0,4431000000.0,1.3600000000000003,1.3600000000000003,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2014-03-31,831381000000.0,761113000000.0,67071000000.0,153374000000.0,1786000000.0,,8929000000.0,,1505000000.0,1035000000.0,762000000.0,0.0,1969652798.0,,326000000.0,155160000000.0,,12.8192,1.599,0.0,,0.022438908022841465,0.0018102410326913893,0.1685519095083436,,,,,2.313369414501051,33188000000.0,3475000000.0,4253000000.0,0.8800000000000002,0.8800000000000002,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2014-06-30,826568000000.0,754367000000.0,70755000000.0,149483000000.0,1783000000.0,,17555000000.0,,3404000000.0,2018000000.0,795000000.0,1.0,1969675518.0,,612000000.0,151266000000.0,,14.4543,1.6879,1.0,,0.04810967422796975,0.004118233466575043,0.19390487040729137,,,,,2.1378842484630063,34082000000.0,4937000000.0,3840000000.0,1.8800000000000003,1.8800000000000003,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2014-09-30,814511000000.0,740500000000.0,72918000000.0,152357000000.0,1760000000.0,,26511000000.0,,5097000000.0,2845000000.0,1263000000.0,2.0,1970091170.0,,748000000.0,154117000000.0,,13.0672,1.7697,2.0,,0.06990043610631119,0.006257742375486642,0.19225981667986874,,,,,2.113565923365973,36000000000.0,7186000000.0,3054000000.0,2.8800000000000003,2.8800000000000003,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2014-12-31,801510000000.0,729406000000.0,70900000000.0,152772000000.0,2261000000.0,,-18720000000.0,,-6539000000.0,-2220000000.0,-2910000000.0,-2.0,-3938883926.0,,-525000000.0,155033000000.0,0.2693,21.8339,1.9945,-2.0,,-0.09222849083215796,-0.00815835111227558,0.34930555555555554,,,,,2.1866431593794076,34275000000.0,3467000000.0,3678000000.0,1.0,1.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2015-03-31,829099000000.0,753633000000.0,74162000000.0,155545000000.0,2879000000.0,,9907000000.0,,2394000000.0,888000000.0,387000000.0,1.0,1962996441.0,,321000000.0,158424000000.0,,16.1526,1.8173,1.0,,0.032280682829481405,0.002887471821821037,0.24164732007671344,,,,,2.1361883444351553,35253000000.0,4356000000.0,3531000000.0,2.0,2.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2015-06-30,825755000000.0,749688000000.0,75038000000.0,158089000000.0,3122000000.0,,19650000000.0,,4201000000.0,1576000000.0,1281000000.0,2.0,1961676071.0,,654000000.0,161211000000.0,,17.9215,1.9318,2.0,,0.055984967616407685,0.005087465410442565,0.2137913486005089,,,,,2.1483914816492975,37348000000.0,5153000000.0,3089000000.0,3.0,3.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2015-09-30,834113000000.0,757693000000.0,75287000000.0,160343000000.0,1982000000.0,,,,5219000000.0,2265000000.0,1704000000.0,2.0,1957544581.0,,1023000000.0,162325000000.0,,17.1445,1.6075,2.0,,0.06932139678829015,0.006256946001321164,,,,,,2.1560827234449507,,5275000000.0,2509000000.0,3.0,3.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2015-12-31,787465000000.0,711281000000.0,75182000000.0,153768000000.0,2173000000.0,,,,-5687000000.0,-1987000000.0,-1172000000.0,-3.0,-3929401640.0,,-565000000.0,155941000000.0,0.2412,10.0524,1.6252,-3.0,,-0.07564310606262137,-0.007221908275288426,,,,,,2.0741799898911975,,6127000000.0,2742000000.0,2.0,2.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2016-03-31,807497000000.0,730322000000.0,76010000000.0,162804000000.0,1109000000.0,,,,1134000000.0,848000000.0,578000000.0,0.0,1914840943.0,,415000000.0,163913000000.0,,9.967,1.3572,0.0,,0.014919089593474542,0.001404339582685756,,,,,,2.1564662544402053,,4867000000.0,2702000000.0,1.0,1.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2016-06-30,828873000000.0,750498000000.0,77116000000.0,163492000000.0,880000000.0,,,,2716000000.0,1602000000.0,1411000000.0,1.0,1907000000.0,,879000000.0,164372000000.0,,10.841,1.4389,1.0,,0.03521966906997251,0.0032767384146907908,,,,,,2.131490222521915,,3382000000.0,2728000000.0,0.0,0.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2016-09-30,813891000000.0,735429000000.0,77149000000.0,163927000000.0,914000000.0,,,,4313000000.0,2333000000.0,2160000000.0,2.0,1898000000.0,,1357000000.0,164841000000.0,,11.7396,1.6951,2.0,,0.05590480758013714,0.005299235401300666,,,,,,2.1366576365215364,,2476000000.0,2796000000.0,0.0,0.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2016-12-31,814949000000.0,737772000000.0,76050000000.0,164775000000.0,941000000.0,,,,-2184000000.0,-1465000000.0,-1423000000.0,-1.0,-3832840943.0,,-915000000.0,165716000000.0,0.1639,13.4847,2.1246,-1.0,,-0.028717948717948718,-0.0026799223018863757,,,,,,2.1790401051939514,,5979000000.0,3318000000.0,2.0,2.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2017-03-31,832391000000.0,753307000000.0,77924000000.0,172688000000.0,1122000000.0,,,,1930000000.0,1194000000.0,815000000.0,1.0,1842000000.0,,434000000.0,173810000000.0,,11.713,1.9717,1.0,,0.024767722396180893,0.0023186218976418535,,,,,,2.230506647502695,,6775000000.0,3664000000.0,3.0,3.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2017-06-30,841016000000.0,761049000000.0,78826000000.0,184112000000.0,916000000.0,,,,3687000000.0,2549000000.0,1661000000.0,1.0,1836000000.0,,889000000.0,185028000000.0,,11.8599,1.9889,1.0,,0.0467739070864943,0.004383983182246236,,,,,,2.3472965772714587,,7746000000.0,4611000000.0,3.0,3.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2017-09-30,853693000000.0,773579000000.0,78978000000.0,191677000000.0,1087000000.0,,,,5468000000.0,4106000000.0,2358000000.0,2.0,1830000000.0,-6113000000.0,1340000000.0,192764000000.0,,12.594,2.1112,2.0,,0.06923447035883411,0.006405112845015714,,,,,,2.440730329965307,,8901000000.0,6384000000.0,3.0,3.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2017-12-31,851733000000.0,773267000000.0,77391000000.0,,,,,,-4974000000.0,-2152000000.0,-666000000.0,-1.0,-3687000000.0,1608000000.0,-910000000.0,0.0,0.2431,15.4401,2.162,-1.0,,-0.06427103926813195,-0.005839858265442339,,,,,,0.0,,6111000000.0,5697000000.0,3.0,3.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2018-03-31,858495000000.0,779006000000.0,78034000000.0,,,,,,2668000000.0,1885000000.0,714000000.0,1.0,1771000000.0,12648000000.0,390000000.0,0.0,,13.6549,2.048,1.0,,0.034190224773816544,0.0031077641686905575,,,,,,0.0,,6849000000.0,6388000000.0,3.0,3.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2018-06-30,875875000000.0,795369000000.0,79109000000.0,,,,,,5105000000.0,4273000000.0,1354000000.0,2.0,1760000000.0,-81000000.0,907000000.0,0.0,,11.2202,1.7671,2.0,,0.06453121642291017,0.005828457257028685,,,,,,0.0,,8267000000.0,8112000000.0,4.0,4.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2018-09-30,865517000000.0,785443000000.0,78703000000.0,,,,,,7217000000.0,6964000000.0,2050000000.0,3.0,1749000000.0,14484000000.0,1375000000.0,0.0,,10.3511,1.6398,3.0,,0.09169917283966304,0.008338368859306056,,,,,,0.0,,10016000000.0,10970000000.0,5.0,5.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
