report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-12-31,853531000000.0,772125000000.0,80246000000.0,,,,,,-6242000000.0,-3036000000.0,-1768000000.0,-2.0,-3542000000.0,-19746000000.0,-828000000.0,0.0,0.2451,7.7965,1.3588,-2.0,,-0.0777858086384368,-0.00731314972742642,,,,,,0.0,,8748000000.0,10086000000.0,4.0,4.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2019-03-31,875964000000.0,794072000000.0,80724000000.0,,,,,2955000000.0,2429000000.0,3276000000.0,487000000.0,1.39,1677000000.0,17041000000.0,658000000.0,0.0,,8.6278,1.4454,1.39,3613000000.0,0.03009018383628165,0.0027729450068724286,,,0.003373426305190624,0.036606213765422925,,0.0,,8509000000.0,11477000000.0,4.39,4.39,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2019-06-30,891959000000.0,809114000000.0,81724000000.0,,,,,,4630000000.0,6753000000.0,1144000000.0,2.62,1666000000.0,27572000000.0,1333000000.0,0.0,,8.9368,1.4352,2.62,,0.05665410405755959,0.005190821551214798,,,,,,0.0,,8034000000.0,13957000000.0,5.01,5.01,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2019-09-30,902604000000.0,819054000000.0,82382000000.0,,,,,,6803000000.0,9885000000.0,1636000000.0,3.89,1653000000.0,40909000000.0,1987000000.0,0.0,,8.4622,1.3532,3.89,,0.08257871865213275,0.007537081599461115,,,,,,0.0,,7620000000.0,16878000000.0,5.9,5.9,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2019-12-31,895429000000.0,812732000000.0,81549000000.0,,,,,,-4820000000.0,-7510000000.0,-1203000000.0,-2.9000000000000004,-3356000000.0,-44749000000.0,-1335000000.0,0.0,0.22,9.1509,1.5373,-2.9000000000000004,,-0.05910556843124992,-0.005382894679533497,,,,,,0.0,,9042000000.0,12404000000.0,5.0,5.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2020-03-31,947795000000.0,860567000000.0,85860000000.0,,,131509000000.0,,2146000000.0,1698000000.0,2147000000.0,366000000.0,1.01,1573000000.0,23836000000.0,824000000.0,0.0,,6.4455,1.0265,1.01,2970000000.0,0.019776380153738643,0.0017915266486951292,,,0.0022642027020610997,0.02499417656650361,,0.0,,8311000000.0,11275000000.0,4.62,4.62,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2020-06-30,975363000000.0,887354000000.0,86645000000.0,,,106276000000.0,,,4894000000.0,2905000000.0,1485000000.0,2.0,1565000000.0,7026000000.0,1510000000.0,0.0,,8.178,1.4391,2.0,,0.056483351607132554,0.005017619081306139,,,,,,0.0,,8575000000.0,7427000000.0,4.0,4.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2020-09-30,955940000000.0,866122000000.0,88394000000.0,,,94772000000.0,,,7611000000.0,3475000000.0,2221000000.0,4.0,1565000000.0,159000000.0,2363000000.0,0.0,,7.7397,1.4658,4.0,,0.08610312917166324,0.007961796765487373,,,,,,0.0,,9383000000.0,1017000000.0,4.109999999999999,4.109999999999999,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2020-12-31,1115862000000.0,1012713000000.0,101781000000.0,,,105654000000.0,,12272000000.0,-3207000000.0,-4678000000.0,-833000000.0,-0.5499999999999998,-3079000000.0,-56252000000.0,-928000000.0,0.0,0.3359,11.2754,2.3568,-0.5499999999999998,11344000000.0,-0.03150882777728653,-0.0028740113024728862,,,0.010997775710616546,0.12057260195910828,,0.0,,10996000000.0,3849000000.0,6.460000000000001,6.460000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2021-03-31,1158772000000.0,1051184000000.0,106259000000.0,,,118118000000.0,,5344000000.0,4120000000.0,409000000.0,1176000000.0,2.19,1818000000.0,26879000000.0,887000000.0,0.0,,10.8262,2.5571,2.19,6231000000.0,0.03877318627128055,0.003555488051143797,,,0.004611778676046711,0.05029221054216584,,0.0,,13418000000.0,2111000000.0,7.640000000000001,7.640000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2021-06-30,1161805000000.0,1053643000000.0,106870000000.0,,,126480000000.0,,,7631000000.0,756000000.0,2230000000.0,4.04,1829000000.0,31494000000.0,1944000000.0,0.0,,12.4224,2.9671,4.04,,0.07140451015252175,0.006568227886779623,,,,,,0.0,,16155000000.0,-38000000.0,9.68,9.68,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2021-09-30,1190476000000.0,1083357000000.0,105903000000.0,,,123863000000.0,,,11338000000.0,1044000000.0,3380000000.0,6.02,1824000000.0,33622000000.0,2979000000.0,0.0,,12.0592,2.9471,6.02,,0.10706023436540986,0.009523921523827444,,,,,,0.0,,19882000000.0,-2469000000.0,11.7,11.7,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2021-12-31,1188140000000.0,1081542000000.0,105441000000.0,,,127725000000.0,,,-8055000000.0,-843000000.0,-2238000000.0,-4.220000000000001,-3657000000.0,-58024000000.0,-1594000000.0,0.0,0.3358,11.716,2.8818,-4.220000000000001,,-0.07639343329444903,-0.006779504098843571,,,,,,0.0,,15034000000.0,1366000000.0,8.030000000000001,8.030000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2022-03-31,1222233000000.0,1118158000000.0,102901000000.0,,,136086000000.0,,4588000000.0,3666000000.0,434000000.0,873000000.0,2.02,1755000000.0,239000000.0,942000000.0,0.0,,10.5273,2.5485,2.02,5530000000.0,0.03562647593317849,0.0029994280959522446,,,0.0037537850802588377,0.044586544348451426,,0.0,,14580000000.0,1391000000.0,7.859999999999999,7.859999999999999,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2022-06-30,1173776000000.0,1071114000000.0,101596000000.0,,,131286000000.0,,,6161000000.0,1764000000.0,1656000000.0,3.41,1739000000.0,15152000000.0,1863000000.0,0.0,,9.6617,2.1994,3.41,,0.06064215126579787,0.005248872016466515,,,,,,0.0,,13110000000.0,2399000000.0,7.23,7.23,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2022-09-30,1160029000000.0,1057940000000.0,101011000000.0,,,111696000000.0,,,8793000000.0,5355000000.0,2382000000.0,4.0,1725000000.0,7599000000.0,2791000000.0,0.0,,10.8613,2.2193,4.0,,0.08704992525566523,0.007579982914220248,,,,,,0.0,,10565000000.0,6710000000.0,5.210000000000001,5.210000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2022-12-31,1180231000000.0,1079000000000.0,100141000000.0,,,128127000000.0,,,-7591000000.0,4715000000.0,-2001000000.0,-3.4299999999999997,-3506000000.0,-29387000000.0,-1598000000.0,0.0,0.3126,13.0287,2.1793,-3.4299999999999997,,-0.07580311760417811,-0.006431791742463975,,,,,,0.0,,11029000000.0,12268000000.0,6.000000000000002,6.000000000000002,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2023-03-31,1199904000000.0,1097950000000.0,100826000000.0,,,111258000000.0,,,2980000000.0,8524000000.0,727000000.0,1.0,1663000000.0,-9865000000.0,940000000.0,0.0,,14.1764,1.9884,1.0,,0.029555868525975443,0.0024835320158946047,,,,,,0.0,,10343000000.0,20358000000.0,4.980000000000001,4.980000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2023-06-30,1164911000000.0,1063550000000.0,100386000000.0,,,104994000000.0,,,5162000000.0,18562000000.0,1318000000.0,2.0,1657000000.0,-19531000000.0,1862000000.0,0.0,,14.1255,1.7116,2.0,,0.0514215129599745,0.004431239811453407,,,,,,0.0,,9344000000.0,37156000000.0,3.570000000000001,3.570000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2023-09-30,1169013000000.0,1068855000000.0,99211000000.0,,,108401000000.0,,,7570000000.0,29890000000.0,2028000000.0,4.0,1653000000.0,-15784000000.0,2850000000.0,0.0,,13.5873,1.4674,4.0,,0.07630202296116358,0.0064755481761109585,,,,,,0.0,,8121000000.0,61691000000.0,3.570000000000001,3.570000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2023-12-31,1193693000000.0,1093711000000.0,99038000000.0,,,89232000000.0,,,-6625000000.0,-14925000000.0,-1490000000.0,-2.0,-3327000000.0,11644000000.0,-1396000000.0,0.0,0.2597,16.843,1.5911,-2.0,,-0.06689351562026696,-0.005550003225284894,,,,,,0.0,,9087000000.0,42051000000.0,5.000000000000001,5.000000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2024-03-31,1228503000000.0,1128363000000.0,99198000000.0,,,102305000000.0,,,3412000000.0,11134000000.0,933000000.0,2.0,1616000000.0,4360000000.0,975000000.0,0.0,,16.0675,1.5383,2.0,,0.03439585475513619,0.002777363995041119,,,,,,0.0,,9519000000.0,44661000000.0,6.000000000000001,6.000000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2024-06-30,1212447000000.0,1110841000000.0,100714000000.0,,,90160000000.0,,,6488000000.0,,1890000000.0,3.0,1614000000.0,6885000000.0,2246000000.0,0.0,,15.5722,1.5834,3.0,,0.06442004090791748,0.005351161741502928,,,,,,0.0,,10845000000.0,,7.000000000000001,7.000000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2024-09-30,1258027000000.0,1153356000000.0,103647000000.0,,,91084000000.0,,,9676000000.0,,2885000000.0,5.0,1612000000.0,-10438000000.0,3516000000.0,0.0,,15.0125,1.5976,5.0,,0.0933553310756703,0.007691408848935675,,,,,,0.0,,12951000000.0,,8.0,8.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2024-12-31,1215071000000.0,1109643000000.0,104511000000.0,,,105386000000.0,,,-6186000000.0,,-1641000000.0,-3.0,-3231000000.0,555000000.0,-1576000000.0,0.0,0.2975,15.1262,1.8879,-3.0,,-0.05918994172862187,-0.005091060522389227,,,,,,0.0,,13390000000.0,,7.000000000000001,7.000000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2025-03-31,1300296000000.0,1192449000000.0,106812000000.0,,,90739000000.0,,,4315000000.0,,1173000000.0,2.0,1600000000.0,-23976000000.0,865000000.0,0.0,,13.1175,1.7021,2.0,,0.04039808261244055,0.00331847517795948,,,,,,0.0,,14293000000.0,,7.000000000000001,7.000000000000001,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
2025-06-30,1353870000000.0,1244600000000.0,108184000000.0,,,109130000000.0,,,7854000000.0,,2220000000.0,4.0,1596000000.0,-12147000000.0,2172000000.0,0.0,,15.2544,1.9917,4.0,,0.07259853582784885,0.0058011478206917945,,,,,,0.0,,15659000000.0,,8.0,8.0,1.1995004,192.68,94.3301,7.63228,263283.06,15.6149,2.5275,2.2002
