report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-06-30,16075886000.0,948647000.0,1421272000.0,13221264000.0,2854622000.0,,150439000.0,,,-18259000.0,-173744000.0,,-56000000.0,,,785660000.0,83991000.0,944080000.0,701669000.0,0.0,,,1.6944,,925821000.0,-0.0608641003957792,-0.010807740239013887,,,-0.0011358005400137821,-0.00639629344971068,,,0.0,0.6674633708396422,,-146504000.0,134291000.0,1328752000.0,2006030000.0,,,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2021-09-30,16021922000.0,871663000.0,1408836000.0,13281606000.0,2740316000.0,,61207000.0,,,4837000.0,-282873000.0,,-92000000.0,-0.7,765162000.0,1155353000.0,126678000.0,1424090000.0,1028675000.0,0.0,,,1.2681,-0.7,1428927000.0,-0.10322641622353043,-0.017655372432845446,,,0.0003018988608233145,0.0017651248980044636,,,0.0,0.61871147528882,,90755000.0,115176000.0,1476475000.0,1970766000.0,,,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2021-12-31,16894351000.0,992531000.0,1703345000.0,13645632000.0,3248719000.0,9575098000.0,24453000.0,,5307111000.0,45080000.0,163691000.0,,32631000.0,-0.12,60203000.0,-650624000.0,-83936000.0,-923200000.0,-734560000.0,9575098000.0,0.5831,,1.3022,-0.12,-878120000.0,0.05038632150087465,0.009689096669058195,0.03084371139024603,0.008494263639859802,0.002668347544099208,0.003515334007027705,-0.1384105212798451,-0.1654610201294075,2.947345707646614,0.5826952261579421,,-340820000.0,15278000.0,1313613000.0,1930057000.0,,,4.961044155690739,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2022-03-31,17014781000.0,1067404000.0,1578991000.0,13734514000.0,3280267000.0,,17404000.0,,1544747000.0,75980000.0,51645000.0,,20000000.0,,911313000.0,308072000.0,38317000.0,476123000.0,269755000.0,0.0,,,1.2397,,552103000.0,0.01574414521744724,0.0030353020705937974,0.033432659199208674,0.04918604794183125,0.004465529118476459,0.023162748642107486,0.17462730142864819,0.3574067468653443,0.0,0.6760038530935262,,-241281000.0,107638000.0,1265539000.0,2028731000.0,,,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2022-06-30,17315138000.0,1183693000.0,2364850000.0,13935739000.0,3379399000.0,,43609000.0,,3145777000.0,286557000.0,143162000.0,,57000000.0,0.3,965750000.0,822636000.0,87621000.0,875539000.0,735015000.0,0.0,,,1.0598,0.3,1162096000.0,0.04236315392174762,0.008268025354461512,0.04550926527849876,0.09109259810851182,0.016549507142247438,0.08479525501427916,0.23365133637889782,0.3694146152127121,0.0,0.5005361862274563,,75625000.0,412454000.0,1298885000.0,2265006000.0,,,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2022-09-30,17567895000.0,1364315000.0,2685727000.0,14361041000.0,3206854000.0,,45734000.0,,4749868000.0,353898000.0,21175000.0,,59000000.0,0.04,912441000.0,1321069000.0,135677000.0,1281871000.0,1185392000.0,0.0,,,1.3048,0.04,1635769000.0,0.006603044603839152,0.001205323688466945,0.004458018622833309,0.07450691261315051,0.020144587612801648,0.11035675462618504,0.2495631457547873,0.34438199124691465,0.0,0.5079872228264452,14747503000.0,379673000.0,761515000.0,1455602000.0,2471848000.0,,,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2022-12-31,17872825000.0,1721996000.0,2661103000.0,14439722000.0,3433103000.0,,257223000.0,,-3045082000.0,-156186000.0,-43364000.0,,-75816000.0,0.040000000000000036,-1819691000.0,-563857000.0,-84955000.0,-939958000.0,-648812000.0,0.0,0.6471,58.6934,1.417,0.040000000000000036,-1096144000.0,-0.012631138652117341,-0.0024262532643832186,0.014240667410598467,0.051291229595787566,-0.008738741637094304,-0.045494120042422266,0.2130688106264462,0.3599719153704235,0.0,0.6470985903213817,6395310000.0,172618000.0,560249000.0,1541350000.0,2253824000.0,,,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2023-03-31,17545697000.0,1624567000.0,1998543000.0,14231171000.0,3314526000.0,,186316000.0,,1612354000.0,42722000.0,-89698000.0,,-43000000.0,-0.2,909044000.0,306640000.0,59215000.0,383055000.0,247425000.0,0.0,,,1.1976,-0.2,425777000.0,-0.02706208972263304,-0.005112250599107006,-0.05563170370774656,0.026496662643563387,0.0024348989954631043,0.012889324144689166,0.1534557547536087,0.26407166168223606,0.0,0.812875679932831,6462917000.0,31275000.0,526991000.0,1519020000.0,2127498000.0,0.18,0.18,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2023-06-30,17334379000.0,1554967000.0,2318906000.0,14016367000.0,3318012000.0,,146435000.0,,3205482000.0,116366000.0,-26626000.0,,-118000000.0,-0.06,910694000.0,799435000.0,89347000.0,728893000.0,710088000.0,0.0,,,0.905,-0.06,845259000.0,-0.008024684660573862,-0.001536022721090845,-0.008306395106882521,0.03630218481963087,0.006713018101196472,0.03507100034599031,0.22152300340479217,0.2636917006553149,0.0,0.6705606005590568,6522622000.0,-138513000.0,356800000.0,1494093000.0,1810661000.0,-0.17999999999999994,-0.17999999999999994,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2023-09-30,17431112000.0,1635393000.0,2279122000.0,14192447000.0,3238665000.0,,238582000.0,,3760404000.0,247302000.0,-112863000.0,,-12000000.0,-0.12,911191000.0,1245694000.0,130520000.0,,1115174000.0,0.0,,145.9414,0.9109,-0.12,247302000.0,-0.034848618180639244,-0.006474802066557773,-0.030013530461088754,0.06576474229896576,0.014187390913442585,0.07635924061303037,0.2965569656877293,0.06576474229896576,0.0,0.7175539527941023,5533158000.0,-272551000.0,250204000.0,1423875000.0,422194000.0,-0.33999999999999997,-0.33999999999999997,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2023-12-31,15964094000.0,1004694000.0,1480208000.0,12175448000.0,3788646000.0,,14621000.0,,-3595581000.0,103896000.0,692196000.0,,177585000.0,0.89,-1819341000.0,-694043000.0,-102729000.0,,-796772000.0,0.0,0.6788,12.7701,1.0438,0.89,103896000.0,0.18270273865650155,0.04335955425970306,-0.19251297634513032,-0.028895469188428797,0.006508105001135673,0.027422989637986762,0.22159756656851842,-0.028895469188428797,0.0,0.6787519051376564,4982659000.0,463009000.0,510286000.0,1275915000.0,1622234000.0,0.51,0.51,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2024-03-31,15944183000.0,1000994000.0,1409066000.0,12208402000.0,3735781000.0,,4041000.0,,1209311000.0,195496000.0,91551000.0,,31000000.0,0.1,973139000.0,363802000.0,40689000.0,,323113000.0,0.0,,8.7736,1.1229,0.1,195496000.0,0.024506522197098812,0.005741968716741397,0.07570509157693926,0.16165899425375277,0.01226127422145117,0.05233069069091577,0.26718767959606754,0.16165899425375277,0.0,0.710395396667012,4579616000.0,644258000.0,663060000.0,1351603000.0,1391953000.0,0.8099999999999999,0.8099999999999999,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2024-06-30,15985822000.0,985541000.0,1315346000.0,12177612000.0,3808210000.0,,37883000.0,,2394231000.0,576324000.0,183945000.0,,116000000.0,0.19,968220000.0,927005000.0,87391000.0,,839614000.0,0.0,,10.0338,1.3861,0.19,576324000.0,0.048302220728373695,0.01150675892675397,0.07682842632979023,0.24071361535290453,0.03605219675284762,0.15133724243148355,0.35068211880975564,0.24071361535290453,0.0,0.749263691834696,3768365000.0,854829000.0,1123018000.0,1481129000.0,1123018000.0,1.06,1.06,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2024-09-30,16084561000.0,1002893000.0,1245357000.0,12187276000.0,3897285000.0,,95338000.0,,3638067000.0,902674000.0,311096000.0,,167000000.0,0.32,968041000.0,1425223000.0,130114000.0,,1295109000.0,0.0,,7.4372,1.351,0.32,902674000.0,0.07982377475601604,0.01934128012570564,0.08551134434852355,0.24811912479896606,0.056120524520377024,0.23161611224224044,0.3559882212174762,0.24811912479896606,0.0,0.8053056272217525,3646028000.0,1278788000.0,1778390000.0,1661064000.0,1778390000.0,1.5,1.5,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2024-12-31,16050957000.0,1004920000.0,1263780000.0,12250156000.0,3800801000.0,,96212000.0,,-2343163000.0,-466430000.0,-85539000.0,,-118220000.0,-0.09000000000000008,-1945955000.0,-831131000.0,-94389000.0,,-925520000.0,0.0,0.7952,12.5211,1.2745,-0.09000000000000008,-466430000.0,-0.022505519231340972,-0.005329214949613284,0.03650578299503705,0.19905998857100424,-0.029059326493741152,-0.12271886899629841,0.39498745925912965,0.19905998857100424,0.0,0.7951700454192977,4898446000.0,501053000.0,1208064000.0,1532316000.0,1208064000.0,0.5199999999999999,0.5199999999999999,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2025-03-31,15830065000.0,857540000.0,1117134000.0,12212773000.0,3617292000.0,,3744000.0,,1267491000.0,319252000.0,140246000.0,,51000000.0,0.15,926057000.0,466626000.0,45420000.0,,421206000.0,0.0,,12.5527,1.3855,0.15,319252000.0,0.038770992222911506,0.008859470886569323,0.11064851742537028,0.25187713364434144,0.02016744719620545,0.08825718244476807,0.33231478566711714,0.25187713364434144,0.0,0.7676250118607079,4956626000.0,549748000.0,1331820000.0,1630409000.0,1331820000.0,0.57,0.57,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2025-06-30,15972070000.0,940258000.0,2051886000.0,12312691000.0,3659379000.0,,45195000.0,,2554526000.0,661229000.0,305425000.0,,110000000.0,0.34,910304000.0,1030525000.0,83052000.0,,947473000.0,0.0,,11.3833,1.4006,0.34,661229000.0,0.08346361500134312,0.019122443114762206,0.11956229844597394,0.25884606380988096,0.0413990797686211,0.18069431999254518,0.37089972856021036,0.25884606380988096,0.0,0.45824085743554954,5116921000.0,671228000.0,1416725000.0,1738268000.0,1416725000.0,0.7199999999999999,0.7199999999999999,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2025-09-30,15981193000.0,987986000.0,1477575000.0,12322409000.0,3658784000.0,,62806000.0,,3852480000.0,976302000.0,450557000.0,,165000000.0,0.5,901240000.0,1510585000.0,125695000.0,,1384890000.0,0.0,,11.3032,1.4161,0.5,976302000.0,0.1231439188539143,0.02819295155249048,0.11695245659938533,0.25342169200099673,0.061090683280027966,0.2668378346467023,0.35948012708696736,0.25342169200099673,0.0,0.668653706241646,5331334000.0,810689000.0,1490353000.0,1828049000.0,1490353000.0,0.8999999999999999,0.8999999999999999,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
2025-12-31,15818511000.0,945552000.0,1012948000.0,12039901000.0,3778610000.0,,80817000.0,,-2545890000.0,-647882000.0,-300277000.0,,-92706000.0,-0.31999999999999995,-1841680000.0,-1123573000.0,-78420000.0,,-1201993000.0,0.0,0.9335,10.3594,1.2038,-0.31999999999999995,-647882000.0,-0.07946758199443711,-0.018982633700479142,0.11794578713141574,0.25448153690850744,-0.04095720513770228,-0.171460404752012,0.4721307676293948,0.25448153690850744,0.0,0.9334654888503655,5128607000.0,595951000.0,1308901000.0,1551576000.0,1308901000.0,0.67,0.67,0.0,1.0406895,8.935,6.25,9.80855,5066.796,8.502,1.6339,0.9879
