report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-03-31,24075299000.0,10864766000.0,12500895000.0,,785359000.0,,,,,,,,129140000.0,177431000.0,0.0,,574.5028,9.4049,,,,,,,,,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2013-06-30,24037568000.0,9715066000.0,13799426000.0,,385424000.0,,,,,,,,203568000.0,336843000.0,0.0,,575.9654,9.9724,,,,,,,,,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2013-09-30,24789543000.0,10526021000.0,13753093000.0,,121693000.0,,,,,,,,332248000.0,496085000.0,0.0,,296.2287,10.4173,,,,,,,,,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2013-12-31,24572307000.0,10395854000.0,13711158000.0,,491129000.0,,,,,,,,-179967000.0,-346352000.0,0.0,1.3956,53.7377,10.649,,,,,,,,,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2014-03-31,24655148000.0,10161905000.0,13571035000.0,,188886000.0,,,,,,,,72243000.0,160280000.0,0.0,,314.376,12.106,,,,,,,,,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2014-06-30,24131562000.0,9854712000.0,13571744000.0,,267427000.0,,,,,,,,305866000.0,321857000.0,0.0,,142.8089,11.837,,,,,,,,,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2014-09-30,24072103000.0,9935354000.0,13440101000.0,,311879000.0,,,,,,,,450787000.0,471059000.0,0.0,,65.6583,10.9168,,,,,,,,,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2014-12-31,25818223000.0,10634624000.0,13975509000.0,,350692000.0,,,,,,,,-124365000.0,-310735000.0,0.0,0.7231,33.8181,12.2187,,,,,,,,,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2015-03-31,5745580000.0,9668014000.0,14614973000.0,,192013000.0,,83881000.0,348158000.0,68761000.0,1891000.0,0.65,529022000.0,81532000.0,169808000.0,0.0,,23.2545,12.6903,0.65,253689000.0,0.023822007745070758,0.06059579711708827,,,0.014599222358752294,0.005739387955078672,,0.0,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2015-06-30,6217837000.0,13248373000.0,14710751000.0,749895000.0,351025000.0,,171229000.0,491374000.0,137663000.0,6742000.0,0.92,529827000.0,,359996000.0,749895000.0,,18.7485,10.5706,0.92,531225000.0,0.03340237354299587,0.07902651677745814,,,0.027538354575714994,0.011075151710995776,,0.050975983483100215,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2015-09-30,5997667000.0,13234383000.0,14631570000.0,1859961000.0,310433000.0,,1054778000.0,755200000.0,218698000.0,21070000.0,1.41,531121000.0,,607467000.0,1859961000.0,,17.5804,10.1702,1.41,1662245000.0,0.05161442005198349,0.12591562685957725,,,0.1758647153968368,0.0639587676850621,,0.12711971442572464,,,,,,,,,,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2015-12-31,5924209000.0,12973931000.0,14667935000.0,1822509000.0,264080000.0,,188856000.0,-714167000.0,-123759000.0,-6613000.0,-1.34,-1056026000.0,,-256898000.0,1822509000.0,0.7003,25.8827,10.2424,-1.34,-68042000.0,-0.04868899405403692,-0.12055060852849722,,,0.03187868625161604,0.011452450886101065,,0.12425123236501934,,880565000.0,1498744000.0,2379117000.0,301363000.0,1.64,1.64,0.7660442929036277,4.973218344654121,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2016-03-31,31375748000.0,13035124000.0,14632661000.0,11687171000.0,369737000.0,,129198000.0,209730000.0,80812000.0,15537000.0,0.39,543562000.0,266270000.0,250000000.0,11687171000.0,,31.6787,9.9115,0.39,379198000.0,0.014333004776096432,0.006684462152105505,,,0.004117766371657498,0.004908769934397757,,0.7987044188340043,,742137000.0,1544061000.0,2504626000.0,313414000.0,1.38,1.38,4.66623400060528,4.926585921496806,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2016-06-30,5498767000.0,2018296000.0,14712191000.0,1790557000.0,332221000.0,,859405000.0,501359000.0,157267000.0,20679000.0,0.92,544293000.0,,480382000.0,1790557000.0,,29.7007,10.5925,0.92,1339787000.0,0.03407779303572119,0.09117662195906828,,,0.15629049203212284,0.052076478414382864,,0.12170566572986988,,752122000.0,2232237000.0,3313188000.0,333018000.0,1.38,1.38,0.5404332624650336,6.703052087274561,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2016-09-30,30888209000.0,12604939000.0,14799167000.0,11256997000.0,375120000.0,,504170000.0,767735000.0,232577000.0,36598000.0,1.0,545228000.0,,705249000.0,11256997000.0,,31.7811,11.037,1.0,1209419000.0,0.0518769063150649,0.024855277300150358,,,0.016322409628865175,0.01934935625980862,,0.7606507177059357,,764657000.0,1681629000.0,2860362000.0,346897000.0,0.97,0.97,3.9355148054686784,4.847632006042139,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2016-12-31,30249932000.0,11791792000.0,14991081000.0,10608294000.0,807316000.0,,-824395000.0,-268892000.0,-167510000.0,-18250000.0,-0.31000000000000005,-1086417000.0,,-504646000.0,10608294000.0,1.5093,23.0681,11.0183,-0.31000000000000005,-1329041000.0,-0.017936798553753394,-0.008889011717447827,,,-0.027252788535194063,-0.032203715911032986,,0.7076403629598159,,1209932000.0,668378000.0,1599363000.0,303146000.0,2.0,2.0,6.632824443231462,2.204805605219927,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2017-03-31,29814958000.0,12146537000.0,14746867000.0,10966932000.0,395829000.0,,161886000.0,204929000.0,72912000.0,9600000.0,0.0,550010000.0,,226591000.0,10966932000.0,,22.7972,10.7487,0.0,388477000.0,0.013896443224177718,0.00687336202184152,,,0.0054296906941810885,0.006295685830009016,,0.7436787759732287,,1205131000.0,701066000.0,1608642000.0,295246000.0,1.6099999999999999,1.6099999999999999,6.817509427206302,2.374514811377631,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2017-06-30,30150395000.0,12290157000.0,14847296000.0,11081922000.0,271354000.0,,437158000.0,473546000.0,148266000.0,24381000.0,0.0,550512000.0,,454736000.0,11081922000.0,,25.9869,11.4329,0.0,891894000.0,0.03189442710645763,0.01570612922318265,,,0.014499246195613689,0.01685966773082011,,0.7463932826556432,,1177318000.0,278819000.0,1160749000.0,286245000.0,0.69,0.69,9.547216495555887,0.9740571887718563,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2017-09-30,29654150000.0,11094894000.0,15543751000.0,9721065000.0,568726000.0,,612649000.0,1351439000.0,212456000.0,42328000.0,2.51,551618000.0,1360313000.0,656639000.0,9721065000.0,,18.8562,12.9171,2.51,1269288000.0,0.08694420027701165,0.0455733514533379,,,0.020659806468909074,0.024249098034199022,,0.6254002010196895,,1761022000.0,387298000.0,1220618000.0,266124000.0,2.1999999999999997,2.1999999999999997,7.964051816374984,1.4553290947077302,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2017-12-31,29481075000.0,10775334000.0,15631158000.0,9412631000.0,447046000.0,,-440627000.0,-377589000.0,-159148000.0,-21700000.0,0.5500000000000003,-1099840000.0,326933000.0,-458826000.0,9412631000.0,0.926,20.6125,13.0087,0.5500000000000003,-899453000.0,-0.024156175761258378,-0.012807843675985357,,,-0.014946096775643358,-0.017594262593411885,,0.6021710611587446,,1652325000.0,771066000.0,1650206000.0,274486000.0,3.06,3.06,5.7039127236235965,2.809126877144918,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2018-03-31,29671485000.0,10883365000.0,15680075000.0,9460177000.0,458099000.0,,237107000.0,367378000.0,47245000.0,16552000.0,0.68,554123000.0,349241000.0,204081000.0,9460177000.0,,18.0355,12.2008,0.68,441188000.0,0.023429607320118048,0.012381517136739196,,,0.007991072910573906,0.009431369263919869,,0.6033247289952376,,1814774000.0,846287000.0,1702917000.0,248819000.0,3.74,3.74,5.555277796862677,3.4012153412721697,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2018-06-30,29502882000.0,10776379000.0,15638570000.0,9427124000.0,527830000.0,1314932000.0,424401000.0,703465000.0,102575000.0,30656000.0,1.0,554066000.0,773224000.0,407754000.0,9427124000.0,,18.2784,13.5572,1.0,832155000.0,0.04498269343040956,0.023843941754571638,0.5349820370939333,0.32275509303903166,0.014385069228152015,0.01693154795554434,0.6328502158286512,0.6028124054820869,,2044693000.0,833530000.0,1643178000.0,203128000.0,4.74,4.74,5.737128905085146,4.1034717025717775,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2018-09-30,38268162000.0,12830507000.0,22030599000.0,11232129000.0,275562000.0,1997364000.0,605922000.0,1051301000.0,166761000.0,44612000.0,1.0,568599000.0,1273918000.0,660456000.0,11232129000.0,,31.3038,16.1727,1.0,1266378000.0,0.04772003702668275,0.027471949136203613,0.5263442216841797,0.30336082957337773,0.01583357988293245,0.018216244921342592,0.6340246444814265,0.5098421972094358,,1744555000.0,826803000.0,1640268000.0,157433000.0,3.2300000000000004,3.2300000000000004,6.847740125394143,5.251776946383541,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2018-12-31,38417664000.0,12616776000.0,22298093000.0,11089815000.0,343856000.0,-507847000.0,-420428000.0,-472783000.0,-87440000.0,-28490000.0,-0.6800000000000002,-1086549000.0,-592824000.0,-325077000.0,11089815000.0,0.4075,22.4123,13.1812,-0.6800000000000002,-745505000.0,-0.021202844566125003,-0.012306396349345968,0.9309555830791557,0.8278635100729157,-0.01094361177191825,-0.012592223507983788,1.467971652879706,0.4973436517643011,,1649361000.0,847002000.0,1794216000.0,229141000.0,2.0,2.0,6.180869527414759,3.6964227266181084,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2019-03-31,38392112000.0,12568051000.0,22334483000.0,10706139000.0,251030000.0,772052000.0,376590000.0,348546000.0,60507000.0,13512000.0,0.55,654359000.0,494914000.0,284009000.0,10706139000.0,,27.9314,15.7979,0.55,660599000.0,0.015605733967515613,0.009078583642389875,0.4514540471367214,0.48777802531435704,0.009809046191571852,0.011397787850361897,0.8556405527088848,0.4793546821746445,3576501000.0,1630529000.0,986485000.0,2013627000.0,242403000.0,1.8699999999999997,1.8699999999999997,5.316843188932211,4.069607224333033,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2019-06-30,38706750000.0,12929317000.0,22330808000.0,10968320000.0,401190000.0,1562424000.0,818646000.0,733822000.0,119629000.0,40144000.0,1.15,654766000.0,1003521000.0,568385000.0,10968320000.0,,30.0128,16.5183,1.15,1387031000.0,0.0328614172850351,0.018958502070052383,0.46966892469649724,0.5239589253621296,0.021149954465306438,0.024584607741079588,0.8877430198204841,0.491174345325973,3823993000.0,1660886000.0,1380730000.0,2568503000.0,259457000.0,2.0199999999999996,2.0199999999999996,4.270316211427435,5.321613986132577,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2019-09-30,39448185000.0,13512608000.0,22517210000.0,11459223000.0,1024994000.0,2504605000.0,1290126000.0,1185968000.0,179873000.0,53230000.0,1.86,654818000.0,1647660000.0,850639000.0,11459223000.0,,30.148,16.2409,1.86,2140765000.0,0.052669402648019004,0.030063943372806632,0.4735149853968989,0.5151015828843271,0.032704318335558404,0.03797120197991355,0.8547315844214957,0.5089095407468333,4331234000.0,1795553000.0,2064934000.0,3442890000.0,272569000.0,2.88,2.88,3.3283732561888413,7.5758211682179555,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2019-12-31,40031850000.0,13960066000.0,22653127000.0,11905877000.0,1088855000.0,-1508460000.0,-635596000.0,-695377000.0,-120056000.0,-32369000.0,-1.1,-1309040000.0,-882061000.0,-563154000.0,11905877000.0,0.6296,35.8028,16.9087,-1.1,-1198750000.0,-0.030696733391376827,-0.017370593664794407,0.4609847128859897,0.4213542288161436,-0.015877257733529677,-0.018391617999176133,0.7946846452673587,0.5255732243941421,3330621000.0,1572959000.0,1849766000.0,2989645000.0,239953000.0,2.46,2.46,3.982371485577719,7.708867986647385,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2020-03-31,55007247000.0,18231377000.0,32259442000.0,15676592000.0,807871000.0,978241000.0,468057000.0,491053000.0,75642000.0,30913000.0,0.7,723983000.0,679093000.0,345970000.0,15676592000.0,,34.6265,16.795,0.7,814027000.0,0.015221992990455322,0.008927060101735322,0.501975484568731,0.47846798488307074,0.008509006095142336,0.009764199516380516,0.8321333904426415,0.48595360080933825,3536810000.0,1715466000.0,1941233000.0,3143073000.0,255088000.0,2.6099999999999994,2.6099999999999994,4.98766398362367,7.610052217274038,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2020-06-30,55221857000.0,18475648000.0,32242928000.0,15666872000.0,549000000.0,2244365000.0,1080044000.0,897226000.0,156940000.0,77424000.0,1.23,746027000.0,1355349000.0,744165000.0,15666872000.0,,39.699,17.179,1.23,1824209000.0,0.027827063348589184,0.016247660776782642,0.39976830863072627,0.4812247562228069,0.019558270197251787,0.022543279245582325,0.8127951558681409,0.48590103231319437,4218751000.0,1878870000.0,2202631000.0,3580251000.0,292399000.0,2.6899999999999995,2.6899999999999995,4.375914426111465,7.532963519027083,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2020-09-30,55759598000.0,19270291000.0,32097175000.0,16518126000.0,940193000.0,3327138000.0,1636564000.0,1199920000.0,237651000.0,89578000.0,1.63,750971000.0,2333335000.0,1144903000.0,16518126000.0,,46.8425,17.8984,1.63,2781467000.0,0.037383975381010945,0.021519523867442516,0.3606462972079908,0.49188341451421613,0.029350355072502495,0.033663557899188984,0.8359938782220635,0.5146286550140317,5041284000.0,1892822000.0,2549069000.0,4220953000.0,350177000.0,2.4599999999999995,2.4599999999999995,3.913364114691635,7.279373002795729,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2020-12-31,56065005000.0,19740425000.0,31971547000.0,16849076000.0,598086000.0,-2111009000.0,-1065721000.0,-1106385000.0,-155726000.0,-67457000.0,-1.5499999999999998,-1466567000.0,-1430772000.0,-673069000.0,16849076000.0,0.3797,49.7168,16.5973,-1.5499999999999998,-1738790000.0,-0.0346053007694623,-0.01973396773976922,0.5241024552713892,0.5048396288220467,-0.01900866681453074,-0.021829319957674443,0.8236772083870794,0.52700221231084,4438735000.0,1481814000.0,2118944000.0,3680913000.0,314507000.0,2.01,2.01,4.577417613510561,6.737350837978169,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2021-03-31,55732809000.0,19347606000.0,32008517000.0,16503458000.0,676074000.0,1148316000.0,532197000.0,367347000.0,71281000.0,25717000.0,0.49,764958000.0,816694000.0,397575000.0,16503458000.0,,57.7369,17.0137,0.49,929772000.0,0.01147653919736425,0.006591216315689381,0.31990061969005046,0.4634586646881172,0.009549079071180496,0.010970425343433244,0.8096830489168487,0.5155958334464543,4608810000.0,1358108000.0,2183084000.0,3796658000.0,310146000.0,1.7999999999999998,1.7999999999999998,4.346838192958122,7.038891360842958,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2021-06-30,56441385000.0,19960581000.0,32105713000.0,16985305000.0,601000000.0,2299158000.0,1233063000.0,967523000.0,139693000.0,74912000.0,1.3,764724000.0,1465903000.0,790311000.0,16985305000.0,,56.9709,19.6783,1.3,2023374000.0,0.03013554005170357,0.017142084660041565,0.420816229245663,0.5363106841722056,0.021846788486852335,0.025117894275486403,0.8800500009133778,0.5290430709325783,4663603000.0,1428405000.0,2336103000.0,3995823000.0,292899000.0,1.8699999999999999,1.8699999999999999,4.25076511146765,7.975797117777801,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2021-09-30,57016670000.0,20259196000.0,32506117000.0,17135668000.0,585000000.0,3482207000.0,1998723000.0,1691061000.0,203331000.0,134347000.0,2.27,764644000.0,2279976000.0,1181117000.0,17135668000.0,,46.9976,20.1846,2.27,3179840000.0,0.05202285465224899,0.029659062867052742,0.48562908523244025,0.5739816731170777,0.03505506372083814,0.04026291560627806,0.9131679994899786,0.5271521049407408,4818672000.0,1919546000.0,2698262000.0,4394196000.0,258579000.0,2.51,2.51,3.899613945304215,10.434961849183422,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2021-12-31,58486220000.0,20744010000.0,33426873000.0,17715054000.0,556000000.0,-2170241000.0,-556987000.0,-86208000.0,-148077000.0,-60718000.0,-0.12000000000000055,-1529564000.0,-1566531000.0,-791061000.0,17715054000.0,0.3497,42.3417,26.1529,-0.12000000000000055,-1348048000.0,-0.0025790028280539435,-0.0014739882317578398,0.03972277733210275,0.2566475336149303,-0.0095233885862345,-0.010891005338926708,0.6211512914925117,0.5299644390906681,4759440000.0,2939723000.0,3206996000.0,4784938000.0,266228000.0,3.9399999999999995,3.9399999999999995,3.7022536133174557,12.04605075348949,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2022-03-31,59779871000.0,21317669000.0,34172068000.0,18368538000.0,1913000000.0,1219128000.0,1205802000.0,1150785000.0,64064000.0,29222000.0,1.54,765517000.0,841527000.0,396647000.0,18368538000.0,,32.103,24.745,1.54,1602449000.0,0.03367618840042107,0.019250376100677768,0.9439410791975904,0.9890692363722267,0.02017070260991363,0.022949906592246005,1.314422275593703,0.5375307692820932,4830252000.0,3723161000.0,3880601000.0,5457615000.0,259011000.0,4.989999999999999,4.989999999999999,3.365671268493655,14.982379126755234,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2022-06-30,59763817000.0,20889879000.0,34575767000.0,18040832000.0,438000000.0,2471208000.0,1739119000.0,1762178000.0,124357000.0,79056000.0,2.36,765859000.0,1645477000.0,798960000.0,18040832000.0,,23.3218,17.6605,2.36,2538079000.0,0.05096569513555549,0.02948570035277365,0.7130836416845526,0.7037525776867022,0.02909986488982121,0.033052668417432304,1.027060045127727,0.5217767692615467,5002302000.0,4517816000.0,4386657000.0,5972320000.0,243675000.0,6.049999999999999,6.049999999999999,3.0207410185656496,18.002080640196983,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2022-09-30,60945529000.0,21339208000.0,35293100000.0,18139299000.0,636000000.0,4222100000.0,2654089000.0,2777642000.0,188241000.0,117725000.0,3.72,766019000.0,2848813000.0,1200410000.0,18139299000.0,,18.6827,13.6785,3.72,3854499000.0,0.0787021259112971,0.045575812460336505,0.6578816228890836,0.6286182231590914,0.04354854315892475,0.04967190411944633,0.9129340849340376,0.5139616242268319,5742195000.0,5604397000.0,5042023000.0,6646979000.0,228585000.0,7.5,7.5,2.7289538600919303,22.057540958505587,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2022-12-31,87897448000.0,30034355000.0,53237282000.0,23875961000.0,278000000.0,-1938744000.0,-2131472000.0,-2325749000.0,-67625000.0,-90591000.0,-3.37,-1485787000.0,-1209387000.0,-583240000.0,23875961000.0,0.2838,31.6403,17.8223,-3.37,-2714712000.0,-0.04368647144683307,-0.02645980119923391,1.1996163495541443,1.099408689337014,-0.02424953225035612,-0.02764080353876441,1.4002426313118184,0.44848196795621537,5973692000.0,3364856000.0,3467538000.0,5280315000.0,309037000.0,4.25,4.25,4.521692550539125,11.2204622747438,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2023-03-31,88520884000.0,31055655000.0,52835218000.0,25153342000.0,523000000.0,1768587000.0,579043000.0,464623000.0,136011000.0,32071000.0,0.5,951624000.0,1114297000.0,602367000.0,25153342000.0,,43.0131,17.6631,0.5,1181410000.0,0.008793812490751908,0.005248738817384607,0.26270859166102656,0.3274043063756547,0.006541315154512013,0.00742471716364554,0.6679965418721273,0.47607150972671297,6523151000.0,2678694000.0,2840779000.0,4859276000.0,380984000.0,3.21,3.21,5.176355901578754,7.456425991642694,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2023-06-30,92392041000.0,34314217000.0,53465630000.0,28129473000.0,531000000.0,4219558000.0,1990833000.0,1680651000.0,285829000.0,111298000.0,1.81,951638000.0,2329435000.0,1204535000.0,28129473000.0,,34.4908,14.6651,1.81,3195368000.0,0.03143423167369392,0.01819043049389936,0.398300248509441,0.4718107915568408,0.021547667726054456,0.02439892746994878,0.7572755250668435,0.5261225389095762,8271501000.0,2597167000.0,3092493000.0,5516565000.0,542456000.0,2.66,2.66,5.099092098071898,5.700910304245874,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2023-09-30,91949409000.0,33688547000.0,53635831000.0,27578197000.0,741000000.0,6134222000.0,2872941000.0,2428278000.0,466882000.0,152541000.0,2.61,951643000.0,4298636000.0,1846545000.0,27578197000.0,,33.5477,12.8285,2.61,4719486000.0,0.045273429249189784,0.026408848370085773,0.3958575349897672,0.46834643415252986,0.03124480114929287,0.03537493547297026,0.7693699380296312,0.5141748805942803,10183623000.0,2247803000.0,3311345000.0,6381552000.0,821097000.0,1.5499999999999998,1.5499999999999998,4.321550149556096,4.032830469481681,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
2024-06-30,93537418000.0,35614097000.0,53345060000.0,29904620000.0,598000000.0,3964575000.0,1743693000.0,1447063000.0,401587000.0,75859000.0,1.55,953439000.0,2141913000.0,1274810000.0,29904620000.0,,36.6815,13.3421,1.55,3018503000.0,0.027126466818108368,0.015470418480014063,0.36499826589230877,0.439818391630881,0.018641662740786793,0.02094534177188429,0.7613686208483885,0.5605883656331064,16086942000.0,6020615000.0,7186510000.0,12114767000.0,1290309000.0,6.47,6.47,2.4684436770430667,5.569603870080733,1.4256394,143.95,85.35,3.58321,126724.945,38.0758,2.3063,14.4167
