report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-12-31,5441446000.0,3390994000.0,2361731000.0,3188357000.0,2252387000.0,,,821345000.0,,-655383000.0,-224349000.0,-165230000.0,6071000.0,-57745000.0,-2.9699999999999998,300837000.0,,,0.0,1.4358,17.7271,0.6866,-2.9699999999999998,-224349000.0,-0.07335773115366054,-0.030365090455735478,,,,-0.04122966579104157,-0.09960499683224952,,0.0,1.4358087352031201,,383532000.0,530800000.0,1501737000.0,,530800000.0,,7.06,7.06,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2022-03-31,5231154000.0,3216405000.0,2296570000.0,3095356000.0,2135096000.0,,,514513000.0,,352555000.0,99957000.0,73386000.0,,26451000.0,1.39,-95814000.0,,,0.0,,15.9395,0.582,1.39,99957000.0,0.03437128822310566,0.01402864454000016,,,,0.019108020907050337,0.046816161896233235,,0.0,1.4005255663881353,,372144000.0,513753000.0,1513219000.0,,513753000.0,,6.909999999999999,6.909999999999999,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2022-06-30,5146444000.0,3125540000.0,2402935000.0,3193653000.0,1952089000.0,,,262370000.0,,735563000.0,237601000.0,174050000.0,,62774000.0,3.36,-18851000.0,,,0.0,,14.0244,0.5033,3.36,237601000.0,0.08916089379121546,0.03381946835523713,,,,0.04616799483293707,0.12171627420676004,,0.0,1.3007176640233715,,364070000.0,500992000.0,1531430000.0,,500992000.0,,6.95,6.95,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2022-09-30,5438729000.0,3379262000.0,2638796000.0,3596307000.0,1841720000.0,,,403816000.0,,1148794000.0,387695000.0,279822000.0,,104927000.0,5.5,238354000.0,,,0.0,,14.9381,0.5293,5.5,387695000.0,0.1519351475794366,0.05144988838384851,,,,0.07128411803566605,0.21050702604087485,,0.0,1.280607519489949,,362028000.0,500904000.0,1581529000.0,,500904000.0,,7.28,7.28,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2022-12-31,5524607000.0,3461973000.0,2753522000.0,3550316000.0,1973589000.0,,,456439000.0,,-633318000.0,-160376000.0,-121136000.0,13199000.0,-41524000.0,-2.1500000000000004,374244000.0,,,0.0,1.2573,17.3796,0.6372,-2.1500000000000004,-160376000.0,-0.06137853423382477,-0.021926627541108353,,,,-0.029029395213089365,-0.08126109336847744,,0.0,1.257289028378927,,406122000.0,564877000.0,1603594000.0,,564877000.0,,8.1,8.1,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2023-03-31,5640910000.0,3562420000.0,2661391000.0,3574585000.0,2065623000.0,,,420075000.0,,436062000.0,154910000.0,111473000.0,,41331000.0,2.32,-84583000.0,,,0.0,,17.4548,0.6817,2.32,154910000.0,0.05396580111666069,0.019761527838593418,,,,0.027461881150381763,0.07499432374639516,,0.0,1.3385556650638708,,444209000.0,619830000.0,1687101000.0,,619830000.0,,9.03,9.03,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2023-06-30,5907669000.0,3809621000.0,2949462000.0,3789582000.0,2117385000.0,,,503052000.0,,926122000.0,351577000.0,252068000.0,,94429000.0,5.28,214932000.0,,,0.0,,18.1466,0.7501,5.28,351577000.0,0.1190468431579519,0.04266792875497933,,,,0.059511966564138916,0.16604302004595292,,0.0,1.2916325078946602,,522227000.0,733806000.0,1877660000.0,,733806000.0,,10.95,10.95,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2023-09-30,6224193000.0,4068895000.0,3232802000.0,3944224000.0,2278930000.0,,,523632000.0,,1471594000.0,586560000.0,421477000.0,,159292000.0,8.85,475897000.0,,,0.0,,17.8085,0.8066,8.85,586560000.0,0.18494512775732472,0.06771592718927578,,,,0.09423872299589682,0.2573839477298557,,0.0,1.258627964224224,,663882000.0,932671000.0,2200460000.0,,932671000.0,,14.3,14.3,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2023-12-31,6609721000.0,4446971000.0,3518355000.0,4138906000.0,2469778000.0,,,789750000.0,,-744439000.0,-217291000.0,-152024000.0,17199000.0,-55528000.0,-3.139999999999999,293409000.0,,,0.0,1.2639,16.0109,0.8054,-3.139999999999999,-217291000.0,-0.061553710495437244,-0.023000063088895885,,,,-0.03287445869500392,-0.08797997228900735,,0.0,1.2639347081235406,,632994000.0,875756000.0,2089339000.0,,875756000.0,,13.310000000000004,13.310000000000004,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2024-03-31,6687327000.0,4508129000.0,3431485000.0,4071945000.0,2614345000.0,,,840985000.0,,589309000.0,259953000.0,197149000.0,,70567000.0,4.17,132264000.0,,,0.0,,23.2401,1.2726,4.17,259953000.0,0.07541047566407647,0.02948098694740066,,,,0.03887248223393293,0.09943331886189466,,0.0,1.3137545406726243,,718670000.0,980799000.0,2242586000.0,,980799000.0,,15.160000000000002,15.160000000000002,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2024-06-30,7072549000.0,4740789000.0,3673232000.0,4326952000.0,2744560000.0,,,807318000.0,,1273310000.0,592761000.0,444721000.0,,162130000.0,9.41,411958000.0,,,0.0,,20.472,1.2296,9.41,592761000.0,0.16203726644708077,0.06287987541691122,,,,0.08381150841089967,0.21597669571807504,,0.0,1.2906315201435683,,911323000.0,1221983000.0,2589774000.0,,1221983000.0,,19.290000000000003,19.290000000000003,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2024-09-30,7321952000.0,5006415000.0,3925227000.0,4562833000.0,2758082000.0,,,1035534000.0,,2008036000.0,956299000.0,714984000.0,,263944000.0,15.21,938402000.0,,,0.0,,21.6809,1.4111,15.21,956299000.0,0.2592323215915988,0.09764937000406448,,,,0.13060711132768968,0.3467260944380914,,0.0,1.27544598057641,,1204830000.0,1591722000.0,3126216000.0,,1591722000.0,,25.650000000000006,25.650000000000006,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2024-12-31,7716473000.0,5389189000.0,4153863000.0,4777779000.0,2937657000.0,,,1339550000.0,,-1105604000.0,-464150000.0,-349709000.0,3779000.0,-126404000.0,-7.27,-74730000.0,,,0.0,1.2974,20.7322,1.4335,-7.27,-464150000.0,-0.11904350984475043,-0.045319798306817115,,,,-0.060150537687360534,-0.1580000660390236,,0.0,1.2973920902061526,,1007145000.0,1344863000.0,2765051000.0,,1344863000.0,,21.520000000000003,21.520000000000003,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2025-03-31,8078872000.0,4910984000.0,4222262000.0,5126944000.0,2949957000.0,,,576702000.0,,722718000.0,318756000.0,240677000.0,,83520000.0,5.26,108471000.0,,,0.0,,15.9974,1.1204,5.26,318756000.0,0.08158661295740921,0.02979091635564965,,,,0.03945550814519651,0.1080544563869914,,0.0,1.163116831688796,,1050673000.0,1403666000.0,2898460000.0,,1403666000.0,,22.610000000000003,22.610000000000003,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2025-06-30,8400480000.0,5176646000.0,4394538000.0,5346908000.0,3051601000.0,,,485988000.0,,1556489000.0,733968000.0,542837000.0,,193387000.0,11.96,302158000.0,,,0.0,,21.6606,1.5309,11.96,733968000.0,0.17788596870953968,0.06461975982324819,,,,0.08737215016284784,0.24051899314490985,,0.0,1.177972747078305,,1148789000.0,1544873000.0,3181639000.0,,1544873000.0,,25.160000000000004,25.160000000000004,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2025-09-30,8640270000.0,5457823000.0,4579449000.0,5303757000.0,3335398000.0,,,655104000.0,,2391802000.0,1139664000.0,838210000.0,,305604000.0,18.53,777659000.0,,,0.0,,25.7227,1.79,18.53,1139664000.0,0.2513073402334594,0.09701201467083784,,,,0.13190143363575443,0.34168755872612505,,0.0,1.1918077917234147,,1272015000.0,1728238000.0,3565405000.0,,1728238000.0,,28.480000000000004,28.480000000000004,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
2025-12-31,9291399000.0,5937345000.0,4864940000.0,5616418000.0,3673944000.0,,,1111968000.0,,-1388021000.0,-478970000.0,-348907000.0,12020000.0,-133704000.0,-7.559999999999999,113775000.0,,,0.0,1.2204,21.5171,1.6123,-7.559999999999999,-478970000.0,-0.09496796902729056,-0.03755161090380469,,,,-0.0515498258120225,-0.1303694340468989,,0.0,1.2204354010532503,,1272817000.0,1713418000.0,3282988000.0,,1713418000.0,,28.19,28.19,0.0,,1.1363065,835.0,320.885,0.38013,33680.004,26.461,7.4545,1.9828
