report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-31,2447952000.0,1134450000.0,329310000.0,962071000.0,1485881000.0,525000000.0,298427000.0,849787000.0,280200000.0,89024000.0,53925000.0,6890000.0,31842000.0,0.45,119784000.0,22758000.0,9130000.0,13628000.0,525000000.0,,15.3779,1.0306,0.45,89024000.0,0.036291600740570744,0.022028618208200162,0.06345707806779817,0.3297296852034686,0.1047603693631463,0.03636672614495709,0.04427114284733905,0.016036959849938866,0.1047603693631463,0.3533257373908139,3.4449303088275487,,,,,,,,,,,,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2010-10-30,2550047000.0,1235898000.0,420426000.0,1048645000.0,1501402000.0,525000000.0,328744000.0,1707201000.0,559401000.0,179176000.0,107282000.0,13119000.0,63839000.0,0.9,119579000.0,-14443000.0,20046000.0,-34489000.0,525000000.0,,15.296,1.0308,0.9,179176000.0,0.07145454714993053,0.04207059713017054,0.0628408722815884,0.3276714341193568,0.10495307816712854,0.07026380298088623,0.08842075757919703,-0.020202073452393714,0.10495307816712854,0.3496731721417715,2.9396326583037204,,,,,,,,,,,,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2011-01-29,2503585000.0,1175952000.0,326710000.0,952029000.0,1551556000.0,525000000.0,388039000.0,2531851000.0,840276000.0,271883000.0,162678000.0,19499000.0,94727000.0,1.36,119331000.0,191455000.0,29199000.0,162256000.0,525000000.0,,18.0773,1.2134,1.36,271883000.0,0.10484829422850352,0.06497802151714442,0.06425259622307948,0.33188208942785336,0.10738507123839436,0.10859747122626154,0.13092977025420938,0.06408591974804205,0.10738507123839436,0.3383699976024069,3.599375593033577,,,,,,,,,,,,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2011-04-30,2564968000.0,1230709000.0,367431000.0,1004428000.0,1560540000.0,525000000.0,388665000.0,-1673169000.0,-535652000.0,-164075000.0,-98500000.0,-13668000.0,-59906000.0,-0.8200000000000001,-239628000.0,62842000.0,-21553000.0,41289000.0,525000000.0,3.3498,19.3037,1.2738,-0.8200000000000001,-164075000.0,-0.06311917669524651,-0.03840203854395065,0.05887032332059702,0.32014219723172016,0.09806241927743103,-0.06396765963551981,-0.07867266990803341,-0.024677124665828734,0.09806241927743103,0.33642200776654235,3.349496912345447,3415670000.0,225385000.0,376008000.0,1144225000.0,182684000.0,376008000.0,25840000.0,1.89,1.89,1.3962468883640773,14.551393188854489,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2011-07-30,2517513000.0,1178732000.0,349710000.0,983362000.0,1534151000.0,525000000.0,373776000.0,847422000.0,278276000.0,81993000.0,48610000.0,6353000.0,28248000.0,0.42,116285000.0,66716000.0,10247000.0,56469000.0,525000000.0,,16.3239,1.0526,0.42,81993000.0,0.03168527739446769,0.019308738425581118,0.05736221150737177,0.32837948507355247,0.0967558076141521,0.03256904730978549,0.03981883795797394,0.0666362213867471,0.0967558076141521,0.3422088177760859,3.3705984958966,3413305000.0,220070000.0,368977000.0,1142301000.0,225525000.0,368977000.0,25303000.0,1.8599999999999999,1.8599999999999999,1.4228529149513385,14.582342014780856,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2011-10-29,2397763000.0,1059082000.0,363228000.0,993618000.0,1404145000.0,525000000.0,250068000.0,1704297000.0,559259000.0,165252000.0,97564000.0,12522000.0,56338000.0,0.85,114737000.0,119084000.0,22379000.0,96705000.0,525000000.0,,17.2828,1.0923,0.85,165252000.0,0.06948285255440144,0.04068959275791644,0.05724589082771372,0.3281464439590048,0.09696197317721031,0.0689192384735272,0.08566074608181344,0.05674187069507251,0.09696197317721031,0.3738930096250743,2.9157498871232392,3410401000.0,210352000.0,355053000.0,1142159000.0,356719000.0,355053000.0,24706000.0,1.8099999999999998,1.8099999999999998,1.4786524828687548,14.371124423217033,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2012-04-28,2739368000.0,1403513000.0,529648000.0,1364166000.0,1375202000.0,725000000.0,573781000.0,3535661000.0,1162514000.0,358009000.0,212815000.0,30343000.0,116997000.0,1.92,110846000.0,321158000.0,29650000.0,291508000.0,725000000.0,2.6501,17.7777,1.07,1.92,358009000.0,0.15475181100667393,0.07768762721912499,0.06019100813115284,0.32879679358400027,0.10125659671557878,0.13069036361671743,0.1704640791695275,0.08244794961960437,0.10125659671557878,0.5271952774937791,2.649897667885086,4414211000.0,260489000.0,441179000.0,1464397000.0,485971000.0,441179000.0,35550000.0,2.3699999999999997,2.3699999999999997,1.6433239116095735,12.410098452883263,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2012-07-28,2700472000.0,1361610000.0,501354000.0,1334730000.0,1365742000.0,725000000.0,580753000.0,889225000.0,285700000.0,82592000.0,47538000.0,9568000.0,26163000.0,0.45,105783000.0,59758000.0,3206000.0,56552000.0,725000000.0,,18.028,1.0668,0.45,82592000.0,0.03480745265211145,0.01760358929846338,0.05346003542410526,0.32129101183614944,0.09288087941747027,0.030584283043853074,0.039503678598315814,0.06359695240237286,0.09288087941747027,0.5308469681682192,2.7158654363982335,6976605000.0,406527000.0,687846000.0,2285749000.0,501234000.0,687846000.0,58786000.0,3.6399999999999997,3.6399999999999997,1.0540149975430546,11.700847140475624,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2012-10-27,2620240000.0,1277023000.0,432714000.0,1263494000.0,1356746000.0,725000000.0,500374000.0,1756418000.0,566299000.0,160461000.0,93080000.0,18695000.0,50038000.0,0.89,105099000.0,133200000.0,8765000.0,124435000.0,725000000.0,,17.7017,1.0273,0.89,160461000.0,0.06860532479918864,0.03552346349952676,0.052994218915998356,0.32241698730028956,0.09135695489342514,0.06123904680487283,0.07708000880030513,0.07084589203708912,0.09135695489342514,0.534366786413964,2.9511940912473364,7885601000.0,450997000.0,766314000.0,2573772000.0,569200000.0,766314000.0,71128000.0,4.109999999999999,4.109999999999999,0.9460873741051319,10.773731863682375,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
2013-01-26,2637490000.0,1288128000.0,457027000.0,1286757000.0,1350733000.0,725000000.0,472449000.0,2672279000.0,866592000.0,249999000.0,146710000.0,27808000.0,78208000.0,1.41,104374000.0,179336000.0,14259000.0,165077000.0,725000000.0,,18.9732,1.0973,1.41,249999000.0,0.10861510009750261,0.05562485544968891,0.0549007046045716,0.3242894922274209,0.09355273158229362,0.09478671009179182,0.12043890037880595,0.06177386418109786,0.09355273158229362,0.5367456040535028,2.818494312152236,8853583000.0,500143000.0,851061000.0,2881105000.0,637572000.0,851061000.0,86414000.0,4.67,4.67,0.851877832493793,9.848647209942833,0.22316876,31.34,30.56,4.33189,2771.8857,19.974,2.3267,0.4257
