report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-07-31,58336900000.0,49745300000.0,8589800000.0,21698700000.0,,3090300000.0,28344900000.0,2730500000.0,553700000.0,1508800000.0,6.0,391700000.0,,795100000.0,841200000.0,,21698700000.0,,9.3046,0.8339,6.0,0.317877016927053,0.04680570959375627,0.0963312624140498,,2.526100724114648,38262300000.0,3679700000.0,,173300000.0,,,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2013-10-31,59521300000.0,49253600000.0,10265800000.0,21577700000.0,,3504000000.0,-16305900000.0,-1576800000.0,-363600000.0,-807200000.0,-2.6500000000000004,-788500000.0,,-434300000.0,-532400000.0,,21577700000.0,0.8119,8.6761,0.812,-2.6500000000000004,-0.1535973815971478,-0.026491356875605877,0.0967011940463268,,2.1019014592140897,37795400000.0,3537300000.0,,741300000.0,9.0,9.0,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2014-01-31,29034000000.0,18776200000.0,10255700000.0,4828200000.0,,2659700000.0,7654000000.0,681100000.0,171700000.0,280500000.0,1.81,375400000.0,267800000.0,200000.0,136300000.0,267600000.0,4828200000.0,,8.9051,0.8357,1.81,0.06641184902054467,0.023458703588895777,0.08898615103214005,0.03496211131434544,0.47078210166054,38028000000.0,3568700000.0,,732900000.0,9.159999999999998,9.159999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2014-04-30,60862400000.0,50194800000.0,10665300000.0,23166900000.0,,3078500000.0,17602000000.0,1661800000.0,337500000.0,759600000.0,4.0,372600000.0,,426200000.0,630300000.0,,23166900000.0,,9.7993,0.9162,4.0,0.15581371363205912,0.027304214096059307,0.09440972616748097,,2.172175184945571,37295000000.0,3496600000.0,,699300000.0,9.159999999999998,9.159999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2014-07-31,61748500000.0,50916000000.0,10830000000.0,24035500000.0,,3034700000.0,27102100000.0,2512500000.0,491500000.0,1209600000.0,6.0,370100000.0,,640900000.0,957400000.0,,24035500000.0,,9.19,0.8346,6.0,0.23199445983379502,0.040689247512085316,0.09270499333999949,,2.2193444136657434,36052200000.0,3278600000.0,,637100000.0,9.159999999999998,9.159999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2014-10-31,61336400000.0,52270900000.0,9062600000.0,24380700000.0,,3787000000.0,-16291200000.0,-1693700000.0,-336700000.0,-623200000.0,-3.8100000000000005,-752000000.0,,-19000000.0,-417500000.0,,24380700000.0,0.8604,9.6971,0.8501,-3.8100000000000005,-0.18688897225961645,-0.02761329324838106,0.10396410331958358,,2.6902544523646634,36066900000.0,3161700000.0,,664000000.0,7.999999999999998,7.999999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2015-01-31,58290100000.0,50041300000.0,8246000000.0,24106700000.0,,3974800000.0,6383100000.0,386800000.0,180100000.0,170500000.0,1.0,345700000.0,,184000000.0,342900000.0,,24106700000.0,,10.258,0.8453,1.0,0.04690759155954402,0.0066357752002484125,0.0605975153138757,,2.9234416686878486,34796000000.0,2867400000.0,,672400000.0,7.189999999999998,7.189999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2015-04-30,59594000000.0,51418000000.0,8173800000.0,23622800000.0,,4355400000.0,14553800000.0,1077200000.0,345600000.0,494600000.0,3.0,342800000.0,,324300000.0,682900000.0,,23622800000.0,,11.7267,0.9153,3.0,0.13178692896816657,0.018075645199181124,0.07401503387431461,,2.8900633732168637,31747800000.0,2282800000.0,,680500000.0,6.189999999999998,6.189999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2015-07-31,58932200000.0,51207200000.0,7723100000.0,23200900000.0,,4130800000.0,22147500000.0,1588800000.0,517100000.0,735600000.0,4.0,339900000.0,,461400000.0,1029200000.0,,23200900000.0,,13.8665,0.9975,4.0,0.20572050083515686,0.026959794475685618,0.07173721639011175,,3.0040916212401756,26793200000.0,1359100000.0,,706100000.0,4.189999999999998,4.189999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2015-10-31,57947600000.0,51190000000.0,6743400000.0,23832800000.0,,4162200000.0,-14221600000.0,-1112800000.0,-362800000.0,-560600000.0,-3.0,-692400000.0,,-275700000.0,-672600000.0,,23832800000.0,0.876,13.5641,0.9118,-3.0,-0.16502061274727883,-0.019203556316396194,0.07824717331383248,,3.534240887386185,28862800000.0,1940000000.0,,680000000.0,4.999999999999998,4.999999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2016-01-31,56036200000.0,49432400000.0,6590200000.0,24533200000.0,,3459900000.0,5524500000.0,254400000.0,173200000.0,95500000.0,0.0,317600000.0,,140000000.0,374200000.0,,24533200000.0,,13.3966,0.8648,0.0,0.03860277381566569,0.004539922407300995,0.04604941623676351,,3.7226791296167034,28004200000.0,1807600000.0,,673100000.0,3.9999999999999982,3.9999999999999982,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2016-04-30,59183300000.0,51992600000.0,7164300000.0,24648000000.0,,4133200000.0,13399900000.0,749800000.0,364300000.0,333300000.0,2.0,317100000.0,,232600000.0,761800000.0,,24648000000.0,,16.4262,0.956,2.0,0.10465781723266754,0.012669114429239329,0.0559556414600109,,3.4403919433859556,26850300000.0,1480200000.0,,691800000.0,2.9999999999999982,2.9999999999999982,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2016-07-31,58606400000.0,51152300000.0,7428400000.0,,,4321000000.0,20124400000.0,1238600000.0,564900000.0,559900000.0,3.0,316700000.0,,387000000.0,1158400000.0,,0.0,,15.3651,0.9101,3.0,0.1667384631953045,0.02113421059815993,0.061547176561785696,,0.0,24827200000.0,1130000000.0,,739600000.0,1.9999999999999982,1.9999999999999982,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2016-10-31,57981400000.0,51436600000.0,6520000000.0,,,4335800000.0,-12404800000.0,-718900000.0,-338700000.0,-288600000.0,-1.0,-634800000.0,,-115200000.0,-734600000.0,,0.0,0.9349,18.2187,1.042,-1.0,-0.11026073619631901,-0.012398803754307415,0.057953372887914356,,0.0,26644000000.0,1523900000.0,,763700000.0,3.9999999999999982,3.9999999999999982,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2017-01-29,56296600000.0,49446900000.0,6825500000.0,22916600000.0,,3890000000.0,5625200000.0,193800000.0,208100000.0,134400000.0,0.0,319800000.0,,155200000.0,415700000.0,,22916600000.0,,23.2042,1.2741,0.0,0.028393524283935243,0.003442481428718608,0.0344521083694802,,3.357497619222035,26744700000.0,1463300000.0,,798600000.0,3.9999999999999982,3.9999999999999982,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2017-04-30,58968800000.0,51261000000.0,7684700000.0,23253100000.0,,4525800000.0,13912200000.0,996200000.0,434900000.0,506400000.0,3.0,321100000.0,,253000000.0,843100000.0,,23253100000.0,,20.1027,1.3189,3.0,0.12963420823194138,0.016893679369429256,0.0716062161268527,,3.025895610759041,27257000000.0,1709700000.0,,869200000.0,4.999999999999998,4.999999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2017-07-30,62349900000.0,53761000000.0,8572200000.0,23674300000.0,,6537400000.0,21720000000.0,1648800000.0,651300000.0,748700000.0,5.0,322500000.0,729300000.0,373700000.0,1279000000.0,355600000.0,23674300000.0,,21.2937,1.4595,5.0,0.19234268915797578,0.02644430865165782,0.07591160220994475,0.016372007366482505,2.7617531088868668,28852600000.0,2119900000.0,,955600000.0,6.999999999999998,6.999999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2017-10-29,65786300000.0,56211800000.0,9557300000.0,25891300000.0,,9334900000.0,-11519700000.0,-679700000.0,-394800000.0,-418400000.0,-2.0,-640100000.0,1470500000.0,-187000000.0,-822300000.0,1283500000.0,25891300000.0,1.0632,19.674,1.4294,-2.0,-0.07111841210383686,-0.010331938412709029,0.05900327265466983,-0.11141783206159883,2.709060090192837,29737700000.0,2159100000.0,,899500000.0,5.999999999999998,5.999999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2018-01-28,66577500000.0,57298600000.0,9252600000.0,26421800000.0,,3915100000.0,6913500000.0,-535100000.0,286300000.0,1057500000.0,-1.0,322800000.0,-1296800000.0,176300000.0,463200000.0,-1473100000.0,26421800000.0,,38.4006,1.7656,-1.0,-0.05783239305708666,-0.00803724982163644,-0.07739929124177335,-0.21307586605915962,2.8556081533839137,31026000000.0,1430200000.0,,977700000.0,4.999999999999998,4.999999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2018-04-29,69873000000.0,59438400000.0,10410300000.0,26278600000.0,,4201400000.0,17633500000.0,673200000.0,590000000.0,1234700000.0,2.0,328400000.0,-1221700000.0,352200000.0,950800000.0,-1573900000.0,26278600000.0,,24.0297,1.3116,2.0,0.06466672430189331,0.009634622815679877,0.03817733291745825,-0.08925624521507358,2.5242884450976435,34747300000.0,1107200000.0,-1407900000.0,1132800000.0,3.9999999999999982,3.9999999999999982,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2018-07-29,69390100000.0,59010200000.0,10356300000.0,26838000000.0,,3923300000.0,27941800000.0,1583600000.0,881000000.0,1523400000.0,4.0,328200000.0,-674700000.0,570600000.0,1444800000.0,-1245300000.0,26838000000.0,,21.2319,1.2363,4.0,0.15291175419792782,0.022821699349042587,0.056674945780157325,-0.04456763701694236,2.5914660641348743,40969100000.0,1042000000.0,-3008800000.0,1362500000.0,2.9999999999999982,2.9999999999999982,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2018-10-28,70108000000.0,58802800000.0,11287800000.0,27237400000.0,,3904000000.0,-15131100000.0,646700000.0,-553700000.0,-2088700000.0,2.0,-652100000.0,5013500000.0,-202700000.0,-931700000.0,4810800000.0,27237400000.0,0.8939,17.7333,1.1242,2.0,0.05729194351423661,0.009224339590346322,-0.042739787589798496,-0.3179411939647481,2.412994560498946,37357700000.0,2368400000.0,518500000.0,1203600000.0,6.999999999999998,6.999999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2019-01-27,69918200000.0,58571500000.0,11327800000.0,27855200000.0,,3625700000.0,7983600000.0,498500000.0,353000000.0,184100000.0,1.54,322700000.0,-1650700000.0,297400000.0,503300000.0,-1948100000.0,27855200000.0,,14.6509,1.2967,1.54,0.044006779780716467,0.007129760205497281,0.06244050303121399,-0.24401272608848137,2.4590123413195855,38427800000.0,3402000000.0,43500000.0,1270300000.0,9.54,9.54,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2019-04-28,72729600000.0,60791300000.0,11919500000.0,28255400000.0,,3483700000.0,19326000000.0,1633400000.0,703800000.0,527500000.0,5.07,322400000.0,-1494800000.0,490900000.0,1016500000.0,-1985700000.0,28255400000.0,,15.8369,1.3493,5.07,0.13703594949452577,0.022458531326997537,0.08451826554900134,-0.10274759391493325,2.3705188976047653,40120300000.0,4362200000.0,-368300000.0,1384100000.0,12.61,12.61,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2019-07-28,73530000000.0,61246000000.0,12266000000.0,29242000000.0,,3383000000.0,29362000000.0,2532000000.0,1078000000.0,748000000.0,7.87,321500000.0,404000000.0,756000000.0,1522000000.0,-352000000.0,29242000000.0,,16.1613,1.3817,7.87,0.2064242621881624,0.034434924520603837,0.08623390777195014,-0.011988284176827192,2.3839882602315345,41540500000.0,5310600000.0,525000000.0,1581100000.0,16.479999999999997,16.479999999999997,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2019-11-03,73011000000.0,61580000000.0,11413000000.0,30229000000.0,,3857000000.0,-17413600000.0,-1410900000.0,-668800000.0,-607600000.0,-4.33,-646000000.0,6153500000.0,-424300000.0,-1022800000.0,5729200000.0,30229000000.0,0.907,17.3338,1.4356,-4.33,-0.1236221852273723,-0.019324485351522373,0.08102287866954565,-0.32900721275325034,2.6486462805572595,39258000000.0,3253000000.0,1443400000.0,1466000000.0,10.149999999999999,10.149999999999999,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2020-02-02,71821000000.0,59877000000.0,11926000000.0,30475000000.0,,3602000000.0,7631000000.0,517000000.0,336000000.0,50000000.0,1.63,317200000.0,-508000000.0,271000000.0,538000000.0,-779000000.0,30475000000.0,,15.1725,1.2754,1.63,0.04335066241824585,0.007198451706325448,0.06774996723889398,-0.10208360634255012,2.5553412711722285,38905400000.0,3271500000.0,2612500000.0,1449000000.0,10.239999999999998,10.239999999999998,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2020-05-03,77326000000.0,65461000000.0,11864000000.0,34324000000.0,,8900000000.0,16884000000.0,1182000000.0,678000000.0,295000000.0,3.73,316700000.0,776000000.0,441000000.0,1067000000.0,335000000.0,34324000000.0,,14.8382,1.1288,3.73,0.09962913014160485,0.015285932286682357,0.07000710732054016,0.01984126984126984,2.8931220498988535,36463400000.0,2820100000.0,4933200000.0,1423200000.0,8.899999999999999,8.899999999999999,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2020-08-02,77264000000.0,64373000000.0,12888000000.0,34037000000.0,,8190000000.0,25809000000.0,1993000000.0,969000000.0,752000000.0,6.3,316400000.0,4057000000.0,594000000.0,1614000000.0,3463000000.0,34037000000.0,,20.5015,1.5579,6.3,0.15463997517070144,0.025794677987160904,0.07722112441396412,0.13417799992250765,2.640983860955928,32910400000.0,2281100000.0,8748200000.0,1314200000.0,7.329999999999997,7.329999999999997,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2020-11-01,75091000000.0,62147000000.0,12937000000.0,32734000000.0,,7066000000.0,-14784000000.0,-941000000.0,-736000000.0,-15000000.0,-2.9700000000000006,-633700000.0,3158000000.0,-486000000.0,-1101000000.0,2672000000.0,32734000000.0,1.0163,26.384,2.0416,-2.9700000000000006,-0.07273711061297054,-0.012531461826317402,0.06364989177489178,-0.18073593073593072,2.530262039112623,35540000000.0,2751000000.0,5691000000.0,1247000000.0,8.689999999999996,8.689999999999996,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2021-01-31,75480000000.0,61394000000.0,14083000000.0,32772000000.0,,6962000000.0,9112000000.0,1224000000.0,271000000.0,308000000.0,3.87,316100000.0,143000000.0,154000000.0,538000000.0,-11000000.0,32772000000.0,,26.4788,2.4727,3.87,0.08691329972307037,0.016216216216216217,0.13432835820895522,-0.0012071992976294996,2.327060995526521,37021000000.0,3458000000.0,6459000000.0,1182000000.0,10.929999999999996,10.929999999999996,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2021-05-02,78979000000.0,63883000000.0,15092000000.0,33346000000.0,,7182000000.0,21170000000.0,3013000000.0,538000000.0,838000000.0,9.55,315600000.0,1786000000.0,320000000.0,1054000000.0,1466000000.0,33346000000.0,,25.4408,2.9276,9.55,0.19964219454015372,0.03814938148115322,0.1423240434577232,0.069248937175248,2.209514974821097,41307000000.0,5289000000.0,7590000000.0,1042000000.0,16.749999999999996,16.749999999999996,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2021-08-01,80688000000.0,64955000000.0,15731000000.0,32280000000.0,10404000000.0,7519000000.0,32697000000.0,4680000000.0,783000000.0,1328000000.0,14.86,314900000.0,4314000000.0,492000000.0,1569000000.0,3822000000.0,42684000000.0,,20.4148,2.6187,14.86,0.2975017481406141,0.05800118976799524,0.14313239746765757,0.11689145793192036,2.7133685080414467,48195000000.0,7976000000.0,7949000000.0,856000000.0,25.309999999999995,25.309999999999995,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2021-10-31,84114000000.0,65680000000.0,18431000000.0,32888000000.0,10919000000.0,8017000000.0,-18955000000.0,-2954000000.0,-599000000.0,-816000000.0,-9.290000000000003,-632600000.0,1483000000.0,-118000000.0,-1111000000.0,1365000000.0,43807000000.0,0.9768,18.6511,2.5282,-9.290000000000003,-0.1602734523357387,-0.03511900515966426,0.15584278554471115,-0.0720126615668689,2.3768108078780315,44024000000.0,5963000000.0,6642000000.0,993000000.0,18.989999999999995,18.989999999999995,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2022-01-30,79614000000.0,61806000000.0,17804000000.0,32838000000.0,10990000000.0,4472000000.0,9569000000.0,903000000.0,229000000.0,250000000.0,2.92,309400000.0,-2553000000.0,193000000.0,486000000.0,-2746000000.0,43828000000.0,,20.4632,2.5976,2.92,0.05071893956414289,0.011342226241615795,0.09436722750548647,-0.28696833524924237,2.4616940013480115,44481000000.0,5642000000.0,3907000000.0,951000000.0,18.039999999999996,18.039999999999996,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2022-05-01,84099000000.0,65093000000.0,18904000000.0,32447000000.0,12413000000.0,3878000000.0,22939000000.0,3001000000.0,417000000.0,710000000.0,9.72,308800000.0,-1762000000.0,346000000.0,933000000.0,-2108000000.0,44860000000.0,,19.5795,2.5642,9.72,0.15874947101142614,0.03568413417519828,0.1308252321374079,-0.09189589781594665,2.373042742276767,46250000000.0,5630000000.0,333000000.0,830000000.0,18.209999999999994,18.209999999999994,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2023-01-29,91620000000.0,70184000000.0,21332000000.0,,14129000000.0,3976000000.0,12652000000.0,1959000000.0,479000000.0,537000000.0,6.55,299100000.0,-1246000000.0,315000000.0,494000000.0,-1561000000.0,14129000000.0,,15.2233,2.2524,6.55,0.09183386461653853,0.021381794368041912,0.15483717989250712,-0.12337970281378438,0.6623382711419463,26205000000.0,2909000000.0,-5050000000.0,526000000.0,9.899999999999995,9.899999999999995,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2023-04-30,98347000000.0,75846000000.0,22395000000.0,,17109000000.0,5267000000.0,30038000000.0,4819000000.0,1049000000.0,1528000000.0,16.18,297800000.0,-147000000.0,584000000.0,995000000.0,-731000000.0,17109000000.0,,12.5192,1.8773,16.18,0.2151819602589864,0.048999969495764996,0.16043012184566216,-0.024335841267727545,0.763965170797053,75198000000.0,10682000000.0,-7146000000.0,2174000000.0,35.37,35.37,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2023-07-30,103397000000.0,80245000000.0,23048000000.0,,17143000000.0,6576000000.0,45839000000.0,7797000000.0,1671000000.0,2164000000.0,26.35,295900000.0,2896000000.0,887000000.0,1527000000.0,2009000000.0,17143000000.0,,12.4689,2.0403,26.35,0.3382939951405762,0.07540837741907405,0.17009533366783744,0.043827308623661076,0.7437955570982298,111468000000.0,17576000000.0,-2391000000.0,3616000000.0,58.8,58.8,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2024-01-28,101371000000.0,79192000000.0,22075000000.0,,17117000000.0,5137000000.0,12185000000.0,1751000000.0,802000000.0,469000000.0,6.23,281100000.0,-908000000.0,362000000.0,520000000.0,-1270000000.0,17117000000.0,,11.1164,1.8211,6.23,0.07932049830124575,0.01727318463860473,0.14370127205580632,-0.10422650800164136,0.7754020385050963,100714000000.0,16326000000.0,-1553000000.0,4001000000.0,55.31,55.31,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
2024-04-28,105628000000.0,82842000000.0,22684000000.0,,17699000000.0,5553000000.0,27420000000.0,4121000000.0,1638000000.0,1220000000.0,14.74,279500000.0,944000000.0,719000000.0,1045000000.0,225000000.0,17699000000.0,,11.6701,1.8845,14.74,0.18166989948862636,0.039014276517590034,0.15029175784099197,0.008205689277899343,0.7802415799682596,115482000000.0,18488000000.0,233000000.0,5160000000.0,63.5,63.5,1.0132877,674.1899,404.42,1.34948,154412.22,32.0757,4.8122,3.3004
