report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-06-26,12611766000.0,4612311000.0,2728474000.0,,5835813000.0,2155166000.0,,1024810000.0,,,1921732000.0,513500000.0,409855000.0,48163000.0,,3.08,374476000.0,88821000.0,66994000.0,285655000.0,2155166000.0,,19.4412,0.7986,3.08,580494000.0,0.0702310029468045,0.032497827822051246,,,,0.04071594731459496,0.064259961138679,,,0.3693000443982698,1.6904361192373465,,849820000.0,754118000.0,2770663000.0,160756000.0,844357000.0,22997000.0,6.0,6.0,2.5524345744750145,32.79201634995869,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2020-10-02,12354353000.0,4539599000.0,2941597000.0,,5815712000.0,1676941000.0,,862424000.0,,,-1272342000.0,-447997000.0,-339946000.0,-30745000.0,55320000.0,-2.51,554591000.0,-54149000.0,-42794000.0,500442000.0,1676941000.0,1.5432,24.8625,0.9013,-2.51,-490791000.0,-0.05845303206211037,-0.02751629324498013,,,,-0.036262279376346136,-0.05979150509172118,,,0.28834663752262835,1.5432430071148426,,491845000.0,535973000.0,2586668000.0,580282000.0,627043000.0,62206000.0,3.71,3.71,2.6743636401331328,8.616098125582742,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2021-01-01,12767625000.0,4786853000.0,2888697000.0,12767625000.0,6099490000.0,1797069000.0,,837012000.0,,3381836000.0,632060000.0,213940000.0,257048000.0,17313000.0,,1.96,112618000.0,16766000.0,22989000.0,95852000.0,1797069000.0,,28.0561,1.0154,1.96,236929000.0,0.042142539786113264,0.020132796820082042,0.07600841672984733,0.186898477631677,0.0632614946437379,0.016756444522767547,0.027092813464700258,0.028343183998277857,0.0700592814080872,0.2946261080844464,1.657097646447516,,491883000.0,598568000.0,2574157000.0,835580000.0,690475000.0,64702000.0,3.76,3.76,2.6026561425105905,9.251151432722327,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2021-04-02,15562068000.0,5077918000.0,3402839000.0,15562068000.0,6008439000.0,3425852000.0,53813000.0,893284000.0,,6929708000.0,1399072000.0,172826000.0,268091000.0,32777000.0,,2.04,350232000.0,45053000.0,48079000.0,305179000.0,3479665000.0,,29.0129,1.259,2.04,220905000.0,0.04461907660209249,0.017227209134415812,0.038687200095588445,0.20189479845326816,0.02493986759615268,0.011105593421131434,0.018215019565552822,0.04403922935858192,0.031877966575215,0.5791296208549342,1.4922592576375198,,595048000.0,452269000.0,2680522000.0,1187128000.0,547537000.0,67508000.0,4.57,4.57,6.355123032781346,6.699487468151923,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2021-07-02,15209284000.0,4742281000.0,3243220000.0,,6152906000.0,3067745000.0,53813000.0,966146000.0,,,2216007000.0,436572000.0,433885000.0,52788000.0,,2.87,523573000.0,65670000.0,74484000.0,457903000.0,3121558000.0,,33.5081,1.2323,2.87,511056000.0,0.07051708574777511,0.02852764140639362,,,,0.028704309814978797,0.04707247771946713,,,0.5073306824450106,1.462213787532144,,619078000.0,375341000.0,2974797000.0,1359376000.0,478099000.0,72133000.0,4.359999999999999,4.359999999999999,6.529103804860499,5.2034575021141505,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2021-10-01,14632609000.0,4291895000.0,3209924000.0,,5940041000.0,2839933000.0,,1014249000.0,,,-1203367000.0,-135249000.0,-481994000.0,-30164000.0,274781000.0,-3.67,-260147000.0,-34675000.0,-44528000.0,-294822000.0,2839933000.0,1.3371,36.7962,1.2452,-3.67,-179777000.0,-0.08114321096436876,-0.032939717038841125,,,,-0.009242985991083339,-0.015404259739265742,,,0.47809989863706326,1.337070597310092,,477030000.0,688089000.0,3043772000.0,564112000.0,789113000.0,72714000.0,3.1999999999999997,3.1999999999999997,3.598892680769421,9.462950738509779,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2021-12-31,14804094000.0,4372003000.0,3125583000.0,,6069946000.0,3073067000.0,53400000.0,1245024000.0,,,796474000.0,177333000.0,134034000.0,19426000.0,,1.03,321645000.0,19318000.0,26237000.0,302327000.0,3126467000.0,,50.811,1.2761,1.03,203570000.0,0.02208158029741945,0.009053846861550596,,,,0.011978645907003833,0.01928284430027229,,,0.5150732807178185,1.398780003602528,,354016000.0,651482000.0,3208186000.0,770587000.0,755754000.0,74827000.0,2.2699999999999996,2.2699999999999996,4.136884488868071,8.706509682333916,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2022-07-01,14722210000.0,4554155000.0,3189333000.0,,5933293000.0,3520494000.0,51630000.0,1102284000.0,,,2491359000.0,609310000.0,418832000.0,67551000.0,,3.23,197169000.0,80053000.0,77921000.0,117116000.0,3572124000.0,,34.9119,1.1024,3.23,687231000.0,0.07059014277568966,0.028448989655765,,,,0.04138712869874835,0.06410134347604109,,,0.6020474633563521,1.4279333641234704,,504757000.0,1087966000.0,4300473000.0,582524000.0,1222080000.0,109601000.0,3.46,3.46,2.9229870384917516,9.926606509064698,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2022-09-30,14660419000.0,4721994000.0,3250845000.0,,6060056000.0,3357256000.0,,1140479000.0,,,3327040000.0,917850000.0,644039000.0,100246000.0,160903000.0,4.98,474709000.0,127615000.0,102454000.0,347094000.0,3357256000.0,1.4525,21.461,0.9262,4.98,1020304000.0,0.1062760806170768,0.04393046337897982,,,,0.06260735112686752,0.09746411714935217,,,0.5539975208149892,1.4525435694411761,,714911000.0,1569244000.0,5411506000.0,471715000.0,1731328000.0,157059000.0,5.57,5.57,1.939121876386219,9.99142997217606,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2022-12-30,14918173000.0,4807746000.0,3241262000.0,,6184104000.0,3434318000.0,,1211102000.0,,,814713000.0,237805000.0,135647000.0,40077000.0,50103000.0,1.06,302297000.0,32187000.0,27979000.0,270110000.0,3434318000.0,,23.5474,0.991,1.06,265784000.0,0.0219347863490006,0.009092735417399973,,,,0.015940624900917827,0.02472391001351365,,,0.5553460937914368,1.4832944698700692,,1332552000.0,1942298000.0,7429586000.0,1036647000.0,2176889000.0,227300000.0,10.3,10.3,1.5776266038369435,8.545085789705235,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2023-03-31,15002631000.0,4907881000.0,3211426000.0,,6379637000.0,3402471000.0,,1223331000.0,,,1705007000.0,527668000.0,352160000.0,80690000.0,69163000.0,2.76,434339000.0,67389000.0,55686000.0,366950000.0,3402471000.0,,19.2692,0.9561,2.76,583354000.0,0.05520063288867376,0.023473216131223915,,,,0.03517169755091624,0.05394215643499336,,,0.5333330093859572,1.5282559834789904,,1550678000.0,2292633000.0,8338119000.0,1101270000.0,2556673000.0,288564000.0,12.030000000000001,12.030000000000001,1.3308197802378325,7.944972345822764,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2023-06-30,14936699000.0,4823747000.0,3299986000.0,,6521716000.0,3145529000.0,,1092127000.0,,,2561749000.0,797408000.0,516397000.0,124477000.0,123329000.0,4.06,755400000.0,98240000.0,76870000.0,657160000.0,3145529000.0,,20.1834,0.9386,4.06,874278000.0,0.07918115416249343,0.03457236434904392,,,,0.05338582507420147,0.08248554784739602,,,0.4823161572813045,1.461747716505464,,1648243000.0,2480731000.0,8408509000.0,1641314000.0,2743720000.0,345490000.0,12.86,12.86,1.1464467948624495,7.180326492807317,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2023-09-29,14617109000.0,4690353000.0,3422561000.0,,6546220000.0,2813471000.0,,926582000.0,,,-1608154000.0,-487644000.0,-338427000.0,-77136000.0,-46414000.0,-2.579999999999999,-517273000.0,-60330000.0,-57189000.0,-577603000.0,2813471000.0,1.3701,25.832,1.0516,-2.579999999999999,-544833000.0,-0.05169807919684948,-0.023152799914128025,,,,-0.0333611796970249,-0.05210043793112401,,,0.4297855861856155,1.3704220319228788,,665777000.0,1075237000.0,3473315000.0,716617000.0,1178583000.0,168108000.0,5.3,5.3,2.387164077540572,6.396108454089038,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2023-12-29,14952204000.0,4975268000.0,3644546000.0,,6678274000.0,2834880000.0,,1142227000.0,,,850538000.0,204063000.0,171610000.0,43352000.0,-16279000.0,1.37,418361000.0,17306000.0,25169000.0,401055000.0,2834880000.0,,23.3663,0.981,1.37,229232000.0,0.025696759372256964,0.011477237736991818,,,,0.013647686989824376,0.021450614591122987,,,0.42449291538502315,1.3651269595719193,,701740000.0,1041495000.0,3509140000.0,847562000.0,1142031000.0,171383000.0,5.61,5.61,2.4823144030240862,6.07700296995618,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2024-03-29,14897577000.0,4995458000.0,4273323000.0,,6624114000.0,2164843000.0,,1033519000.0,,,1755153000.0,485052000.0,333722000.0,87584000.0,51005000.0,2.65,375538000.0,45108000.0,49723000.0,330430000.0,2164843000.0,,29.8413,1.1427,2.65,534775000.0,0.05037986967011739,0.022401092472957178,,,,0.032559120184443416,0.055188801128507055,,,0.3268124612589699,1.1689867580803042,,683302000.0,998879000.0,3559286000.0,811042000.0,1093452000.0,178277000.0,5.5,5.5,1.9798244458833127,5.602960561373592,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2024-06-28,15048290000.0,5137609000.0,4504255000.0,,6616793000.0,2091456000.0,,1208661000.0,,,2671933000.0,745516000.0,480657000.0,,118743000.0,3.82,858141000.0,82772000.0,74171000.0,775369000.0,2091456000.0,,27.7658,1.0321,3.82,819687000.0,0.07264198834692275,0.031940971366181806,,,,0.0495415758202427,0.08561032189134693,,,0.31608303297382884,1.1406123765195355,,647562000.0,946987000.0,3669470000.0,929251000.0,1038861000.0,,5.26,5.26,2.013220247944624,,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2024-09-27,11759005000.0,4895580000.0,4079741000.0,,4549467000.0,1348594000.0,,1144795000.0,,,-2444868000.0,-742195000.0,-179896000.0,,-21976000.0,-1.5199999999999996,-597367000.0,-24072000.0,-49831000.0,-621439000.0,1348594000.0,1.2,,,-1.5199999999999996,-792026000.0,-0.03954221450556736,-0.015298573306159833,,,,-0.06311715999780594,-0.1258371183343136,,,0.29642901025548707,1.1999732335949758,,806093000.0,692436000.0,2832756000.0,885415000.0,791668000.0,,6.32,6.32,1.7034842888685662,,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2024-12-27,11610849000.0,4946964000.0,3943095000.0,,4205359000.0,1717270000.0,,1299657000.0,,,721267000.0,208418000.0,-18130000.0,,57149000.0,-0.11,107456000.0,10333000.0,20922000.0,97123000.0,1717270000.0,,57.5802,1.4651,-0.11,229340000.0,-0.004311165824368383,-0.001561470655591163,,,,0.017950280810645286,0.035190115740830634,,,0.4083527708335959,1.2545890981576655,,616353000.0,696791000.0,2703485000.0,581483000.0,791776000.0,,4.84,4.84,2.1688836236511335,,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2025-03-28,11210695000.0,4444185000.0,2959460000.0,,3864444000.0,2633620000.0,,1204649000.0,,,1459612000.0,417066000.0,-12517000.0,,107725000.0,-0.05,11025000.0,27603000.0,40961000.0,-16578000.0,2633620000.0,,108.5613,1.4484,-0.05,458027000.0,-0.003239017048765618,-0.0011165231058377736,,,,0.037202510638278896,0.0641831166944493,,,0.6815003658999845,1.5016878079109026,,270114000.0,628805000.0,2407944000.0,234475000.0,715028000.0,,2.1399999999999997,2.1399999999999997,3.6832403766006365,,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2025-06-27,11412840000.0,4470683000.0,3205292000.0,,3822021000.0,2508692000.0,,1293307000.0,,,2218021000.0,652079000.0,167086000.0,,161477000.0,1.46,303619000.0,49655000.0,62038000.0,253964000.0,2508692000.0,,93.1635,1.7539,1.46,714117000.0,0.04371666194403432,0.014640177203921198,,,,0.05713555959778635,0.10300245801697218,,,0.6563783924787435,1.3947818170700204,,-43457000.0,535368000.0,1954032000.0,-286930000.0,609458000.0,,-0.21999999999999997,-0.21999999999999997,4.116267240728647,,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2025-09-26,11252535000.0,4359319000.0,3350899000.0,,3640807000.0,2236456000.0,,1235448000.0,,,-1413966000.0,-413929000.0,152897000.0,,-110796000.0,1.0799999999999998,264604000.0,-8359000.0,-41862000.0,256245000.0,2236456000.0,1.3009,60.8542,1.4636,1.0799999999999998,-455791000.0,0.041995359819952005,0.013587782664084138,,,,-0.03678539991210869,-0.07042887139813209,,,0.6142748022622457,1.300940135766551,,289336000.0,863634000.0,2984934000.0,590754000.0,945693000.0,,2.3799999999999994,2.3799999999999994,2.3648858561922315,,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2025-12-26,11614495000.0,4756698000.0,3577715000.0,,3443900000.0,2486022000.0,,1552913000.0,,,765250000.0,232561000.0,125508000.0,,73109000.0,1.12,380760000.0,15821000.0,21613000.0,364939000.0,2486022000.0,,36.8959,1.2893,1.12,254174000.0,0.036443566886378814,0.010806152140062912,,,,0.020023341522812658,0.03921822243193081,,,0.721862423415314,1.3295351921547691,,432974000.0,887777000.0,3028917000.0,858570000.0,970527000.0,,3.6099999999999994,3.6099999999999994,2.561517608474571,,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
