report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-03-31,331362000.0,142288000.0,46866000.0,196248000.0,54902000.0,,,70739000.0,58543000.0,37834000.0,-4842000.0,-36586000.0,,10725000.0,,,8895000.0,1852000.0,4341000.0,7043000.0,0.0,3.0652,,,,-501000.0,-0.6663873811518706,-0.11041097047941527,-0.6249423500674718,0.6462600140067984,-0.08270843653382984,-0.01461241783910044,-0.08819350843320826,0.12030473327297883,-0.00855781220641238,0.0,3.0360602569026587,,,,,,,,,,,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2015-06-30,529128000.0,343357000.0,52237000.0,203367000.0,325761000.0,,,268155000.0,119908000.0,77290000.0,-8633000.0,-42940000.0,,15634000.0,,,13632000.0,4544000.0,9073000.0,9088000.0,0.0,,,,,440000.0,-0.13181442836926457,-0.08115238656808939,-0.3581078827100777,0.6445775094238917,-0.07199686426260132,-0.016315522898051132,-0.026501023756680512,0.07579144010407979,0.0036694799346165393,0.0,6.573061240117158,,,,,,,,,,,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2015-09-30,538621000.0,349314000.0,69614000.0,215827000.0,322794000.0,,,266283000.0,185604000.0,118821000.0,-10300000.0,-49831000.0,,19729000.0,,,19007000.0,9524000.0,14041000.0,9483000.0,0.0,,,,,3741000.0,-0.15437399703835883,-0.092515887794943,-0.2684802051679921,0.6401855563457685,-0.05549449365315403,-0.019122908315865886,-0.031908895456545044,0.051092648865326176,0.020155815607422255,0.0,5.01786996868446,,,,,,,,,,,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2015-12-31,553061000.0,359054000.0,80122000.0,222563000.0,330498000.0,,,271244000.0,-90556000.0,-57425000.0,21891000.0,75294000.0,,-20019000.0,,,-12323000.0,-4804000.0,-8905000.0,-17127000.0,0.0,4.4813,,,,12986000.0,0.22781983552094112,0.1361404980644088,-0.8314634038605946,0.6341379919607757,-0.24173991784089402,0.039581528981432426,0.06623640687689487,0.18913158708423516,-0.14340297716330228,0.0,4.481340955043558,273499000.0,-54063000.0,-1884000.0,176520000.0,8487000.0,16666000.0,,,,0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2016-03-31,549176000.0,340612000.0,77359000.0,219645000.0,329531000.0,,,158381000.0,81847000.0,53936000.0,6783000.0,1192000.0,,13614000.0,0.0,115368566.0,1786000.0,10870000.0,4731000.0,-9084000.0,0.0,,,3.3035,0.0,11514000.0,0.0036172621088759477,0.0021705245677159962,0.014563759209256295,0.658985668381248,0.08287414321844418,0.012351231663437587,0.02058379939975298,-0.11098757437658069,0.14067711705988,0.0,4.403004175338357,296803000.0,-16285000.0,9741000.0,192622000.0,-7640000.0,28681000.0,,,,0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2016-06-30,550956000.0,346777000.0,74511000.0,217935000.0,333021000.0,,,167482000.0,167196000.0,110187000.0,11452000.0,-6119000.0,,17875000.0,,,19035000.0,26278000.0,9834000.0,-7243000.0,0.0,,,3.3803,,21286000.0,-0.01837421664099261,-0.011106150037389555,-0.03659776549678222,0.659028924136941,0.06849446158999019,0.02078568887533669,0.03438822176379267,-0.04332041436398,0.1273116581736405,0.0,4.65403765886916,344091000.0,20536000.0,29826000.0,225519000.0,-23971000.0,49527000.0,,,,0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2016-09-30,569201000.0,353406000.0,77578000.0,224745000.0,344456000.0,,,188030000.0,254758000.0,168435000.0,14125000.0,-8518000.0,,22238000.0,,,28241000.0,34153000.0,15620000.0,-5912000.0,0.0,,,4.7402,,29745000.0,-0.024728847806396174,-0.014964836674566629,-0.033435652658601496,0.6611568625911649,0.05544477504141185,0.024815486972088945,0.04100668880785935,-0.023206336994324023,0.11675786432614481,0.0,4.555492536543865,413245000.0,61849000.0,54251000.0,275133000.0,-39366000.0,75531000.0,,,,0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2016-12-31,581193000.0,371032000.0,84008000.0,236436000.0,344757000.0,,,181592000.0,-138834000.0,-90919000.0,-14783000.0,-16456000.0,,-26702000.0,,,-2303000.0,-35320000.0,-7660000.0,-37623000.0,0.0,4.4166,,3.7619,,-22443000.0,-0.04773217077535771,-0.028314174465280895,0.11853004307302246,0.654875606839823,0.10647968076984024,-0.025435612610612997,-0.04287947742902972,0.27099269631358314,0.16165348545745278,0.0,4.4166269879059135,364967000.0,-29901000.0,17577000.0,241639000.0,-59862000.0,40102000.0,,,,0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2017-03-31,530739000.0,355240000.0,81153000.0,235691000.0,295048000.0,,,194807000.0,96891000.0,62232000.0,-2101000.0,-421000.0,,-1052000.0,0.0,115696024.0,3309000.0,2700000.0,6938000.0,609000.0,0.0,,,3.2485,0.0,4837000.0,-0.0014268864727095252,-0.0007932335856230652,-0.00434508881113829,0.642288757469734,-0.021684160551547614,-0.003958631266969263,-0.007120875247417369,0.006285413505898381,0.04992207738592852,0.0,4.377410570157603,380011000.0,-31514000.0,8693000.0,249935000.0,-50169000.0,33425000.0,,,,0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2017-06-30,554317000.0,376228000.0,88324000.0,246038000.0,308279000.0,,,226885000.0,198583000.0,128200000.0,-13819000.0,11248000.0,,-10489000.0,0.0,120424631.0,15448000.0,3593000.0,13598000.0,11855000.0,0.0,,,4.4095,0.0,-221000.0,0.036486429500549825,0.020291638178154377,0.05664130363626292,0.6455738910178616,-0.06958803120105951,-0.02492977844807213,-0.044826277495385675,0.059697960046932515,-0.0011128847887281388,0.0,4.259634980299805,411398000.0,-14147000.0,-16578000.0,267948000.0,-31071000.0,11918000.0,,,,0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2017-09-30,574062000.0,400383000.0,94089000.0,225847000.0,348215000.0,,,260288000.0,304963000.0,198197000.0,-6394000.0,37050000.0,,-23051000.0,0.0,121346921.0,32322000.0,3872000.0,20620000.0,28450000.0,0.0,,129.8289,4.8992,0.0,14226000.0,0.10639978174403744,0.06454006710076612,0.12149014798516541,0.6499050704511695,-0.020966477900597778,-0.011138169744731405,-0.01836221874416668,0.09329000567281932,0.04664828192272505,0.0,4.255364601600612,461603000.0,31421000.0,-37097000.0,297710000.0,3291000.0,-3601000.0,,,,-0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2017-12-31,605583000.0,439264000.0,102477000.0,208689000.0,396894000.0,,,315442000.0,-159206000.0,-98384000.0,34210000.0,33923000.0,,-14943000.0,0.0,-235199903.0,16341000.0,-6217000.0,-13959000.0,10124000.0,0.0,4.2865,30.994,5.746,0.0,20251000.0,0.08547118374175472,0.05601709427114037,-0.21307614034646935,0.617966659548007,-0.2148788362247654,0.05649101774653516,0.08619429872963562,-0.06359056819466603,-0.12719997990025503,0.0,4.2864642797896115,441231000.0,81800000.0,11896000.0,290245000.0,51038000.0,39093000.0,,0.0,0.0,0.0,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2018-03-31,870165000.0,704997000.0,106556000.0,485678000.0,384487000.0,265415000.0,,533855000.0,120912000.0,79617000.0,13798000.0,12967000.0,,14000.0,0.0,125772315.0,26421000.0,192000.0,6320000.0,26229000.0,265415000.0,,35.7023,7.3045,0.0,20118000.0,0.03372545755773277,0.014901771503105734,0.10724328437210533,0.6584706232631997,0.11411605134312558,0.015856762797860177,0.021230893273139644,0.21692635966653434,0.16638547042477173,0.6903094252861606,6.616211194113893,465252000.0,95188000.0,27795000.0,307630000.0,76658000.0,54374000.0,,0.0,0.0,4.881285173060654,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2018-06-30,865310000.0,666233000.0,113499000.0,495219000.0,370091000.0,269133000.0,,357820000.0,253299000.0,166595000.0,26560000.0,16346000.0,,1260000.0,0.0,126186664.0,66512000.0,304000.0,12677000.0,66208000.0,269133000.0,,58.8179,10.3059,0.0,39237000.0,0.044167515556984636,0.018890339878193944,0.06453243005302034,0.6577009778956885,0.10485631605335986,0.030694202077868046,0.041550379835550606,0.26138279266795367,0.15490388829012353,0.7272076327173587,5.869945990713575,519968000.0,100286000.0,68174000.0,346025000.0,131011000.0,93832000.0,,0.0,0.0,2.8682432432432434,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2018-09-30,907368000.0,707949000.0,128931000.0,512749000.0,394619000.0,272790000.0,,362727000.0,403665000.0,270014000.0,45297000.0,36240000.0,,-4038000.0,0.0,126497281.0,97132000.0,442000.0,19116000.0,96690000.0,272790000.0,,73.8718,11.0808,0.0,64413000.0,0.09183541593283648,0.03993969370751448,0.08977741444019174,0.6689061474242255,0.11221433614507079,0.04992131086835771,0.06786992683646759,0.23953030359332614,0.15957043588123815,0.6912743684414587,5.490913744561044,618670000.0,99476000.0,119865000.0,417842000.0,199251000.0,144019000.0,,0.0,0.0,1.8941250807185164,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2018-12-31,901851000.0,680289000.0,112062000.0,500953000.0,400898000.0,276486000.0,,366985000.0,-174183000.0,-103295000.0,-10869000.0,11938000.0,22178000.0,-19649000.0,0.0,-251371475.0,8860000.0,81000.0,-11371000.0,8779000.0,276486000.0,6.0706,73.9477,9.492,0.0,-22240000.0,0.029778148057610664,0.01323721989552598,-0.06853711326593295,0.5930257258171004,0.06239988977110281,-0.01205187996686814,-0.016045551710698807,-0.05040101502442833,0.1276818059167657,0.6896666982624009,6.07064839106923,603693000.0,77491000.0,74786000.0,412931000.0,197906000.0,101528000.0,,0.0,0.0,2.7232487589630447,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
2019-03-31,981168000.0,724001000.0,148675000.0,561155000.0,420013000.0,280226000.0,,345674000.0,169339000.0,116681000.0,31643000.0,31579000.0,4653000.0,-142000.0,0.24,130237875.0,31458000.0,683000.0,10142000.0,30775000.0,280226000.0,,84.8012,12.4972,0.24,41785000.0,0.07518576805956007,0.03218510999135724,0.18648391687679744,0.6890379652649419,0.18686185698510088,0.032250338372225754,0.04518885694741367,0.18173604426623519,0.2467535535228152,0.6671841109679938,4.86968891878258,652120000.0,96103000.0,92631000.0,449995000.0,202452000.0,123195000.0,,0.24,0.24,2.27465400381509,,1.8016378,76.515,40.05,2.94743,4970.2056,30.4954,44.1562,1.7237
