report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,8474882000.0,766072000.0,909222000.0,4411882000.0,4063000000.0,2101147000.0,300000000.0,35940000.0,,493264000.0,894000.0,-36770000.0,-38747000.0,43783000.0,-34212000.0,-0.31,126692000.0,6439000.0,19759000.0,94197000.0,-13320000.0,2401147000.0,,248.2395,2.3349,-0.31,57427000.0,-0.009536549347772582,-0.004571981061211236,-0.07855225599273412,0.0018124168802101917,-0.07454426027441695,-0.004338703476933366,-0.005688298858302573,-0.02700379512796393,0.11642244315417302,0.590978833374354,0.8425577031792015,,,,,,,,,,,,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2010-06-30,8495044000.0,867303000.0,1074129000.0,4450940000.0,4044104000.0,2001180000.0,320000000.0,42173000.0,,1229415000.0,123230000.0,-35561000.0,-62739000.0,87987000.0,-55444000.0,-0.49,127452000.0,18656000.0,42158000.0,191476000.0,-23502000.0,2321180000.0,,,2.1642,-0.49,155915000.0,-0.015513695988035916,-0.007385364925714334,-0.051031588194385136,0.10023466445423229,-0.028925139192217435,-0.004186087794248034,-0.00558671066365617,-0.019116409023804005,0.12682047965902482,0.5739664459667704,0.8074477087947537,,,,,,,,,,,,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2010-09-30,8529597000.0,932144000.0,671256000.0,4490743000.0,4038854000.0,2432521000.0,0.0,82496000.0,,1972619000.0,249976000.0,14872000.0,-49493000.0,134541000.0,-61491000.0,-0.39,127840000.0,127827000.0,62104000.0,289174000.0,65723000.0,2432521000.0,,,1.8496,-0.39,304046000.0,-0.012254218647170707,-0.005802501571879656,-0.025089994570669755,0.12672289986054072,0.0075392156316044815,0.0017435759274441688,0.0022981205694307624,0.03331763508310525,0.1541331600273545,0.6022800031890234,1.3886564887315718,,,,,,,,,,,,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2010-12-31,8337891000.0,772106000.0,565672000.0,4372911000.0,3964980000.0,2427516000.0,285500000.0,47541000.0,,-1136436000.0,-73374000.0,42919000.0,54489000.0,-84708000.0,61484000.0,0.43999999999999995,-253934000.0,49784000.0,-37697000.0,-192754000.0,12087000.0,2713016000.0,1.3299,,2.2257,0.43999999999999995,-149835000.0,0.01374256616679025,0.006535105819924967,-0.047947266718055395,0.0645650085002587,-0.037766315041058186,0.005147464748579707,0.006426928078423527,-0.010635882706989218,0.13184640402099193,0.6842445611327169,1.3649358638928566,2558862000.0,-96490000.0,-14540000.0,300726000.0,40988000.0,367553000.0,181603000.0,-0.75,-0.75,7.38129194973242,-0.08006475663948283,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2011-03-31,8298791000.0,765250000.0,618282000.0,4393174000.0,3905617000.0,2427596000.0,300000000.0,63164000.0,,487200000.0,-7106000.0,-61184000.0,-54733000.0,42250000.0,-37430000.0,-0.42,129078000.0,44050000.0,24207000.0,90586000.0,19843000.0,2727596000.0,,,2.3062,-0.42,29402000.0,-0.014013918927534369,-0.006595298037991317,-0.11234195402298851,-0.014585385878489327,-0.12558292282430214,-0.007372640183371288,-0.009223885920744593,0.04072865353037767,0.060348932676518884,0.6983777467171001,1.2377038309379862,2552798000.0,-112476000.0,-38954000.0,292726000.0,74151000.0,339528000.0,180070000.0,-0.8600000000000001,-0.8600000000000001,8.03349355575976,-0.21632698395068584,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2011-06-30,8385610000.0,892353000.0,420960000.0,4504345000.0,3881265000.0,2785843000.0,100000000.0,106744000.0,,1189171000.0,93734000.0,-37695000.0,-62872000.0,113161000.0,-77771000.0,-0.49,129263000.0,7016000.0,51512000.0,182723000.0,-44496000.0,2885843000.0,,,1.9769,-0.49,145028000.0,-0.016198842387726682,-0.007497606017928332,-0.052870445041125286,0.07882297836055538,-0.03169855302559514,-0.0044952007069253164,-0.005570326349158311,-0.037417663229258026,0.12195722902761671,0.7435315547894823,2.119804732041049,2512554000.0,-112609000.0,-41088000.0,263230000.0,53157000.0,328641000.0,205244000.0,-0.8600000000000001,-0.8600000000000001,8.781141123596873,-0.20019099218491163,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2011-09-30,8381881000.0,1002066000.0,364304000.0,4505782000.0,3876099000.0,2816223000.0,0.0,152379000.0,,1949923000.0,209514000.0,68973000.0,-42913000.0,163839000.0,-47938000.0,-0.33,129341000.0,121726000.0,77332000.0,273671000.0,44394000.0,2816223000.0,,,1.4043,-0.33,342644000.0,-0.01107118265039154,-0.005119733864033622,-0.02200753568217822,0.10744731971467592,0.035372165977836045,0.008228821191806469,0.010306288310693957,0.02276705285285624,0.17572181055354494,0.7265611636854477,2.750631340858184,2489858000.0,-106029000.0,13013000.0,222768000.0,31828000.0,367239000.0,234542000.0,-0.8,-0.8,7.66863813483862,0.05548260013131976,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2011-12-31,8229314000.0,863100000.0,406253000.0,4437697000.0,3791617000.0,2680677000.0,0.0,155839000.0,,-1061744000.0,-12273000.0,93350000.0,89740000.0,-98622000.0,84656000.0,0.69,-258301000.0,-3749000.0,-54139000.0,-185261000.0,-57888000.0,2680677000.0,2.1256,,1.9995,0.69,-91911000.0,0.02366800233251407,0.010904918684595095,-0.08452131587275276,0.01155928359378532,-0.08792138217875495,0.011343594374938178,0.014423016012560616,0.05452161726367184,0.08656606488946487,0.7070009971998754,2.124538157256685,2564550000.0,-70778000.0,63444000.0,283869000.0,-38147000.0,425163000.0,220628000.0,-0.55,-0.55,6.30505711926955,0.2875609623438548,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2012-03-31,8216039000.0,918649000.0,481093000.0,4470432000.0,3745607000.0,2669752000.0,0.0,191172000.0,,535882000.0,21958000.0,-46279000.0,-52053000.0,52266000.0,-38397000.0,-0.4,129593000.0,29144000.0,18848000.0,85167000.0,10296000.0,2669752000.0,,,2.1384,-0.4,38888000.0,-0.013897079965944104,-0.006335534677963432,-0.09713519020978499,0.04097543862268186,-0.08636043009468503,-0.005632762940876984,-0.007213781800831411,0.019213184992218437,0.0725682146442687,0.7127688516173747,1.9095039836372594,2613232000.0,-68098000.0,78349000.0,312933000.0,-47694000.0,434649000.0,230644000.0,-0.53,-0.53,6.142317134055295,0.33969667539584814,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
2012-06-30,8180075000.0,951235000.0,616467000.0,4437139000.0,3742936000.0,2528387000.0,0.0,158301000.0,,1230018000.0,127897000.0,-26618000.0,-70336000.0,105954000.0,-56145000.0,-0.54,129634000.0,-3061000.0,33584000.0,169283000.0,-36645000.0,2528387000.0,,,1.9811,-0.54,142665000.0,-0.018791665152703654,-0.00859845417065247,-0.05718290301442743,0.10397977915770339,-0.021640333718693547,-0.0032540043948252307,-0.004244399467225656,-0.029792246942727668,0.11598610752037775,0.6755090121765374,1.5430428554975368,2654079000.0,-75562000.0,89426000.0,347096000.0,-39843000.0,432286000.0,223437000.0,-0.5800000000000001,-0.5800000000000001,5.848875512970579,0.4002291473659242,1.1092088,331.09,218.87,1.68916,36546.73,33.9433,4.4206,4.6022
