report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-06-27,6618300000.0,2549900000.0,1880800000.0,5171900000.0,1444800000.0,2157100000.0,,75000000.0,3599800000.0,354700000.0,148300000.0,78600000.0,81700000.0,1.58,,30700000.0,69100000.0,-38400000.0,2157100000.0,,1.58,354700000.0,0.10264396456256922,0.02240756689784386,0.04119673315184177,0.09853325184732485,0.053593823187223305,0.09847580443654738,-0.0106672592921829,0.09853325184732485,1.4930094130675526,1.3557528711186728,,,,,,,,,,,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2010-09-26,6979100000.0,2358100000.0,1935300000.0,5238700000.0,1605800000.0,2054800000.0,,168700000.0,5634800000.0,587800000.0,375800000.0,114800000.0,142200000.0,4.05,,371400000.0,131100000.0,240300000.0,2054800000.0,,4.05,587800000.0,0.2340266533814921,0.05384648450373257,0.06669269539291546,0.10431603606161709,0.0842228940694359,0.16057476916352512,0.042645701710797186,0.10431603606161709,1.2796114086436667,1.2184674210716684,,,,,,,,,,,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2010-12-31,6927700000.0,2305700000.0,1383300000.0,5269600000.0,1658100000.0,2701600000.0,,152000000.0,7630000000.0,764600000.0,468000000.0,158200000.0,175800000.0,2.55,183538.0,515200000.0,250200000.0,265000000.0,2701600000.0,1.6674,2.55,764600000.0,0.2822507689524154,0.06755488834678176,0.061336828309305376,0.10020969855832242,0.11036852057681482,0.17537903984219097,0.03473132372214941,0.10020969855832242,1.6293347807731742,1.6668112484638185,,,,,,,,,,,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2011-04-03,7783000000.0,2714400000.0,1683400000.0,6100700000.0,1527900000.0,3197300000.0,,193100000.0,2011200000.0,194000000.0,91300000.0,,48000000.0,0.53,,-74400000.0,95000000.0,-169400000.0,3197300000.0,1.6674,0.53,194000000.0,0.059755219582433405,0.011730695104715406,0.045395783611774064,0.09645982498011138,0.024926121033020686,0.041056463218488104,-0.08422832140015911,0.09645982498011138,2.0926107729563452,1.6124509920399193,18875800000.0,1083400000.0,1901100000.0,297500000.0,1901100000.0,,8.709999999999999,8.709999999999999,1.6818157908579243,,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2011-10-02,7538400000.0,2573900000.0,1785600000.0,5970400000.0,1407700000.0,2977500000.0,,190100000.0,6579200000.0,676700000.0,366500000.0,134700000.0,160200000.0,2.15,,441000000.0,323800000.0,117200000.0,2977500000.0,,2.15,676700000.0,0.26035376855864173,0.048617743818316884,0.05570586089494164,0.10285445038910505,0.08976705932293325,0.15431451245097144,0.017813715953307392,0.10285445038910505,2.1151523762165234,1.4414762544802868,21855200000.0,1301600000.0,2223100000.0,453100000.0,2223100000.0,,9.28,9.28,1.339345958346453,,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2011-12-31,7284600000.0,2321900000.0,1856100000.0,5906600000.0,1219100000.0,2696700000.0,,165800000.0,8630900000.0,836900000.0,444000000.0,177100000.0,201300000.0,2.63,168590000.0,948400000.0,443800000.0,504600000.0,2696700000.0,1.2511,2.63,836900000.0,0.36420310064801903,0.060950498311506465,0.0514430708269126,0.09696555399784496,0.11488619828130577,0.2137238878390112,0.05846435481815338,0.09696555399784496,2.2120416700844885,1.2509563062335003,24851300000.0,1369800000.0,2472200000.0,717400000.0,2472200000.0,,7.859999999999999,7.859999999999999,1.0908098050319552,,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2012-04-01,7559400000.0,2516800000.0,1812500000.0,6210700000.0,1185800000.0,3130500000.0,,106800000.0,2042700000.0,182000000.0,88300000.0,60400000.0,28000000.0,0.55,,-218300000.0,76000000.0,-294300000.0,3130500000.0,1.2511,0.55,182000000.0,0.07446449654241862,0.011680821229198085,0.043227101385421254,0.08909776276496793,0.0240759848665238,0.042165743808354375,-0.14407401967983552,0.08909776276496793,2.6399898802496207,1.3885793103448276,19264000000.0,990100000.0,1889600000.0,158100000.0,1889600000.0,,5.859999999999999,5.859999999999999,1.6566998306519898,,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2012-07-01,7439500000.0,2511700000.0,1888500000.0,6098100000.0,1175200000.0,2963500000.0,,123500000.0,4339000000.0,419600000.0,227800000.0,105100000.0,78000000.0,1.42,,74700000.0,138500000.0,-63800000.0,2963500000.0,,1.42,419600000.0,0.19383934649421375,0.03062033738826534,0.052500576169624336,0.09670430974879005,0.056401639895154246,0.10138449271510377,-0.014703848813090574,0.09670430974879005,2.521698434309054,1.3299973523960815,21591800000.0,1126600000.0,2115200000.0,263700000.0,2115200000.0,477300000.0,6.749999999999999,6.749999999999999,1.4010495461422088,4.431594385082757,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2012-09-30,7524000000.0,2570300000.0,1830100000.0,6053900000.0,1298200000.0,2932100000.0,,181200000.0,6621500000.0,638200000.0,342900000.0,149300000.0,129700000.0,2.16,,388300000.0,206900000.0,181400000.0,2932100000.0,,2.16,638200000.0,0.26413495609305193,0.045574162679425836,0.05178584912784112,0.09638299478970022,0.08482190324295587,0.15086400491690896,0.0273956052254021,0.09638299478970022,2.258588815282699,1.4044587727446587,21634100000.0,1103000000.0,2076700000.0,327900000.0,2076700000.0,491900000.0,6.76,6.76,1.4119035007463765,4.221793047367351,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
2012-12-31,7507100000.0,2339400000.0,1685800000.0,6217100000.0,1114600000.0,3085300000.0,,174100000.0,-4267500000.0,-449300000.0,-255500000.0,-119900000.0,-70700000.0,-1.58,158084000.0,608500000.0,-116400000.0,492100000.0,3085300000.0,1.3873,-1.58,-449300000.0,-0.2292302171182487,-0.034034447389804316,0.05987111892208553,0.10528412419449326,-0.05985000865846998,-0.10697873758899021,-0.11531341534856474,0.10528412419449326,2.7680782343441592,1.3877090995373116,8735700000.0,403500000.0,790500000.0,315400000.0,790500000.0,194900000.0,2.55,2.55,3.9029728020240353,4.055926115956901,0.55067,98.0,70.35,2.02814,24669.1,6.79372,1.71289
