report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,1600421000.0,1028156000.0,608822000.0,834564000.0,765857000.0,166725000.0,459213000.0,,2286810000.0,62710000.0,34828000.0,7286000.0,20596000.0,0.75,46392000.0,114898000.0,,34602000.0,,166725000.0,,18.134,0.2823,0.75,97312000.0,0.045475852541662476,0.021761773933233818,0.015229949143129513,0.02742247934896209,0.03918343985738752,0.0672434166647008,,0.0425536008675841,0.21769729858185013,1.6887628896459064,,,,,,,,,,,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2011-09-30,1618304000.0,1034595000.0,604444000.0,836484000.0,781820000.0,168109000.0,487492000.0,,3463532000.0,96276000.0,53778000.0,11666000.0,30832000.0,1.16,46334000.0,155163000.0,,52414000.0,,168109000.0,,9.9614,0.1565,1.16,148690000.0,0.0687856539868512,0.0332310863719054,0.015526924538303673,0.027797058032089785,0.059491912520762476,0.10135073252843108,,0.042930164929903925,0.21502263948223377,1.711647398270146,,,,,,,,,,,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2012-03-31,1740004000.0,1152013000.0,677090000.0,964692000.0,775312000.0,228150000.0,517723000.0,,1373580000.0,33420000.0,18089000.0,4298000.0,11033000.0,0.39,46887000.0,50575000.0,,18339000.0,,228150000.0,,74.953,0.3244,0.39,51759000.0,0.023331252450626328,0.010395953112751466,0.013169236593427395,0.02433058140042808,0.019206852398040465,0.03330469913160638,,0.03768182413838291,0.2942686299193099,1.7014178321936522,,,,,,,,,,,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2012-06-30,1917468000.0,1321036000.0,839106000.0,1171458000.0,746010000.0,269338000.0,727092000.0,,2910004000.0,-25847000.0,-19217000.0,8106000.0,-14736000.0,-0.42,46176000.0,235983000.0,,38010000.0,,269338000.0,,,0.2031,-0.42,12163000.0,-0.025759708314901944,-0.010022070772497898,-0.006603770991380081,-0.008882118375095017,-0.013479755594356725,-0.025456296757367918,,0.0041797193405919714,0.36103805579013687,1.5743374496189992,10033926000.0,87478000.0,166559000.0,,309924000.0,31356000.0,1.88,1.88,0.8690453143351273,5.311870136497002,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2012-09-30,1907067000.0,1314349000.0,831936000.0,1152066000.0,755001000.0,260551000.0,715480000.0,,4450194000.0,-18660000.0,-15853000.0,12421000.0,-15228000.0,-0.34,46301000.0,264024000.0,,58289000.0,,260551000.0,,,0.2066,-0.34,39629000.0,-0.0209973231823534,-0.008312765099495717,-0.003562316609118614,-0.004193075627714207,-0.009784658850475626,-0.018374243761028485,,0.008905005040229707,0.34510020516529116,1.5798679225325025,12197310000.0,36797000.0,85189000.0,,252241000.0,36491000.0,0.7899999999999999,0.7899999999999999,1.0329446838539333,2.3345208407552547,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2012-12-31,1934822000.0,1349126000.0,828037000.0,1152508000.0,782314000.0,261784000.0,795770000.0,,-2705015000.0,46560000.0,26771000.0,-8056000.0,28206000.0,0.58,-139317000.0,-202798000.0,,-35874000.0,,261784000.0,1.6292,128.6265,0.2131,0.58,10686000.0,0.03422027472344864,0.013836414926024204,-0.009896802790372696,-0.017212473867982248,0.024064229164233196,0.0445935151681164,,-0.003950440200886132,0.3346277837287841,1.6293064198822034,6028763000.0,9790000.0,35473000.0,,114237000.0,16769000.0,0.20999999999999996,0.20999999999999996,2.2915867888687553,2.1153914962132507,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2013-03-31,2488089000.0,1727038000.0,803046000.0,1723890000.0,764199000.0,642005000.0,1169511000.0,,1590587000.0,67091000.0,29915000.0,13037000.0,24270000.0,0.0,46443000.0,20104000.0,,21799000.0,,642005000.0,,64.6,0.2255,0.0,88890000.0,0.039145562870404174,0.012023283733017589,0.01880752200288321,0.042180025361706085,0.026964871433457566,0.04771071622609522,,0.05588502860893494,0.8401018582856036,2.150609056019207,6245770000.0,21616000.0,69144000.0,,151368000.0,25508000.0,-0.18000000000000005,-0.18000000000000005,4.241352201257862,2.7106790026658305,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2013-06-30,2579916000.0,1744802000.0,707159000.0,1703529000.0,876387000.0,,742670000.0,,3196233000.0,114319000.0,54486000.0,24704000.0,39926000.0,1.0,46506000.0,-111748000.0,,43907000.0,,0.0,,20.6086,0.2725,1.0,158226000.0,0.06217116410900664,0.02111929225602694,0.01704694244756249,0.03576679172012804,0.044311132610519104,0.1304435141096342,,0.04950390037272001,0.0,2.467340442531312,6531999000.0,95319000.0,209310000.0,,297431000.0,42106000.0,1.24,1.24,0.0,4.971025507053627,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2013-09-30,2925066000.0,1966215000.0,1045438000.0,2032218000.0,892848000.0,,856556000.0,,4883312000.0,139245000.0,62055000.0,38236000.0,43791000.0,1.0,46767000.0,111744000.0,,68035000.0,,0.0,,18.5447,0.2517,1.0,207280000.0,0.06950231170367184,0.021214905920071546,0.012707564046696177,0.028514459039274985,0.04760405406236987,0.15595599698940918,,0.04244660181450622,0.0,1.880757156330648,6965117000.0,173227000.0,367215000.0,,465082000.0,67921000.0,2.58,2.58,0.0,5.406501671059025,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
2013-12-31,3002937000.0,2039664000.0,1293976000.0,2110000000.0,892937000.0,,935895000.0,,-3081198000.0,-184095000.0,-93527000.0,-23906000.0,-71671000.0,-0.8700000000000001,-92854000.0,169983000.0,,-39875000.0,,0.0,1.5765,30.0758,0.2419,-0.8700000000000001,-223970000.0,-0.10474087197641042,-0.031145175539813188,0.030354102527653207,0.059747864304728227,-0.06130498242220866,-0.2061679603376274,,0.07268925917776138,0.0,1.576276530631171,6588934000.0,52929000.0,136560000.0,,230426000.0,52071000.0,1.13,1.13,0.0,2.622573025292389,0.51118946,359.97,121.06,2.58293,7178.07,15.2078,2.1922,0.158
