report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,125552818.0,76101733.0,14898650.0,20897554.0,104655264.0,27719405.0,,24449355.0,-4906359.0,-2275100.0,-1343053.0,-0.04,61515979.0,9155092.0,659872.0,4117580.0,8495220.0,0.0,,,3.1246,-0.04,-788779.0,-0.021738992507820725,-0.01812066058127027,,,,-0.03907804761498862,-0.046881148759034236,,,0.0,5.1079616609558585,,,,,,,,,,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2011-09-30,117158101.0,69579027.0,16213481.0,23071848.0,94086253.0,24574858.0,,37552964.0,-3694266.0,-1138815.0,-1251981.0,-0.02,60617787.0,14637384.0,1171193.0,6112612.0,13466191.0,0.0,,,2.8001,-0.02,2418346.0,-0.012103946790186235,-0.009720326552578724,,,,-0.031532313757799815,-0.03926467344809661,,,0.0,4.291430507736124,,,,,,,,,,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2011-12-31,104962751.0,61732423.0,15887897.0,22507197.0,82455554.0,21300733.0,,44529237.0,-10915933.0,-7039866.0,-2588875.0,-0.12,59435624.0,17265765.0,1854083.0,8096543.0,15411682.0,0.0,3.8854,,3.2789,-0.12,-2819390.0,-0.08537770542418525,-0.06707013614763203,,,,-0.10399816026163415,-0.13238566076458597,,,0.0,3.8854999500563228,,,,,,,,,,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2012-03-31,107868257.0,65930972.0,14162196.0,20836320.0,87031937.0,24349583.0,,15241259.0,6455017.0,3803818.0,2658193.0,0.07,56358066.0,3662675.0,277267.0,1666510.0,3385408.0,0.0,,,2.6122,0.07,8121527.0,0.043706001855387866,0.035263553020978174,,,,0.05984167334788769,0.0741683710888797,,,0.0,4.655420105751961,,-6649963.0,-13061541.0,121772815.0,40758501.0,6931704.0,-0.10999999999999999,-0.10999999999999999,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2012-06-30,97760319.0,57295845.0,14818829.0,22473251.0,75287068.0,17970019.0,,31743632.0,12513949.0,7246065.0,5282011.0,0.12,59482674.0,13384506.0,602302.0,3395443.0,12782204.0,0.0,,118.3962,2.9499,0.12,15909392.0,0.09624581209617566,0.0741207176298187,,,,0.12800642559278064,0.16621644769059143,,,0.0,3.8664219014876275,,2871202.0,4358767.0,129067092.0,45045485.0,23629875.0,0.05000000000000002,0.05000000000000002,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2012-09-30,102586737.0,63477555.0,17415288.0,26271358.0,76315379.0,25965711.0,,48546643.0,17791263.0,10922936.0,6893872.0,0.19,58482833.0,23258163.0,887609.0,5113989.0,22370554.0,0.0,,64.6991,3.1252,0.19,22905252.0,0.143128896732597,0.10647512845642025,,,,0.17342654148362277,0.2331281483906409,,,0.0,3.6449328314294887,,14932953.0,25844296.0,140060771.0,53949848.0,44116781.0,0.26,0.26,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2012-12-31,116236251.0,79052516.0,18109259.0,28951205.0,87285046.0,36126791.0,,-27816959.0,-14231709.0,-7235077.0,-6960456.0,-0.10999999999999999,-119600788.0,-13788131.0,-433192.0,-3656692.0,-14221323.0,0.0,4.3654,31.1884,4.0056,-0.10999999999999999,-17888401.0,-0.08289022383055168,-0.062244583232471944,,,,-0.12243778406101552,-0.16304865096823115,,,0.0,4.3653092597549135,,14737742.0,22528520.0,67714575.0,24316843.0,29047770.0,0.27,0.27,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2013-03-31,117068110.0,80536626.0,16819316.0,28891747.0,88176363.0,38580384.0,30433652.0,18451004.0,5256508.0,3297821.0,1935926.0,0.06,54599980.0,4519584.0,383089.0,1418759.0,4136495.0,0.0,,28.0626,3.3409,0.06,6675267.0,0.03740028379260778,0.028170105419827826,0.10836100117067778,0.6062697963425487,0.1727202505962807,0.044901280118044104,0.059613572403751786,0.1359184563193402,0.21933834953491615,0.0,4.788341333262304,,14231745.0,21330011.0,70924320.0,25067930.0,27601510.0,0.26,0.26,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2013-06-30,113008186.0,75878540.0,19965160.0,33343340.0,79664846.0,19079341.0,62609449.0,38193367.0,12066722.0,7755355.0,4307283.0,0.0,53698787.0,12223269.0,838995.0,2948266.0,11384274.0,0.0,,29.6889,3.6656,0.0,15014988.0,0.09734977708988479,0.06862648870410148,0.12386876300412739,0.6100256049210719,0.19273004622672849,0.106777415221938,0.15146859130312007,0.18182996627234332,0.2398198393344749,0.0,3.800547553838787,,14741035.0,20882784.0,77374055.0,23670000.0,26707106.0,0.14,0.14,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2013-09-30,128492252.0,90449712.0,20724915.0,36347411.0,92144841.0,35005494.0,97806271.0,60289372.0,18946935.0,12868947.0,6108795.0,0.0,53643803.0,23086514.0,1174420.0,4036337.0,21912094.0,0.0,,45.5398,5.8483,0.0,22983272.0,0.13965998378574446,0.10015348629736834,0.13157588842130583,0.6164162214097704,0.19371902032743893,0.14745585593752378,0.20562122409001715,0.22403567558566873,0.23498771362012155,0.0,4.364298333672298,,16687046.0,22038456.0,89116784.0,23211540.0,26785126.0,-0.04999999999999999,-0.04999999999999999,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2013-12-31,148382000.0,97467000.0,23129000.0,40035000.0,108347000.0,42271000.0,-53018372.0,-31090743.0,-8322165.0,-5678123.0,-2562004.0,-0.06,-107790570.0,-7403367.0,-613504.0,-3272362.0,-8016871.0,0.0,4.2141,45.1409,5.9754,-0.06,-11594527.0,-0.05240683175353263,-0.038266925907455084,0.10709727186643905,0.5864145168395589,0.15696756965679745,-0.05608608186976857,-0.07681029470128384,0.15120930156059864,0.21868885374300062,0.0,4.214060270655887,137831000.0,18244000.0,27948000.0,85843000.0,29415992.0,33079000.0,0.0,0.0,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2014-03-31,164762000.0,113085000.0,24414000.0,40976000.0,123786000.0,45133000.0,36185000.0,22208000.0,4856000.0,3391000.0,1495000.0,0.0,55124000.0,,799000.0,1162000.0,,0.0,,52.7475,6.7368,0.0,6018000.0,0.027394051023540627,0.02058120197618383,0.0937128644465939,0.6137349730551334,0.1341992538344618,0.029472815333632756,0.03922899197001276,,0.166312007738013,0.0,4.631973457852052,143582348.0,18337179.0,27547492.0,89599996.0,,32421733.0,-0.06,-0.06,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2014-06-30,149357000.0,102433000.0,20309000.0,38890000.0,110467000.0,25943000.0,73360000.0,45422000.0,11068000.0,7275000.0,3865000.0,0.0,54928000.0,,1222000.0,2267000.0,,0.0,,40.3325,4.8218,0.0,13335000.0,0.06585677170557723,0.04870879838239922,0.09916848418756816,0.619165757906216,0.15087241003271537,0.07410432721599924,0.10019281776458128,,0.18177480916030533,0.0,5.0437244571372295,154332899.0,17856824.0,26548770.0,96828629.0,,30741745.0,-0.06,-0.06,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2014-09-30,164140000.0,123199000.0,23776000.0,46098000.0,118042000.0,38615000.0,117709000.0,74135000.0,23581000.0,14832000.0,8661000.0,0.0,54550000.0,,2066000.0,3368000.0,,0.0,,40.1402,5.1423,0.0,26949000.0,0.12565019230443403,0.09036188619471183,0.1260056580210519,0.6298159019276351,0.20033302466251518,0.14366394541245278,0.19976787922942682,,0.22894595995208522,0.0,5.181653768506057,174235628.0,19819877.0,31182835.0,110674257.0,,34707473.0,-0.06,-0.06,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2014-12-31,185368000.0,139828000.0,31973000.0,56262000.0,129106000.0,48367000.0,-62729000.0,-40217000.0,-7000000.0,-5580000.0,-1628000.0,0.0,-110102000.0,35432000.0,-1582000.0,-2480000.0,33850000.0,0.0,4.2111,69.8183,8.4525,0.0,-9480000.0,-0.0432202995987793,-0.03010228302619654,0.08895407227916913,0.6411229256005994,0.11159113009931611,-0.037762720642182036,-0.0542190138335941,-0.5396228219802643,0.15112627333450238,0.0,4.373314984518188,164525000.0,19918000.0,32505000.0,101548000.0,,36822000.0,0.0,0.0,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2015-03-31,195811000.0,143170000.0,30121000.0,55777000.0,140034000.0,46848000.0,44762000.0,29868000.0,10745000.0,7205000.0,3475000.0,0.0,54513000.0,13008000.0,424000.0,617000.0,12584000.0,0.0,,54.2011,7.4309,0.0,11362000.0,0.05145179027950355,0.036795685635638446,0.16096242348420536,0.6672624100799786,0.24004736160135828,0.0548743431165767,0.07673136523987031,0.2811313167418793,0.2538313748268621,0.0,4.753162245609375,173102000.0,23732000.0,38394000.0,109208000.0,,42166000.0,0.0,0.0,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
2015-06-30,212153000.0,151300000.0,31693000.0,58268000.0,153885000.0,40354000.0,91475000.0,60591000.0,20119000.0,13308000.0,6845000.0,0.0,54662000.0,10969000.0,1770000.0,1362000.0,9199000.0,0.0,,68.6047,9.7483,0.0,21481000.0,0.08648016375865095,0.06272831399980203,0.14548237223285052,0.6623776988248156,0.21993987428259087,0.09483250295777104,0.13074048802677324,0.10056299535392184,0.234829188302815,0.0,4.773924841447638,191217000.0,29765000.0,47445000.0,124377000.0,,50312000.0,0.0,0.0,0.0,1.6226188,885.915,396.41,0.88946,33188.973,266.2445,13.8206,11.9405
