report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,3079300000.0,1307000000.0,571600000.0,,1465200000.0,,,243500000.0,1690700000.0,345200000.0,97800000.0,18500000.0,45000000.0,0.63,154100000.0,117900000.0,30000000.0,87900000.0,0.0,,15.86,0.9083,0.63,0.06674856674856675,0.03176046504075602,0.05784586266043651,0.20417578517773705,0.05199029987579109,0.0,2.2865640307907626,,,,,,,,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2010-09-30,3079300000.0,1308400000.0,549900000.0,,1491600000.0,,,276700000.0,2557200000.0,513900000.0,145200000.0,27800000.0,63100000.0,0.94,153700000.0,208400000.0,48600000.0,159800000.0,0.0,,18.4755,1.0018,0.94,0.09734513274336283,0.04715357386418991,0.05678085405912717,0.20096198967620835,0.06249022368215235,0.0,2.379341698490635,,,,,,,,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2010-12-31,3001000000.0,1219100000.0,523000000.0,,1507300000.0,,,244500000.0,3359100000.0,655400000.0,176600000.0,37700000.0,71900000.0,1.15,,362500000.0,67700000.0,294800000.0,0.0,2.331,18.8724,0.9922,1.15,0.11716313938831022,0.05884705098300567,0.05257360602542348,0.19511178589503142,0.08776160281027656,0.0,2.3309751434034416,,,,,,,,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2011-03-31,3066900000.0,1290400000.0,585700000.0,,1439200000.0,,,195400000.0,895800000.0,170000000.0,45000000.0,9500000.0,19900000.0,0.3,150800000.0,46800000.0,16700000.0,30100000.0,0.0,,20.244,1.0391,0.3,0.031267370761534186,0.014672796635038638,0.05023442732752847,0.18977450323732975,0.033601250279080154,0.0,2.2031756872118833,8502800000.0,464600000.0,1684500000.0,572600000.0,93500000.0,3.0199999999999996,3.0199999999999996,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2011-06-30,3094700000.0,1317900000.0,577800000.0,,1435100000.0,,,203300000.0,1841000000.0,351900000.0,99700000.0,18900000.0,36400000.0,0.67,149100000.0,101000000.0,37800000.0,63200000.0,0.0,,19.5171,0.9927,0.67,0.06947251062643718,0.03221636992277119,0.05415535035306898,0.19114611624117328,0.034329168929929384,0.0,2.2808930425752854,8653100000.0,466500000.0,1691200000.0,547900000.0,93900000.0,3.0599999999999996,3.0599999999999996,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2011-09-30,3022300000.0,1291300000.0,604000000.0,3022300000.0,1328200000.0,897300000.0,,218800000.0,2781900000.0,522300000.0,144600000.0,28500000.0,54500000.0,0.98,147800000.0,202000000.0,56700000.0,145300000.0,897300000.0,,15.9201,0.7818,0.98,0.10886914621291974,0.047844356946696226,0.051978863366763724,0.18774937992019844,0.05223048995290988,0.6755759674747779,2.1379139072847684,8877800000.0,465900000.0,1699600000.0,533400000.0,94600000.0,3.0999999999999996,3.0999999999999996,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2011-12-31,2915100000.0,1224000000.0,586000000.0,2915100000.0,1297200000.0,833300000.0,,236300000.0,-1882700000.0,-378900000.0,-136000000.0,-18600000.0,-61000000.0,-0.9099999999999999,,-20900000.0,-36200000.0,-57100000.0,833300000.0,2.0887,21.0419,0.8872,-0.9099999999999999,-0.10484119642306507,-0.04665363109327296,0.0722366813618739,0.20125351888245605,0.030328783130610295,0.6423835954363244,2.0887372013651877,3636000000.0,153300000.0,665300000.0,181500000.0,38300000.0,1.04,1.04,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2012-03-31,3212700000.0,1350200000.0,626100000.0,3212700000.0,1332200000.0,1046800000.0,,261200000.0,946800000.0,178300000.0,44000000.0,9500000.0,22300000.0,0.3,145100000.0,65100000.0,17600000.0,47500000.0,1046800000.0,,21.3384,0.8823,0.3,0.033028073862783364,0.01369564540728982,0.04647232784114914,0.1883185466835657,0.050168990283058726,0.7857679027173097,2.1565245168503435,3687000000.0,152300000.0,673600000.0,198900000.0,38300000.0,1.04,1.04,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2012-06-30,3223400000.0,1383400000.0,864100000.0,3223400000.0,1335600000.0,821000000.0,,254500000.0,1885600000.0,365500000.0,108900000.0,19100000.0,37500000.0,0.75,145300000.0,146300000.0,37300000.0,109000000.0,821000000.0,,18.1498,0.803,0.75,0.08153638814016173,0.03378420301544952,0.05775350021213407,0.19383750530335173,0.057806533729316927,0.6147050014974543,1.6009721097095244,3731600000.0,161500000.0,687200000.0,244700000.0,38500000.0,1.12,1.12,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
2012-09-30,3245900000.0,1378700000.0,795700000.0,3245900000.0,1388500000.0,860200000.0,,264900000.0,2867800000.0,571000000.0,174700000.0,30400000.0,66100000.0,1.2,145500000.0,241000000.0,53500000.0,187500000.0,860200000.0,,19.027,0.9406,1.2,0.12581922938422757,0.05382174435441634,0.06091777669293535,0.19910732966036684,0.06538112839110119,0.6195174648901692,1.7326881990700012,3817500000.0,191600000.0,735900000.0,286900000.0,40400000.0,1.34,1.34,0.7453557,13.0,6.475,1.33252,1316.6578,5.5933,1.4576,0.3247
