report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,1009122000.0,339348000.0,100574000.0,259108000.0,750014000.0,202042000.0,,136255000.0,84308000.0,52485000.0,2.65,31808000.0,128956000.0,41653000.0,33787000.0,87303000.0,0.0,,28.6249,2.606,2.65,170042000.0,0.11240856837339036,0.08354589435172358,,,0.1350233172995931,0.18166994216107965,,,0.0,3.3741125937120926,,,,,,,,,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2010-09-30,1032371000.0,345399000.0,103433000.0,271342000.0,761029000.0,210996000.0,,213839000.0,132536000.0,82222000.0,4.18,31731000.0,196196000.0,71179000.0,51106000.0,125017000.0,0.0,,32.5991,3.0734,4.18,264945000.0,0.1741536787691402,0.128380204403262,,,0.2071338695100889,0.28098666410872647,,,0.0,3.33935011069968,,,,,,,,,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2010-12-31,1121605000.0,406221000.0,123054000.0,310732000.0,810873000.0,224838000.0,,287831000.0,178981000.0,110080000.0,5.64,31735000.0,289191000.0,113215000.0,68921000.0,175976000.0,0.0,3.3012,36.7684,3.5845,5.64,356752000.0,0.22072630362584522,0.1595757864845467,,,0.2566242126238738,0.3549643409017195,,,0.0,3.301160466136818,,,,,,,,,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2011-03-31,1158055000.0,377160000.0,99344000.0,295309000.0,862746000.0,282939000.0,,74821000.0,46382000.0,28726000.0,1.46,31717000.0,68305000.0,26438000.0,18494000.0,41867000.0,0.0,,45.1985,4.3787,1.46,93315000.0,0.05376089834087901,0.040051638307334284,,,0.06460919386384929,0.08672425024282929,,,0.0,3.7965050732807217,,442207000.0,712746000.0,430163000.0,885054000.0,13.93,13.93,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2011-06-30,1263581000.0,441712000.0,117416000.0,324519000.0,939062000.0,349801000.0,,158684000.0,97039000.0,59926000.0,3.06,31740000.0,174716000.0,57681000.0,36999000.0,117035000.0,0.0,,50.0262,4.7005,3.06,195683000.0,0.10333609495432676,0.07679681793252668,,,0.12558276833855528,0.16898138781038952,,,0.0,3.761940451045854,,454938000.0,735175000.0,459895000.0,910695000.0,14.34,14.34,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2011-09-30,1343373000.0,487729000.0,128443000.0,343932000.0,999441000.0,409875000.0,,256694000.0,157472000.0,97951000.0,4.96,31772000.0,290869000.0,92867000.0,55740000.0,198002000.0,0.0,,46.5689,4.4059,4.96,312434000.0,0.15756007608253014,0.11722135252085608,,,0.19108170255022247,0.2568375722028614,,,0.0,3.797240799420755,,479874000.0,778030000.0,532880000.0,958184000.0,15.12,15.12,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2011-12-31,1425308000.0,501192000.0,157453000.0,381082000.0,1044226000.0,401243000.0,,-139637000.0,-85948000.0,-51843000.0,-2.7200000000000006,-63454000.0,-122794000.0,-25839000.0,-36295000.0,-148633000.0,0.0,3.1831,49.6895,4.706,-2.7200000000000006,-175932000.0,-0.08230785289774435,-0.060301352409444134,,,-0.0979697019872196,-0.13372296801650219,,,0.0,3.183121312391634,,214945000.0,350562000.0,208271000.0,425500000.0,6.76,6.76,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2012-03-31,1527568000.0,551487000.0,124547000.0,357773000.0,1169795000.0,370191000.0,,102224000.0,62664000.0,39994000.0,1.97,31846000.0,29376000.0,41864000.0,20084000.0,-12488000.0,0.0,,57.3272,5.5214,1.97,122308000.0,0.05356836026825213,0.04102206906664711,,,0.06691944319336357,0.08738625143721764,,,0.0,4.427942864942552,,231227000.0,377965000.0,153916000.0,454493000.0,7.269999999999999,7.269999999999999,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2012-06-30,1648409000.0,620442000.0,150109000.0,387184000.0,1261225000.0,404797000.0,,236014000.0,144347000.0,92478000.0,4.53,31899000.0,170875000.0,90332000.0,40627000.0,80543000.0,0.0,,46.356,4.8239,4.53,276641000.0,0.11444984043291245,0.08756746656927983,,,0.14317684506697065,0.18713076572380027,,,0.0,4.133276485753686,,278535000.0,455295000.0,117424000.0,535451000.0,8.739999999999998,8.739999999999998,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2012-09-30,1706205000.0,656679000.0,159333000.0,398589000.0,1307616000.0,421149000.0,,353677000.0,216647000.0,138388000.0,6.8,31881000.0,293937000.0,137505000.0,61989000.0,156432000.0,0.0,,36.5387,3.8101,6.8,415666000.0,0.16568090326211976,0.12697594954885258,,,0.20728869039769546,0.2704746653451778,,,0.0,4.121424940219541,,337710000.0,552278000.0,75854000.0,638683000.0,10.579999999999998,10.579999999999998,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2012-12-31,1668667000.0,546607000.0,186852000.0,422741000.0,1245926000.0,322553000.0,,-236050000.0,-145658000.0,-91175000.0,-4.550000000000001,-63843000.0,-74225000.0,-72664000.0,-38570000.0,-146889000.0,0.0,2.9253,33.7008,3.4303,-4.550000000000001,-274620000.0,-0.1169074246785122,-0.08729003450059239,,,-0.14146021944462256,-0.18945747981822356,,,0.0,2.925347333718665,,278000000.0,455865000.0,77598000.0,539995000.0,8.749999999999998,8.749999999999998,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2013-03-31,1712670000.0,575514000.0,182116000.0,424579000.0,1288091000.0,346930000.0,,120044000.0,76584000.0,43726000.0,2.0,31229000.0,125250000.0,36495000.0,22936000.0,88755000.0,0.0,,34.0347,3.5265,2.0,142980000.0,0.059455426674047095,0.04471614496663105,,,0.07009172812042017,0.09319527890498419,,,0.0,3.160150673197303,,291920000.0,473685000.0,178841000.0,560667000.0,8.779999999999998,8.779999999999998,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2013-06-30,1808931000.0,555010000.0,182707000.0,441488000.0,1367443000.0,281632000.0,,266462000.0,164437000.0,102621000.0,5.0,31202000.0,267753000.0,80130000.0,46533000.0,187623000.0,0.0,,37.7181,3.8201,5.0,312995000.0,0.1202514474095081,0.09090285920247926,,,0.147303573215341,0.19486150428207977,,,0.0,3.0377051782361923,,312010000.0,504133000.0,285921000.0,597021000.0,9.249999999999998,9.249999999999998,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2013-09-30,1911432000.0,603782000.0,179698000.0,445690000.0,1465742000.0,308076000.0,,403616000.0,247816000.0,157161000.0,7.0,31234000.0,388715000.0,136665000.0,71151000.0,252050000.0,0.0,,42.8144,4.3122,7.0,474767000.0,0.16907204678586,0.1296493937529559,,,0.21115896354147048,0.27536633322917675,,,0.0,3.3599817471535576,,343179000.0,554072000.0,381539000.0,656122000.0,9.45,9.45,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
2013-12-31,2009280000.0,666307000.0,199228000.0,470992000.0,1538288000.0,323203000.0,,-257402000.0,-161399000.0,-96475000.0,-4.0,-62384000.0,-252938000.0,-53364000.0,-44566000.0,-306302000.0,0.0,3.3444,50.3503,5.1287,-4.0,-301968000.0,-0.10492118510968038,-0.08032678372352285,,,-0.12810658544354198,-0.16733017484372237,,,0.0,3.3444445559861062,,327438000.0,532720000.0,222126000.0,628774000.0,10.0,10.0,0.0,1.0668116,58.42,29.75,15.24403,43188.246,28.1217,17.284,3.6215
