report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-26,25472000000.0,7997000000.0,4755000000.0,12549000000.0,12907000000.0,,536000000.0,2733000000.0,8415000000.0,,841000000.0,612000000.0,150000000.0,104000000.0,1.28,479000000.0,,569000000.0,536000000.0,,15.8688,1.0476,1.28,1410000000.0,0.04741613078174634,0.02402638190954774,0.07272727272727272,,0.09994058229352347,0.03301664572864322,0.06256044037789184,0.16755793226381463,0.04152785310296738,1.6818086225026287,,,,,,,,,,,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2010-06-25,26908000000.0,7329000000.0,4959000000.0,12767000000.0,14125000000.0,3633000000.0,535000000.0,1823000000.0,12523000000.0,,1205000000.0,866000000.0,221000000.0,78000000.0,1.79,484000000.0,1667000000.0,869000000.0,4168000000.0,,16.4732,1.0474,1.79,2074000000.0,0.06130973451327434,0.03218373717853427,0.06915275892358061,,0.09622294977241876,0.04478222090084733,0.06587219154867982,0.16561526790705103,0.2950796460176991,1.4779189352692075,,,,,,,,,,,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2010-09-24,62801000000.0,23052000000.0,5508000000.0,18212000000.0,44572000000.0,59000000.0,19000000.0,1775000000.0,17016000000.0,,1598000000.0,1132000000.0,284000000.0,138000000.0,2.32,488000000.0,2630000000.0,1203000000.0,78000000.0,1.3958,16.9488,1.1275,2.32,2801000000.0,0.025397110293457776,0.018025190681677045,0.06652562294311236,,0.09391161259990598,0.02544545469021194,0.035789473684210524,0.16460977903149976,0.0017499775643902002,4.185185185185185,,,,,,,,,,,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2010-12-24,26382000000.0,6820000000.0,4511000000.0,12186000000.0,14189000000.0,3634000000.0,519000000.0,2062000000.0,4379000000.0,,706000000.0,659000000.0,62000000.0,163000000.0,1.34,492000000.0,246000000.0,323000000.0,4153000000.0,,13.7234,1.1853,1.34,1029000000.0,0.04644442878285996,0.02497915245242969,0.15049097967572506,,0.16122402374971453,0.026760670153892805,0.038490895213171956,0.2349851564284083,0.2926915216012404,1.511859898027045,42333000000.0,3269000000.0,4350000000.0,,7314000000.0,717000000.0,6.7299999999999995,6.7299999999999995,0.567815149029259,6.066945606694561,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2011-03-25,26554000000.0,6761000000.0,4467000000.0,12660000000.0,13888000000.0,4129000000.0,2000000.0,1840000000.0,8371000000.0,,1143000000.0,974000000.0,125000000.0,220000000.0,2.01,485000000.0,913000000.0,645000000.0,4131000000.0,,14.2031,1.2382,2.01,1788000000.0,0.07013248847926268,0.03667997288544099,0.11635407956038706,,0.13654282642456098,0.043044362431272125,0.06343304289916199,0.21359455262214788,0.29745103686635943,1.5135437653906425,42289000000.0,3631000000.0,4652000000.0,,7692000000.0,692000000.0,7.459999999999999,7.459999999999999,0.5370514820592823,6.722543352601156,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2011-06-24,63839000000.0,22337000000.0,5056000000.0,17394000000.0,46440000000.0,57000000.0,2000000.0,1629000000.0,12664000000.0,,1618000000.0,1333000000.0,184000000.0,278000000.0,2.77,481000000.0,1621000000.0,976000000.0,59000000.0,,13.7641,1.7841,2.77,2594000000.0,0.028703703703703703,0.020880652892432527,0.10525900189513582,,0.127763739734681,0.025345008537101144,0.03479644723542442,0.20483259633607076,0.0012704565030146426,4.4179193037974684,42430000000.0,4098000000.0,5065000000.0,,8212000000.0,655000000.0,8.44,8.44,0.007184607890891379,7.732824427480916,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2011-09-30,26777000000.0,6433000000.0,4330000000.0,12497000000.0,14182000000.0,4146000000.0,2000000.0,1390000000.0,-8059000000.0,,-1348000000.0,-1233000000.0,-127000000.0,-335000000.0,-2.499999999999999,-979000000.0,-343000000.0,-626000000.0,4148000000.0,3.2252,11.0081,1.7925,-2.499999999999999,-1974000000.0,-0.08694119306162741,-0.04604698061769429,0.15299664970840055,,0.16726641022459363,-0.050341711170033984,-0.07354064375340971,0.2449435413823055,0.2924834296996192,1.4856812933025405,17355000000.0,1733000000.0,2119000000.0,,3437000000.0,244000000.0,3.6200000000000006,3.6200000000000006,1.2068664533022986,8.684426229508198,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2011-12-30,26498000000.0,6137000000.0,3985000000.0,12120000000.0,14279000000.0,4137000000.0,37000000.0,1013000000.0,4208000000.0,,472000000.0,333000000.0,59000000.0,78000000.0,0.71,469000000.0,,,4174000000.0,,15.6144,2.493,0.71,472000000.0,0.023320960851600254,0.012566986187636802,0.07913498098859316,,0.11216730038022814,0.017812665106800515,0.025578496721400314,0.11216730038022814,0.2923173891729113,1.540025094102886,17184000000.0,1407000000.0,1885000000.0,,2880000000.0,241000000.0,2.99,2.99,1.4493055555555556,7.821576763485477,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2011-12-31,29683000000.0,11837000000.0,10103000000.0,29683000000.0,11137000000.0,5526000000.0,348000000.0,241000000.0,10417000000.0,1532000000.0,549000000.0,410000000.0,,104000000.0,0.6,,-97000000.0,,5874000000.0,,15.6144,2.493,0.6,549000000.0,0.03681422286073449,0.013812620018192232,0.03935874052030335,0.14706729384659692,0.052702313525967166,0.01849543509753057,0.032273234965610485,0.052702313525967166,0.5274310855706205,1.1716321884588736,19230000000.0,843000000.0,1291000000.0,,1641000000.0,,1.5800000000000005,1.5800000000000005,3.579524680073126,,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
2012-03-30,54473000000.0,14192000000.0,6230000000.0,17466000000.0,36884000000.0,54000000.0,3000000.0,1086000000.0,8561000000.0,,956000000.0,660000000.0,119000000.0,168000000.0,1.41,469000000.0,1054000000.0,675000000.0,57000000.0,,18.6309,3.5933,1.41,1631000000.0,0.017893937750786248,0.012116094211811356,0.07709379745356851,,0.11166919752365378,0.01754997888862372,0.025879104518015214,0.19051512673753065,0.0015453855330224487,2.2780096308186195,15127000000.0,170000000.0,629000000.0,,678000000.0,,0.2200000000000002,0.2200000000000002,0.084070796460177,,1.4264067,146.49,68.03,3.76118,81386.414,23.9654,5.5658,4.0541
