report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,3433689000.0,303099000.0,156817000.0,,397166000.0,2777839000.0,227939000.0,302480000.0,36910000.0,-121025000.0,74829000.0,91000.0,,,98135000.0,27498000.0,70637000.0,2777839000.0,,,6.7816,,36910000.0,-0.30472145148376245,-0.03524634875202734,-0.4001090981221899,0.12202459666754827,0.010749371885456138,0.011625178543025916,0.23352618354932558,0.12202459666754827,6.994151060261956,1.9328197835693834,,,,,,,,,,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2010-09-30,3423936000.0,278175000.0,155153000.0,,371313000.0,2792443000.0,197236000.0,461122000.0,57578000.0,-155513000.0,112397000.0,810000.0,,,142356000.0,47968000.0,94388000.0,2792443000.0,,,7.6221,,57578000.0,-0.41881916334736463,-0.04541936531523954,-0.337249144478034,0.12486500318787652,0.016816318996616758,0.018199254304061375,0.20469203377847944,0.12486500318787652,7.5204557879740275,1.792907646001044,,,,,,,,,,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2010-12-31,3400175000.0,146727000.0,130584000.0,,317110000.0,2827450000.0,64254000.0,626619000.0,74273000.0,-194674000.0,149921000.0,1005000.0,,,201155000.0,66618000.0,134537000.0,2827450000.0,1.1221,,7.5114,,74273000.0,-0.6139005392450569,-0.05725411192070996,-0.3106736310261898,0.1185297605083791,0.021843875682869263,0.023619520696059226,0.21470303326263646,0.1185297605083791,8.916306644382075,1.123621576916008,,,,,,,,,,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2011-03-31,3466258000.0,173387000.0,120247000.0,,213078000.0,3004999000.0,95104000.0,167749000.0,23899000.0,-34251000.0,37781000.0,691000.0,,,53197000.0,20155000.0,33042000.0,3004999000.0,,,7.031,,23899000.0,-0.1607439529186495,-0.009881261002498948,-0.20418005472461834,0.14246880756368147,0.006894755093244646,0.0074264848230791245,0.1969728582584695,0.14246880756368147,14.102812115751039,1.4419237070363502,1557970000.0,-505463000.0,192660000.0,332604000.0,192660000.0,374928000.0,,,15.597420325962837,0.5138586608628857,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2011-06-30,3693009000.0,352807000.0,129231000.0,3693009000.0,112921000.0,3319362000.0,277749000.0,338802000.0,51108000.0,-64070000.0,76309000.0,1393000.0,-0.57,,122984000.0,55737000.0,67247000.0,3319362000.0,,,6.5297,-0.57,51108000.0,-0.5673878198032253,-0.01734899644165503,-0.1891075023169875,0.1508491685409177,0.013839121431873033,0.01489038054263008,0.19848466065725703,0.1508491685409177,29.39543574711524,2.730049291578646,1594292000.0,-448508000.0,206858000.0,329214000.0,206858000.0,376408000.0,,,16.046573011437797,0.5495579265052815,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2011-09-30,3609138000.0,260553000.0,132894000.0,3609138000.0,6299000.0,3334201000.0,179305000.0,514351000.0,78679000.0,-97375000.0,118616000.0,1784000.0,-0.87,,186427000.0,96706000.0,89721000.0,3334201000.0,,,5.6545,-0.87,78679000.0,-15.45880298460073,-0.026980126556535106,-0.18931624513221515,0.15296752606682984,0.021799942257680366,0.023553060919024097,0.17443535640059027,0.15296752606682984,529.3222733767265,1.96060770237934,1647521000.0,-390370000.0,227959000.0,324547000.0,227959000.0,382627000.0,,,14.626318767848604,0.5957734294757034,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2011-12-31,3606399000.0,129356000.0,126881000.0,3606399000.0,-11313000.0,3349485000.0,47316000.0,-322732000.0,-43027000.0,69240000.0,-71810000.0,-1755000.0,0.31000000000000005,,-113550000.0,-45660000.0,-159210000.0,3349485000.0,1.0157,,6.7517,0.31000000000000005,-43027000.0,-6.120392468841156,0.019199206743347033,-0.2145433362666237,0.1333211457184289,-0.011930737558434327,-0.012889389761821739,0.4933195344744246,0.1333211457184289,-296.07398568019096,1.01950646668926,698170000.0,-126456000.0,110659000.0,30800000.0,110659000.0,160896000.0,,,30.26852763896294,0.687767253381066,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2012-03-31,4086629000.0,604620000.0,113933000.0,4086629000.0,259572000.0,3565226000.0,525554000.0,192490000.0,40289000.0,-22631000.0,42248000.0,1327000.0,-0.2,,66040000.0,24852000.0,41188000.0,3565226000.0,,,8.5368,-0.2,40289000.0,-0.08718582898001326,-0.005537816131584247,-0.1175697438827991,0.20930437944828303,0.009858736870902643,0.01053362818114839,0.21397475193516546,0.20930437944828303,13.735017644430062,5.306803121132596,722911000.0,-114836000.0,127049000.0,38946000.0,127049000.0,165363000.0,-1.3299999999999998,-1.3299999999999998,28.061818668387787,0.7683036713170419,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2012-06-30,4793660000.0,303164000.0,1050832000.0,4793660000.0,480195000.0,3091382000.0,86739000.0,421637000.0,75027000.0,-76103000.0,86150000.0,3780000.0,-0.66,,148769000.0,48287000.0,100482000.0,3091382000.0,,,8.975,-0.66,75027000.0,-0.1584835327314945,-0.015875760900856548,-0.18049412172081672,0.17794216351980496,0.015651297755785765,0.021006686962089856,0.23831399995730926,0.17794216351980496,6.4377638251127145,0.2884990179210378,805746000.0,-126869000.0,150968000.0,72181000.0,150968000.0,175204000.0,-1.42,-1.42,20.47706798791797,0.8616698248898427,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2012-09-30,6083291000.0,1556880000.0,688750000.0,6083291000.0,440534000.0,4776439000.0,1441045000.0,660243000.0,116098000.0,-128548000.0,136728000.0,4809000.0,-1.09,,237523000.0,74461000.0,163062000.0,4776439000.0,,,9.1022,-1.09,116098000.0,-0.2918004058710565,-0.02113132513305709,-0.19469801270138418,0.17584131902950884,0.019084735548570667,0.022253900873169172,0.24697270550388267,0.17584131902950884,10.842384469757159,2.260442831215971,951638000.0,-158042000.0,188387000.0,145522000.0,188387000.0,193316000.0,-1.6400000000000001,-1.6400000000000001,25.354398127259312,0.9745028864656832,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2012-12-31,6595617000.0,368563000.0,863688000.0,6595617000.0,652991000.0,4880752000.0,233099000.0,-320286000.0,-84268000.0,46245000.0,-68885000.0,-3322000.0,0.44000000000000017,,-111418000.0,-34335000.0,-145753000.0,4880752000.0,0.4502,,9.4058,0.44000000000000017,-84268000.0,0.07082027164233504,0.007011474438251948,-0.14438657949457673,0.2631023522726563,-0.012776363454700295,-0.015228029201934386,0.45507140493184217,0.2631023522726563,7.474455237514759,0.4267316438343476,954084000.0,-181037000.0,147146000.0,158979000.0,147146000.0,196241000.0,-1.51,-1.51,33.16945074959564,0.7498229218155228,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2013-03-31,6449885000.0,269944000.0,675138000.0,,696645000.0,4885339000.0,122230000.0,313071000.0,56765000.0,-22376000.0,59465000.0,-641000.0,,,94228000.0,36423000.0,57805000.0,4885339000.0,,,8.5401,,56765000.0,-0.03211965922385146,-0.0034692091409381717,-0.07147260525567682,0.18131669812917836,0.008800932109642265,0.01016932330870171,0.18463862829837321,0.18131669812917836,7.0126664226399384,0.39983529293270414,1074665000.0,-180782000.0,163622000.0,175596000.0,163622000.0,213458000.0,,,29.857470266834532,0.7665301839237696,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2013-06-30,6484506000.0,352084000.0,212898000.0,,435737000.0,5631209000.0,189442000.0,637377000.0,106300000.0,-58275000.0,,1234000.0,,,228159000.0,70202000.0,157957000.0,5631209000.0,,,8.1009,,106300000.0,-0.13373892967546938,-0.008986806396663062,-0.0914294052028862,0.1667772762431026,0.016392921835526097,0.017521171277937862,0.24782350163247183,0.1667772762431026,12.92341251718353,1.6537684712867196,1290405000.0,-162954000.0,194895000.0,233071000.0,194895000.0,,,,28.893552938761896,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2013-09-30,6584428000.0,390434000.0,252858000.0,,448429000.0,5637078000.0,189409000.0,969470000.0,170201000.0,-36747000.0,,1441000.0,,127555000.0,343048000.0,103373000.0,239675000.0,5637078000.0,,,8.1611,,170201000.0,-0.08194608288045599,-0.005580894802099742,-0.03790421570548857,0.17556087346694585,0.02584901832019425,0.027968253097071454,0.24722270931539914,0.17556087346694585,12.570725800516916,1.544084031353566,1599632000.0,-71153000.0,248998000.0,309684000.0,248998000.0,,,,22.63904930963301,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2013-12-31,6783188000.0,343652000.0,747673000.0,,356966000.0,5394721000.0,122112000.0,-615052000.0,-103621000.0,61489000.0,,-3343000.0,,,-167848000.0,-41105000.0,-208953000.0,5394721000.0,0.4599,,8.8393,,-103621000.0,0.17225450042861226,0.009064911661006595,-0.09997366076364275,0.1684751858379454,-0.015276150388283503,-0.018015757811577715,0.339732250281277,0.1684751858379454,15.112702610332637,0.45962874144178,1304866000.0,-55909000.0,229645000.0,246484000.0,229645000.0,,,,23.49156741927758,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2014-03-31,7791342000.0,516128000.0,756779000.0,,396188000.0,6365982000.0,322914000.0,345550000.0,67136000.0,1407000.0,,1686000.0,0.0,138356000.0,178965000.0,32238000.0,146727000.0,6365982000.0,,,8.7579,0.0,67136000.0,0.003551344311286561,0.00018058506480655065,0.004071769642598756,0.19428736796411517,0.008616744073100629,0.009928173944162894,0.4246187237736941,0.19428736796411517,16.068083838985533,0.6820062396023145,1337345000.0,-32126000.0,240016000.0,335406000.0,240016000.0,,,,26.523156789547365,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2014-06-30,7564583000.0,314018000.0,1340010000.0,,159288000.0,5778891000.0,107652000.0,728969000.0,150451000.0,-8061000.0,,3728000.0,,,,72151000.0,,5778891000.0,,,9.4581,,150451000.0,-0.050606448696700314,-0.0010656238420544794,-0.011058083402723573,0.20638874904145443,0.019888868956821546,0.025336218392877682,,0.20638874904145443,36.27951258098538,0.23434004223849075,1428937000.0,18088000.0,284167000.0,,284167000.0,,,,20.336249458944916,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2014-09-30,7808992000.0,674386000.0,1346227000.0,,-297617000.0,6471770000.0,450257000.0,1122262000.0,239934000.0,-24685000.0,,4710000.0,0.0,128854000.0,,131347000.0,,6471770000.0,,,9.8153,0.0,239934000.0,0.08294217064213402,-0.003161099409501252,-0.021995755001951417,0.21379499617736322,0.030725348418848424,0.03886103891497344,,0.21379499617736322,-21.74529680764204,0.5009452343475506,1581729000.0,30150000.0,353900000.0,,353900000.0,,,,18.287001977959875,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
2014-12-31,7841125000.0,326888000.0,331050000.0,,-660800000.0,7828299000.0,39443000.0,-669785000.0,-120998000.0,7044000.0,,-1489000.0,,,,-24485000.0,,7828299000.0,0.9879,,9.3673,,-120998000.0,-0.010659806295399516,0.000898340480479523,-0.010516807632299917,0.18065200026874295,-0.015431204068293772,-0.016881481253084234,,0.18065200026874295,-11.846699455205812,0.9874278809847455,1526996000.0,-24295000.0,336523000.0,,336523000.0,,,,23.262300050813764,,0.83621067,245.16,177.49,0.84546,19362.486,18.3769,32.3092,6.878
