report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-03-31,4840000000.0,2745000000.0,1504000000.0,5005000000.0,-348000000.0,2771000000.0,767000000.0,1581000000.0,547000000.0,225000000.0,530000000.0,35000000.0,33000000.0,1.0,-92000000.0,,2771000000.0,,6.7842,1.5056,1.0,225000000.0,-1.5229885057471264,0.10950413223140495,0.33523086654016443,0.3459835547122075,0.14231499051233396,0.04648760330578512,0.09286009079653322,0.14231499051233396,-7.962643678160919,1.8251329787234043,6380000000.0,1349000000.0,1102000000.0,2319000000.0,1261000000.0,155000000.0,3.83,3.83,2.1974623314829502,7.109677419354838,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2020-06-30,5302000000.0,3225000000.0,2154000000.0,5265000000.0,-136000000.0,2372000000.0,1089000000.0,3345000000.0,1175000000.0,564000000.0,754000000.0,70000000.0,115000000.0,2.0,290000000.0,,2372000000.0,,9.8882,2.1955,2.0,564000000.0,-5.544117647058823,0.14221048660882685,0.22541106128550076,0.351270553064275,0.16860986547085202,0.10637495284798189,0.2522361359570662,0.16860986547085202,-17.441176470588236,1.4972144846796658,5542000000.0,1747000000.0,1063000000.0,2113000000.0,1222000000.0,145000000.0,4.83,4.83,1.9410801963993454,7.3310344827586205,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2020-09-30,5575000000.0,3487000000.0,1737000000.0,5234000000.0,141000000.0,2787000000.0,1326000000.0,5328000000.0,1927000000.0,988000000.0,1029000000.0,110000000.0,202000000.0,3.0,573000000.0,,2787000000.0,,9.7672,2.3089,3.0,988000000.0,7.297872340425532,0.18457399103139013,0.19313063063063063,0.3616741741741742,0.18543543543543545,0.17721973094170404,0.337431693989071,0.18543543543543545,19.76595744680851,2.00748416810593,5083000000.0,2294000000.0,1133000000.0,2066000000.0,1292000000.0,136000000.0,6.83,6.83,2.1571207430340555,8.330882352941176,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2020-12-31,5777000000.0,3489000000.0,1934000000.0,5356000000.0,195000000.0,2792000000.0,1326000000.0,-3066000000.0,-1062000000.0,-482000000.0,-1089000000.0,-71000000.0,-81000000.0,-1.4100000000000001,182000000.0,133000000.0,2792000000.0,1.804,11.7722,1.9997,-1.4100000000000001,-349000000.0,-5.584615384615384,-0.18850614505798857,0.35518590998043054,0.34637964774951074,0.15720808871493802,-0.08343430846460101,-0.16136591898225644,0.11382909328114807,14.317948717948719,1.8040330920372285,7188000000.0,1224000000.0,1295000000.0,2587000000.0,1428000000.0,144000000.0,4.59,4.59,1.9551820728291316,8.993055555555555,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2021-03-31,5574000000.0,3206000000.0,1748000000.0,5332000000.0,-17000000.0,2955000000.0,838000000.0,1970000000.0,700000000.0,365000000.0,94000000.0,202000000.0,43000000.0,0.34,-89000000.0,,2955000000.0,,19.2916,2.0063,0.34,365000000.0,-5.529411764705882,0.01686401148188016,0.047715736040609136,0.3553299492385787,0.18527918781725888,0.06548259777538572,0.12423417290673928,0.18527918781725888,-173.8235294117647,1.834096109839817,7577000000.0,788000000.0,1435000000.0,2740000000.0,1568000000.0,311000000.0,3.9299999999999997,3.9299999999999997,1.8845663265306123,4.614147909967846,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2021-06-30,5423000000.0,3259000000.0,1778000000.0,5338000000.0,-154000000.0,2950000000.0,769000000.0,4149000000.0,1491000000.0,802000000.0,58000000.0,227000000.0,55000000.0,0.2,239000000.0,,2950000000.0,,27.5765,1.8219,0.2,802000000.0,-0.37662337662337664,0.0106951871657754,0.013979272113762353,0.35936370209689084,0.1932995902627139,0.14788862253365295,0.28683834048640916,0.1932995902627139,-19.155844155844157,1.8329583802024747,8381000000.0,92000000.0,1673000000.0,3056000000.0,1806000000.0,468000000.0,2.13,2.13,1.6334440753045405,3.574786324786325,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2021-09-30,5595000000.0,3404000000.0,1879000000.0,5469000000.0,-126000000.0,2950000000.0,854000000.0,6353000000.0,2244000000.0,1187000000.0,278000000.0,253000000.0,158000000.0,1.07,595000000.0,,2950000000.0,,28.6662,1.6509,1.07,1187000000.0,-2.2063492063492065,0.04968722073279714,0.0437588540846844,0.35321895167637335,0.1868408625846057,0.21215370866845398,0.4203257790368272,0.1868408625846057,-23.41269841269841,1.8116019159127195,9406000000.0,-659000000.0,1872000000.0,3373000000.0,2005000000.0,611000000.0,0.19999999999999996,0.19999999999999996,1.4713216957605986,3.0638297872340425,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2021-12-31,5575000000.0,3422000000.0,1939000000.0,5497000000.0,-179000000.0,2949000000.0,926000000.0,-4097000000.0,-1572000000.0,-949000000.0,-20000000.0,-404000000.0,-46000000.0,0.010000000000000009,185000000.0,151000000.0,2949000000.0,1.7648,41.8044,2.0465,0.010000000000000009,-798000000.0,0.11173184357541899,-0.003587443946188341,0.00488162069807176,0.38369538686844035,0.231632902123505,-0.17022421524663678,-0.34259927797833933,0.19477666585306322,-16.47486033519553,1.7648272305312016,8375000000.0,410000000.0,1405000000.0,2863000000.0,1556000000.0,278000000.0,1.62,1.62,1.8952442159383034,5.053956834532374,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2022-03-31,5568000000.0,3428000000.0,2136000000.0,5668000000.0,-371000000.0,2946000000.0,479000000.0,2201000000.0,704000000.0,353000000.0,233000000.0,25000000.0,75000000.0,0.97,-227000000.0,,2946000000.0,,21.918,1.3982,0.97,353000000.0,-0.628032345013477,0.04184626436781609,0.10586097228532486,0.319854611540209,0.16038164470695138,0.06339798850574713,0.1370873786407767,0.16038164470695138,-7.940700808625337,1.604868913857678,8606000000.0,549000000.0,1393000000.0,2867000000.0,1544000000.0,101000000.0,2.25,2.25,1.9080310880829014,13.792079207920793,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2022-06-30,5467000000.0,3359000000.0,2467000000.0,6008000000.0,-742000000.0,2946000000.0,440000000.0,4553000000.0,1473000000.0,761000000.0,511000000.0,53000000.0,178000000.0,2.15,174000000.0,,2946000000.0,,13.2228,1.2998,2.15,761000000.0,-0.6886792452830188,0.09346991037131883,0.11223369207116188,0.32352295189984626,0.16714254337799253,0.13919882933967442,0.3452813067150635,0.16714254337799253,-3.9703504043126685,1.3615727604377788,9010000000.0,1002000000.0,1352000000.0,2849000000.0,1503000000.0,-73000000.0,4.199999999999999,4.199999999999999,1.9600798403193613,18.52054794520548,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2022-09-30,5417000000.0,3264000000.0,2224000000.0,5833000000.0,-617000000.0,2946000000.0,464000000.0,6757000000.0,2168000000.0,1112000000.0,729000000.0,82000000.0,255000000.0,3.0,520000000.0,,2946000000.0,,12.2299,1.1994,3.0,1112000000.0,-1.1815235008103728,0.13457633376407604,0.107888116027823,0.32085244931182477,0.1645700754772828,0.2052796750969171,0.47745813653928726,0.1645700754772828,-4.774716369529984,1.4676258992805755,9414000000.0,1453000000.0,1277000000.0,2773000000.0,1428000000.0,-244000000.0,6.13,6.13,2.063025210084034,5.233606557377049,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2022-12-31,5187000000.0,2946000000.0,1889000000.0,5429000000.0,-480000000.0,2946000000.0,452000000.0,-4831000000.0,-1632000000.0,-929000000.0,-629000000.0,-52000000.0,-220000000.0,-3.12,373000000.0,145000000.0,2946000000.0,1.5596,12.4709,1.2126,-3.12,-784000000.0,1.3104166666666666,-0.12126470021206863,0.13020078658662804,0.3378182570896295,0.1922997309045746,-0.17910160015423174,-0.3767234387672344,0.16228524115090043,-6.1375,1.5595553202752779,8680000000.0,844000000.0,1297000000.0,2713000000.0,1442000000.0,108000000.0,3.0,3.0,2.042995839112344,12.00925925925926,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2023-03-31,5430000000.0,3148000000.0,2018000000.0,5550000000.0,-379000000.0,2946000000.0,510000000.0,1979000000.0,669000000.0,315000000.0,205000000.0,28000000.0,64000000.0,0.0,33000000.0,,2946000000.0,,13.715,1.3232,0.0,315000000.0,-0.5408970976253298,0.037753222836095765,0.10358767054067711,0.33804951995957555,0.15917129863567459,0.058011049723756904,0.12271133619010519,0.15917129863567459,-7.773087071240106,1.5599603567889,8458000000.0,816000000.0,1259000000.0,2678000000.0,1404000000.0,111000000.0,2.03,2.03,2.0982905982905984,11.342342342342342,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2023-06-30,5308000000.0,3007000000.0,1749000000.0,5280000000.0,-192000000.0,2946000000.0,380000000.0,4106000000.0,1438000000.0,718000000.0,468000000.0,56000000.0,160000000.0,2.0,448000000.0,,2946000000.0,,16.1127,1.5676,2.0,718000000.0,-2.4375,0.08816880180859081,0.11397954213346323,0.3502191914271797,0.17486604968339017,0.1352675207234363,0.2607116920842411,0.17486604968339017,-15.34375,1.7192681532304175,8011000000.0,773000000.0,1216000000.0,2643000000.0,1361000000.0,114000000.0,1.88,1.88,2.1645848640705365,10.666666666666666,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2023-09-30,5371000000.0,2964000000.0,1662000000.0,5204000000.0,-56000000.0,2946000000.0,560000000.0,6085000000.0,2182000000.0,1101000000.0,717000000.0,82000000.0,246000000.0,3.0,928000000.0,,2946000000.0,,14.1878,1.4741,3.0,1101000000.0,-12.803571428571429,0.13349469372556322,0.11783073130649137,0.35858668857847165,0.180936729663106,0.20498975982126233,0.3809688581314879,0.180936729663106,-52.607142857142854,1.7833935018050542,7339000000.0,761000000.0,1205000000.0,2657000000.0,1350000000.0,114000000.0,1.88,1.88,2.1822222222222223,10.570175438596491,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2023-12-31,5363000000.0,2856000000.0,1695000000.0,5247000000.0,-126000000.0,2945000000.0,634000000.0,-4203000000.0,-1453000000.0,-786000000.0,-482000000.0,-60000000.0,-192000000.0,-1.0,4000000.0,149000000.0,2945000000.0,1.685,16.5607,1.8874,-1.0,-637000000.0,3.8253968253968256,-0.08987506992355025,0.11467999048298834,0.3457054484891744,0.1870092790863669,-0.14655976132761514,-0.27882227740333454,0.15155841065905307,-23.373015873015873,1.6849557522123895,7967000000.0,908000000.0,1348000000.0,2836000000.0,1497000000.0,106000000.0,4.0,4.0,1.9672678690714762,12.716981132075471,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2024-03-31,5336000000.0,2850000000.0,1641000000.0,5179000000.0,-75000000.0,2945000000.0,368000000.0,1926000000.0,685000000.0,318000000.0,215000000.0,25000000.0,60000000.0,0.0,-94000000.0,,2945000000.0,,18.6392,2.1621,0.0,318000000.0,-2.8666666666666667,0.040292353823088455,0.11163032191069575,0.3556593977154725,0.16510903426791276,0.0595952023988006,0.110801393728223,0.16510903426791276,-39.266666666666666,1.736745886654479,7914000000.0,918000000.0,1351000000.0,2852000000.0,1500000000.0,103000000.0,4.0,4.0,1.9633333333333334,13.116504854368932,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2024-06-30,5365000000.0,2898000000.0,1645000000.0,5183000000.0,-26000000.0,2945000000.0,398000000.0,4017000000.0,1470000000.0,715000000.0,473000000.0,,154000000.0,2.0,252000000.0,,2945000000.0,,15.4687,1.7927,2.0,715000000.0,-18.192307692307693,0.08816402609506058,0.1177495643515061,0.3659447348767737,0.1779935275080906,0.13327120223671948,0.2449468996231586,0.1779935275080906,-113.26923076923077,1.7617021276595746,7825000000.0,923000000.0,1348000000.0,2884000000.0,1497000000.0,,4.0,4.0,1.9672678690714762,,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2024-09-30,5296000000.0,2965000000.0,1618000000.0,5154000000.0,-88000000.0,2945000000.0,646000000.0,6000000000.0,2195000000.0,1073000000.0,640000000.0,,222000000.0,2.0,668000000.0,,2945000000.0,,21.793,2.2976,2.0,1073000000.0,-7.2727272727272725,0.12084592145015106,0.10666666666666667,0.36583333333333334,0.17883333333333334,0.2026057401812689,0.37556877843892195,0.17883333333333334,-33.46590909090909,1.8325092707045736,7740000000.0,846000000.0,1320000000.0,2897000000.0,1469000000.0,,3.0,3.0,2.004765146358067,,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2024-12-31,5016000000.0,2730000000.0,1560000000.0,5069000000.0,-279000000.0,2945000000.0,634000000.0,-4115000000.0,-1519000000.0,-743000000.0,-506000000.0,,-149000000.0,-1.0,249000000.0,150000000.0,2945000000.0,1.75,19.0473,2.0001,-1.0,-593000000.0,1.8136200716845878,-0.10087719298245613,0.12296476306196841,0.36913730255164034,0.18055893074119075,-0.14812599681020733,-0.2786946736684171,0.14410692588092344,-10.555555555555555,1.75,7828000000.0,822000000.0,1363000000.0,2831000000.0,1513000000.0,,3.0,3.0,1.946463978849967,,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2025-03-31,5107000000.0,2798000000.0,1603000000.0,5113000000.0,-254000000.0,2945000000.0,377000000.0,1801000000.0,644000000.0,286000000.0,186000000.0,,56000000.0,0.0,-158000000.0,,2945000000.0,,18.498,1.9043,0.0,286000000.0,-0.7322834645669292,0.03642059917759937,0.10327595780122155,0.3575791227096058,0.15880066629650194,0.05600156647738398,0.10628019323671498,0.15880066629650194,-11.594488188976378,1.7454772301933874,7703000000.0,793000000.0,1331000000.0,2790000000.0,1481000000.0,,3.0,3.0,1.9885212694125591,,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2025-06-30,5288000000.0,2925000000.0,1609000000.0,5138000000.0,-84000000.0,2945000000.0,390000000.0,3852000000.0,1416000000.0,698000000.0,456000000.0,,150000000.0,2.0,148000000.0,,2945000000.0,,16.7387,1.7584,2.0,698000000.0,-5.428571428571429,0.08623298033282904,0.11838006230529595,0.367601246105919,0.18120456905503635,0.13199697428139184,0.24397063963649074,0.18120456905503635,-35.05952380952381,1.8178993163455563,7538000000.0,776000000.0,1314000000.0,2736000000.0,1464000000.0,,3.0,3.0,2.0116120218579234,,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2025-09-30,5311000000.0,2959000000.0,1576000000.0,5143000000.0,-78000000.0,2945000000.0,559000000.0,5769000000.0,2073000000.0,1001000000.0,645000000.0,,226000000.0,3.0,604000000.0,,2945000000.0,,17.678,1.9244,3.0,1001000000.0,-8.26923076923077,0.12144605535680662,0.11180447217888716,0.359334373374935,0.1735136072109551,0.18847674637544717,0.34914544820369725,0.1735136072109551,-37.756410256410255,1.87753807106599,7307000000.0,781000000.0,1242000000.0,2614000000.0,1392000000.0,,4.0,4.0,2.11566091954023,,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2025-12-31,5201000000.0,2840000000.0,1573000000.0,5125000000.0,-185000000.0,2945000000.0,647000000.0,-3860000000.0,-1454000000.0,-737000000.0,-477000000.0,,-155000000.0,-2.0,428000000.0,148000000.0,2945000000.0,1.8055,16.2922,1.743,-2.0,-589000000.0,2.5783783783783782,-0.09171313208998269,0.12357512953367876,0.3766839378238342,0.19093264248704664,-0.14170351855412422,-0.26702898550724635,0.15259067357512954,-15.91891891891892,1.8054672600127146,7562000000.0,810000000.0,1248000000.0,2679000000.0,1396000000.0,,3.0,3.0,2.109598853868195,,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
