report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-09-30,150662000000.0,112720000000.0,112032000000.0,128983000000.0,21559000000.0,12394000000.0,,618000000.0,6840000000.0,,2569000000.0,2531000000.0,321000000.0,1049000000.0,4.48,565000000.0,2130000000.0,117000000.0,759000000.0,2013000000.0,12394000000.0,,21.1519,7.1268,4.48,3328000000.0,0.1173987661765388,0.016799192895355166,0.3700292397660819,,0.3755847953216374,0.017051413096865833,0.07566341707654699,0.2942982456140351,0.4865497076023392,0.574887517973932,1.0061411025421307,9869000000.0,3778000000.0,3424000000.0,3357000000.0,4730000000.0,525000000.0,6.62,6.62,2.6202959830866805,6.521904761904762,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2021-12-31,193502000000.0,154300000000.0,153411000000.0,170754000000.0,22709000000.0,12397000000.0,,,-4664000000.0,,-1703000000.0,-1017000000.0,-218000000.0,-465000000.0,-1.8000000000000007,-1130000000.0,-1348000000.0,-73000000.0,-511000000.0,-1421000000.0,12397000000.0,1.0058,18.9889,8.405,-1.8000000000000007,-2214000000.0,-0.04478400634109824,-0.0052557596303914175,0.2180531732418525,,0.36513722126929676,-0.00880094262591601,-0.0485102261721643,0.30467409948542024,0.47469982847341335,0.5459069091549605,1.0057948908487657,9168000000.0,4058000000.0,3449000000.0,2798000000.0,4458000000.0,423000000.0,7.18,7.18,2.780843427545985,8.153664302600474,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2022-03-31,208488000000.0,169378000000.0,168479000000.0,185785000000.0,22667000000.0,12401000000.0,,638000000.0,2459000000.0,,992000000.0,657000000.0,103000000.0,165000000.0,1.16,564000000.0,756000000.0,36000000.0,254000000.0,720000000.0,12401000000.0,,18.1973,8.0501,1.16,1246000000.0,0.028984867869590154,0.0031512605042016808,0.26718178121187475,,0.40341602277348515,0.0047580676106058865,0.02828789779856279,0.2928019520130134,0.5067100447336316,0.547094895663299,1.0053359765905543,9198000000.0,4069000000.0,3549000000.0,2824000000.0,4557000000.0,419000000.0,7.199999999999999,7.199999999999999,2.7213078779899056,8.47016706443914,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2022-06-30,215207000000.0,176375000000.0,169422000000.0,192346000000.0,22814000000.0,18109000000.0,,830000000.0,4872000000.0,,1861000000.0,1212000000.0,264000000.0,338000000.0,2.16,562000000.0,1725000000.0,70000000.0,510000000.0,1655000000.0,18109000000.0,,15.5692,5.5397,2.16,2371000000.0,0.05312527395458929,0.005631787070123183,0.24876847290640394,,0.3819786535303777,0.008647488232260104,0.0454756493903184,0.33969622331691296,0.48665845648604267,0.7937669851845358,1.0410395344170178,9507000000.0,3383000000.0,3719000000.0,2967000000.0,4731000000.0,470000000.0,6.0,6.0,3.827731980553794,7.912765957446808,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2022-09-30,211292000000.0,173712000000.0,166321000000.0,188872000000.0,22379000000.0,18113000000.0,,1183000000.0,7259000000.0,,2774000000.0,1021000000.0,440000000.0,186000000.0,1.82,561000000.0,2462000000.0,125000000.0,768000000.0,2337000000.0,18113000000.0,,19.8025,5.263,1.82,3542000000.0,0.04562312882613164,0.00483217537814967,0.1406529825044772,,0.3821463011434082,0.013128750733581962,0.06850735947841549,0.3219451715112274,0.4879459980713597,0.809374860360159,1.044438164753699,9926000000.0,1873000000.0,3924000000.0,3291000000.0,4945000000.0,589000000.0,3.34,3.34,3.662891809908999,6.66213921901528,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2022-12-31,194338000000.0,156947000000.0,149171000000.0,171577000000.0,22706000000.0,18118000000.0,,,-4954000000.0,,-1989000000.0,-1444000000.0,-191000000.0,-379000000.0,-2.5600000000000005,-1126000000.0,-1389000000.0,-6000000.0,-501000000.0,-1395000000.0,18118000000.0,1.0521,39.6278,5.9466,-2.5600000000000005,-2490000000.0,-0.06359552541178543,-0.007430353301979027,0.29148163100524827,,0.4014937424303593,-0.010234745649332607,-0.04872134038800705,0.2815906338312475,0.5026241421073879,0.7979388707830529,1.0521280946028384,9636000000.0,1446000000.0,3638000000.0,3317000000.0,4669000000.0,616000000.0,2.58,2.58,3.880488327264939,5.9058441558441555,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2023-03-31,151550000000.0,114336000000.0,106006000000.0,128339000000.0,23167000000.0,18123000000.0,,2069000000.0,2472000000.0,,969000000.0,655000000.0,176000000.0,175000000.0,1.17,561000000.0,653000000.0,21000000.0,260000000.0,632000000.0,18123000000.0,,40.4243,6.0496,1.17,1229000000.0,0.02827297448957569,0.004322005938634114,0.26496763754045305,,0.3919902912621359,0.006393929396238865,0.02346815209493824,0.255663430420712,0.49716828478964403,0.7822765140069927,1.078580457709941,9649000000.0,1444000000.0,3615000000.0,3229000000.0,4652000000.0,689000000.0,2.59,2.59,3.895743766122098,5.246734397677794,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2023-06-30,136283000000.0,99222000000.0,90204000000.0,112394000000.0,23820000000.0,18128000000.0,,2877000000.0,4808000000.0,,1924000000.0,1454000000.0,351000000.0,207000000.0,2.59,561000000.0,1805000000.0,61000000.0,527000000.0,1744000000.0,18128000000.0,,37.5058,6.6141,2.59,2451000000.0,0.06104114189756507,0.010668975587564113,0.3024126455906822,,0.4001663893510815,0.014117681589046322,0.04586631067035377,0.3627287853577371,0.5097753743760399,0.7610411418975651,1.0999733936410803,9585000000.0,1686000000.0,3678000000.0,3318000000.0,4732000000.0,776000000.0,3.0199999999999996,3.0199999999999996,3.830938292476754,4.739690721649485,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2023-09-30,137022000000.0,85397000000.0,85282000000.0,111510000000.0,25459000000.0,21042000000.0,,837000000.0,7237000000.0,,2769000000.0,1995000000.0,557000000.0,330000000.0,3.55,562000000.0,2573000000.0,104000000.0,836000000.0,2469000000.0,21042000000.0,,25.7796,6.4891,3.55,3605000000.0,0.07836128677481441,0.014559705740683979,0.2756667127262678,,0.3826171065358574,0.020208433682182423,0.05954710651383841,0.34116346552438853,0.4981345861544839,0.8265053615617267,1.0013484674374429,9563000000.0,2660000000.0,3673000000.0,3450000000.0,4795000000.0,893000000.0,4.749999999999999,4.749999999999999,4.388321167883212,4.113101903695409,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2023-12-31,136084000000.0,84973000000.0,84626000000.0,110298000000.0,25717000000.0,20659000000.0,,899000000.0,-4614000000.0,,-1968000000.0,-1736000000.0,-276000000.0,-256000000.0,-3.119999999999999,-1119000000.0,-1489000000.0,4000000.0,-408000000.0,-1493000000.0,20659000000.0,1.0041,31.0425,7.4229,-3.119999999999999,-2376000000.0,-0.06750398569039935,-0.012756826665882837,0.37624620719549196,,0.4265279583875163,-0.014461656035977778,-0.042435742625495945,0.32358040745557,0.5149544863459038,0.8033207605863826,1.0041003946777587,9903000000.0,2368000000.0,3694000000.0,3352000000.0,4909000000.0,808000000.0,4.19,4.19,4.2083927480138525,4.571782178217822,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2024-03-31,131397000000.0,80542000000.0,80048000000.0,105108000000.0,26239000000.0,20068000000.0,,863000000.0,2801000000.0,,1063000000.0,767000000.0,241000000.0,181000000.0,1.33,575000000.0,1009000000.0,58000000.0,381000000.0,951000000.0,20068000000.0,,31.6843,7.6795,1.33,1444000000.0,0.029231296924425474,0.005837271779416577,0.2738307747233131,,0.379507318814709,0.00808998683379377,0.022955492690090052,0.3395215994287754,0.5155301677972153,0.7648157323068715,1.006171297221667,10232000000.0,2480000000.0,3788000000.0,3671000000.0,5124000000.0,873000000.0,4.3500000000000005,4.3500000000000005,3.916471506635441,4.3390607101947305,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2024-06-30,137682000000.0,86991000000.0,87464000000.0,110938000000.0,26687000000.0,18573000000.0,,885000000.0,5698000000.0,,2129000000.0,1399000000.0,,403000000.0,2.43,575000000.0,2205000000.0,133000000.0,762000000.0,2072000000.0,18573000000.0,,33.9563,7.277,2.43,2891000000.0,0.052422527822535314,0.010161095858572652,0.2455247455247455,,0.37363987363987367,0.015463168751180256,0.04703932832523199,0.36363636363636365,0.5073710073710074,0.6959568329149024,0.994592060733559,11122000000.0,2425000000.0,3993000000.0,3999000000.0,5564000000.0,,4.190000000000001,4.190000000000001,3.3380661394680087,,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2024-09-30,135201000000.0,84695000000.0,84562000000.0,107928000000.0,27233000000.0,18581000000.0,,755000000.0,8731000000.0,,3232000000.0,2056000000.0,,630000000.0,3.57,576000000.0,3103000000.0,212000000.0,1148000000.0,2891000000.0,18581000000.0,,37.9704,8.0925,3.57,4380000000.0,0.07549664010575405,0.01520698811399324,0.23548276257015233,,0.3701752376589165,0.023905148630557465,0.07054612127297333,0.3311190012598786,0.5016607490550911,0.6822972129401829,1.0015728104822497,12616000000.0,2486000000.0,4456000000.0,4421000000.0,6339000000.0,,4.210000000000001,4.210000000000001,2.9312194352421517,,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2024-12-31,139428000000.0,89095000000.0,89553000000.0,111708000000.0,27647000000.0,17341000000.0,,844000000.0,-5469000000.0,,-2115000000.0,-1468000000.0,,-388000000.0,-2.55,-1150000000.0,-1708000000.0,3000000.0,-754000000.0,-1711000000.0,17341000000.0,0.9949,31.0668,7.2747,-2.55,-2869000000.0,-0.05309798531486237,-0.010528731675129816,0.2684220149936003,,0.3867251782775645,-0.015169119545571909,-0.04701253667644705,0.3128542695191077,0.5245931614554763,0.6272289941042428,0.9948857101381305,11761000000.0,2754000000.0,4309000000.0,4203000000.0,5846000000.0,,4.78,4.78,2.9663017447827573,,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2025-03-31,142870000000.0,92644000000.0,92720000000.0,114827000000.0,27974000000.0,17349000000.0,,783000000.0,3229000000.0,,1221000000.0,797000000.0,,255000000.0,1.38,577000000.0,966000000.0,85000000.0,389000000.0,881000000.0,17349000000.0,,35.5966,8.1304,1.38,1610000000.0,0.02849074140273111,0.005578497935185833,0.24682564261381232,,0.37813564571074637,0.00854623083922447,0.02693996425655848,0.2728398885103747,0.49860637968411275,0.6201830270965897,0.9991803278688525,12189000000.0,2784000000.0,4467000000.0,4133000000.0,6012000000.0,,4.83,4.83,2.8857285429141717,,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2025-06-30,144175000000.0,93969000000.0,93443000000.0,115648000000.0,28444000000.0,17358000000.0,,1003000000.0,6491000000.0,,2518000000.0,1648000000.0,,522000000.0,2.86,576000000.0,2472000000.0,145000000.0,784000000.0,2327000000.0,17358000000.0,,35.046,8.3832,2.86,3302000000.0,0.057938405287582616,0.011430553147216924,0.25389000154059466,,0.38792173779078726,0.01746488642275013,0.054975765250425745,0.35849637960252656,0.5087043598829148,0.610251722683167,1.0056291000931048,12982000000.0,3033000000.0,4856000000.0,4388000000.0,6423000000.0,,5.26,5.26,2.7024754787482483,,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2025-09-30,140901000000.0,90846000000.0,89780000000.0,112192000000.0,28644000000.0,17366000000.0,,850000000.0,9498000000.0,,3692000000.0,2464000000.0,,772000000.0,4.28,576000000.0,3387000000.0,207000000.0,1171000000.0,3180000000.0,17366000000.0,,30.5003,7.6981,4.28,4863000000.0,0.08602150537634409,0.01748745573132909,0.25942303642872183,,0.388713413350179,0.02620279487015706,0.08024342534231689,0.33480732785849654,0.5120025268477574,0.6062700740120095,1.011873468478503,13749000000.0,3441000000.0,5316000000.0,4677000000.0,6906000000.0,,5.970000000000001,5.970000000000001,2.5146249637995948,,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2025-12-31,136887000000.0,85778000000.0,84116000000.0,107896000000.0,28915000000.0,18609000000.0,,837000000.0,-6578000000.0,,-2502000000.0,-1594000000.0,,-573000000.0,-2.75,-1154000000.0,-2163000000.0,-64000000.0,-784000000.0,-2227000000.0,18609000000.0,1.0198,27.8571,7.3059,-2.75,-3286000000.0,-0.05512709666263185,-0.011644641200406175,0.24232289449680755,,0.3803587716631195,-0.0182778496131846,-0.052647083578823334,0.3385527515962299,0.49954393432654304,0.643575998616635,1.0197584288363688,12640000000.0,3315000000.0,4929000000.0,4161000000.0,6489000000.0,,5.769999999999999,5.769999999999999,2.8677762367082757,,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
