report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-03-31,15705000000.0,333000000.0,1028000000.0,,1182000000.0,12554000000.0,,26000000.0,1770000000.0,269000000.0,,233000000.0,79000000.0,-0.97,113224303.0,447000000.0,356000000.0,91000000.0,12554000000.0,,,0.7853,-0.97,269000000.0,,,,0.1519774011299435,0.017128303088188475,0.01958357600465929,0.05141242937853107,0.1519774011299435,10.62098138747885,0.3239299610894942,,,,,,,,,,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2011-06-30,,,,,,,,,3561000000.0,539000000.0,,474000000.0,160000000.0,,,907000000.0,680000000.0,227000000.0,0.0,,,0.8392,,539000000.0,,,,0.15136197697276046,,,0.06374613872507723,0.15136197697276046,,,,,,,,,,,,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2011-09-30,15638000000.0,335000000.0,1081000000.0,15638000000.0,864000000.0,12581000000.0,,5000000.0,5370000000.0,776000000.0,,718000000.0,232000000.0,-2.74,,1312000000.0,984000000.0,328000000.0,12581000000.0,,,0.7047,-2.74,776000000.0,,,,0.14450651769087522,0.04962271390203351,0.05771662328002975,0.061080074487895715,0.14450651769087522,14.561342592592593,0.3098982423681776,,,,,,,,,,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2012-03-31,15519000000.0,338000000.0,1140000000.0,15519000000.0,326000000.0,12802000000.0,,4000000.0,1827000000.0,230000000.0,,237000000.0,71000000.0,-0.95,,454000000.0,340000000.0,114000000.0,12802000000.0,,,0.8915,-0.95,230000000.0,,,,0.12588943623426382,0.014820542560732007,0.01751980499695308,0.06239737274220033,0.12588943623426382,39.26993865030675,0.2964912280701754,12528000000.0,,1814000000.0,760000000.0,1814000000.0,1662000000.0,,,7.057331863285556,1.0914560770156438,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2012-06-30,15553000000.0,367000000.0,1194000000.0,15553000000.0,244000000.0,12786000000.0,,5000000.0,3711000000.0,499000000.0,,462000000.0,139000000.0,-1.78,,923000000.0,808000000.0,115000000.0,12786000000.0,,,0.9874,-1.78,499000000.0,,,,0.13446510374562112,0.03208384234552819,0.03829623944742901,0.030988951765022903,0.13446510374562112,52.40163934426229,0.3073701842546064,14469000000.0,,2044000000.0,784000000.0,2044000000.0,1891000000.0,,,6.255381604696673,1.0809095716552088,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2012-09-30,16497000000.0,1229000000.0,2116000000.0,16497000000.0,173000000.0,12820000000.0,870000000.0,868000000.0,5591000000.0,710000000.0,,691000000.0,208000000.0,-2.65,,1391000000.0,1296000000.0,95000000.0,13690000000.0,,,1.0209,-2.65,710000000.0,,,,0.12698980504382043,0.04303812814451112,0.05121546562793046,0.01699159363262386,0.12698980504382043,79.13294797687861,0.5808128544423441,16499000000.0,,2215000000.0,652000000.0,2215000000.0,2108000000.0,-8.120000000000001,-8.120000000000001,6.18058690744921,1.0507590132827325,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2012-12-31,15599000000.0,333000000.0,1224000000.0,15599000000.0,149000000.0,12808000000.0,,7000000.0,-3625000000.0,-523000000.0,,-483000000.0,-161000000.0,2.33,,-892000000.0,-699000000.0,-1591000000.0,12808000000.0,0.2696,,1.0267,2.33,-523000000.0,,,,0.1442758620689655,-0.03352779024296429,-0.04036428185536776,0.43889655172413794,0.1442758620689655,85.95973154362416,0.27205882352941174,7504000000.0,,916000000.0,-1267000000.0,916000000.0,907000000.0,-3.05,-3.05,13.982532751091703,1.009922822491731,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2013-03-31,15639000000.0,374000000.0,1290000000.0,,129000000.0,12816000000.0,,65000000.0,1917000000.0,223000000.0,,210000000.0,9000000.0,,,541000000.0,412000000.0,129000000.0,12816000000.0,,,1.3837,,223000000.0,,,,0.11632759520083463,0.014259223735532962,0.017226728466589417,0.06729264475743349,0.11632759520083463,99.34883720930233,0.289922480620155,7594000000.0,,909000000.0,-1252000000.0,909000000.0,880000000.0,,,14.099009900990099,1.0329545454545455,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2013-06-30,15589000000.0,333000000.0,1280000000.0,,61000000.0,12812000000.0,,44000000.0,3889000000.0,459000000.0,,421000000.0,67000000.0,,,1025000000.0,834000000.0,191000000.0,12812000000.0,,,1.614,,459000000.0,,,,0.11802519928002057,0.029443838604143947,0.03565602423677464,0.04911288248907174,0.11802519928002057,210.0327868852459,0.26015625,7772000000.0,,869000000.0,-1176000000.0,869000000.0,839000000.0,,,14.743383199079402,1.035756853396901,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2013-09-30,17250000000.0,357000000.0,1382000000.0,,61000000.0,14306000000.0,,41000000.0,6007000000.0,679000000.0,,635000000.0,124000000.0,,,1563000000.0,1259000000.0,304000000.0,14306000000.0,,,1.7718,,679000000.0,,,,0.11303479274180123,0.03936231884057971,0.047261084429595604,0.05060762443815549,0.11303479274180123,234.52459016393442,0.2583212735166425,8188000000.0,,838000000.0,-967000000.0,838000000.0,783000000.0,,,17.071599045346062,1.070242656449553,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2013-12-31,17295000000.0,322000000.0,1467000000.0,,151000000.0,14181000000.0,,21000000.0,-3658000000.0,-436000000.0,,-420000000.0,-80000000.0,,,-971000000.0,-680000000.0,-1651000000.0,14181000000.0,0.2195,,1.78,,-436000000.0,,,,0.11919081465281575,-0.025209598149754264,-0.030421434552051353,0.45133952979770364,0.11919081465281575,93.91390728476821,0.2194955691888207,8155000000.0,,925000000.0,-1027000000.0,925000000.0,846000000.0,,,15.33081081081081,1.0933806146572105,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2014-03-31,17297000000.0,304000000.0,1523000000.0,,127000000.0,14090000000.0,,4000000.0,2202000000.0,243000000.0,,211000000.0,64000000.0,,,577000000.0,539000000.0,38000000.0,14090000000.0,,,1.5797,,243000000.0,,,,0.11035422343324251,0.014048678961669654,0.01709221354716185,0.01725703905540418,0.11035422343324251,110.94488188976378,0.19960604070912671,8440000000.0,,945000000.0,-1118000000.0,945000000.0,847000000.0,,,14.91005291005291,1.115702479338843,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2014-06-30,17369000000.0,337000000.0,1606000000.0,,119000000.0,14019000000.0,,9000000.0,4461000000.0,493000000.0,,421000000.0,129000000.0,,,1209000000.0,1109000000.0,100000000.0,14019000000.0,,,1.9717,,493000000.0,,,,0.11051333781663304,0.028383902354769994,0.03487056160701655,0.022416498542927595,0.11051333781663304,117.80672268907563,0.20983810709838108,9012000000.0,,979000000.0,-1209000000.0,979000000.0,847000000.0,,,14.319713993871297,1.155844155844156,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2014-09-30,20950000000.0,370000000.0,1586000000.0,,97000000.0,17595000000.0,,10000000.0,6748000000.0,694000000.0,,638000000.0,188000000.0,,,1729000000.0,1678000000.0,51000000.0,17595000000.0,,,1.8777,,694000000.0,,,,0.10284528749259039,0.03312649164677804,0.0392267691612028,0.0075577949021932425,0.10284528749259039,181.39175257731958,0.23329129886506936,9753000000.0,,994000000.0,-1462000000.0,994000000.0,850000000.0,,,17.701207243460765,1.1694117647058824,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2014-12-31,24550000000.0,371000000.0,1635000000.0,,146000000.0,21023000000.0,,3000000.0,-4303000000.0,-459000000.0,,,-145000000.0,,,-1156000000.0,-1105000000.0,-2261000000.0,21023000000.0,0.211,,2.0489,,-459000000.0,,,,0.10666976528003719,-0.01869653767820774,-0.021682649156785867,0.5254473623053684,0.10666976528003719,143.9931506849315,0.22691131498470948,9108000000.0,,971000000.0,-2072000000.0,971000000.0,,,,21.650875386199793,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2015-03-31,24410000000.0,7502000000.0,8569000000.0,,77000000.0,13981000000.0,,20000000.0,2362000000.0,249000000.0,,289000000.0,35000000.0,,,528000000.0,351000000.0,177000000.0,13981000000.0,,,2.3341,,249000000.0,,,,0.10541913632514818,0.01020073740270381,0.017712334613743063,0.07493649449618967,0.10541913632514818,181.57142857142858,0.8754813863928113,9268000000.0,,977000000.0,-1933000000.0,977000000.0,,,,14.310133060388946,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2015-06-30,17319000000.0,456000000.0,1636000000.0,,-31000000.0,13896000000.0,,30000000.0,4792000000.0,518000000.0,,,70000000.0,,,1059000000.0,783000000.0,276000000.0,13896000000.0,,,2.0324,,518000000.0,,,,0.10809682804674457,0.029909348114787227,0.03736025964659214,0.05759599332220367,0.10809682804674457,-448.258064516129,0.2787286063569682,9599000000.0,,1002000000.0,-1757000000.0,1002000000.0,,,,13.868263473053892,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2015-09-30,36873000000.0,406000000.0,1829000000.0,,60000000.0,33281000000.0,,0.0,7242000000.0,791000000.0,,,-72000000.0,,,1748000000.0,1292000000.0,456000000.0,33281000000.0,,,2.0557,,791000000.0,,,,0.10922397127865231,0.021452010956526456,0.023724543355028344,0.06296603148301574,0.10922397127865231,554.6833333333333,0.22197922361946418,10093000000.0,,1099000000.0,-1352000000.0,1099000000.0,,,,30.282984531392174,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2015-12-31,39316000000.0,345000000.0,1972000000.0,,-46000000.0,35723000000.0,,5000000.0,-4642000000.0,-444000000.0,,,-93000000.0,,,-976000000.0,-586000000.0,-1562000000.0,35723000000.0,0.1749,,2.1107,,-444000000.0,,,,0.0956484274019819,-0.011293112218943942,-0.012444992572245425,0.33649289099526064,0.0956484274019819,-776.5869565217391,0.17494929006085191,9754000000.0,,1114000000.0,-653000000.0,1114000000.0,,,,32.067324955116696,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2016-03-31,40524000000.0,1612000000.0,1925000000.0,,-219000000.0,37124000000.0,,1278000000.0,2530000000.0,302000000.0,,,28000000.0,,,424000000.0,429000000.0,-5000000.0,37124000000.0,,,2.2946,,302000000.0,,,,0.11936758893280633,0.0074523739018853025,0.008183173011787021,-0.001976284584980237,0.11936758893280633,-169.5159817351598,0.8374025974025974,9922000000.0,,1167000000.0,-835000000.0,1167000000.0,,,,31.811482433590403,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2016-06-30,149195000000.0,2325000000.0,8807000000.0,,40240000000.0,60132000000.0,,555000000.0,8691000000.0,992000000.0,2879000000.0,,-3151000000.0,19.0,153959234.0,2014000000.0,1689000000.0,325000000.0,60132000000.0,,24.5581,5.0562,19.0,992000000.0,0.07154572564612326,0.01929689332752438,0.33126222529053045,0.11414106547002646,0.006649016387948658,0.00988323436815048,0.03739500632838569,0.11414106547002646,1.4943339960238569,0.2639945497899398,13821000000.0,,1641000000.0,-786000000.0,1641000000.0,,,,36.643510054844604,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2016-09-30,148897000000.0,2781000000.0,8647000000.0,,40277000000.0,59946000000.0,,1165000000.0,18728000000.0,1916000000.0,3068000000.0,,-3135000000.0,15.0,208460148.0,4815000000.0,3437000000.0,1378000000.0,59946000000.0,,27.6445,3.8343,15.0,1916000000.0,0.07617250540010428,0.020604847646359566,0.16381888082016233,0.10230670653566852,0.012867955700920771,0.019117368268760662,0.07357966680905596,0.10230670653566852,1.488343223179482,0.3216144327512432,25307000000.0,,2766000000.0,136000000.0,2766000000.0,,,,21.672451193058567,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2016-12-31,149067000000.0,3300000000.0,9572000000.0,,40139000000.0,59719000000.0,,1535000000.0,-946000000.0,145000000.0,-2425000000.0,,3333000000.0,-19.0,-127627943.0,788000000.0,-230000000.0,558000000.0,59719000000.0,0.3448,24.3333,2.9549,-19.0,145000000.0,-0.06041505767458083,-0.01626785271052614,2.563424947145877,-0.15327695560253699,0.0009727169661964084,0.0014520619279376715,-0.5898520084566596,-0.15327695560253699,1.4878048780487805,0.3447555369828667,29003000000.0,,3355000000.0,2256000000.0,3355000000.0,,,,17.8,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2017-03-31,149444000000.0,4666000000.0,9520000000.0,,39720000000.0,60837000000.0,,2920000000.0,10164000000.0,941000000.0,155000000.0,,25000000.0,0.0,273199509.0,2843000000.0,1555000000.0,1288000000.0,60837000000.0,,25.0546,2.6431,0.0,941000000.0,0.003902316213494461,0.0010371778057332512,0.015249901613537977,0.09258166076347894,0.006296673001257996,0.009357876627186571,0.12672176308539945,0.09258166076347894,1.5316465256797582,0.49012605042016805,36637000000.0,3677000000.0,3994000000.0,3549000000.0,3994000000.0,,15.0,15.0,15.232098147220832,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
2017-06-30,146960000000.0,2564000000.0,8123000000.0,,36628000000.0,63248000000.0,,694000000.0,20521000000.0,1993000000.0,294000000.0,,73000000.0,1.0,270249433.0,5788000000.0,3703000000.0,2085000000.0,63248000000.0,,102.8851,2.3609,1.0,1993000000.0,0.008026646281533253,0.002000544365813827,0.01432678719360655,0.09712002339067297,0.01356151333696244,0.019954743882414194,0.10160323570976074,0.09712002339067297,1.7267664082122967,0.31564692847470144,48467000000.0,1092000000.0,4995000000.0,5309000000.0,4995000000.0,,-3.0,-3.0,12.662262262262262,,1.0342944,437.06,180.38,1.47528,30079.299,6.0315,1.8843,0.5492
