report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-06-30,5294500000.0,2952900000.0,2634900000.0,5674100000.0,-392900000.0,989400000.0,710000000.0,1984900000.0,1480300000.0,346300000.0,311900000.0,9000000.0,-5700000.0,0.38,815400000.0,719500000.0,162500000.0,50600000.0,557000000.0,989400000.0,,67.3785,11.9016,0.38,396900000.0,-0.7938406719266989,0.05891018981962414,0.15713637966648195,0.7457806438611517,0.17446722756813945,0.06540749834734158,0.5805532271584242,0.28061867096579174,0.19995969570255429,-2.5181980147620258,1.1206876921325288,4060200000.0,705200000.0,757000000.0,3018900000.0,864000000.0,22600000.0,2.74,2.74,1.145138888888889,33.49557522123894,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2022-09-30,5335900000.0,2982200000.0,2779600000.0,5958700000.0,-634700000.0,989900000.0,964000000.0,3134400000.0,2346800000.0,611800000.0,543500000.0,13500000.0,21600000.0,0.67,809800000.0,1202500000.0,250300000.0,77000000.0,952200000.0,989900000.0,,52.1751,9.4534,0.67,688800000.0,-0.8563100677485426,0.1018572312074814,0.1733984175599796,0.7487238386932108,0.1951888718734048,0.11465732116418974,1.72240990990991,0.30379019908116384,0.21975497702909647,-1.5596344729793603,1.0728881853504102,4816000000.0,840900000.0,933300000.0,3541800000.0,1058200000.0,25700000.0,0.9700000000000001,0.9700000000000001,0.9354564354564354,36.31517509727627,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2022-12-31,6228000000.0,3810400000.0,3078400000.0,6509600000.0,-281600000.0,990400000.0,1682900000.0,-1656700000.0,-1195600000.0,-139500000.0,-136500000.0,-9000000.0,23000000.0,-0.8300000000000001,-984100000.0,-587500000.0,,-48800000.0,,990400000.0,1.2378,44.5522,8.6464,-0.8300000000000001,-188300000.0,0.48473011363636365,-0.021917148362235066,0.08239270839620934,0.7216756202088489,0.08420353715216998,-0.022398843930635837,-0.1968115124153499,,0.11365968491579646,-3.5170454545454546,1.237785862785863,4417400000.0,857300000.0,969600000.0,3332500000.0,1073900000.0,18000000.0,1.06,1.06,0.9222460191824192,53.86666666666667,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2023-03-31,6832300000.0,4358700000.0,3261800000.0,6820900000.0,11400000.0,990900000.0,2304200000.0,1262300000.0,954500000.0,273500000.0,247700000.0,5000000.0,21300000.0,0.31,793400000.0,677500000.0,30300000.0,27500000.0,647200000.0,990900000.0,,53.9285,11.0325,0.31,301000000.0,21.728070175438596,0.0362542628397465,0.19622910560088727,0.756159391586786,0.21666798700784282,0.04003044362806083,0.27287239349496156,0.51271488552642,0.2384536164144815,86.92105263157895,1.3362867128579312,4724900000.0,966600000.0,1092100000.0,3586000000.0,1198400000.0,18500000.0,0.53,0.53,0.8268524699599465,59.03243243243243,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2023-06-30,7486100000.0,4878100000.0,3500600000.0,7164900000.0,321200000.0,991300000.0,2376300000.0,2555100000.0,1951500000.0,552500000.0,514000000.0,10200000.0,48900000.0,0.65,794700000.0,1192600000.0,107100000.0,54900000.0,1085500000.0,991300000.0,,56.0251,11.9001,0.65,607400000.0,1.6002490660024906,0.06866058428287092,0.20116629486125787,0.7637665844781026,0.2162341982701264,0.07380344905892254,0.42095238095238097,0.42483660130718953,0.23772063715705843,3.086239103362391,1.3935039707478718,5295100000.0,1168700000.0,1298300000.0,4057200000.0,1408900000.0,19700000.0,0.7999999999999999,0.7999999999999999,0.7035985520618923,65.90355329949239,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2023-09-30,7479300000.0,4752700000.0,3649000000.0,7405200000.0,74100000.0,991800000.0,2186800000.0,3889700000.0,2968400000.0,855700000.0,836900000.0,15600000.0,48600000.0,1.05,793500000.0,1743800000.0,177200000.0,83200000.0,1566600000.0,991800000.0,,40.0142,8.9014,1.05,938900000.0,11.294197031039136,0.11189549824181408,0.2151579813353215,0.7631436871738181,0.2199912589659871,0.1144091024561122,0.8027957594521062,0.4027559966064221,0.24138108337403913,13.384615384615385,1.3024664291586736,6050400000.0,1462100000.0,1542200000.0,4678800000.0,1659000000.0,21800000.0,1.18,1.18,0.5978300180831826,70.74311926605505,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2023-12-31,7258900000.0,4428300000.0,3719000000.0,7722300000.0,-463400000.0,992300000.0,1397900000.0,-2402300000.0,-1806800000.0,-440600000.0,-450800000.0,-9800000.0,25000000.0,-0.5499999999999998,-1593400000.0,-1678400000.0,,-52200000.0,,992300000.0,1.1907,39.1582,8.4727,-0.5499999999999998,-492800000.0,0.972809667673716,-0.06210307346843186,0.1876534987303834,0.7521125587978188,0.18340756774757525,-0.060697901885960685,-0.8330497258460957,,0.20513674395371104,-2.141346568839016,1.1907233127184726,5304800000.0,1147800000.0,1241100000.0,4067600000.0,1354500000.0,21000000.0,1.46,1.46,0.7325950535252861,59.1,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2024-03-31,7662100000.0,4559700000.0,3800400000.0,7799600000.0,-137500000.0,992800000.0,1926300000.0,1353300000.0,1048600000.0,321200000.0,299300000.0,5100000.0,39500000.0,0.39,770500000.0,830400000.0,221900000.0,28600000.0,608500000.0,992800000.0,,43.1455,9.5906,0.39,349800000.0,-2.176727272727273,0.03906239803709166,0.22116308283455258,0.7748466711002734,0.23734574743220277,0.041920622283708124,0.3755407459370981,0.4496416167885908,0.2584792728884948,-7.220363636363636,1.1997947584464794,5395800000.0,1199400000.0,1288800000.0,4161700000.0,1403300000.0,21100000.0,1.54,1.54,0.7074752369414951,61.08056872037915,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2024-06-30,8052900000.0,4919300000.0,3725300000.0,7764700000.0,288200000.0,993300000.0,2203200000.0,2787600000.0,2207900000.0,758400000.0,679100000.0,10100000.0,116000000.0,0.88,770200000.0,1172400000.0,245000000.0,57800000.0,927400000.0,993300000.0,,34.825,8.257,0.88,816200000.0,2.356349757113116,0.08432986874293733,0.24361457884918927,0.7920433347682594,0.2720619888075764,0.0941772529150989,0.5918064767850175,0.3326876165877457,0.29279667097144496,3.446564885496183,1.3205110997771992,5628300000.0,1364500000.0,1494700000.0,4418100000.0,1612100000.0,21000000.0,1.7700000000000002,1.7700000000000002,0.61615284411637,71.17619047619047,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2024-09-30,8852000000.0,5220600000.0,3883900000.0,7943900000.0,908100000.0,993800000.0,2489300000.0,4295700000.0,3452600000.0,1229300000.0,1219000000.0,,197200000.0,1.58,770800000.0,1780500000.0,281300000.0,87600000.0,1499200000.0,993800000.0,,38.7729,10.3871,1.58,1316900000.0,1.3423631758616892,0.1377089923181202,0.2837721442372605,0.8037339665246642,0.2861698908210536,0.13887257117035698,0.6463536463536463,0.3490001629536513,0.3065623763298182,1.0943728664244026,1.3441643708643374,6034300000.0,1746600000.0,1868300000.0,4902300000.0,1990100000.0,,2.3000000000000003,2.3000000000000003,0.4993718908597558,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2024-12-31,9763100000.0,5971500000.0,4060700000.0,8269300000.0,1493800000.0,994300000.0,2875900000.0,-2480800000.0,-1910900000.0,-505500000.0,-452200000.0,4800000.0,-68800000.0,-0.5900000000000003,-1539600000.0,-1525200000.0,,-51200000.0,,994300000.0,1.4706,41.4935,12.1586,-0.5900000000000003,-556700000.0,-0.302717900656045,-0.04631725578965697,0.18227990970654628,0.7702757175104805,0.20376491454369558,-0.05177658735442636,-0.20316707527832484,,0.22440341825217672,0.6656178872673718,1.470559263181225,5955800000.0,1745200000.0,1803400000.0,4798200000.0,1926200000.0,,2.26,2.26,0.5161976949434119,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2025-03-31,10407000000.0,6442600000.0,4727800000.0,8444100000.0,1962900000.0,496200000.0,3596600000.0,1539700000.0,1246600000.0,453800000.0,433400000.0,,96500000.0,0.56,776800000.0,863300000.0,66500000.0,35800000.0,796800000.0,496200000.0,,39.4014,12.0555,0.56,489600000.0,0.220795761373478,0.04164504660324781,0.2814834058582841,0.8096382412158213,0.29473274014418394,0.04360526568655713,0.18453905900532716,0.5175034097551471,0.31798402286159644,0.25278924040959805,1.3627056982105843,6142200000.0,1879300000.0,1936000000.0,4996200000.0,2066000000.0,,2.4299999999999997,2.4299999999999997,0.24017424975798646,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2025-06-30,10641400000.0,6346300000.0,4777100000.0,8581000000.0,2060400000.0,496300000.0,3368500000.0,3169700000.0,2561700000.0,911800000.0,873500000.0,,173600000.0,1.13,774800000.0,1315200000.0,234300000.0,74100000.0,1080900000.0,496300000.0,,41.7199,12.7676,1.13,985900000.0,0.42394680644535043,0.08208506399533896,0.27557813042243745,0.8081837397860996,0.28766129286683284,0.08568421448305674,0.3566315954159659,0.34101019023882384,0.31103889958040193,0.2408755581440497,1.3284838081681354,6524300000.0,2073700000.0,2089400000.0,5350000000.0,2235700000.0,,2.6799999999999997,2.6799999999999997,0.22198863890504092,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2025-09-30,9361300000.0,4913500000.0,4786100000.0,8626200000.0,735100000.0,496500000.0,1995700000.0,4894600000.0,3954900000.0,1459100000.0,1347400000.0,,294300000.0,1.75,770200000.0,1970400000.0,322000000.0,112500000.0,1648400000.0,496500000.0,,34.3871,9.8292,1.75,1571600000.0,1.8329478982451368,0.14393300075844168,0.27528296490009396,0.8080129121889429,0.29810403301597677,0.15586510420561248,1.1847190646313739,0.3367793078086054,0.32108854656151675,0.6754183104339546,1.0266187501305866,7123200000.0,2202100000.0,2319200000.0,5852300000.0,2490400000.0,,2.8499999999999996,2.8499999999999996,0.19936556376485706,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2025-12-31,10389200000.0,5900200000.0,5034000000.0,9151700000.0,1237500000.0,496600000.0,2495300000.0,-2804400000.0,-2292500000.0,-740000000.0,-800900000.0,20100000.0,-125300000.0,-1.02,-1557200000.0,-1558300000.0,,-70400000.0,,496600000.0,1.1721,31.862,8.6848,-1.02,-810400000.0,-0.6471919191919192,-0.07708967004196665,0.2855869348167166,0.8174654114962202,0.2638710597632292,-0.07122781349863319,-0.4267343290467678,,0.28897446869205534,0.4012929292929293,1.1720699245133095,6799600000.0,1853400000.0,2084700000.0,5470700000.0,2236700000.0,,2.42,2.42,0.22202351678812537,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
