report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,8734102000.0,1591940000.0,482227000.0,1679565000.0,7054537000.0,750987000.0,847710000.0,840851000.0,430887000.0,378633000.0,465000.0,55396000.0,,,395059000.0,141404000.0,,253655000.0,750987000.0,3.4179,,,,430887000.0,0.05367226793197059,0.04335110810475994,0.4502973772999021,0.5124415621792684,0.04933386397365178,0.055202828150935156,0.3016646231020716,0.5124415621792684,0.10645447036424928,3.3012253565229654,,,,,,,,,,,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2010-06-30,8903502000.0,1686496000.0,436827000.0,1635130000.0,7268372000.0,751028000.0,1083112000.0,1550773000.0,691508000.0,588651000.0,975000.0,106514000.0,2.28,,1014424000.0,184963000.0,,829461000.0,751028000.0,,,,2.28,691508000.0,0.08098801217108866,0.06611454683786222,0.37958553572960063,0.4459118130119624,0.07766696744719101,0.08622939372022845,0.5348693844940555,0.4459118130119624,0.10332822810940331,3.860786993477967,,,,,,,,,,,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2010-09-30,11006424000.0,988057000.0,589442000.0,3805334000.0,7075995000.0,2670701000.0,367242000.0,2163391000.0,799865000.0,674671000.0,5119000.0,126801000.0,2.62,,1285697000.0,381928000.0,,903769000.0,2670701000.0,,,,2.62,799865000.0,0.09534644950992757,0.06129792928202657,0.31185809684888216,0.3697274325353115,0.07267255922541235,0.08206524549447321,0.41775573624924944,0.3697274325353115,0.37743115985808356,1.6762582238795336,,,,,,,,,,,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2010-12-31,11221321000.0,830728000.0,720381000.0,3933687000.0,7163003000.0,2686484000.0,337871000.0,-1747839000.0,-1006180000.0,-868526000.0,2898000.0,-145634000.0,-1.8800000000000003,253936000.0,-1040804000.0,-55026000.0,,-1095830000.0,2686484000.0,1.1377,,,-1.8800000000000003,-1006180000.0,-0.1212516593948097,-0.0773996216666469,0.49691418946481913,0.575670871287344,-0.08966680482627669,-0.1021555741938641,0.6269627808968675,0.575670871287344,0.37504996158733983,1.1531786651785652,2807176000.0,773429000.0,916080000.0,891055000.0,916080000.0,9457000.0,,,2.932586673652956,96.86792851855768,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2011-03-31,11929885000.0,1124990000.0,605988000.0,4253319000.0,7190975000.0,3167646000.0,508681000.0,578888000.0,86264000.0,54495000.0,19041000.0,15359000.0,0.21,,86774000.0,426204000.0,,-339430000.0,3167646000.0,1.1377,,,0.21,86264000.0,0.0075782491247709804,0.004567940093303498,0.09413738063321403,0.14901673553433478,0.0072309163080784096,0.008327749417610704,-0.5863483091720678,0.14901673553433478,0.4405029915971061,1.8564559034172294,2545213000.0,449291000.0,571457000.0,297970000.0,571457000.0,28033000.0,3.2299999999999995,3.2299999999999995,5.543104730539656,20.38515321228552,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2011-06-30,12438238000.0,977496000.0,626556000.0,4617870000.0,7221712000.0,3521770000.0,230877000.0,1206885000.0,165309000.0,108578000.0,33870000.0,24867000.0,0.43,,245336000.0,,,,3521770000.0,,,,0.43,165309000.0,0.015034939083696498,0.008729371475284521,0.08996548966968684,0.13697162529984216,0.013290387271894941,0.015386910873029805,,0.13697162529984216,0.4876641439038278,1.5601095512611802,2201325000.0,-30782000.0,45258000.0,,45258000.0,60928000.0,1.38,1.38,77.81541384948517,0.7428111869747899,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2011-09-30,12951533000.0,1001444000.0,649850000.0,4979864000.0,7327775000.0,3811866000.0,197015000.0,1944787000.0,328891000.0,243895000.0,45400000.0,42481000.0,0.96,,474446000.0,,,,3811866000.0,,,,0.96,328891000.0,0.03328363657454002,0.018831361507552814,0.12540962069368009,0.1691141497757852,0.025393982318540977,0.029524380543322716,,0.1691141497757852,0.5201941926437424,1.5410387012387474,1982721000.0,-461558000.0,-425716000.0,,-425716000.0,101209000.0,-0.28000000000000036,-0.28000000000000036,-8.954011594584182,-4.206305763321444,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2011-12-31,13495159000.0,1059612000.0,827180000.0,5397307000.0,7406521000.0,4071964000.0,239196000.0,-1034728000.0,-89971000.0,-36070000.0,-42584000.0,-10082000.0,-0.14000000000000012,251989000.0,-47572000.0,,,,4071964000.0,1.281,,,-0.14000000000000012,-89971000.0,-0.0048700327724717175,-0.0026728103018274925,0.034859402664275056,0.08695135339915418,-0.0066669092227812955,-0.007838229522450045,,0.08695135339915418,0.5497809295349328,1.280993254188931,2695832000.0,370898000.0,490493000.0,,490493000.0,55727000.0,1.46,1.46,8.301778007025584,8.801711917024063,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2012-03-31,13895201000.0,1254673000.0,681157000.0,5671834000.0,7498868000.0,4444161000.0,208840000.0,797690000.0,143643000.0,120175000.0,10496000.0,21589000.0,0.47,,103708000.0,,,,4444161000.0,1.281,,,0.47,143643000.0,0.016025752153525037,0.008648669421910485,0.1506537627399115,0.18007371284584237,0.010337597851229357,0.01202735085044171,,0.18007371284584237,0.592644249772099,1.8419732895646672,2914634000.0,436578000.0,547872000.0,,547872000.0,47182000.0,1.72,1.72,8.111677545120028,11.611885888686363,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
2012-06-30,14036016000.0,1287730000.0,807113000.0,5795849000.0,7498338000.0,4444294000.0,275293000.0,1696613000.0,388138000.0,279993000.0,31148000.0,67945000.0,1.1,,535946000.0,,,,4444294000.0,,,,1.1,388138000.0,0.037340674693512085,0.01994818187725064,0.16503056383512327,0.2287722656846317,0.027653003530346502,0.0325002059847444,,0.2287722656846317,0.5927038765123684,1.5954767176343336,3404362000.0,607993000.0,770701000.0,,770701000.0,44460000.0,2.39,2.39,5.766560572777251,17.334705353126406,1.0145781,51.61,17.4,1.77336,7937.5625,36.6264,0.9861,2.4159
