report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-06-30,2726882000.0,1223620000.0,495359000.0,,844770000.0,934600000.0,48739000.0,110552000.0,,,,130941000.0,24787000.0,51772000.0,1.63,79902000.0,127640000.0,37013000.0,40221000.0,90627000.0,983339000.0,,1.3398,14.5926,1.63,,0.1550019531943606,0.04801857946181756,,,,,,,,1.1640316299111,2.47016810030705,,,,,,,,,,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2010-09-30,2864307000.0,1328150000.0,643597000.0,,947154000.0,810719000.0,137872000.0,114885000.0,,,,207980000.0,37031000.0,80917000.0,2.58,79997000.0,208325000.0,53597000.0,60137000.0,154728000.0,948591000.0,,1.5026,15.1697,2.58,,0.21958414365562517,0.07261093171926054,,,,,,,,1.0015171767209978,2.063636095258368,,,,,,,,,,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2010-12-31,2872455000.0,1325195000.0,660951000.0,,999422000.0,787668000.0,133899000.0,131332000.0,,,,263557000.0,48709000.0,96036000.0,3.26,,315136000.0,106301000.0,79242000.0,208835000.0,921567000.0,2.0045,1.6945,16.8634,3.26,,0.26370942404709924,0.09175322154742198,,,,,,,,0.9220999737848476,2.004982215020478,,,,,,,,,,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2011-03-31,2946546000.0,1387619000.0,633972000.0,,1098562000.0,786980000.0,185108000.0,111970000.0,,,,84043000.0,11680000.0,31578000.0,1.03,81150000.0,-34944000.0,19375000.0,17962000.0,-54319000.0,972088000.0,,1.8639,17.622,1.03,,0.0765027372146497,0.028522548095295305,,,,,,,,0.8848731341517365,2.188770166505776,,686521000.0,,,399871000.0,,122207000.0,8.5,8.5,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2011-06-30,3008601000.0,1439230000.0,628652000.0,,1184615000.0,767353000.0,216345000.0,123431000.0,,,,160231000.0,23689000.0,60311000.0,1.96,81320000.0,2145000.0,45699000.0,37356000.0,-43554000.0,983698000.0,,1.8895,17.6336,1.96,,0.13525997898051265,0.0532576436689345,,,,,,,,0.8303946851930796,2.2893906326552687,,715811000.0,,,265690000.0,,121109000.0,8.83,8.83,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2011-09-30,2953529000.0,1383437000.0,575262000.0,2953529000.0,1195375000.0,757070000.0,154652000.0,107283000.0,,,,242472000.0,33969000.0,90544000.0,2.96,81422000.0,116726000.0,74743000.0,56245000.0,41983000.0,911722000.0,,1.6394,15.2551,2.96,,0.2028417860504026,0.08209568959708877,,,,,,,,0.7627079368399038,2.4048816017744956,,750303000.0,,,152945000.0,,118047000.0,9.21,9.21,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2011-12-31,2965581000.0,1317220000.0,564566000.0,2965581000.0,1104412000.0,778248000.0,116688000.0,88279000.0,,,,-219880000.0,-24699000.0,-75753000.0,-2.6900000000000004,,105263000.0,-12360000.0,-36236000.0,92903000.0,894936000.0,2.331,1.5344,16.0301,-2.6900000000000004,,-0.1990923677033571,-0.07414398729962189,,,,,,,,0.810328029757011,2.333155025276053,,266866000.0,,,37013000.0,,44639000.0,3.26,3.26,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2012-03-31,3013398000.0,1345365000.0,520852000.0,3013398000.0,1197499000.0,777953000.0,92594000.0,76526000.0,,,,81056000.0,10811000.0,29286000.0,0.99,81667000.0,52636000.0,28758000.0,19039000.0,23878000.0,870547000.0,,1.733,18.2861,0.99,,0.06768773919644192,0.026898537796865865,,,,,,,,0.7269709619799265,2.5830082249852166,,263879000.0,,,115210000.0,,43770000.0,3.2199999999999998,3.2199999999999998,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2012-06-30,3025307000.0,1364253000.0,507423000.0,3025307000.0,1223280000.0,777404000.0,87478000.0,104637000.0,,,,169651000.0,21423000.0,63230000.0,2.06,81727000.0,135366000.0,53833000.0,37094000.0,81533000.0,864882000.0,,1.5788,15.944,2.06,,0.13868533778039369,0.05607728405745268,,,,,,,,0.7070188346085933,2.688591175409865,,273299000.0,,,240297000.0,,41504000.0,3.3199999999999994,3.3199999999999994,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
2012-09-30,3059905000.0,1388964000.0,652910000.0,3059905000.0,1247224000.0,676958000.0,226722000.0,97181000.0,,,,186016000.0,31330000.0,168710000.0,2.26,81984000.0,142905000.0,84176000.0,56332000.0,58729000.0,903680000.0,,1.7715,23.4505,2.26,,0.14914401903747843,0.060791429799291155,,,,,,,,0.7245530874967127,2.1273437380343387,,216843000.0,,,257043000.0,,38865000.0,2.619999999999999,2.619999999999999,,,1.0687383,84.45,59.14,1.94002,17405.68,1.2193,1.5983
