report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-06-30,1733537000.0,545837000.0,636819000.0,954369000.0,763230000.0,252028000.0,265600000.0,2145493000.0,71320000.0,46775000.0,7682000.0,29779000.0,0.94,49807084.0,-98256000.0,63602000.0,24918000.0,-161858000.0,252028000.0,,,12.036,0.94,96238000.0,0.06128558887884386,0.02698240649031431,0.021801516015200237,0.033241777064758546,0.041141319741084266,0.07024815367128355,-0.07544093595271577,0.04485589093042951,0.33021238682965814,0.8571305190328806,,,,,,,,,,,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2010-09-30,1795177000.0,675988000.0,661092000.0,991245000.0,790294000.0,263513000.0,397666000.0,3267354000.0,111568000.0,69437000.0,12540000.0,42942000.0,1.38,50192190.0,-25693000.0,91960000.0,38620000.0,-117653000.0,263513000.0,,,12.9668,1.38,150188000.0,0.08786223860993504,0.03867975135599442,0.02125175294749207,0.03414628473070258,0.06214874633531958,0.10587137872494679,-0.036008647976313556,0.045966246693807895,0.33343667040367253,1.0225324160631197,,,,,,,,,,,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2010-12-31,1943882000.0,656821000.0,765246000.0,1146827000.0,793939000.0,327824000.0,434166000.0,4448323000.0,157069000.0,94836000.0,17992000.0,59900000.0,1.88,50447888.0,168932000.0,63304000.0,52000000.0,105628000.0,327824000.0,0.4459,,13.7968,1.88,209069000.0,0.11944998293319764,0.04878691196276317,0.021319495009692418,0.035309711097867666,0.0808017153304573,0.14001977244747776,0.023745577827869065,0.04699950970287005,0.4129082964812158,0.8583135357780374,,,,,,,,,,,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2011-03-31,2003685000.0,743829000.0,817047000.0,1172489000.0,829002000.0,302326000.0,492045000.0,1216357000.0,39097000.0,23745000.0,5695000.0,14328000.0,0.46,51811721.0,93991000.0,15725000.0,14325000.0,78266000.0,302326000.0,,,17.2761,0.46,53422000.0,0.028642874202957292,0.011850665149462116,0.019521406955359324,0.03214270152595003,0.019512548130070344,0.034558501159699044,0.06434459619996431,0.04391967160956857,0.36468669556888883,0.9103870401580325,11077527000.0,234793000.0,379054000.0,-95617000.0,508917000.0,43909000.0,4.66,4.66,0.5940575771687722,8.632717666082124,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2011-06-30,2010444000.0,774536000.0,749773000.0,1140140000.0,868466000.0,336468000.0,474450000.0,2531371000.0,94400000.0,52119000.0,10951000.0,30757000.0,1.0,52171213.0,53154000.0,31744000.0,28567000.0,21410000.0,336468000.0,,,17.7557,1.0,122967000.0,0.06001271206932684,0.025924124223305898,0.02058923800580792,0.03729204450868719,0.04695480202383155,0.07834454003289806,0.008457867297997804,0.04857723344385315,0.38742794766864797,1.0330273296050938,11463405000.0,240137000.0,402134000.0,87651000.0,535646000.0,47178000.0,4.72,4.72,0.6281536686542978,8.523761075077367,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2011-09-30,1714958000.0,,,1583640000.0,131318000.0,,,,20220000.0,,9410000.0,5812000.0,7.49,,27789000.0,2830000.0,,24959000.0,0.0,,,13.6082,7.49,20220000.0,,,,,0.011790376207463973,0.1539773679160511,,,0.0,,,,310786000.0,230263000.0,405678000.0,44048000.0,10.83,10.83,0.0,7.055621140573919,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2011-12-31,2190336000.0,940010000.0,837613000.0,1253917000.0,935634000.0,348344000.0,,1592854000.0,36607000.0,35354000.0,-5736000.0,15625000.0,-6.829999999999999,-51508696.0,86762000.0,18694000.0,15435000.0,68068000.0,348344000.0,0.6826,,18.3341,-6.829999999999999,52042000.0,0.03778614287210597,0.016140902582982702,0.022195380116445073,0.022982018439857012,0.016712960933847592,0.028510613110193476,0.042733357859540175,0.03267217208859067,0.3723079751270262,1.1222485801915683,,,190324000.0,192703000.0,248651000.0,20320000.0,2.12,2.12,1.400935447675658,9.366338582677166,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2012-03-31,2283147000.0,920377000.0,888322000.0,1304028000.0,979709000.0,347162000.0,432998000.0,1712148000.0,34198000.0,23978000.0,4799000.0,12087000.0,0.45,53509243.0,-32096000.0,14980000.0,16613000.0,-47076000.0,347162000.0,,,22.9199,0.45,50811000.0,0.024474614400806772,0.010502170907085702,0.014004630440826378,0.01997374058784638,0.014978448606243925,0.025773417310348934,-0.027495286622418156,0.029676756915874094,0.3543521596719026,1.0360848881374096,,,185425000.0,67361000.0,246040000.0,19424000.0,2.110000000000001,2.110000000000001,1.4109982116728987,9.546179983525535,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2012-06-30,2449550000.0,1073438000.0,1034236000.0,1501563000.0,951428000.0,405462000.0,421894000.0,3822894000.0,-12548000.0,-11021000.0,9538000.0,3479000.0,-0.21,51320784.0,-9900000.0,57442000.0,33266000.0,-67342000.0,405462000.0,,,32.105,-0.21,20718000.0,-0.01158364059077513,-0.004499193729460513,-0.0028828944773252934,-0.0032823300881478796,-0.005122573533914393,-0.009247617714037247,-0.017615450493788213,0.005419454476111554,0.42616151721412443,1.0379043081076273,,,78477000.0,-21391000.0,143791000.0,18011000.0,0.900000000000001,0.900000000000001,2.819800961117177,4.357170617955694,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2012-09-30,1897383000.0,,,1756597000.0,138539000.0,,,,18559000.0,12956000.0,6533000.0,5603000.0,6.77,,15879000.0,1471000.0,,14408000.0,0.0,,,83.1287,6.77,18559000.0,0.09351879254217224,0.006828352525557571,,,0.009781367283252775,0.1339622777701586,,,0.0,,,61267000.0,76816000.0,-31942000.0,142130000.0,15134000.0,0.1800000000000006,0.1800000000000006,0.0,5.075723536408088,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2012-12-31,2741682000.0,1373602000.0,1197090000.0,1787915000.0,953056000.0,535481000.0,843952000.0,3132570000.0,-67330000.0,-24054000.0,-410000.0,-21498000.0,-6.9799999999999995,-51115652.0,304808000.0,8251000.0,15987000.0,296557000.0,535481000.0,83.6667,,1072.75,-6.9799999999999995,-51343000.0,-0.0252388107309539,-0.008773446373430617,-0.007678679167584444,-0.02149353406308558,-0.02455791736605485,-0.04523233214894894,0.09466891402267148,-0.016390056726585518,0.561856805895981,1.147450901770126,,1859000.0,-27121000.0,196547000.0,38745000.0,20460000.0,0.03000000000000025,0.03000000000000025,13.820647825525874,-1.325562072336266,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
2013-03-31,1914445000.0,,,1764836000.0,147687000.0,,,,7331000.0,4870000.0,1776000.0,2461000.0,2.63,,13628000.0,459000.0,,13169000.0,0.0,,,2336.44,2.63,7331000.0,0.03297514337754846,0.0025438181822930407,,,0.003829308232934349,0.049638763059714125,,,0.0,,,-17249000.0,-53988000.0,256792000.0,-4735000.0,17437000.0,2.21,2.21,-0.0,-3.0961748007111316,0.54845357,66.03,25.075,7.82202,17492.295,1.0137,0.0898
