report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-09-30,49323600000.0,40480100000.0,41228700000.0,45850800000.0,3472800000.0,2989800000.0,,1441400000.0,4512400000.0,859400000.0,91600000.0,233400000.0,2.08,413600000.0,326500000.0,141500000.0,2989800000.0,,28.2188,5.3825,2.08,0.24746602165399678,0.017423707920751933,0.19045297402712524,0.8609191430545957,0.9818427454661437,18309000000.0,3492400000.0,293700000.0,8.21,8.21,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2023-12-31,57069400000.0,48543400000.0,48097700000.0,52749800000.0,4319600000.0,2990200000.0,,1641300000.0,9180300000.0,1737800000.0,196500000.0,498800000.0,4.2,414000000.0,1358900000.0,281600000.0,2990200000.0,,26.9344,5.1556,4.2,0.40230576905269005,0.03045064430325183,0.18929664607910418,0.69224002222428,1.0092665553654332,18882700000.0,3638000000.0,382100000.0,8.59,8.59,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2024-03-31,64181600000.0,55639600000.0,54901900000.0,59554900000.0,4626700000.0,2990700000.0,,3291700000.0,14434100000.0,2922700000.0,259200000.0,860300000.0,7.07,413600000.0,2857000000.0,426200000.0,2990700000.0,,27.1741,5.3156,7.07,0.631702941621458,0.0455379735001932,0.20248578020105168,0.6464002420731839,1.0134366934477677,19782400000.0,3925400000.0,494900000.0,9.330000000000002,9.330000000000002,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2024-06-30,54362700000.0,45542500000.0,45080000000.0,49815100000.0,4547600000.0,2991300000.0,,2913400000.0,-8924200000.0,-1767900000.0,,-472200000.0,-4.350000000000001,-829000000.0,-384800000.0,-287400000.0,2991300000.0,1.0103,25.6335,5.0085,-4.350000000000001,-0.38875450787228427,-0.032520459800561785,0.19810179063669572,0.6577755299498637,1.010259538598048,19202600000.0,3752000000.0,,9.0,9.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2024-09-30,49511400000.0,39911200000.0,39372400000.0,44162800000.0,5348600000.0,2981400000.0,,2104900000.0,4832700000.0,956300000.0,137800000.0,279900000.0,2.34,409500000.0,824400000.0,138600000.0,2981400000.0,,29.313,5.779,2.34,0.17879445088434356,0.019314743675193997,0.19788110166159703,0.5574168941405228,1.0136847131493127,19522900000.0,3848900000.0,,9.259999999999998,9.259999999999998,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2024-12-31,64096700000.0,54254400000.0,54303100000.0,59018600000.0,5078100000.0,2982000000.0,,2216400000.0,9881100000.0,1919500000.0,267400000.0,578000000.0,4.69,409300000.0,1974700000.0,289700000.0,2982000000.0,,30.3213,5.9927,4.69,0.3779957070557886,0.02994693954602967,0.194259748408578,0.5872275063508005,0.9991031819546213,20223700000.0,4030600000.0,,9.75,9.75,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2025-03-31,56448600000.0,46536800000.0,45845400000.0,50593300000.0,5855300000.0,2982500000.0,,2680600000.0,15434100000.0,3169000000.0,342200000.0,950400000.0,7.75,409100000.0,3500500000.0,436700000.0,2982500000.0,,31.0474,6.1446,7.75,0.5412190664867726,0.05613956767749776,0.2053245735093073,0.5093675815073523,1.0150811204613768,21223700000.0,4276900000.0,,10.43,10.43,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2025-06-30,53369300000.0,43252200000.0,41278300000.0,47181300000.0,6188000000.0,3974700000.0,,3347800000.0,-9587000000.0,-1965100000.0,-291500000.0,-577900000.0,-5.780000000000001,-819200000.0,-1359900000.0,-282600000.0,3974700000.0,1.0478,30.6382,6.0792,-5.780000000000001,-0.3175662572721396,-0.03682079397706172,0.20497548763951184,0.6423238526179703,1.0478193142643957,20560900000.0,4079700000.0,455900000.0,9.0,9.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2025-09-30,54320800000.0,44202500000.0,41932000000.0,47947000000.0,6373800000.0,3975600000.0,,2478000000.0,5175200000.0,1013000000.0,135400000.0,294500000.0,2.49,406500000.0,642300000.0,146700000.0,3975600000.0,,28.7298,5.6851,2.49,0.1589318773729957,0.0186484735129085,0.19574122739217809,0.6237409394709592,1.054147190689688,20903400000.0,4136400000.0,453500000.0,9.149999999999999,9.149999999999999,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2025-12-31,84639400000.0,74472100000.0,72141500000.0,78246400000.0,6393000000.0,3976400000.0,,2424700000.0,10534500000.0,2075100000.0,259500000.0,615600000.0,5.12,405500000.0,1775200000.0,292300000.0,3976400000.0,,24.5647,4.9041,5.12,0.3245893946503989,0.024516950734527893,0.1969813470027054,0.6219928046300641,1.032305954270427,21556800000.0,4292000000.0,445600000.0,9.579999999999998,9.579999999999998,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
