report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-12-31,44545500000.0,39350000000.0,37250900000.0,40614300000.0,3931200000.0,2002400000.0,,1773400000.0,6314200000.0,869000000.0,55500000.0,244900000.0,1.0,444400000.0,675100000.0,182000000.0,2002400000.0,,26.5609,4.0215,1.0,0.22105209605209605,0.01950814335903739,0.13762630261949257,0.5093610093610094,1.056350316368195,12951700000.0,1755600000.0,103200000.0,3.0,3.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2018-03-31,44065500000.0,38714000000.0,36741200000.0,40036300000.0,4029200000.0,2002400000.0,,2293600000.0,10007200000.0,1512100000.0,74100000.0,454400000.0,3.0,444100000.0,1810000000.0,278300000.0,2002400000.0,,24.9888,3.8407,3.0,0.37528541645984315,0.03431482679193473,0.15110120713086578,0.49697210364340316,1.0536944901091962,13644000000.0,1800100000.0,120100000.0,3.0,3.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2018-06-30,37088700000.0,32050000000.0,30413600000.0,33629100000.0,3459600000.0,2002400000.0,,2170000000.0,-6074400000.0,-1161800000.0,-54900000.0,-295700000.0,-1.0,-890200000.0,-214600000.0,-169900000.0,2002400000.0,1.0464,31.5183,4.4755,-1.0,-0.335819169846225,-0.0313249048901687,0.19126168839720795,0.5787952364435195,1.0538048767656574,13325800000.0,1620800000.0,102700000.0,3.0,3.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2018-09-30,37416700000.0,29955900000.0,29037300000.0,32737900000.0,4678800000.0,2002400000.0,,1490300000.0,3323200000.0,505400000.0,35900000.0,141400000.0,1.0,439900000.0,149200000.0,99000000.0,2002400000.0,,33.3416,4.8818,1.0,0.10801915020945542,0.013507337632661352,0.15208233028406357,0.42797298452594684,1.031635172691676,13570200000.0,1724700000.0,110600000.0,4.0,4.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2018-12-31,38806300000.0,31682600000.0,30296900000.0,34042400000.0,4763900000.0,2002300000.0,,2785600000.0,6829100000.0,1063600000.0,74500000.0,324200000.0,2.0,438900000.0,931500000.0,196500000.0,2002300000.0,,30.7668,4.1708,2.0,0.2232624530321795,0.027407920878826375,0.15574526657978358,0.42030689141249816,1.0457373526664444,14085100000.0,1919300000.0,129600000.0,5.0,5.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2019-03-31,48196300000.0,40924000000.0,39166000000.0,42950100000.0,5246200000.0,2002300000.0,,1826200000.0,10676500000.0,1817400000.0,96200000.0,554900000.0,4.15,438100000.0,1956000000.0,299600000.0,2002300000.0,,36.0548,5.0817,4.15,0.3464221722389539,0.03770828881055185,0.17022432445089683,0.3816667302047196,1.044885870397794,14754400000.0,2224600000.0,151700000.0,6.15,6.15,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2019-06-30,41887700000.0,34342300000.0,32627700000.0,36487800000.0,5399900000.0,2002200000.0,,1949200000.0,-6653600000.0,-1093600000.0,-76700000.0,-307700000.0,-2.1500000000000004,-879300000.0,-348400000.0,-186100000.0,2002200000.0,1.0526,31.5862,5.1323,-2.1500000000000004,-0.20252226893090614,-0.026107902797241195,0.16436214981363473,0.37078464416007706,1.0525504402700772,14175200000.0,2292800000.0,129900000.0,5.0,5.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2019-09-30,37714700000.0,29508500000.0,29200900000.0,32354000000.0,5360700000.0,1003400000.0,1001300000.0,1403900000.0,3495700000.0,582400000.0,39900000.0,156700000.0,1.0,435400000.0,432800000.0,117300000.0,2004700000.0,,29.5429,4.8972,1.0,0.10864252802805603,0.015442254611597069,0.1666046857567869,0.37396235566250674,1.0105339218996674,14347700000.0,2369800000.0,133900000.0,5.0,5.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2019-12-31,49059400000.0,41365000000.0,40522400000.0,43695000000.0,5364400000.0,1003000000.0,1001600000.0,1500400000.0,7165200000.0,1234000000.0,71500000.0,340600000.0,2.0,434300000.0,1130900000.0,234900000.0,2004600000.0,,29.9521,5.0975,2.0,0.23003504585787787,0.02515318165326115,0.17222129179925194,0.3736857803295802,1.0207934377035912,14683800000.0,2540200000.0,130900000.0,5.0,5.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2020-03-31,43383400000.0,35708700000.0,34672800000.0,37892700000.0,5490700000.0,1002800000.0,1001800000.0,1705000000.0,11213000000.0,2054900000.0,91500000.0,596400000.0,4.74,433500000.0,2249600000.0,355500000.0,2004600000.0,,23.3222,4.0165,4.74,0.37425100624692664,0.047366043233126036,0.1832605012039597,0.36509006137650934,1.029876444936665,15220300000.0,2777700000.0,126200000.0,5.59,5.59,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2020-06-30,39165500000.0,31564100000.0,30126600000.0,33413300000.0,5752200000.0,1002800000.0,1001800000.0,1908500000.0,-7284100000.0,-1404800000.0,-95800000.0,-377600000.0,-2.74,-870500000.0,-787100000.0,-227700000.0,2004600000.0,1.0477,25.9433,4.3859,-2.74,-0.2442196029345294,-0.035868302460073276,0.19285841764940076,0.34849275059977053,1.0477153080666255,14589800000.0,2466500000.0,107100000.0,5.0,5.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2020-09-30,42390100000.0,34815400000.0,32329600000.0,36581200000.0,5808900000.0,1993900000.0,0.0,1613100000.0,3470700000.0,602100000.0,15100000.0,163100000.0,1.0,430000000.0,481900000.0,131100000.0,1993900000.0,,24.1168,4.1167,1.0,0.10365129370448795,0.014203788148647915,0.1734808540063964,0.3432491521630601,1.076889290309809,14564800000.0,2486200000.0,82300000.0,5.0,5.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2020-12-31,49325900000.0,41662300000.0,39176500000.0,43425900000.0,5900000000.0,1994100000.0,0.0,1602200000.0,7166500000.0,1249600000.0,29000000.0,348200000.0,2.91,429500000.0,1188300000.0,257800000.0,1994100000.0,,30.4408,5.1783,2.91,0.21179661016949153,0.02533354687902299,0.17436684574059863,0.3379830508474576,1.0634513037152376,14566100000.0,2501800000.0,39800000.0,5.91,5.91,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2021-03-31,54407700000.0,46752400000.0,44615200000.0,48733800000.0,5673900000.0,1994300000.0,,1891500000.0,11268400000.0,2060300000.0000002,42400000.0,603800000.0,4.8,428900000.0,2440500000.0,384700000.0,1994300000.0,,32.6283,5.5072,4.8,0.3631188424187949,0.03786780180011286,0.18283873486919175,0.3514866317700347,1.0479029568398215,14621500000.0,2507200000.0,-9300000.0,5.97,5.97,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2021-06-30,48772500000.0,40741800000.0,38094800000.0,43102400000.0,5670100000.0,2985000000.0,0.0,2575200000.0,-6900200000.0,-1313500000.0,-26800000.0,-352400000.0,-2.6400000000000006,-860300000.0,-1017400000.0,-262900000.0,2985000000.0,1.0695,32.5251,5.6324,-2.6400000000000006,-0.23165376272023422,-0.026931159977446308,0.1903568012521376,0.5264457416976773,1.0694845490723144,15005400000.0,2598500000.0,59700000.0,6.07,6.07,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2021-09-30,59987200000.0,52047900000.0,49669900000.0,54636500000.0,5350700000.0,2985500000.0,,1602100000.0,3832300000.0,700500000.0,18500000.0,200300000.0,1.65,423800000.0,121900000.0,129100000.0,2985500000.0,,31.3363,5.4995,1.65,0.13091745005326405,0.011677491198122267,0.1827884038305978,0.5579643784925337,1.0478760778660718,15367000000.0,2696900000.0,63100000.0,6.719999999999999,6.719999999999999,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2021-12-31,59102600000.0,51107300000.0,49084000000.0,54053000000.0,5049600000.0,2986100000.0,,1745000000.0,7857700000.0,1394900000.0,36900000.0,416000000.0,3.3,422900000.0,1215600000.0,255600000.0,2986100000.0,,37.869,6.6195,3.3,0.2762397021546261,0.023601330567521565,0.1775201394810186,0.5913537705956907,1.0412211718686333,16058200000.0,2842200000.0,71000000.0,7.109999999999999,7.109999999999999,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2022-03-31,72068100000.0,63903800000.0,63106500000.0,67875200000.0,4192900000.0,2986600000.0,,1634200000.0,12370600000.0,2323400000.0,55300000.0,677300000.0,5.51,422000000.0,2186600000.0,384600000.0,2986600000.0,,33.3999,5.9336,5.51,0.5541272150540199,0.03223895176922938,0.18781627406916399,0.7122993632092347,1.0126341977450817,17160400000.0,3105300000.0,83900000.0,7.819999999999999,7.819999999999999,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2022-06-30,63068200000.0,54804900000.0,55158700000.0,59842900000.0,3225300000.0,2987100000.0,,1436300000.0,-7562300000.0,-1469900000.0,-28800000.0,-438400000.0,-3.459999999999999,-847600000.0,-424600000.0,-254200000.0,2987100000.0,0.9936,29.6374,5.2973,-3.459999999999999,-0.45574055126654883,-0.023306515803526974,0.19437208256747285,0.9261464049855828,0.9935857806656067,16498300000.0,2948900000.0,81900000.0,7.000000000000002,7.000000000000002,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2022-09-30,46364700000.0,37968800000.0,39166200000.0,43788200000.0,2576500000.0,2987600000.0,,1207700000.0,4215600000.0,779000000.0,51200000.0,231000000.0,1.87,416900000.0,718100000.0,135100000.0,2987600000.0,,31.0214,5.5631,1.87,0.30234814671065396,0.01680157533640895,0.18478982825695037,1.1595575392974966,0.9694277208409292,16881600000.0,3027400000.0,114600000.0,7.2200000000000015,7.2200000000000015,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2022-12-31,54453000000.0,46143600000.0,46813700000.0,51466300000.0,2986700000.0,2988100000.0,,1345000000.0,8606600000.0,1592200000.0,108100000.0,475900000.0,3.82,416600000.0,1617800000.0,271900000.0,2988100000.0,,31.4948,5.745,3.82,0.5330967288311514,0.029239894955282536,0.18499756001208376,1.0004687447684735,0.9856858141954171,17630500000.0,3224700000.0,185800000.0,7.740000000000001,7.740000000000001,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2023-03-31,59881800000.0,51518200000.0,51536100000.0,56188000000.0,3693800000.0,2988600000.0,,1828400000.0,13534400000.0,2635300000.0,146400000.0,796700000.0,6.33,416200000.0,3021900000.0,408900000.0,2988600000.0,,28.2324,5.2121,6.33,0.7134387351778656,0.04400836314205652,0.19471125428537653,0.809085494612594,0.9996526706522224,18794300000.0,3536600000.0,276900000.0,8.560000000000002,8.560000000000002,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
2023-06-30,50971000000.0,42170600000.0,42767600000.0,47461900000.0,3509100000.0,2989000000.0,,2083500000.0,-8344400000.0,-1594500000.0,-52400000.0,-478000000.0,-4.02,-834000000.0,-1150200000.0,-266600000.0,2989000000.0,0.986,26.5469,5.0286,-4.02,-0.4543900145336411,-0.03128249396715779,0.19108623747663103,0.8517853580690206,0.9860408346505298,18012200000.0,3412000000.0,253300000.0,8.0,8.0,0.88975674,329.9295,197.08,4.85931,82143.41,19.3954,20.1995,3.8721
