report_date,total_assets,total_liabilities,total_equity,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,eps,roe,roa,debt_equity,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm
2011-09-30,50850815000.0,45871346000.0,4979469000.0,-375453000.0,920840000.0,-244627000.0,-0.76,493994559.0,749150000.0,6805000.0,742345000.0,0.0,-0.76,-0.0754002083354671,-0.007383421484985049,0.0,,,,,
2011-12-31,45355885000.0,40795445000.0,4560440000.0,-735989000.0,1186703000.0,-519320000.0,-1.49,,936785000.0,9608000.0,927177000.0,0.0,-1.49,-0.1613855242038049,-0.01622697914504369,0.0,,,,,
2012-03-31,44138584000.0,39521075000.0,4617509000.0,72987000.0,214673000.0,47320000.0,0.15,496008154.0,197939000.0,2754000.0,195185000.0,0.0,0.15,0.015806574497201846,0.0016535872559935317,0.0,,,,,
2012-06-30,43590185000.0,38926743000.0,4663442000.0,145263000.0,421081000.0,93650000.0,0.29,496291724000.0,321906000.0,7759000.0,314147000.0,0.0,0.29,0.03114930988741792,0.003332470371483856,0.0,-893192000.0,2178854000.0,2743297000.0,-1.81,-1.81
2012-09-30,41898593000.0,37186508000.0,4712085000.0,201195000.0,623222000.0,130146000.0,0.41,496446418.0,445690000.0,10926000.0,434764000.0,0.0,0.41,0.04269765931641725,0.004801951225426591,0.0,-316544000.0,1871273000.0,2445679000.0,-0.6400000000000001,-0.6400000000000001
2012-12-31,40596341000.0,35896533000.0,4699808000.0,-170302000.0,-439860000.0,-106477000.0,-0.34999999999999987,,-392283000.0,-8910000.0,-401193000.0,0.0,-0.34999999999999987,-0.03623594836214586,-0.004195008609273432,0.0,249143000.0,542903000.0,819116000.0,0.5,0.5
2013-03-31,40286698000.0,35575255000.0,4711443000.0,47931000.0,188682000.0,30730000.0,0.1,497364942.0,486451000.0,562000.0,485889000.0,0.0,0.1,0.010173316327927558,0.0011897475439660008,0.0,224087000.0,833607000.0,793125000.0,0.45000000000000007,0.45000000000000007
2013-12-31,38607354000.0,33864778000.0,4742576000.0,185216000.0,748668000.0,120049000.0,0.37,,740880000.0,973000.0,739907000.0,0.0,0.37,0.03905388126621482,0.004797427971883284,0.0,264040000.0,1259367000.0,1120712000.0,0.5300000000000001,0.5300000000000001
