report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,8368349000.0,2942796000.0,2403720000.0,8077638000.0,-5659000.0,,103533000.0,476940000.0,1348233000.0,,83633000.0,27658000.0,73245000.0,0.38,306148000.0,28367000.0,79701000.0,277781000.0,103533000.0,,12.7447,0.9162,0.38,,-14.778759498144549,0.009993966551825217,0.06203156279367142,,,,0.20603337850356726,,-18.2952818519173,1.2242673855523938,,,,,,,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2010-06-30,,,,,,,,,,,,,,,,,,,0.0,,13.3177,0.8352,,,,,,,,,,,,,,,,,,,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2010-09-30,8315907000.0,2845317000.0,2422106000.0,8089477000.0,-69940000.0,,135674000.0,386046000.0,3991212000.0,,229355000.0,86172000.0,155302000.0,1.11,666887000.0,90177000.0,231605000.0,576710000.0,135674000.0,,13.477,0.8115,1.11,,-3.279310837861024,0.02758027476738256,0.05746500060633211,,,,0.14449495541705126,,-1.9398627394909922,1.174728521377677,,,,,,,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2010-12-31,8444023000.0,3008241000.0,2553579000.0,8244234000.0,-96581000.0,4239248000.0,53494000.0,484363000.0,85809000.0,,-20609000.0,1789000.0,-22777000.0,-0.0800000000000003,-20924000.0,1224000.0,-7653000.0,-22148000.0,4292742000.0,1.1778,16.8221,0.9064,-0.0800000000000003,,0.21338565556372371,-0.0024406612819505586,-0.2401729422321668,,,,-0.2581081238564719,,-44.44706515774324,1.1780489266241616,,,,,,,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2011-03-31,8496854000.0,3082013000.0,2517116000.0,8225574000.0,-25090000.0,4236437000.0,45450000.0,652069000.0,1323069000.0,,86304000.0,28524000.0,41394000.0,0.42,296761000.0,34676000.0,69318000.0,262085000.0,4281887000.0,,17.4794,0.9698,0.42,,-3.4397768035073732,0.010157171112978992,0.06523015806431864,,,,0.19808868622876055,,-170.6611000398565,1.2244223150621585,,,,,,,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2011-06-30,8368954000.0,2990969000.0,2464326000.0,8073753000.0,-1169000.0,4239965000.0,2477000.0,578448000.0,1314474000.0,,100935000.0,28550000.0,53012000.0,0.49,,,,,4242442000.0,,13.8207,0.8651,0.49,,-86.34302822925578,0.012060647005587555,0.07678736893997143,,,,,,-3629.120615911035,1.2137067092584342,6714564000.0,395985000.0,,145035000.0,1.9399999999999997,1.9399999999999997,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2011-09-30,8163067000.0,3069675000.0,2458381000.0,7911980000.0,-45283000.0,4243547000.0,1941000.0,715194000.0,3937267000.0,,360006000.0,86006000.0,77319000.0,1.77,750456000.0,123029000.0,205001000.0,627427000.0,4245488000.0,,8.9842,0.7237,1.77,,-7.950135812556589,0.044101806343130594,0.09143550589787282,,,,0.15935596950879888,,-93.75456573106905,1.2486571446818049,6660619000.0,526636000.0,,144869000.0,2.5999999999999996,2.5999999999999996,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2011-12-31,8147104000.0,3259858000.0,3091862000.0,7889720000.0,,3683909000.0,550000000.0,856238000.0,-1296836000.0,,70235000.0,-27717000.0,-127140000.0,0.3700000000000001,-127024000.0,-1725000.0,-2177000.0,-128749000.0,4233909000.0,1.0543,6.0522,0.7295,0.3700000000000001,,,0.008620854723347093,-0.054158737110937695,,,,0.09927932290590329,,,1.0543348959300254,5277974000.0,617480000.0,,115363000.0,3.05,3.05,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2012-03-31,8062258000.0,3294259000.0,3042333000.0,7674845000.0,91043000.0,3682798000.0,577830000.0,915553000.0,1255656000.0,,158670000.0,29367000.0,14759000.0,0.79,95995000.0,50029000.0,64370000.0,45966000.0,4260628000.0,,5.1481,0.7075,0.79,,1.7428028513998879,0.019680590722847124,0.12636422714501425,,,,0.0366071599227814,,46.797974583438595,1.0828068459304094,5210561000.0,689846000.0,,116206000.0,3.42,3.42,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2012-06-30,7344997000.0,2721316000.0,2773303000.0,6967361000.0,81266000.0,3306473000.0,375000000.0,499772000.0,2501474000.0,,258293000.0,59720000.0,67030000.0,1.29,370167000.0,88751000.0,131607000.0,281416000.0,3681473000.0,,4.2712,0.6632,1.29,,3.1783648758398346,0.03516584145643627,0.10325632007368456,,,,0.11250006995875232,,45.30151600915512,0.9812544824709021,6397561000.0,847204000.0,826060000.0,147376000.0,4.22,4.22,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2012-09-30,7274166000.0,2674072000.0,2687682000.0,6853163000.0,124633000.0,3305504000.0,375000000.0,424789000.0,3717151000.0,,334826000.0,87261000.0,93519000.0,1.66,439633000.0,127816000.0,191507000.0,311817000.0,3680504000.0,,4.6679,0.6575,1.66,,2.6864955509375528,0.0460294692202515,0.09007597485278376,,,,0.0838860191582209,,29.53073423571606,0.9949361568816549,6177445000.0,822024000.0,510450000.0,148631000.0,4.109999999999999,4.109999999999999,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
2012-12-31,7859891000.0,3212127000.0,2877037000.0,7452890000.0,110631000.0,3642375000.0,375000000.0,913276000.0,-2570266000.0,,-306626000.0,-61120000.0,-25003000.0,-1.5300000000000002,-245607000.0,-90010000.0,-131928000.0,-335617000.0,4017375000.0,1.1164,4.7989,0.5456,-1.5300000000000002,,-2.771610127360324,-0.03901148247475696,0.11929738011552111,,,,0.13057675742510697,,36.31328470320254,1.1164705215817523,4904015000.0,445163000.0,303582000.0,115228000.0,2.2099999999999995,2.2099999999999995,1.471822,13.11,7.395,3.21935,1653.8713,11.4299,10.9016,0.8738
