report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-06-30,6043513000.0,5362851000.0,680662000.0,571464000.0,533045000.0,,-60555000.0,,2129000.0,0.0,285336000.0,-508619000.0,,,0.0,,1.713,0.0,,-0.08896486067975001,-0.010019834490303902,-0.11360204110347157,,,,,,0.0,1100138000.0,-747563000.0,,,-3.349999999999999,-3.349999999999999,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2013-09-30,5857538000.0,5154492000.0,703046000.0,458070000.0,787494000.0,,-48441000.0,,2465000.0,0.0,302996000.0,-692616000.0,,,0.0,,2.1175,0.0,,-0.06890160814512848,-0.008269856721373382,-0.061512849621711406,,,,,,0.0,880640000.0,-255616000.0,,,-0.6699999999999986,-0.6699999999999986,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2013-12-31,5601390000.0,4856852000.0,744538000.0,332692000.0,-550289000.0,,132078000.0,,-2037000.0,0.15,-508926000.0,481413000.0,,,0.0,,2.7416,0.15,,0.17739591531929869,0.023579504373021698,-0.2400157008408309,,,,,,0.0,1039435000.0,-49848000.0,,,-0.15999999999999912,-0.15999999999999912,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2014-03-31,5464995000.0,4624280000.0,840715000.0,296887000.0,235082000.0,,59982000.0,,726000.0,0.0,413180000.0,-158927000.0,,,0.0,34.7071,2.8678,0.0,,0.07134641346948728,0.01097567335377251,0.25515352089909055,,,,,,0.0,1005332000.0,83064000.0,,,0.15000000000000088,0.15000000000000088,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2014-06-30,5379144000.0,4447529000.0,931615000.0,342600000.0,466318000.0,,105504000.0,,1844000.0,0.0,413374000.0,-282357000.0,,,0.0,26.9216,3.2151,0.0,,0.11324849857505515,0.01961352958760725,0.22624904035443624,,,,,,0.0,938605000.0,249123000.0,,,0.15000000000000088,0.15000000000000088,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2014-09-30,5339378000.0,4354870000.0,984508000.0,243922000.0,701433000.0,,177521000.0,,2093000.0,0.0,413473000.0,-341664000.0,,,0.0,15.015,2.7737,0.0,,0.18031443116764923,0.03324750560833116,0.25308333083844076,,,,,,0.0,852544000.0,475085000.0,,,0.15000000000000088,0.15000000000000088,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2014-12-31,5266434000.0,4229531000.0,1036903000.0,197882000.0,-461036000.0,,-91058000.0,,-1889000.0,0.0,-826480000.0,,,,0.0,12.5263,3.3472,0.0,,-0.08781727895473347,-0.01729025750631262,0.1975073530049714,,,,,,0.0,941797000.0,251949000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2015-03-31,5282732000.0,4097172000.0,1185560000.0,232623000.0,270215000.0,,133076000.0,,3385000.0,0.0,468141000.0,,,,0.0,10.0638,3.345,0.0,,0.11224737676709741,0.025190753572204686,0.49248191255111673,,,,,,0.0,976930000.0,325043000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2015-06-30,5246782000.0,4008498000.0,1238284000.0,215770000.0,513344000.0,,246730000.0,,4707000.0,0.0,439221000.0,,,,0.0,9.8298,3.9053,0.0,,0.19925154487984986,0.04702501457083599,0.48063286996633836,,,,,,0.0,1023956000.0,466269000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2015-09-30,6008150000.0,3859631000.0,2148519000.0,384536000.0,782855000.0,,1069582000.0,,-690897000.0,2.0,468097000.0,,2835000.0,,0.0,2.749,3.0712,2.0,,0.4978229189502164,0.17802185364879372,1.3662581193196697,,,,,,0.0,1105378000.0,1358330000.0,,,2.000000000000001,2.000000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2015-12-31,5879545000.0,3643405000.0,2236140000.0,181120000.0,-525633000.0,,-277388000.0,,-1508000.0,0.0,-907420000.0,,1795000.0,,0.0,2.5588,2.8805,0.0,,-0.1240476893217777,-0.0471784806477372,0.5277218135086648,,,,,,0.0,1040781000.0,1172000000.0,,,2.000000000000001,2.000000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2016-03-31,5773403000.0,3430004000.0,2343399000.0,249898000.0,258579000.0,,69191000.0,,34497000.0,0.0,431365000.0,,1916000.0,,0.0,2.3576,2.5376,0.0,,0.029525915134383858,0.01198443967968285,0.26758166749813406,,,,,,0.0,1029145000.0,1108115000.0,,,2.000000000000001,2.000000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2016-06-30,5744786000.0,3233107000.0,2511679000.0,300974000.0,522113000.0,,178412000.0,,90515000.0,0.0,450354000.0,,2724000.0,,0.0,1.8364,1.9303,0.0,,0.0710329624127924,0.031056335257745024,0.3417114685901328,,,,,,0.0,1037914000.0,1039797000.0,,,2.000000000000001,2.000000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2016-09-30,5873049000.0,3289970000.0,2583079000.0,274743000.0,795963000.0,,235030000.0,,117646000.0,0.0,421423000.0,,4969000.0,,0.0,8.0769,2.5845,0.0,,0.0909883127848587,0.0400183958962372,0.29527754430796405,,,,,,0.0,1051022000.0,205245000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2016-12-31,5734529000.0,3185687000.0,2548842000.0,155410000.0,-514172000.0,,-140116000.0,,-70461000.0,0.0,-871150000.0,,943000.0,,0.0,10.3641,3.3409,0.0,,-0.05497241492411063,-0.024433741637717762,0.2725080323315933,,,,,,0.0,1062483000.0,342517000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2017-03-31,5903888000.0,3256357000.0,2647531000.0,427074000.0,260880000.0,,89798000.0,,84159000.0,0.0,402175000.0,,4014000.0,,0.0,9.5132,3.244,0.0,,0.03391763873586372,0.015209976883030302,0.34421189819073905,,,,,,0.0,1064784000.0,363124000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2017-06-30,5600168000.0,2605107000.0,2995061000.0,127908000.0,524192000.0,,208420000.0,,146153000.0,0.0,398302000.0,125556000.0,9659000.0,115897000.0,0.0,11.1416,3.8984,0.0,,0.06958789820975265,0.03721674064063792,0.3976024052255662,,,,0.2210964684695684,,0.0,1066863000.0,393132000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2017-09-30,5675868000.0,2545719000.0,3130149000.0,250701000.0,794552000.0,,328447000.0,,210593000.0,0.0,395870000.0,256356000.0,12121000.0,244235000.0,0.0,10.6263,4.3653,0.0,,0.10493014869260217,0.05786727245947228,0.4133738257533805,,,,0.3073870558503408,,0.0,1065452000.0,486549000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2017-12-31,5619499000.0,2464973000.0,3154526000.0,99851000.0,-513570000.0,,-270904000.0,,-12170000.0,0.0,-801581000.0,24745000.0,-9728000.0,15017000.0,0.0,14.856,4.9566,0.0,,-0.08587787832466748,-0.04820785625195413,0.5274918706310727,,,,-0.029240415133282707,,0.0,1066054000.0,355761000.0,,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2018-03-31,5616343000.0,2384940000.0,3231403000.0,177488000.0,265770000.0,,143637000.0,,36388000.0,0.0,391562000.0,133966000.0,5208000.0,128758000.0,0.0,11.5742,4.4254,0.0,,0.044450351751236225,0.02557482689358538,0.540456033412349,,,,0.48447153553824734,,0.0,1070944000.0,409600000.0,503907000.0,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2018-06-30,5592016000.0,2278141000.0,3313875000.0,191894000.0,547770000.0,,330451000.0,,87096000.0,0.0,390236000.0,262593000.0,8256000.0,254337000.0,0.0,8.45,3.7043,0.0,,0.09971740032439365,0.05909335738667414,0.6032659692936817,,,,0.4643134892381839,,0.0,1094522000.0,531631000.0,642347000.0,,0.0,0.0,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2018-09-30,5657108000.0,2167577000.0,3489531000.0,266997000.0,838215000.0,,512351000.0,,137090000.0,1.0,387765000.0,383547000.0,10659000.0,372888000.0,0.0,8.7988,4.2785,1.0,,0.14682517507367035,0.09056765400271659,0.6112405528414547,,,,0.4448596123906158,,0.0,1138185000.0,715535000.0,771000000.0,,1.0000000000000009,1.0000000000000009,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2018-12-31,5677802000.0,2095911000.0,3581891000.0,151892000.0,-527907000.0,,-316342000.0,,-86521000.0,0.0,-783485000.0,-235589000.0,-9885000.0,-245474000.0,0.0,5.548,3.3077,0.0,,-0.0883170370064304,-0.055715574442363434,0.5992381233815804,,,,0.46499478127776295,,0.0,1123848000.0,670097000.0,510509000.0,,1.0000000000000009,1.0000000000000009,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2019-03-31,5870097000.0,2053914000.0,3816183000.0,259351000.0,291650000.0,,151941000.0,,38995000.0,0.42,376667000.0,164881000.0,308000.0,164573000.0,0.0,7.0629,4.167,0.42,,0.039814914536331195,0.02588389936316214,0.5209703411623521,,,,0.5642825304303103,,0.0,1149728000.0,678401000.0,546324000.0,,1.4200000000000008,1.4200000000000008,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2019-06-30,6055537000.0,2019872000.0,4035665000.0,218908000.0,583967000.0,,319719000.0,,82428000.0,0.87,376635000.0,281611000.0,3280000.0,278331000.0,0.0,7.3001,4.1491,0.87,,0.0792233745863445,0.05279779481159144,0.5474949783121307,,,,0.47662111043945976,,0.0,1185925000.0,667669000.0,570318000.0,,2.290000000000001,2.290000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2019-09-30,6146751000.0,1987134000.0,4159617000.0,165425000.0,902350000.0,,496653000.0,,128614000.0,1.36,375266000.0,458163000.0,4079000.0,454084000.0,0.0,6.8092,3.7502,1.36,,0.1193987331045142,0.08079927102952437,0.5503995123843298,,,,0.5032238045104449,,0.0,1250060000.0,651971000.0,651514000.0,,2.6500000000000012,2.6500000000000012,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2019-12-31,6229571000.0,1920337000.0,4309234000.0,161847000.0,-563990000.0,,-294550000.0,,-75823000.0,-0.8000000000000003,-754644000.0,-295123000.0,-2031000.0,-297154000.0,0.0,7.305,4.0538,-0.8000000000000003,,-0.06835321544385847,-0.047282549633032515,0.522261032997039,,,,0.5268781361371655,,0.0,1213977000.0,673763000.0,599834000.0,,1.8500000000000008,1.8500000000000008,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2020-03-31,6155287000.0,1913459000.0,4241828000.0,365303000.0,306893000.0,,149805000.0,,38434000.0,0.42,365216000.0,184324000.0,580000.0,183744000.0,0.0,3.2228,1.7609,0.42,,0.03531614200292892,0.024337614151866516,0.4881343008801113,,,,0.5987233335397028,,0.0,1229220000.0,671627000.0,619005000.0,,1.8500000000000008,1.8500000000000008,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2020-06-30,6574588000.0,2191233000.0,4383355000.0,366715000.0,600861000.0,,163852000.0,,40870000.0,0.48,362003000.0,420125000.0,942000.0,419183000.0,0.0,5.3551,2.2527,0.48,,0.03738049964011585,0.024922017927206996,0.2726953488410797,,,,0.6976372239170124,,0.0,1246114000.0,515760000.0,759857000.0,,1.4600000000000006,1.4600000000000006,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2020-09-30,7149510000.0,2635888000.0,4513622000.0,380055000.0,896865000.0,,294663000.0,,74388000.0,0.85,360389000.0,508853000.0,2214000.0,506639000.0,0.0,6.3595,2.4822,0.85,,0.06528304762782527,0.04121443287721816,0.328547774748708,,,,0.5648999570726921,,0.0,1240629000.0,313770000.0,812412000.0,,0.9500000000000006,0.9500000000000006,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2020-12-31,7354526000.0,2655540000.0,4698986000.0,287953000.0,-605473000.0,,-162227000.0,,-40522000.0,-0.45999999999999996,-728315000.0,-380993000.0,-425000.0,-381418000.0,0.0,9.5271,3.5433,-0.45999999999999996,,-0.034523831311691504,-0.02205811768154739,0.2679343257255072,,,,0.6299504684767115,,0.0,1199146000.0,446093000.0,728148000.0,,1.290000000000001,1.290000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2021-03-31,7407016000.0,2674723000.0,4732293000.0,182930000.0,297957000.0,189617000.0,150021000.0,,39596000.0,0.43,356383000.0,198033000.0,441000.0,197592000.0,0.0,10.5157,3.9419,0.43,189617000.0,0.031701545107202786,0.020253905216351634,0.5034988270119514,0.6363904858754786,0.025599647685383697,0.04006873623421035,0.6631560929932843,0.6363904858754786,0.0,1190210000.0,446309000.0,741996000.0,,1.300000000000001,1.300000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2021-06-30,7575727000.0,2661020000.0,4914707000.0,178635000.0,595809000.0,,303072000.0,,80413000.0,0.87,356461000.0,349422000.0,1405000.0,348017000.0,0.0,7.8843,3.8643,0.87,,0.06166634145229817,0.04000566546286581,0.5086730814740965,,,,0.5841083300185126,,0.0,1185158000.0,585529000.0,670830000.0,,1.690000000000001,1.690000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2021-09-30,7511309000.0,2633889000.0,4877420000.0,176426000.0,891555000.0,,461049000.0,,122168000.0,1.33,355481000.0,512410000.0,2388000.0,510022000.0,0.0,8.2878,4.2518,1.33,,0.09452722955989026,0.0613806461696623,0.5171290610225954,,,,0.5720589307445979,,0.0,1179848000.0,751915000.0,674213000.0,,2.170000000000001,2.170000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2021-12-31,7325008000.0,2463626000.0,4861382000.0,284690000.0,-599646000.0,,-279159000.0,,-75383000.0,-0.7799999999999998,-717017000.0,-363548000.0,-119000.0,-363667000.0,0.0,7.3935,3.9596,-0.7799999999999998,,-0.05742379430375971,-0.03811040206372471,0.46553966840435856,,,,0.6064694836620272,,0.0,1185675000.0,634983000.0,691964000.0,,1.8500000000000012,1.8500000000000012,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2022-03-31,6844801000.0,2234446000.0,4610355000.0,477113000.0,294616000.0,,175013000.0,,44426000.0,0.54,324538000.0,228011000.0,888000.0,227123000.0,0.0,6.4795,3.6171,0.54,,0.03796085117089682,0.02556874918642631,0.5940376625845168,,,,0.7709119667635159,,0.0,1182334000.0,659975000.0,721495000.0,,1.9600000000000013,1.9600000000000013,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2022-06-30,6599607000.0,2026588000.0,4573019000.0,410188000.0,587732000.0,,424281000.0,,111049000.0,1.34,319012000.0,361679000.0,2146000.0,359533000.0,0.0,5.0893,3.2684,1.34,,0.09277919028982823,0.06428882810749185,0.7218953536645955,,,,0.6117294957565693,,0.0,1174257000.0,781184000.0,733011000.0,,2.4300000000000015,2.4300000000000015,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2022-09-30,6154116000.0,1614055000.0,4540061000.0,241982000.0,880531000.0,,673906000.0,,175691000.0,2.15,315029000.0,483793000.0,2402000.0,481391000.0,0.0,4.5286,3.2686,2.15,,0.14843545053689808,0.10950492320911728,0.7653404593364685,,,,0.5467053403003415,,0.0,1163233000.0,994041000.0,704380000.0,,3.250000000000001,3.250000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2022-12-31,6213793000.0,1571053000.0,4642740000.0,327384000.0,-590094000.0,,-407851000.0,,-106481000.0,-1.2400000000000002,-647350000.0,-423471000.0,-2182000.0,-425653000.0,0.0,4.4624,3.2924,-1.2400000000000002,,-0.08784704721780673,-0.06563639953889677,0.6911627638986331,,,,0.7213308388155107,,0.0,1172785000.0,865349000.0,642394000.0,,2.790000000000001,2.790000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2023-03-31,6352288000.0,1574644000.0,4777644000.0,358214000.0,283965000.0,,154547000.0,,41057000.0,0.53,294712000.0,212286000.0,363000.0,211923000.0,0.0,4.5808,3.3298,0.53,,0.032347952254291025,0.024329344009591504,0.5442466501153311,,,,0.7462997200359199,,0.0,1162134000.0,844883000.0,627194000.0,,2.7800000000000002,2.7800000000000002,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2023-06-30,6353447000.0,1509185000.0,4844262000.0,310720000.0,574640000.0,,345601000.0,,92385000.0,1.19,292125000.0,356948000.0,671000.0,356277000.0,0.0,5.6892,3.8585,1.19,,0.07134234275520193,0.05439582639156351,0.6014217597104274,,,,0.6200003480439927,,0.0,1149042000.0,766203000.0,623938000.0,,2.6300000000000003,2.6300000000000003,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2023-09-30,6331679000.0,1476974000.0,4854705000.0,266543000.0,871145000.0,,528445000.0,,143937000.0,1.83,289924000.0,526716000.0,1455000.0,525261000.0,0.0,6.4685,4.0018,1.83,,0.10885213416675163,0.08346048496773131,0.6066096918423454,,,,0.602954731990656,,0.0,1139656000.0,620742000.0,667808000.0,,2.3100000000000005,2.3100000000000005,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2023-12-31,6538380000.0,1466363000.0,5072017000.0,363666000.0,-574648000.0,,-315644000.0,,-88099000.0,-1.0599999999999996,-589606000.0,-382988000.0,-490000.0,-383478000.0,0.0,7.5036,4.6308,-1.0599999999999996,,-0.06223244125561882,-0.048275566730596874,0.5492823432779719,,,,0.6673267809163175,,0.0,1155102000.0,712949000.0,709983000.0,,2.490000000000001,2.490000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2024-03-31,6535246000.0,1432903000.0,5102343000.0,431347000.0,294361000.0,,174097000.0,,45783000.0,0.64,273108000.0,190537000.0,0.0,190537000.0,0.0,8.0385,5.052,0.64,,0.0341209910819402,0.026639701091588596,0.5914404421781418,,,,0.6472902320619919,,0.0,1165498000.0,732499000.0,688597000.0,,2.600000000000001,2.600000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2024-06-30,6523922000.0,1407001000.0,5116921000.0,281788000.0,599638000.0,,378325000.0,,101380000.0,1.4,269990000.0,359775000.0,279000.0,359496000.0,0.0,7.5792,4.7888,1.4,,0.07393606428553422,0.057990423551967665,0.6309223231349581,,,,0.5995217114325643,,0.0,1190496000.0,765223000.0,691816000.0,,2.810000000000001,2.810000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2024-09-30,6677784000.0,1383708000.0,5294076000.0,288622000.0,906287000.0,,578294000.0,,155707000.0,2.17,266915000.0,542654000.0,660000.0,541994000.0,0.0,8.7001,5.5757,2.17,,0.10923417041991841,0.08659968636302103,0.6380914655070634,,,,0.5980379283825101,,0.0,1225638000.0,815072000.0,708549000.0,,3.150000000000001,3.150000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2024-12-31,6547235000.0,1374860000.0,5172375000.0,229485000.0,-592555000.0,,-367722000.0,,-97155000.0,-1.3199999999999998,-546018000.0,-367934000.0,235000.0,-368169000.0,0.0,7.8733,4.974,-1.3199999999999998,,-0.071093453200899,-0.05616447248342239,0.6205702424247538,,,,0.6213246027794889,,0.0,1207731000.0,762994000.0,723858000.0,,2.890000000000001,2.890000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2025-03-31,6535136000.0,1395252000.0,5139884000.0,206988000.0,306234000.0,,185460000.0,,49221000.0,0.75,246490000.0,223654000.0,125000.0,223529000.0,0.0,7.6864,4.8803,0.75,,0.03608252637608164,0.02837890443289933,0.6056153137796587,,,,0.729928747297818,,0.0,1219604000.0,774357000.0,756850000.0,,3.0000000000000004,3.0000000000000004,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2025-06-30,6542327000.0,1387383000.0,5154944000.0,294871000.0,610479000.0,,377942000.0,,102828000.0,1.56,242209000.0,406647000.0,145000.0,406502000.0,0.0,8.511,5.3264,1.56,,0.07331641236063864,0.05776874191705795,0.6190909105800527,,,,0.665873846602422,,0.0,1230445000.0,773974000.0,803856000.0,,3.1600000000000006,3.1600000000000006,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2025-09-30,6625643000.0,1452944000.0,5172699000.0,266901000.0,914984000.0,,569037000.0,,146794000.0,2.39,238558000.0,622046000.0,424000.0,621622000.0,0.0,8.5123,5.2745,2.39,,0.11000775417243493,0.08588404174508044,0.6219092355713324,,,,0.6793801858830318,,0.0,1239142000.0,764717000.0,883484000.0,,3.380000000000001,3.380000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2025-12-31,6639486000.0,1491935000.0,5147551000.0,368989000.0,-618061000.0,,-394092000.0,,-108653000.0,-1.56,-492158000.0,-399549000.0,331000.0,-399880000.0,0.0,8.8545,5.3869,-1.56,,-0.07655912491202127,-0.05935579953026484,0.6376263831563551,,,,0.646991154594773,,0.0,1213636000.0,738347000.0,851773000.0,,3.140000000000001,3.140000000000001,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
2026-03-31,6416749000.0,1379462000.0,5037287000.0,235090000.0,297077000.0,,165303000.0,,41525000.0,0.76,218186000.0,76902000.0,184000.0,76718000.0,0.0,8.8545,5.3869,0.76,,0.032815878864952505,0.02576117594750862,0.5564314975578722,,,,0.25824281246949443,,0.0,1204479000.0,718190000.0,704962000.0,,3.1500000000000004,3.1500000000000004,0.72407997,29.97,24.59,2.40477,5553.7344,7.5218,1.2701,4.5761
