report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,17020000000.0,,,14591000000.0,2401000000.0,2154000000.0,193000000.0,139000000.0,1771000000.0,470000000.0,293000000.0,84000000.0,102000000.0,,156000000.0,45000000.0,111000000.0,2347000000.0,,,,,470000000.0,0.12203248646397334,0.017215041128084606,0.16544325239977414,0.26538678712591757,0.027614571092831962,0.09898904802021904,0.06267645398080181,0.26538678712591757,0.9775093710953769,,,,,,,,,,,,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2010-09-30,15752000000.0,,,13254000000.0,2470000000.0,2202000000.0,110000000.0,141000000.0,2504000000.0,576000000.0,357000000.0,124000000.0,112000000.0,,260000000.0,59000000.0,201000000.0,2312000000.0,,,,,576000000.0,0.1445344129554656,0.02266378872524124,0.14257188498402557,0.23003194888178913,0.036566785170137124,0.12045169385194479,0.08027156549520767,0.23003194888178913,0.9360323886639677,,,,,,,,,,,,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2010-12-31,15847000000.0,11100000000.0,10309000000.0,13239000000.0,2577000000.0,2157000000.0,110000000.0,316000000.0,3339000000.0,753000000.0,455000000.0,166000000.0,140000000.0,,489000000.0,83000000.0,406000000.0,2267000000.0,,,,,753000000.0,0.17656189367481567,0.02871205906480722,0.13626834381551362,0.22551662174303683,0.04751688016659305,0.15545004128819156,0.12159329140461216,0.22551662174303683,0.8797050834303454,1.0767290716849356,,,,,,,,,,,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2011-03-31,17238000000.0,12304000000.0,11358000000.0,14569000000.0,2630000000.0,2432000000.0,145000000.0,432000000.0,1008000000.0,238000000.0,34000000.0,40000000.0,1000000.0,0.2,7000000.0,20000000.0,-13000000.0,2577000000.0,,,,0.2,238000000.0,0.012927756653992395,0.0019723865877712033,0.03373015873015873,0.2361111111111111,0.013806706114398421,0.0457077011714999,-0.012896825396825396,0.2361111111111111,0.9798479087452472,1.0832893114985032,8622000000.0,1139000000.0,2037000000.0,705000000.0,2037000000.0,414000000.0,,,1.2650957290132547,4.920289855072464,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2011-09-30,16615000000.0,11700000000.0,10820000000.0,13898000000.0,2688000000.0,2285000000.0,114000000.0,363000000.0,2633000000.0,485000000.0,179000000.0,112000000.0,34000000.0,1.02,272000000.0,71000000.0,201000000.0,2399000000.0,,,,1.02,485000000.0,0.0665922619047619,0.010773397532350286,0.06798328902392708,0.18420053171287504,0.029190490520613902,0.09534106546097897,0.07633877706038739,0.18420053171287504,0.8924851190476191,1.0813308687615526,9484000000.0,1025000000.0,2052000000.0,795000000.0,2052000000.0,442000000.0,,,1.1691033138401559,4.642533936651584,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2011-12-31,15728000000.0,10987000000.0,9996000000.0,13211000000.0,2486000000.0,2354000000.0,15000000.0,436000000.0,3447000000.0,566000000.0,204000000.0,156000000.0,32000000.0,,439000000.0,111000000.0,328000000.0,2369000000.0,,,,,566000000.0,0.08205953338696702,0.012970498474059003,0.05918189730200174,0.16420075427908326,0.035986775178026446,0.11658084449021627,0.09515520742674789,0.16420075427908326,0.9529364440868866,1.099139655862345,10427000000.0,872000000.0,2042000000.0,922000000.0,2042000000.0,474000000.0,,,1.1601371204701274,4.30801687763713,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2012-03-31,17091000000.0,12217000000.0,11091000000.0,14387000000.0,2675000000.0,2435000000.0,17000000.0,464000000.0,1013000000.0,317000000.0,225000000.0,32000000.0,68000000.0,,62000000.0,36000000.0,26000000.0,2452000000.0,,,,,317000000.0,0.08411214953271028,0.013164823591363875,0.22211253701875616,0.3129318854886476,0.01854777368205488,0.06182952993953579,0.02566633761105627,0.3129318854886476,0.9166355140186916,1.1015237580019837,8101000000.0,642000000.0,1606000000.0,542000000.0,1606000000.0,340000000.0,,,1.526774595267746,4.723529411764706,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2012-06-30,17608000000.0,12726000000.0,11649000000.0,14897000000.0,2687000000.0,2397000000.0,14000000.0,407000000.0,1855000000.0,496000000.0,333000000.0,65000000.0,104000000.0,,158000000.0,63000000.0,95000000.0,2411000000.0,,,,,496000000.0,0.12393003349460364,0.018911858246251703,0.17951482479784367,0.26738544474393533,0.028169014084507043,0.09729305610043154,0.05121293800539083,0.26738544474393533,0.8972832154819501,1.09245428792171,8948000000.0,941000000.0,1864000000.0,650000000.0,1864000000.0,365000000.0,,,1.2934549356223175,5.1068493150684935,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2012-09-30,17003000000.0,12116000000.0,11086000000.0,14305000000.0,2674000000.0,2364000000.0,15000000.0,424000000.0,2609000000.0,566000000.0,359000000.0,97000000.0,114000000.0,,310000000.0,97000000.0,213000000.0,2379000000.0,,,,,566000000.0,0.1342557965594615,0.021113921072751868,0.13760061326178613,0.2169413568417018,0.033288243251190966,0.1120126657431229,0.08164047527788425,0.2169413568417018,0.8896783844427824,1.0929099765469963,8924000000.0,1121000000.0,1945000000.0,662000000.0,1945000000.0,350000000.0,,,1.2231362467866325,5.557142857142857,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
2012-12-31,15112000000.0,10898000000.0,10194000000.0,13387000000.0,1699000000.0,2338000000.0,15000000.0,500000000.0,-1997000000.0,-1588000000.0,-1363000000.0,-66000000.0,-185000000.0,,-5000000.0,-61000000.0,-66000000.0,2353000000.0,,,,,-1588000000.0,-0.8022366097704532,-0.09019322392800423,0.6825237856785178,0.7951927891837757,-0.10508205399682372,-0.39190523198420535,0.033049574361542315,0.7951927891837757,1.384932313125368,1.0690602315087305,3480000000.0,-446000000.0,-209000000.0,268000000.0,-209000000.0,128000000.0,,,-11.258373205741627,-1.6328125,0.5933274,352.785,275.6,0.53858,27722.648,17.2727,3.9447,2.8556
