report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-27,10468227000.0,5131795000.0,2917232000.0,,4028038000.0,,,652792000.0,26895018000.0,5125618000.0,1391782000.0,842202000.0,92976000.0,458726000.0,1.42,593397235.0,465947000.0,284213000.0,0.0,,15.2003,0.4888,1.42,1675995000.0,0.20908491925845785,0.0804531655647131,0.03131442410635308,0.19057871610273694,0.05174869189527964,0.13295298239138298,0.3455235526576462,0.062316188076170835,0.0,1.759131601463305,,,,,,,,,,,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2010-07-03,10313701000.0,5076258000.0,3009198000.0,,3827526000.0,,,585443000.0,37243495000.0,7107486000.0,1975868000.0,1179983000.0,125477000.0,669606000.0,1.99,593590042.0,885428000.0,389976000.0,0.0,1.6869,14.2331,0.451,1.99,2365844000.0,0.30828869614471593,0.11440926976649798,0.0316829287906519,0.190838319550837,0.05305270088105319,0.19157701003742497,0.5162258858594299,0.06352368380035225,0.0,1.6869139219154075,,,,,,,,,,,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2010-10-02,10655410000.0,5289411000.0,3146021000.0,,3980995000.0,,,448374000.0,9751274000.0,1831417000.0,506240000.0,299069000.0,31101000.0,177754000.0,0.51,591103346.0,226782000.0,101714000.0,0.0,,14.4404,0.4392,0.51,607954000.0,0.07512418377817606,0.028067338563227507,0.03066973607756279,0.18781310011389282,0.0519152676870735,0.04751013804255303,0.12716418885228442,0.06234610985190243,0.0,1.68130187306442,,,,,,,,,,,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2011-01-01,10328283000.0,4866882000.0,2721534000.0,,3994491000.0,,,209755000.0,19136126000.0,3573361000.0,943265000.0,557242000.0,59161000.0,329846000.0,0.95,589106837.0,282647000.0,198230000.0,0.0,,15.0192,0.4467,0.95,1141495000.0,0.1395026299971636,0.05395301426190587,0.029119896054196133,0.18673377255145582,0.049292369834939426,0.09132834566984657,0.2361414758476111,0.0596513108243539,0.0,1.788286312057832,93025913000.0,2878496000.0,4817155000.0,17637882000.0,5791288000.0,308715000.0,4.87,4.87,0.0,15.603890319550395,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2011-04-02,10949934000.0,5438557000.0,3136450000.0,,4207205000.0,,2250000.0,385668000.0,28897786000.0,5384221000.0,1370752000.0,815720000.0,88133000.0,476840000.0,1.39,587878509.0,665759000.0,298307000.0,2250000.0,,14.1255,0.415,1.39,1669059000.0,0.19388644004748995,0.07449542618247745,0.028227768037316078,0.1863194986633232,0.0474344989612699,0.12518358558142909,0.3256364541252965,0.0577573313055886,0.0005347968544437459,1.7339849192558465,95028681000.0,2852014000.0,4796125000.0,17896485000.0,5784352000.0,303872000.0,4.84,4.84,0.0003889804769834201,15.783372604254422,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2011-07-02,11385555000.0,5732882000.0,3575075000.0,,4705242000.0,,181975000.0,639765000.0,-18461697000.0,-3467851000.0,-888755000.0,-520001000.0,-60128000.0,-309016000.0,-0.8899999999999997,-1179397146.0,-83670000.0,-195663000.0,181975000.0,1.6036,15.8568,0.4641,-0.8899999999999997,-1084418000.0,-0.11051525086276115,-0.04567199403103318,0.02816647895369532,0.18784031608795226,0.048140482426940495,-0.0780598749907229,-0.18185298504240757,0.05873880391385472,0.038674950193847625,1.6035697153206576,39323489000.0,1152030000.0,1931502000.0,7321148000.0,2334090000.0,118267000.0,1.96,1.96,0.07796400310185125,16.33170706959676,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2011-10-01,11446863000.0,5696234000.0,3578690000.0,11446863000.0,4654255000.0,2384986000.0,5350000.0,284101000.0,,1947600000.0,509340000.0,302653000.0,29474000.0,176963000.0,0.51,593449101.0,255343000.0,99641000.0,2390336000.0,,13.1362,0.3778,0.51,608981000.0,0.06502716331614834,0.02643982023721259,,,,0.044496033542115426,0.07230228128219225,,0.5135807986455405,1.591709256739198,,1155614000.0,1934602000.0,7437331000.0,2335117000.0,116640000.0,1.9600000000000002,1.9600000000000002,1.023647209112006,16.586093964334705,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2011-12-31,11454027000.0,5648050000.0,3263770000.0,11454027000.0,4687615000.0,2649346000.0,2500000.0,336531000.0,,3793250000.0,936338000.0,552766000.0,57798000.0,328996000.0,0.94,590241651.0,538515000.0,200724000.0,2651846000.0,,15.0468,0.4208,0.94,1137062000.0,0.11792052034990075,0.04825953352475946,,,,0.08174749369806794,0.127575853322199,,0.5657132678344958,1.7305294184332842,,1151138000.0,1927675000.0,7657220000.0,2330684000.0,115277000.0,1.9500000000000002,1.9500000000000002,1.137797316152683,16.722112823893752,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2012-03-31,11892113000.0,5924942000.0,3703752000.0,11892113000.0,4878015000.0,2412477000.0,3250000.0,350464000.0,,5664866000.0,1375168000.0,812316000.0,86088000.0,482234000.0,1.38,589232150.0,908289000.0,304966000.0,2415727000.0,,15.2832,0.4205,1.38,1680134000.0,0.16652593319208736,0.06830712086237324,,,,0.11563697721338503,0.18854080662573477,,0.49522746445019133,1.5997134797362242,,1147734000.0,1932091000.0,7937865000.0,2341759000.0,113232000.0,1.9400000000000002,1.9400000000000002,1.031586512531819,17.063118199802176,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
2012-06-30,12094972000.0,6084808000.0,3423579000.0,12094972000.0,4685040000.0,2763688000.0,0.0,688867000.0,,-3729139000.0,-930214000.0,-546150000.0,-59964000.0,-325776000.0,-0.9300000000000002,-1183931461.0,-297967000.0,-188388000.0,2763688000.0,1.7772,15.5995,0.413,-0.9300000000000002,-1118602000.0,-0.11657317760360637,-0.04515512727106768,,,,-0.07690914869418466,-0.12488226177677585,,0.5898963509383057,1.7773236720987013,,1121585000.0,1890632000.0,7676577000.0,2307575000.0,113396000.0,1.9,1.9,1.1976590143332286,16.672827965713076,0.6140305,91.845,67.12,3.03389,39516.57,21.9903,19.7626,0.4781
