report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-09-30,2306600000.0,802300000.0,432300000.0,2151100000.0,151800000.0,1426400000.0,47200000.0,214500000.0,1668300000.0,328300000.0,154300000.0,48400000.0,56300000.0,1.0,96800000.0,178400000.0,1473600000.0,,29.2145,2.9852,1.0,328300000.0,1.0164690382081687,0.06689499696523021,0.09248936042678176,0.19678714859437751,0.14233070319951444,0.20198105081826012,0.19678714859437751,9.707509881422926,1.8558871154291001,2366300000.0,281900000.0,461400000.0,461400000.0,79300000.0,2.0,2.0,3.1937581274382314,5.818411097099622,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2016-12-31,2247400000.0,829300000.0,429600000.0,2131000000.0,113300000.0,1415600000.0,48200000.0,312400000.0,-1019800000.0,-192100000.0,-135600000.0,-33200000.0,-45900000.0,0.0,,98700000.0,1463800000.0,1.9304,27.1157,2.7758,0.0,-192100000.0,-1.1968225948808473,-0.060336388715849426,0.13296724848009414,0.18837026868013335,-0.08547655068078669,-0.12180584617335616,0.18837026868013335,12.919682259488084,1.9304003724394785,2238000000.0,229100000.0,425500000.0,425500000.0,64300000.0,2.0,2.0,3.4401880141010577,6.61741835147745,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2017-03-31,2185400000.0,742200000.0,398500000.0,2030400000.0,151400000.0,1404800000.0,47100000.0,189600000.0,548800000.0,98800000.0,68400000.0,15900000.0,13600000.0,0.0,96100000.0,-40900000.0,1451900000.0,,30.1384,3.1636,0.0,98800000.0,0.45178335535006603,0.031298618101949296,0.12463556851311954,0.18002915451895043,0.04520911503614899,0.061622902763051206,0.18002915451895043,9.589828269484808,1.8624843161856963,2284500000.0,239800000.0,441800000.0,441800000.0,63900000.0,2.0,2.0,3.2863286555002262,6.913928012519562,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2017-06-30,2334600000.0,839200000.0,436800000.0,2065200000.0,265300000.0,1394100000.0,46900000.0,245500000.0,1175800000.0,232900000.0,173900000.0,32000000.0,31000000.0,1.0,96000000.0,64000000.0,1441000000.0,,30.8816,3.3223,1.0,232900000.0,0.655484357331323,0.07448813501242182,0.1478993026024834,0.19807790440551115,0.09976013021502612,0.13649416866904998,0.19807790440551115,5.4315868827742175,1.9212454212454213,2373100000.0,261000000.0,467900000.0,467900000.0,63100000.0,2.0,2.0,3.0797178884377003,7.415213946117274,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2017-09-30,2447300000.0,924600000.0,432200000.0,2075200000.0,367200000.0,1412000000.0,35000000.0,334900000.0,1785100000.0,359000000.0,263700000.0,49700000.0,52900000.0,2.0,96000000.0,170000000.0,1447000000.0,,24.2808,3.4902,2.0,359000000.0,0.7181372549019608,0.10775139950149144,0.14772281664892722,0.2011091815584561,0.14669227311731295,0.1978833645684048,0.2011091815584561,3.940631808278867,2.1392873669597408,2489900000.0,370400000.0,498600000.0,498600000.0,64400000.0,3.0,3.0,2.9021259526674688,7.74223602484472,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2017-12-31,2542000000.0,1032700000.0,460800000.0,2136500000.0,401600000.0,1442300000.0,35000000.0,466200000.0,-1101500000.0,-202500000.0,-232700000.0,8100000.0,21500000.0,-1.0,,154100000.0,1477300000.0,2.2411,27.7895,3.1536,-1.0,-202500000.0,-0.5794322709163346,-0.09154209284028324,0.21125737630503857,0.18384021788470267,-0.07966168371361133,-0.10777582628133482,0.18384021788470267,3.678535856573705,2.2411024305555554,2408200000.0,273300000.0,488200000.0,488200000.0,105700000.0,2.0,2.0,3.0260139287177386,4.618732261116367,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2018-03-31,2628100000.0,802600000.0,452100000.0,2167000000.0,456000000.0,1474100000.0,35300000.0,151800000.0,613100000.0,98700000.0,72200000.0,12900000.0,13800000.0,0.0,95800000.0,-10100000.0,1509400000.0,,28.5934,3.2044,0.0,98700000.0,0.15833333333333333,0.02747231840493132,0.11776219213831349,0.16098515739683575,0.03755564856740611,0.05021878498015671,0.16098515739683575,3.3100877192982456,1.7752709577527095,2472500000.0,277100000.0,488100000.0,488100000.0,102700000.0,2.0,2.0,3.09239909854538,4.752677702044791,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2018-06-30,2631700000.0,852500000.0,473100000.0,2123000000.0,506000000.0,1425900000.0,35200000.0,189600000.0,1317800000.0,242100000.0,186100000.0,26300000.0,31400000.0,1.0,95700000.0,118700000.0,1461100000.0,,25.8203,2.8905,1.0,242100000.0,0.3677865612648221,0.07071474712163241,0.14122021551069966,0.18371528304750342,0.09199376828665881,0.12307457678816532,0.18371528304750342,2.8875494071146246,1.8019446205876135,2614500000.0,289300000.0,497300000.0,497300000.0,97000000.0,2.0,2.0,2.9380655539915543,5.126804123711341,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2018-09-30,2730100000.0,873300000.0,486900000.0,2131100000.0,596900000.0,1417700000.0,35000000.0,189700000.0,2029300000.0,384400000.0,302100000.0,40300000.0,45500000.0,3.0,95800000.0,260400000.0,1452700000.0,,27.7786,3.2644,3.0,384400000.0,0.5061149271234713,0.11065528735211165,0.14886906815157935,0.18942492485093382,0.14080070327094246,0.1875487900078064,0.18942492485093382,2.433740995141565,1.7935921133703019,2858700000.0,327700000.0,522700000.0,522700000.0,87600000.0,3.0,3.0,2.7792232638224603,5.96689497716895,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2018-12-31,2810200000.0,931600000.0,520800000.0,2156200000.0,651000000.0,1409500000.0,35300000.0,283800000.0,-1228500000.0,-199400000.0,-125500000.0,-25500000.0,-50900000.0,0.0,,88800000.0,1444800000.0,1.7888,17.4222,2.7737,0.0,-199400000.0,-0.19278033794162827,-0.04465874314995374,0.10215710215710215,0.1623117623117623,-0.0709558038573767,-0.09514266628495086,0.1623117623117623,2.2193548387096773,1.7887864823348694,2731700000.0,434900000.0,525800000.0,525800000.0,54000000.0,4.0,4.0,2.7478128565994675,9.737037037037037,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2019-03-31,2800800000.0,850200000.0,485400000.0,2163400000.0,633700000.0,1401300000.0,35100000.0,153800000.0,655000000.0,108000000.0,80200000.0,13700000.0,15100000.0,0.84,95100000.0,-12600000.0,1436400000.0,,19.7576,3.155,0.84,108000000.0,0.12655830834779863,0.02863467580691231,0.12244274809160305,0.1648854961832061,0.038560411311053984,0.05217139268634365,0.1648854961832061,2.2666877071169322,1.7515451174289245,2773600000.0,442900000.0,535100000.0,535100000.0,54800000.0,4.84,4.84,2.684358063913287,9.764598540145986,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2019-06-30,2849300000.0,883200000.0,517100000.0,2185700000.0,660500000.0,1393100000.0,35100000.0,157800000.0,1386200000.0,253700000.0,189500000.0,27100000.0,37300000.0,2.0,94800000.0,107000000.0,1428200000.0,,23.9033,3.7416,2.0,253700000.0,0.28690386071158214,0.06650756326115186,0.13670466022219016,0.18301832347424615,0.08903941318920437,0.12146311102599704,0.18301832347424615,2.162301286903861,1.7079868497389286,2842000000.0,446300000.0,546700000.0,546700000.0,55600000.0,5.84,5.84,2.6124016828242183,9.832733812949641,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2019-09-30,2865400000.0,933100000.0,491200000.0,2178200000.0,685000000.0,1427000000.0,100000.0,232900000.0,2134500000.0,421800000.0,321100000.0,42700000.0,56100000.0,3.0,94500000.0,279400000.0,1427100000.0,,21.3229,3.4116,3.0,421800000.0,0.46875912408759124,0.11206114329587492,0.15043335675802297,0.197610681658468,0.14720457876736232,0.1997064532929312,0.197610681658468,2.0833576642335765,1.8996335504885993,2947200000.0,465300000.0,584100000.0,584100000.0,58000000.0,5.84,5.84,2.443246019517206,10.070689655172414,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2019-12-31,2967200000.0,1001800000.0,507000000.0,2206800000.0,757400000.0,1427600000.0,100000.0,355300000.0,-1321700000.0,-218400000.0,-189000000.0,-27500000.0,-35400000.0,-1.8399999999999999,,114400000.0,1427700000.0,1.9759,28.7999,4.0546,-1.8399999999999999,-218400000.0,-0.24953789279112754,-0.06369641412779725,0.14299765453582508,0.16524173413028675,-0.07360474521434349,-0.09994965905450552,0.16524173413028675,1.885001320306311,1.9759368836291913,2854000000.0,401800000.0,565100000.0,565100000.0,56000000.0,4.0,4.0,2.5264554946027253,10.091071428571428,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2020-03-31,2757700000.0,922000000.0,456700000.0,2143900000.0,611300000.0,1428000000.0,3400000.0,245300000.0,674700000.0,28900000.0,400000.0,12900000.0,11500000.0,0.0,93300000.0,30800000.0,1431400000.0,,26.463,2.9652,0.0,28900000.0,0.0006543432030099788,0.00014504840990680639,0.0005928560841855639,0.042833852082407,0.010479747615766762,0.014147941450041612,0.042833852082407,2.341567151971209,2.0188307422815854,2873700000.0,322000000.0,486000000.0,486000000.0,55200000.0,3.16,3.16,2.945267489711934,8.804347826086957,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2020-06-30,2833900000.0,977100000.0,463700000.0,2153900000.0,677500000.0,1428500000.0,800000.0,302400000.0,1264200000.0,125400000.0,74100000.0,25900000.0,25700000.0,0.0,93000000.0,128000000.0,1429300000.0,,32.9146,3.4505,0.0,125400000.0,0.10937269372693727,0.02614771163414376,0.05861414333175131,0.09919316563834836,0.04424997353470483,0.05952154926903361,0.09919316563834836,2.1096678966789666,2.107181367263317,2751700000.0,206600000.0,357700000.0,357700000.0,54000000.0,1.1600000000000001,1.1600000000000001,3.9958065417948,6.624074074074074,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2020-09-30,3027700000.0,1121000000.0,489100000.0,2200600000.0,824300000.0,1428900000.0,200000.0,428900000.0,1992600000.0,285800000.0,221000000.0,38800000.0,38500000.0,2.0,92900000.0,289400000.0,1429100000.0,,30.238,3.3637,2.0,285800000.0,0.26810627198835374,0.072992700729927,0.1109103683629429,0.14343069356619492,0.09439508537833999,0.12683056714298394,0.14343069356619492,1.7337134538396215,2.2919648333674094,2609800000.0,106500000.0,221700000.0,221700000.0,50100000.0,0.16000000000000014,0.16000000000000014,6.4460983310780335,4.425149700598802,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2020-12-31,3069400000.0,1145000000.0,521500000.0,2236800000.0,829400000.0,1429400000.0,200000.0,480400000.0,-1211600000.0,-36600000.0,18800000.0,-26500000.0,-24800000.0,1.3900000000000001,,42100000.0,1429600000.0,2.1956,34.0805,3.9382,1.3900000000000001,-36600000.0,0.022666988184229565,0.006124975565257053,-0.015516672169032684,0.030207989435457248,-0.011924154557894051,-0.016201859229747675,0.030207989435457248,1.7236556546901374,2.1955896452540746,2719900000.0,314300000.0,403500000.0,403500000.0,51100000.0,3.39,3.39,3.542998760842627,7.89628180039139,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2021-03-31,2947900000.0,1048000000.0,505600000.0,2216900000.0,727700000.0,1429800000.0,100000.0,394300000.0,694300000.0,131300000.0,108000000.0,12300000.0,14300000.0,1.18,91200000.0,111800000.0,1429900000.0,,27.0154,4.1605,1.18,131300000.0,0.1484128074756081,0.03663624953356627,0.15555235488981708,0.1891113351577128,0.04454018114590047,0.06085465331850204,0.1891113351577128,1.9649580871238148,2.0727848101265822,2739500000.0,421900000.0,505900000.0,505900000.0,50500000.0,4.57,4.57,2.82644791460763,10.017821782178217,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2021-06-30,3060100000.0,1144200000.0,564100000.0,2272700000.0,784000000.0,1430300000.0,100000.0,460200000.0,1441200000.0,276700000.0,226700000.0,24700000.0,31700000.0,2.49,90900000.0,267500000.0,1430400000.0,,26.8449,4.3267,2.49,276700000.0,0.28915816326530613,0.07408254632201562,0.15729947266167082,0.19199278379128504,0.09042188163785497,0.12495484104046242,0.19199278379128504,1.8244897959183672,2.0283637652898423,2916500000.0,574500000.0,657200000.0,657200000.0,49300000.0,7.0600000000000005,7.0600000000000005,2.1765063907486306,13.330628803245435,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2021-09-30,3116700000.0,1202400000.0,793900000.0,2249100000.0,864200000.0,1192500000.0,238400000.0,503900000.0,2158200000.0,415100000.0,370200000.0,37000000.0,28900000.0,4.08,90700000.0,356400000.0,1430900000.0,,25.5793,4.1088,4.08,415100000.0,0.428373061791252,0.11877947829434979,0.1715318320822908,0.192336206097674,0.13318574132896974,0.1808635789290227,0.192336206097674,1.6557509835686184,1.5145484317924172,3082100000.0,723700000.0,786500000.0,786500000.0,47500000.0,9.14,9.14,1.8193261284170374,16.557894736842105,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2021-12-31,3051000000.0,1117600000.0,601200000.0,2288600000.0,759100000.0,1429500000.0,12600000.0,397900000.0,-1426300000.0,-292900000.0,-221900000.0,-23800000.0,-34200000.0,-2.41,,-247100000.0,1442100000.0,1.8589,24.5948,4.1429,-2.41,-292900000.0,-0.2923198524568568,-0.07273025237627008,0.15557736801514407,0.20535651686181028,-0.09600131104555883,-0.1330637833908777,0.20535651686181028,1.8997497035963642,1.85894876912841,2867400000.0,483000000.0,530200000.0,530200000.0,50200000.0,5.34,5.34,2.719917012448133,10.56175298804781,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2022-03-31,3007600000.0,1077300000.0,581500000.0,2262600000.0,741600000.0,1426800000.0,12600000.0,305100000.0,723600000.0,117000000.0,93000000.0,11900000.0,14200000.0,1.05,88600000.0,20500000.0,1439400000.0,,20.6964,3.3438,1.05,117000000.0,0.12540453074433658,0.030921665115041894,0.1285240464344942,0.16169154228855723,0.03890144966085916,0.05364511691884457,0.16169154228855723,1.940938511326861,1.85262252794497,2896700000.0,468000000.0,515900000.0,515900000.0,49800000.0,5.21,5.21,2.7900755960457455,10.359437751004016,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2022-06-30,3653700000.0,1753000000.0,610400000.0,2874000000.0,776900000.0,2018100000.0,12600000.0,919600000.0,1496700000.0,264100000.0,208100000.0,29100000.0,32300000.0,2.35,88400000.0,109100000.0,2030700000.0,,18.5101,2.9409,2.35,264100000.0,0.26785944136954565,0.056955962449024275,0.1390392196164896,0.17645486737489144,0.07228289131565263,0.09406610628294629,0.17645486737489144,2.6138499163341486,2.8718872870249017,2952200000.0,449400000.0,503300000.0,503300000.0,54200000.0,5.07,5.07,4.034770514603617,9.285977859778598,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2022-09-30,3943300000.0,1235900000.0,689200000.0,3149700000.0,791300000.0,2214500000.0,12600000.0,282200000.0,2410400000.0,427000000.0,322700000.0,52200000.0,51400000.0,3.0,88400000.0,267100000.0,2227100000.0,,18.088,2.5251,3.0,427000000.0,0.40780993302161,0.08183501128496437,0.133878194490541,0.17714902090939263,0.10828493901047347,0.1414656771799629,0.17714902090939263,2.8144824971565776,1.7932385374347068,3204400000.0,401900000.0,515200000.0,515200000.0,69400000.0,3.99,3.99,4.322787267080745,7.423631123919308,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2022-12-31,3991200000.0,1214600000.0,703600000.0,3046700000.0,941800000.0,2081900000.0,12600000.0,288000000.0,-1358800000.0,-221700000.0,-165800000.0,-17300000.0,-41700000.0,-1.4000000000000004,,62800000.0,2094500000.0,1.7263,20.189,2.826,-1.4000000000000004,-221700000.0,-0.17604586961138247,-0.04154139106033273,0.12201942890785987,0.163158669414189,-0.05554720384846663,-0.07301650034581562,0.163158669414189,2.223932894457422,1.7262649232518477,3271900000.0,458000000.0,586400000.0,586400000.0,75900000.0,5.0,5.0,3.571793997271487,7.725955204216074,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2023-03-31,4124400000.0,1253400000.0,668500000.0,3079800000.0,1041700000.0,2109300000.0,12600000.0,292800000.0,923000000.0,171000000.0,123500000.0,23600000.0,24100000.0,1.0,88400000.0,69000000.0,2121900000.0,,19.1977,2.7016,1.0,171000000.0,0.11855620620140156,0.029943749393851228,0.13380281690140844,0.18526543878656554,0.041460576083794005,0.054052345429257805,0.18526543878656554,2.0369588173178457,1.874943904263276,3471300000.0,488500000.0,640400000.0,640400000.0,87600000.0,4.95,4.95,3.3133978763272953,7.310502283105023,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2023-06-30,4163800000.0,1275200000.0,660800000.0,3023300000.0,1138600000.0,2046700000.0,12600000.0,322600000.0,1835500000.0,355600000.0,265500000.0,47300000.0,44600000.0,3.0,88300000.0,230100000.0,2059300000.0,,20.4799,2.9234,3.0,355600000.0,0.2331810995959951,0.06376386954224507,0.14464723508580768,0.1937346771996731,0.08540275709688265,0.11119797367022108,0.1937346771996731,1.8086246267345862,1.9297820823244551,3810100000.0,545900000.0,731900000.0,731900000.0,105800000.0,5.6,5.6,2.813635742587785,6.917769376181474,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2023-09-30,4183100000.0,1320100000.0,649800000.0,2951700000.0,1232100000.0,2005100000.0,12600000.0,364300000.0,2753400000.0,548700000.0,421800000.0,70200000.0,58300000.0,4.0,88300000.0,381100000.0,2017700000.0,,16.272,2.5077,4.0,548700000.0,0.34234234234234234,0.10083430948339749,0.1531924166485073,0.19928088908258879,0.1311706629055007,0.16884115945596653,0.19928088908258879,1.6376105835565296,2.0315481686672823,4153100000.0,645000000.0,853600000.0,853600000.0,123800000.0,6.6,6.6,2.3637535145267106,6.894991922455573,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2023-12-31,4311500000.0,1360900000.0,1079700000.0,2993200000.0,1318300000.0,1602400000.0,412600000.0,468100000.0,-1861100000.0,-366900000.0,-270400000.0,-48000000.0,-50400000.0,-2.0,,-79600000.0,2015000000.0,1.2604,20.5807,3.0464,-2.0,-366900000.0,-0.20511264507320034,-0.06271599211411341,0.14529041964429637,0.19714147547149535,-0.0850979937376783,-0.1100711007110071,0.19714147547149535,1.5284836531897141,1.2604427155691396,3650800000.0,540400000.0,708400000.0,708400000.0,93100000.0,6.0,6.0,2.844438170525127,7.609022556390977,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2024-03-31,4286900000.0,1338300000.0,1025400000.0,2936000000.0,1350900000.0,1600100000.0,413200000.0,391800000.0,893900000.0,172100000.0,123800000.0,22900000.0,29100000.0,1.0,88100000.0,51100000.0,2013300000.0,,21.4263,3.1988,1.0,172100000.0,0.09164260863128285,0.028878676899391168,0.13849423872916433,0.1925271283141291,0.040145559728475125,0.05115629272932644,0.1925271283141291,1.4903397734843438,1.3051492100643651,3621700000.0,540700000.0,709500000.0,709500000.0,92400000.0,6.0,6.0,2.837632135306554,7.678571428571429,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2024-06-30,4779100000.0,1715800000.0,1034200000.0,3353800000.0,1425300000.0,1988300000.0,416300000.0,747500000.0,1859500000.0,381100000.0,279200000.0,48000000.0,62700000.0,3.0,87900000.0,224100000.0,2404600000.0,,18.2645,2.754,3.0,381100000.0,0.19588858485932786,0.05842104161871482,0.15014788921753158,0.2049475665501479,0.07974304785419849,0.09950651453040549,0.2049475665501479,1.6870834210341683,1.6590601431057823,3645700000.0,554400000.0,735000000.0,735000000.0,93100000.0,6.0,6.0,3.27156462585034,7.894736842105263,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
2024-09-30,4973700000.0,1862400000.0,1091500000.0,3402700000.0,1571000000.0,1983200000.0,418900000.0,878900000.0,2826600000.0,596100000.0,453400000.0,76800000.0,83100000.0,5.0,87800000.0,456000000.0,2402100000.0,,22.2071,3.4098,5.0,596100000.0,0.2886059834500318,0.09115949896455355,0.16040472652656904,0.21088940776905116,0.11985041317329151,0.15003397850544914,0.21088940776905116,1.5290260980267345,1.7062757672927165,3718900000.0,586000000.0,782400000.0,782400000.0,99700000.0,7.0,7.0,3.0701687116564416,7.847542627883651,1.0253819,183.11,116.57,0.86698,12151.685,18.8749,6.6251,2.9877
