report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,13756000000.0,5922000000.0,3418000000.0,9967000000.0,3592000000.0,3051000000.0,112000000.0,689000000.0,3126000000.0,,30000000.0,45000000.0,147000000.0,0.18,-54000000.0,45000000.0,,-99000000.0,3163000000.0,,22.8046,0.8646,0.18,,0.008351893095768375,0.0021808665309683045,0.009596928982725527,,,,-0.03166986564299424,,0.8805679287305123,1.732592159157402,,,,,,,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2010-06-30,13366000000.0,5886000000.0,3373000000.0,9727000000.0,3450000000.0,3017000000.0,59000000.0,784000000.0,6584000000.0,,302000000.0,91000000.0,258000000.0,1.81,367000000.0,93000000.0,,274000000.0,3076000000.0,,16.5451,0.7719,1.81,,0.08753623188405797,0.022594643124345355,0.04586877278250304,,,,0.041616038882138516,,0.8915942028985507,1.7450340942780906,,,,,,,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2010-09-30,14120000000.0,6305000000.0,3523000000.0,10018000000.0,3874000000.0,3066000000.0,69000000.0,930000000.0,10044000000.0,,564000000.0,137000000.0,352000000.0,3.39,698000000.0,158000000.0,,540000000.0,3135000000.0,,16.8099,0.9018,3.39,,0.14558595766649457,0.03994334277620397,0.056152927120669056,,,,0.053763440860215055,,0.8092410944759938,1.7896678966789668,,,,,,,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2010-12-31,14975000000.0,7058000000.0,3625000000.0,11142000000.0,3638000000.0,4043000000.0,28000000.0,1341000000.0,-6331000000.0,,-127000000.0,-84000000.0,-342000000.0,-0.75,299000000.0,11000000.0,470000000.0,288000000.0,4071000000.0,1.947,17.8218,1.021,-0.75,,-0.03490929081913139,-0.008480801335559266,0.020060022113410205,,,,-0.045490443847733375,,1.1190214403518417,1.9470344827586208,13423000000.0,769000000.0,1003000000.0,189000000.0,4.630000000000001,4.630000000000001,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2011-03-31,15103000000.0,7084000000.0,3749000000.0,11108000000.0,3766000000.0,3993000000.0,96000000.0,796000000.0,3533000000.0,,228000000.0,53000000.0,92000000.0,1.4,-156000000.0,54000000.0,117000000.0,-210000000.0,4089000000.0,,15.5716,1.0888,1.4,,0.0605416887944769,0.01509633847579951,0.06453439003679592,,,,-0.059439569770733086,,1.0857673924588422,1.8895705521472392,13830000000.0,967000000.0,892000000.0,197000000.0,5.8500000000000005,5.8500000000000005,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2011-06-30,15267000000.0,7239000000.0,3922000000.0,10979000000.0,4054000000.0,3613000000.0,111000000.0,982000000.0,7519000000.0,,568000000.0,108000000.0,220000000.0,3.52,252000000.0,134000000.0,236000000.0,118000000.0,3724000000.0,,13.8175,0.996,3.52,,0.14010853478046373,0.037204427850920284,0.07554196036707009,,,,0.015693576273440618,,0.9185989146521953,1.845741968383478,14765000000.0,1233000000.0,736000000.0,214000000.0,7.5600000000000005,7.5600000000000005,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2011-09-30,14543000000.0,6940000000.0,3788000000.0,10637000000.0,3662000000.0,3590000000.0,102000000.0,1301000000.0,11368000000.0,,879000000.0,159000000.0,340000000.0,5.48,777000000.0,235000000.0,352000000.0,542000000.0,3692000000.0,,10.066,0.7399,5.48,,0.24003276897870016,0.060441449494602215,0.07732230823363828,,,,0.04767769176636172,,1.0081922446750409,1.8321013727560718,16089000000.0,1548000000.0,738000000.0,236000000.0,9.650000000000002,9.650000000000002,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2011-12-31,14382000000.0,6694000000.0,3702000000.0,10936000000.0,3249000000.0,3574000000.0,108000000.0,1457000000.0,-7535000000.0,,-580000000.0,-110000000.0,-267000000.0,-3.5300000000000002,563000000.0,-33000000.0,-238000000.0,530000000.0,3682000000.0,1.8082,12.004,0.8831,-3.5300000000000002,,-0.17851646660510925,-0.04032818801279377,0.07697412076974121,,,,-0.07033842070338421,,1.1332717759310558,1.808211777417612,14885000000.0,1095000000.0,980000000.0,210000000.0,6.870000000000001,6.870000000000001,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2012-03-31,14834000000.0,6944000000.0,4558000000.0,11318000000.0,3293000000.0,2988000000.0,669000000.0,978000000.0,3752000000.0,,13000000.0,51000000.0,,0.08,-2000000.0,68000000.0,118000000.0,-70000000.0,3657000000.0,,16.9037,1.013,0.08,,0.0039477679927118125,0.0008763651071861939,0.003464818763326226,,,,-0.018656716417910446,,1.1105375037959309,1.5234752084247476,15104000000.0,880000000.0,1120000000.0,208000000.0,5.550000000000001,5.550000000000001,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
2012-06-30,14817000000.0,7151000000.0,4565000000.0,11142000000.0,3461000000.0,2964000000.0,647000000.0,1017000000.0,7707000000.0,,375000000.0,101000000.0,131000000.0,2.42,434000000.0,146000000.0,232000000.0,288000000.0,3611000000.0,,17.7233,1.1237,2.42,,0.1083501878069922,0.02530876695687386,0.04865706500583885,,,,0.037368625924484235,,1.0433400751227968,1.5664841182913471,15292000000.0,687000000.0,1290000000.0,201000000.0,4.450000000000001,4.450000000000001,1.1571153,133.43,90.24,2.43315,21987.41,13.9514,2.8954,1.385
